,IMPDH2 (3615)
ACH-000004,-0.674860738231
ACH-000007,-0.8043218506829999
ACH-000009,-0.717300728828
ACH-000011,-1.34178847658
ACH-000012,-0.39175107504699996
ACH-000013,-0.399782075152
ACH-000014,-0.335871922844
ACH-000015,-0.573528726114
ACH-000017,-0.392745474983
ACH-000018,-0.698828073667
ACH-000019,-0.481544341383
ACH-000021,-1.05487866259
ACH-000022,-0.41358948836599996
ACH-000025,-0.949200669797
ACH-000028,-0.723586834878
ACH-000030,-0.909158068818
ACH-000035,-0.676013130753
ACH-000036,-0.46773494996200005
ACH-000037,-0.5437208109839999
ACH-000039,-0.354616415809
ACH-000040,-0.474828499816
ACH-000041,-0.228705237117
ACH-000042,-0.872165876309
ACH-000045,-0.493986573631
ACH-000047,-0.762783054303
ACH-000052,-0.335934723441
ACH-000053,-0.9159433310680001
ACH-000054,-0.523785278451
ACH-000055,-0.49364226384
ACH-000060,-1.07695465754
ACH-000067,-0.464474919954
ACH-000070,-1.0183819706100001
ACH-000075,-0.309412146302
ACH-000078,-0.12215780886199999
ACH-000082,-0.275239841749
ACH-000085,-0.941592601212
ACH-000086,-0.41714662094599997
ACH-000087,-0.6833659446699999
ACH-000092,-0.38505099932400005
ACH-000095,-0.39439056614100004
ACH-000097,-0.631101584638
ACH-000098,-0.316473569005
ACH-000099,-0.401154167212
ACH-000108,-1.3009405029899999
ACH-000113,-0.223853902409
ACH-000115,-0.672640309423
ACH-000116,-0.418637669124
ACH-000118,-0.45481386132
ACH-000120,-0.28395897877099996
ACH-000123,-0.6051804775649999
ACH-000127,-0.942068263326
ACH-000128,-0.537750885348
ACH-000132,-0.489703177331
ACH-000133,-0.42635240217
ACH-000137,-0.461546207173
ACH-000138,-1.16159826334
ACH-000142,-0.36216823644699997
ACH-000143,-0.446328096099
ACH-000146,-0.514137868208
ACH-000148,-0.355439575902
ACH-000150,-0.606706908662
ACH-000152,-0.6939062235979999
ACH-000153,-0.763461407606
ACH-000159,-0.75494368021
ACH-000160,-0.593360319417
ACH-000163,-0.612108505327
ACH-000167,-0.564820482577
ACH-000168,-0.575957020004
ACH-000169,-0.463552062187
ACH-000178,-0.694960099683
ACH-000182,-0.7284832784909999
ACH-000183,-0.803863889147
ACH-000188,-0.510104816033
ACH-000189,-0.809522800604
ACH-000190,-0.620628185598
ACH-000198,-0.841930088309
ACH-000204,-0.546000972199
ACH-000206,-1.1330663125700002
ACH-000207,-1.7773309564500002
ACH-000211,-0.47270954647200003
ACH-000215,-0.207733339276
ACH-000221,-0.327541651775
ACH-000222,-0.9959806498389999
ACH-000223,-0.642444187092
ACH-000226,-0.858126683765
ACH-000227,-0.494420349599
ACH-000228,-0.6884243778010001
ACH-000231,-0.337500795453
ACH-000232,-0.154313901516
ACH-000233,-0.880736724859
ACH-000234,-0.983372045053
ACH-000235,-1.157453291
ACH-000237,-0.462423425805
ACH-000238,-0.444002908414
ACH-000243,-0.367241361372
ACH-000244,-0.404933593974
ACH-000246,-0.247590635586
ACH-000248,-0.324934423236
ACH-000250,-0.823782525819
ACH-000251,-0.6300921670399999
ACH-000253,-1.17299349422
ACH-000255,-0.7131994577609999
ACH-000256,-0.228371573635
ACH-000257,-0.42813773952399997
ACH-000258,-0.8873112903370001
ACH-000259,-0.199844662486
ACH-000260,-0.15437849249399999
ACH-000261,-0.502384764605
ACH-000262,-0.5063355231960001
ACH-000263,-0.757000077844
ACH-000264,-0.481581415283
ACH-000265,-0.935678132771
ACH-000266,-1.03614402239
ACH-000272,-0.5962079860189999
ACH-000273,-0.666446147527
ACH-000274,-0.6798752242280001
ACH-000277,-0.693450274298
ACH-000278,-0.319171551948
ACH-000279,-0.41722537555600003
ACH-000280,-0.537932324432
ACH-000281,-1.10927654666
ACH-000288,-0.537551345936
ACH-000291,-0.196796061427
ACH-000293,-0.31817813888700003
ACH-000294,-0.634909008025
ACH-000295,-0.8737747125929999
ACH-000296,-0.603380338785
ACH-000302,-0.321368040064
ACH-000304,-0.37716420347699997
ACH-000307,-1.23517660061
ACH-000308,-0.9080666811579999
ACH-000310,-0.403352312253
ACH-000311,-1.07212814277
ACH-000312,-0.445926309401
ACH-000315,-0.707176464746
ACH-000316,-0.43775193377800004
ACH-000317,-1.30818844434
ACH-000318,-1.14450437355
ACH-000319,-0.34238771641599997
ACH-000320,-0.8363874595790001
ACH-000322,-0.823348367038
ACH-000323,-0.481880266714
ACH-000324,-0.709546893353
ACH-000329,-0.39017509723000005
ACH-000330,-0.528763969119
ACH-000331,-0.159751779142
ACH-000332,-0.673020976
ACH-000334,-0.635061665615
ACH-000335,-0.646748203583
ACH-000336,-0.39250389931699997
ACH-000337,-1.1467854132200002
ACH-000339,-1.10652291338
ACH-000341,-0.640298356744
ACH-000348,-0.48750149917900004
ACH-000350,-0.332207180553
ACH-000352,-0.409030792517
ACH-000356,-0.8325037963259999
ACH-000361,-0.22054941231400002
ACH-000362,-0.6913734004800001
ACH-000363,-0.46787184325000003
ACH-000364,-0.25269732798300004
ACH-000365,-0.41551083486199997
ACH-000366,-0.6165430527719999
ACH-000368,-0.23977112854600002
ACH-000374,-1.02044779199
ACH-000375,-0.852629783557
ACH-000376,-0.497845605309
ACH-000381,-0.866433138477
ACH-000383,-1.34642442419
ACH-000387,-0.91955307014
ACH-000389,-0.387043072778
ACH-000390,-0.97434194116
ACH-000393,-0.585751814306
ACH-000395,-0.6374146057460001
ACH-000397,-0.7640192978370001
ACH-000401,-0.8780502534710001
ACH-000402,-0.9671949497660001
ACH-000403,-0.47158884185500005
ACH-000404,-0.27446101315
ACH-000406,-0.711365186196
ACH-000407,-0.523336564064
ACH-000408,-0.961857440162
ACH-000410,-0.458330280998
ACH-000411,-1.26446671019
ACH-000414,-0.9867655748540001
ACH-000415,-0.479866494268
ACH-000416,-0.8778844859
ACH-000420,-0.18965995248599998
ACH-000421,-0.629150907054
ACH-000424,-0.497283922948
ACH-000425,-0.480072845793
ACH-000426,-1.06845859198
ACH-000427,-0.5027029391210001
ACH-000433,-0.40374234836999995
ACH-000436,-0.37691607681
ACH-000444,-0.7691524409389999
ACH-000445,-0.6067366539869999
ACH-000448,-0.6879674982449999
ACH-000450,-0.44701690578599995
ACH-000452,-0.932382976019
ACH-000454,-0.868776949635
ACH-000458,-0.626369329141
ACH-000459,-0.7372811904250001
ACH-000460,-0.899890286458
ACH-000461,-0.567951388051
ACH-000463,-0.612353823224
ACH-000464,-0.5382859877939999
ACH-000466,-0.245576713876
ACH-000467,-0.390281221479
ACH-000468,-0.542276003106
ACH-000469,-0.42228166450800003
ACH-000470,-0.43365892501100006
ACH-000471,-1.05694149437
ACH-000472,-0.396019979799
ACH-000473,-0.190891156225
ACH-000475,-0.502897825444
ACH-000476,-0.634879222078
ACH-000477,-0.636763750054
ACH-000480,-0.294470104633
ACH-000481,-0.743559818485
ACH-000483,-0.264574307676
ACH-000484,-0.7380759648299999
ACH-000485,-0.48258632103999993
ACH-000486,-0.975172972572
ACH-000487,-1.01448820347
ACH-000488,-0.441573053433
ACH-000490,-0.531708035296
ACH-000491,-0.418970625556
ACH-000495,-0.875012444721
ACH-000496,-0.71021890471
ACH-000499,-0.34538382418499997
ACH-000500,-0.542514995754
ACH-000502,-1.31772024943
ACH-000503,-0.294553745386
ACH-000505,-0.507426464463
ACH-000507,-0.623715428853
ACH-000510,-0.9580723258700001
ACH-000511,-0.483374750637
ACH-000512,-0.462215915739
ACH-000516,-0.22433284096900002
ACH-000517,-0.646785879618
ACH-000518,-0.373772707235
ACH-000520,-0.513692208434
ACH-000521,-0.883809486556
ACH-000522,-0.8497699082619999
ACH-000524,-0.443611513736
ACH-000527,-0.593553016592
ACH-000528,-0.702165966655
ACH-000537,-0.663959365349
ACH-000541,-0.242790223553
ACH-000542,-1.01161909341
ACH-000544,-0.593253282204
ACH-000545,-0.6058712482949999
ACH-000547,-0.7220722594410001
ACH-000548,-0.8280050828919999
ACH-000549,-0.403608856902
ACH-000550,-0.753087872819
ACH-000552,-0.757458408517
ACH-000556,-0.9500484303419999
ACH-000557,-0.444144030095
ACH-000570,-0.270428881375
ACH-000571,-0.470454988486
ACH-000573,-0.42381278085699997
ACH-000576,-1.05402638159
ACH-000580,-0.410214457942
ACH-000584,-1.13916796802
ACH-000585,-0.641248363255
ACH-000588,-0.8839525938989999
ACH-000589,-0.461629564481
ACH-000591,-0.365802452185
ACH-000593,-1.12309322222
ACH-000600,-0.457886292767
ACH-000601,-0.676295098022
ACH-000604,-0.237274576509
ACH-000605,-0.6770545151719999
ACH-000606,-0.64734447113
ACH-000608,-0.701978826813
ACH-000614,-0.443554306814
ACH-000616,-0.40135925553
ACH-000618,-1.15867858045
ACH-000619,-0.8470078791269999
ACH-000620,-0.5040440963399999
ACH-000621,-0.38515828439000005
ACH-000622,-0.633663238047
ACH-000623,-0.241899839734
ACH-000624,-1.14878377791
ACH-000627,-0.412173532192
ACH-000630,-0.49926673878999994
ACH-000632,-0.427998780137
ACH-000633,-0.149603515352
ACH-000637,-0.297721474486
ACH-000638,-1.02410110059
ACH-000646,-0.647065657778
ACH-000647,-0.515807490201
ACH-000648,-1.13063373314
ACH-000649,-0.338438568697
ACH-000651,-0.9230000212780001
ACH-000652,-1.2015860294
ACH-000653,-0.52228978242
ACH-000657,-0.371445460739
ACH-000658,-0.6468786203760001
ACH-000661,-0.8222349591850001
ACH-000662,-0.5472209190730001
ACH-000663,-0.834802464398
ACH-000665,-0.466178684383
ACH-000671,-0.49149307028000006
ACH-000673,-0.473220882843
ACH-000676,-0.5955256031589999
ACH-000677,-0.639304048302
ACH-000681,-0.446587986497
ACH-000682,-0.5991087706270001
ACH-000683,-0.7707345091150001
ACH-000684,-0.721206906944
ACH-000688,-0.678175141692
ACH-000693,-0.9011336862279999
ACH-000694,-0.6901771954000001
ACH-000695,-0.775079011877
ACH-000696,-0.695081781451
ACH-000697,-0.6346976769439999
ACH-000699,-0.6999750775370001
ACH-000701,-1.1810445843000001
ACH-000706,-1.08967680418
ACH-000711,-0.259580197472
ACH-000713,-1.10039287816
ACH-000714,0.0587143341675
ACH-000718,-0.517639513267
ACH-000720,-0.310402508889
ACH-000721,-1.0293212148
ACH-000724,-0.628553868972
ACH-000725,-0.7578345068019999
ACH-000732,-0.44080945115599995
ACH-000734,-0.631584057641
ACH-000735,-0.640534968068
ACH-000736,-0.693851526029
ACH-000738,-0.46025072706200004
ACH-000746,-0.905284870823
ACH-000747,-0.9749316109720001
ACH-000748,-0.412236983221
ACH-000753,-0.93721735705
ACH-000756,-0.0823116418552
ACH-000757,-0.506067259168
ACH-000758,-0.805080748564
ACH-000760,-0.799379278046
ACH-000763,-0.320237466224
ACH-000764,-0.785582958065
ACH-000765,-0.935352770986
ACH-000766,-0.7511483066069999
ACH-000767,-0.106412572776
ACH-000768,-0.8624171996610001
ACH-000769,-0.433794790869
ACH-000770,-0.804945308028
ACH-000771,-0.258226022998
ACH-000773,-0.690505330732
ACH-000776,-0.158888471827
ACH-000777,-1.13142387975
ACH-000778,-0.6190956056270001
ACH-000781,-0.857233710544
ACH-000782,-0.742999339304
ACH-000783,-0.254029659452
ACH-000784,-0.655933661123
ACH-000785,-0.689307520525
ACH-000787,-1.01157110954
ACH-000788,-0.45382048230800004
ACH-000791,-1.10256781572
ACH-000792,-0.34339604443300004
ACH-000794,-0.64097100516
ACH-000796,-1.2171532890799999
ACH-000799,-0.579856370849
