,LCN10 (414332)
ACH-000004,-0.332347939014
ACH-000007,-0.558894478986
ACH-000009,-0.509839648675
ACH-000011,-0.596263687091
ACH-000012,-0.503774907399
ACH-000013,-0.5721663216589999
ACH-000014,-0.250247352971
ACH-000015,-0.302611710911
ACH-000017,-0.33479310522399996
ACH-000018,-0.327552491267
ACH-000019,-0.497019888025
ACH-000021,-0.32974089380399996
ACH-000022,-0.514202176125
ACH-000025,-0.306007781079
ACH-000028,-0.196327713637
ACH-000030,-0.438156899609
ACH-000035,-0.34984759621699996
ACH-000036,-0.397942513808
ACH-000037,-0.37818109876500006
ACH-000039,-0.544889938368
ACH-000040,-0.5592347735109999
ACH-000041,-0.653941921337
ACH-000042,-0.34757446453
ACH-000045,-0.421111351011
ACH-000047,-0.593719324821
ACH-000052,-0.397858037493
ACH-000053,-0.461194762447
ACH-000054,-0.352495067159
ACH-000055,-0.618922959715
ACH-000060,-0.606932772816
ACH-000067,-0.460527102814
ACH-000070,-0.284878068515
ACH-000075,-0.65301808672
ACH-000078,-0.455171964193
ACH-000082,-0.361770320795
ACH-000085,-0.368637178674
ACH-000086,-0.315170857606
ACH-000087,-0.352091993068
ACH-000092,-0.526604697361
ACH-000095,-0.558618218419
ACH-000097,-0.413765514886
ACH-000098,-0.21538935538000004
ACH-000099,-0.531338760195
ACH-000108,-0.38961329314300003
ACH-000113,-0.254720486908
ACH-000115,-0.541626886003
ACH-000116,-0.492193521902
ACH-000118,-0.360827792087
ACH-000120,-0.34202282805600004
ACH-000123,-0.286858278512
ACH-000127,-0.324259984568
ACH-000128,-0.522554865424
ACH-000132,-0.27304906226500003
ACH-000133,-0.426584426911
ACH-000137,-0.337619393684
ACH-000138,-0.488927459269
ACH-000142,-0.264565984996
ACH-000143,-0.352440486605
ACH-000146,-0.376079536095
ACH-000148,-0.454025635682
ACH-000150,-0.38839298383000004
ACH-000152,-0.41912988102
ACH-000153,-0.0512068548385
ACH-000159,-0.321415626142
ACH-000160,-0.349298752786
ACH-000163,-0.160650701131
ACH-000167,-0.43793077610799996
ACH-000168,-0.542295470387
ACH-000169,-0.6556634281600001
ACH-000178,-0.36304827405699996
ACH-000182,-0.40564374546099996
ACH-000183,-0.24861765600299998
ACH-000188,-0.45652936029200003
ACH-000189,-0.216932442929
ACH-000190,-0.252066374097
