,RNPEP (6051)
ACH-000004,-0.023771083197099998
ACH-000007,-0.011162982718400001
ACH-000009,-0.23578394627799998
ACH-000011,-0.257687367051
ACH-000012,-0.084950255569
ACH-000013,0.0104373110275
ACH-000014,-0.146923498471
ACH-000015,0.029446201202199998
ACH-000017,-0.23712478505399998
ACH-000018,-0.26922101745
ACH-000019,0.0980385480696
ACH-000021,-0.176556722458
ACH-000022,-0.157396514418
ACH-000025,-0.199273986147
ACH-000028,-0.08792953259710001
ACH-000030,0.00362634897649
ACH-000035,0.09871519902499999
ACH-000036,-0.256778873691
ACH-000037,-0.12908179969
ACH-000039,0.08955981465739998
ACH-000040,-0.19926042970199997
ACH-000041,-0.125067085831
ACH-000042,-0.09458094052230001
ACH-000045,0.00319064869074
ACH-000047,-0.028309559746400002
ACH-000052,0.014562951623500001
ACH-000053,-0.12463687514499999
ACH-000054,-0.251052233833
ACH-000055,-0.169194367784
ACH-000060,0.0068048565182
ACH-000067,0.011101690434999999
ACH-000070,-0.21488924792199998
ACH-000075,-0.177253138136
ACH-000078,-0.19246213539700002
ACH-000082,-0.056715834036
ACH-000085,-0.236881939782
ACH-000086,-0.30253674768399996
ACH-000087,0.10066333234500001
ACH-000092,-0.310206989882
ACH-000095,-0.139631456042
ACH-000097,-0.135669435318
ACH-000098,-0.220461724586
ACH-000099,-0.240888697923
ACH-000108,-0.08379407471889999
ACH-000113,-0.23640436714899998
ACH-000115,0.131648733924
ACH-000116,-0.20461946378899998
ACH-000118,-0.0813758257595
ACH-000120,-0.29494069336
ACH-000123,-0.134629072538
ACH-000127,-0.011691269385899998
ACH-000128,0.140348413348
ACH-000132,-0.33679235438199995
ACH-000133,-0.13368776255200002
ACH-000137,-0.19714720801600003
ACH-000138,-0.187076362546
ACH-000142,-0.22324186847600003
ACH-000143,-0.178395547227
ACH-000146,-0.163171266744
ACH-000148,-0.288561500006
ACH-000150,-0.259372221055
ACH-000152,0.00264613754083
ACH-000153,-0.22466291005999997
ACH-000159,-0.21924430218600002
ACH-000160,-0.0857575171277
ACH-000163,-0.26702240376499997
ACH-000167,0.17426278686000002
ACH-000168,-0.305596705554
