,SS18L2 (51188)
ACH-000004,-1.8686650374200002
ACH-000007,-1.7879912774900002
ACH-000009,-2.20618502979
ACH-000011,-1.9310073248599997
ACH-000012,-1.8804946554400004
ACH-000013,-2.16264075978
ACH-000014,-2.2411593561700003
ACH-000015,-2.24164568348
ACH-000017,-1.5188077279899999
ACH-000018,-1.61584762108
ACH-000019,-1.55429634921
ACH-000021,-1.8191252620700002
ACH-000022,-2.30809229247
ACH-000025,-1.80002658801
ACH-000028,-1.88848201651
ACH-000030,-2.06197004246
ACH-000035,-1.8073479112000002
ACH-000036,-2.06831967683
ACH-000037,-1.23968594371
ACH-000039,-2.33976291384
ACH-000040,-1.61322203102
ACH-000041,-2.25233631841
ACH-000042,-2.28718245643
ACH-000045,-2.2275756932700004
ACH-000047,-2.01365779449
ACH-000052,-1.79884165125
ACH-000053,-2.00492836095
ACH-000054,-1.79182566095
ACH-000055,-2.13922136849
ACH-000060,-2.07752949277
ACH-000067,-1.75053009512
ACH-000070,-1.82799313975
ACH-000075,-1.92855731759
ACH-000078,-2.2445557061700003
ACH-000082,-1.86819160528
ACH-000085,-1.76102463574
ACH-000086,-1.82584732496
ACH-000087,-1.9255886720599997
ACH-000092,-1.87168676713
ACH-000095,-1.8880946495200002
ACH-000097,-1.7587686406999998
ACH-000098,-2.22624387853
ACH-000099,-1.9709171413
ACH-000108,-1.8707821833000002
ACH-000113,-2.35092995157
ACH-000115,-2.06248697457
ACH-000116,-1.7147037330200001
ACH-000118,-1.4331360328799998
ACH-000120,-1.9429905343400002
ACH-000123,-1.9170528745099997
ACH-000127,-1.4760056522799998
ACH-000128,-1.8680857104799997
ACH-000132,-1.75920246771
ACH-000133,-1.7932563892400002
ACH-000137,-1.89643688163
ACH-000138,-2.16133707948
ACH-000142,-1.82608446214
ACH-000143,-1.89138488058
ACH-000146,-3.1205205584400004
ACH-000148,-2.3276514006499998
ACH-000150,-1.9146528389
ACH-000152,-1.66046107595
ACH-000153,-1.9724751515999999
ACH-000159,-1.8151346584999999
ACH-000160,-2.2113088746500003
ACH-000163,-2.0734230636099995
ACH-000167,-2.36834339595
ACH-000168,-2.4572959760499997
ACH-000169,-1.88809598818
ACH-000178,-2.22804811561
ACH-000182,-2.09677575555
ACH-000183,-2.119944674
ACH-000188,-1.9241271223700003
ACH-000189,-1.44705590782
ACH-000190,-2.2263117112599997
ACH-000198,-2.11289182307
ACH-000204,-1.82324848838
ACH-000206,-2.4777347841900004
ACH-000207,-2.0416574801400005
ACH-000211,-2.00707584606
ACH-000215,-1.99347653787
ACH-000221,-2.0295400316900003
ACH-000222,-2.17143945632
ACH-000223,-1.4688648420200001
ACH-000226,-1.99887789724
ACH-000227,-1.78473182095
ACH-000228,-2.03943245821
ACH-000231,-1.84137042472
ACH-000232,-2.07458935321
ACH-000233,-2.14500037515
ACH-000234,-1.7085752275900001
ACH-000235,-2.10239422802
ACH-000237,-1.87532413118
ACH-000238,-2.1644471638900002
ACH-000243,-2.0387596005
ACH-000244,-1.5583104245500001
ACH-000246,-1.9838301246799999
ACH-000248,-1.6672179519299999
ACH-000250,-1.84150455691
ACH-000251,-2.11035021239
ACH-000253,-2.22266772179
ACH-000255,-1.6887546466799999
ACH-000256,-2.17116468541
ACH-000257,-2.2869502804299997
ACH-000258,-2.0808228229799997
ACH-000259,-2.20200221848
ACH-000260,-2.2088422622099997
ACH-000261,-2.02301485373
ACH-000262,-2.06446941942
ACH-000263,-2.04589100831
ACH-000264,-1.9277601882
ACH-000265,-1.94885161887
ACH-000266,-1.8569766923700002
ACH-000272,-1.93957149753
