,HBS1L (10767)
ACH-000004,-0.43882037349799996
ACH-000007,-0.259415166948
ACH-000009,-0.0493114703694
ACH-000011,-0.152166234951
ACH-000012,-0.19044151607700002
ACH-000013,-0.132230333057
ACH-000014,-0.272422478325
ACH-000015,-0.273634318863
ACH-000017,-0.175444643578
ACH-000018,-0.263693674109
ACH-000019,-0.5480981318779999
ACH-000021,-0.184346626939
ACH-000022,-0.145444105057
ACH-000025,-0.226898499206
ACH-000028,-0.231991267646
ACH-000030,-0.014690656452799999
ACH-000035,-0.48993946020900003
ACH-000036,-0.0345735225443
ACH-000037,-0.0048476802393699996
ACH-000039,0.126538557067
ACH-000040,-0.592703165775
ACH-000041,0.0006594868989969999
ACH-000042,-0.16828367041900003
ACH-000045,-0.215226294576
ACH-000047,-0.12739496109600001
ACH-000052,-0.275987554875
ACH-000053,-0.153428742667
ACH-000054,0.0139474882
ACH-000055,-0.105061238818
ACH-000060,-0.118225656599
ACH-000067,-0.106469598584
ACH-000070,-0.194374426342
ACH-000075,-0.340239469378
ACH-000078,0.0401950849782
ACH-000082,-0.00694094472913
ACH-000085,-0.105656728256
ACH-000086,-0.00022209089223500003
ACH-000087,-0.265044535227
ACH-000092,-0.190848553448
ACH-000095,-0.301083874225
ACH-000097,-0.0619954763538
ACH-000098,0.141189988219
ACH-000099,0.143255503846
ACH-000108,-0.414385782042
ACH-000113,-0.0252879677433
ACH-000115,-0.10530211424000001
ACH-000116,-0.195654517541
ACH-000118,-0.358084473228
ACH-000120,-0.035619869128
ACH-000123,-0.0882931243409
ACH-000127,0.0160316065385
ACH-000128,-0.00631222573357
ACH-000132,-0.43617745460600005
ACH-000133,-0.00153113104651
ACH-000137,-0.09529121425439999
ACH-000138,-0.42857213851899995
ACH-000142,-0.0780448250423
ACH-000143,-0.2378943048
ACH-000146,-0.0584889889735
ACH-000148,-0.16700385588199998
ACH-000150,-0.0594587076881
ACH-000152,0.0984599281911
ACH-000153,-0.17954159347800003
ACH-000159,-0.343929013142
ACH-000160,-0.311478686842
ACH-000163,-0.40748220354000003
ACH-000167,-0.45026862648000004
ACH-000168,-0.618949066317
ACH-000169,-0.19109376343899998
ACH-000178,-0.245574324736
ACH-000182,-0.29174284769299996
ACH-000183,0.16074926114600002
ACH-000188,-0.139593349635
ACH-000189,-0.12469400912
ACH-000190,0.00552688175145
ACH-000198,0.0590302120082
ACH-000204,0.11746322669600001
ACH-000206,0.174862941199
ACH-000207,0.222783692828
ACH-000211,-0.714573557052
ACH-000215,-0.15662765854900002
ACH-000221,-0.159886993023
ACH-000222,-0.204953674091
ACH-000223,-0.0859845568979
ACH-000226,-0.09966172631989999
ACH-000227,0.217916877741
ACH-000228,-0.242809063713
ACH-000231,0.054793937175199994
ACH-000232,-0.046836175285599996
ACH-000233,-0.190389888577
ACH-000234,-0.0271334877767
ACH-000235,-0.308921704798
ACH-000237,-0.0426542522839
ACH-000238,-0.24782975191
ACH-000243,-0.176813329978
ACH-000244,-0.556381638428
ACH-000246,-0.019718889803900002
ACH-000248,-0.0649629934348
ACH-000250,0.177314642053
ACH-000251,-0.098456244178
ACH-000253,0.10995264540500001
ACH-000255,-0.22496532511999998
ACH-000256,-0.0870178649636
ACH-000257,-0.060769314825599996
ACH-000258,0.19948305176
ACH-000259,-0.329489075221
ACH-000260,-0.578364738206
ACH-000261,-0.0047763073803800005
ACH-000262,-0.286787323689
ACH-000263,-0.191541437401
ACH-000264,-0.259320245519
ACH-000265,-0.18881945792899998
ACH-000266,-0.108905353496
ACH-000272,0.0182108070823
ACH-000273,-0.158643139594
ACH-000274,-0.09681293371659999
ACH-000277,0.11160515702500001
ACH-000278,-0.411777369489
ACH-000279,-0.357864095021
ACH-000280,-0.29033531140700003
ACH-000281,-0.173268834127
ACH-000288,-0.0336496533549
ACH-000291,-0.0663299904871
ACH-000293,0.0611856644802
ACH-000294,-0.14971614072699999
ACH-000295,0.04587338596630001
ACH-000296,0.157129505474
ACH-000302,0.176687638561
ACH-000304,0.056346136956699995
ACH-000307,-0.517851864944
ACH-000308,-0.0204645927395
ACH-000310,0.05211246394719999
ACH-000311,-0.273189741373
ACH-000312,0.13678634988299998
ACH-000315,-0.37481246343400004
ACH-000316,-0.257394722495
ACH-000317,-0.188701112622
ACH-000318,-0.343870462606
ACH-000319,-0.15672659586100002
ACH-000320,-0.449063354482
ACH-000322,-0.140869656555
ACH-000323,-0.157484439928
ACH-000324,-0.0157952571648
ACH-000329,0.06574195397680001
ACH-000330,-0.131879229062
ACH-000331,-0.6573137421890001
ACH-000332,-0.151779813428
ACH-000334,-0.0250633273166
ACH-000335,0.06698255893709999
ACH-000336,0.0296242065075
ACH-000337,-0.30318867826900003
ACH-000339,-0.30408759008
ACH-000341,0.051932252197000005
ACH-000348,-0.100924170944
ACH-000350,-0.164537515758
ACH-000352,-0.608830122098
ACH-000356,-0.376927884491
ACH-000361,-0.26085490447799997
ACH-000362,-0.0966229422462
ACH-000363,0.0608031972167
ACH-000364,-0.00967619742995
ACH-000365,-0.417495598607
ACH-000366,0.045349717334000006
ACH-000368,-0.0163617549868
ACH-000374,-0.0824813655831
ACH-000375,-0.346499701279
ACH-000376,-0.169699004652
ACH-000381,-0.00538064773529
ACH-000383,-0.08805989109
ACH-000387,-0.0911824676028
ACH-000389,-0.255940192701
ACH-000390,-0.39468582799900004
ACH-000393,-0.113297524431
ACH-000395,-0.0781149663768
ACH-000397,0.146361470845
ACH-000401,-0.16473485848
ACH-000402,-0.17155698466400002
ACH-000403,-0.033328998756
ACH-000404,0.16423667935699998
ACH-000406,0.0182890258651
ACH-000407,0.0018190208493699999
ACH-000408,-0.13694871691
ACH-000410,0.0936092462985
ACH-000411,-0.298381136289
ACH-000414,-0.0708428578236
ACH-000415,-0.22639939502700002
ACH-000416,-0.6784277984620001
ACH-000420,-0.678587246841
ACH-000421,0.00582359872644
ACH-000424,-0.176195074797
ACH-000425,-0.0760560790966
ACH-000426,0.020147074656099998
ACH-000427,-0.013256293273400001
ACH-000433,-0.24929009006299999
ACH-000436,-0.0618874210919
ACH-000444,-0.134804993677
ACH-000445,0.00508969329857
ACH-000448,-0.0123866241508
ACH-000450,-0.327384006249
ACH-000452,-0.25546492630999995
ACH-000454,-0.195037274241
ACH-000458,-0.177959371079
ACH-000459,-0.0733702662286
ACH-000460,-0.0791879588135
ACH-000461,0.0868856017667
ACH-000463,-0.197805003448
ACH-000464,-0.12767688838
ACH-000466,-0.195425134948
ACH-000467,-0.287405102551
ACH-000468,-0.14002958551
ACH-000469,0.171459964425
ACH-000470,0.2977451217
ACH-000471,0.0311785174761
ACH-000472,-0.118874527206
ACH-000473,-0.143427679683
ACH-000475,-0.104492135688
ACH-000476,0.0164285183627
ACH-000477,-0.281666604866
ACH-000480,-0.316506630613
ACH-000481,-0.012877790441399998
ACH-000483,-0.145502848771
ACH-000484,-0.18567417887499998
ACH-000485,0.258139671131
ACH-000486,-0.11349584479599999
ACH-000487,0.019397224884400002
ACH-000488,-0.23786986859499998
ACH-000490,-0.272086266081
ACH-000491,-0.212975551687
ACH-000495,0.070321913304
ACH-000496,-0.185225339379
ACH-000499,-0.31056218106999994
ACH-000500,0.41132346956999993
ACH-000502,-0.278907693109
ACH-000503,-0.0394096001033
ACH-000505,-0.12729547747300002
ACH-000507,-0.146028923894
ACH-000510,0.0909675978476
ACH-000511,-0.119267293456
ACH-000512,0.10986127059900001
ACH-000516,-0.362960981583
ACH-000517,-0.037428300814
ACH-000518,-0.012030531282799998
ACH-000520,-0.0323699761972
ACH-000521,-0.121166523981
ACH-000522,-0.09454547807399999
ACH-000524,-0.0625873943332
ACH-000527,-0.137153822294
ACH-000528,-0.11498584858100001
ACH-000537,-0.404794733273
ACH-000541,0.236144350279
ACH-000542,-0.123492891095
ACH-000544,-0.331315328021
ACH-000545,-0.211685181142
