,TNK1 (8711)
ACH-000004,-0.19474259634500002
ACH-000007,-0.0957245073011
ACH-000009,-0.149494773917
ACH-000011,0.0426847498001
ACH-000012,0.00262417871848
ACH-000013,-0.08652804350310002
ACH-000014,-0.05064096346369999
ACH-000015,-0.0103467760716
ACH-000017,-0.0627997281662
ACH-000018,-0.027631350227
ACH-000019,0.0625404831664
ACH-000021,0.170498482555
ACH-000022,-0.100246965578
ACH-000025,0.013337760325100001
ACH-000028,0.0511546134461
ACH-000030,-0.0387262613321
ACH-000035,-0.133073499715
ACH-000036,0.08818890266389999
ACH-000037,0.05973629605669999
ACH-000039,0.154729560706
ACH-000040,-0.10621253279899999
ACH-000041,-0.020433197140799997
ACH-000042,-0.134341333116
ACH-000045,-0.08420586679150001
ACH-000047,-0.0619061099539
ACH-000052,-0.0607686564635
ACH-000053,-0.045811979216
ACH-000054,0.0608649378707
ACH-000055,0.28595500604400004
ACH-000060,-0.185973760391
ACH-000067,0.022065225306700003
ACH-000070,-0.107831527557
ACH-000075,-0.18259839036699999
ACH-000078,0.00014408686183100001
ACH-000082,-0.259159341853
ACH-000085,-0.043557289019
ACH-000086,-0.022576468566799998
ACH-000087,0.023503849194400003
ACH-000092,-0.0249933581116
ACH-000095,0.000608659737209
ACH-000097,-0.03889817747930001
ACH-000098,-0.149566005674
ACH-000099,0.0168028566898
ACH-000108,0.030985984849400003
ACH-000113,-0.154845990017
ACH-000115,0.024641155388199998
ACH-000116,0.0101257848683
ACH-000118,0.0121529620927
ACH-000120,-0.0312518989892
ACH-000123,-0.036680691916
ACH-000127,-0.103809025614
ACH-000128,-0.11560877811300001
ACH-000132,0.0189046197611
ACH-000133,-0.128313281928
ACH-000137,-0.162236981986
ACH-000138,-0.147060272502
ACH-000142,-0.0526526631211
ACH-000143,-0.00702223507909
ACH-000146,-0.08572447876049999
ACH-000148,-0.0517183204873
ACH-000150,-0.133685598617
ACH-000152,-0.0117516449788
ACH-000153,0.302060828895
ACH-000159,-0.0156272295446
ACH-000160,-0.020411381757200003
ACH-000163,0.026505693825
ACH-000167,-0.137455859938
ACH-000168,-0.12673355410499998
ACH-000169,0.011232723509
ACH-000178,-0.133540361088
ACH-000182,-0.0487125738557
ACH-000183,-0.115699527674
ACH-000188,-0.131717427243
ACH-000189,0.105147620371
ACH-000190,-0.01107789778
ACH-000198,0.0243091957015
ACH-000204,0.219281957429
ACH-000206,0.018863029999
ACH-000207,-0.0565974176992
ACH-000211,-0.0208208775003
ACH-000215,-0.0227101096735
ACH-000221,-0.121587218193
ACH-000222,-0.0902353211548
ACH-000223,0.00572605100379
ACH-000226,0.0263528948804
ACH-000227,-0.143073693457
ACH-000228,0.072154554031
ACH-000231,-0.0683253408086
ACH-000232,0.0521986959079
ACH-000233,0.047010614002999995
ACH-000234,-0.221160854966
ACH-000235,-0.005611217987930001
ACH-000237,-0.00832844429728
ACH-000238,-0.20175427130399998
ACH-000243,-0.058881085757400003
ACH-000244,-0.11600905608899999
ACH-000246,-0.0306844686921
ACH-000248,0.0115039758422
ACH-000250,-0.0480690570111
ACH-000251,-0.0303132295828
ACH-000253,-0.145683846994
ACH-000255,-0.0061685594689700005
ACH-000256,0.0169113912257
ACH-000257,-0.516862001362
ACH-000258,0.0402275775638
ACH-000259,0.084193210659
ACH-000260,-0.06866686754319999
ACH-000261,-0.0881280955094
ACH-000262,0.218071643096
ACH-000263,0.285822077184
ACH-000264,-0.05815626081519999
ACH-000265,0.08785097243869999
ACH-000266,-0.013472183644000001
ACH-000272,-0.11903283007000001
ACH-000273,0.080105295427
ACH-000274,-0.145508763728
ACH-000277,0.0505203773536
ACH-000278,-0.0605816347893
ACH-000279,-0.13769951385600002
ACH-000280,-0.127037558431
ACH-000281,-0.22648379049000003
ACH-000288,-0.38805093177199995
ACH-000291,-0.043275787518499996
ACH-000293,-0.15288189683700001
ACH-000294,-0.07892112218510001
ACH-000295,-0.116376546623
ACH-000296,-0.112917812929
ACH-000302,-0.0519952093372
ACH-000304,0.0285300964753
ACH-000307,0.017182103851700003
ACH-000308,0.0104496000317
ACH-000310,-0.0354035343409
ACH-000311,-0.0384440125097
ACH-000312,0.162216904892
ACH-000315,-0.004719744926609999
ACH-000316,0.0379706619035
ACH-000317,0.25084561898200003
ACH-000318,0.014398796861700001
ACH-000319,-0.295084061101
ACH-000320,0.009930447305
ACH-000322,0.139349516667
ACH-000323,-0.313932681564
ACH-000324,-0.017463406600799997
ACH-000329,-0.124300057787
ACH-000330,-0.11645980222100001
ACH-000331,-0.0129778092316
ACH-000332,-0.042367406280800005
ACH-000334,0.056187398216500005
ACH-000335,0.223554581083
ACH-000336,-0.165122692028
ACH-000337,-0.0183550022096
ACH-000339,-0.0428188606869
ACH-000341,0.256403993943
ACH-000348,-0.155907162398
ACH-000350,-0.0465777254139
ACH-000352,0.145542347525
ACH-000356,-0.272685357108
ACH-000361,-0.111373574775
ACH-000362,-0.0966412958495
ACH-000363,-0.0014496992877200002
ACH-000364,-0.114429609815
ACH-000365,-0.035639179561199996
ACH-000366,0.029283229407099997
ACH-000368,0.0381520859872
ACH-000374,0.0660581721103
ACH-000375,-0.0608115628396
ACH-000376,-0.076070893082
ACH-000381,0.04809015830490001
ACH-000383,-0.154192205189
ACH-000387,-0.08695684409360001
ACH-000389,-0.12006055113299999
ACH-000390,-0.0246798254489
ACH-000393,0.018830299756099997
ACH-000395,-0.120370723081
ACH-000397,-0.0899420541183
ACH-000401,-0.0953663712157
ACH-000402,-0.176930131963
ACH-000403,-0.063413127843
ACH-000404,0.157347326305
ACH-000406,-0.015673590063499998
ACH-000407,-0.0436116420113
ACH-000408,-0.165127588249
ACH-000410,0.0387835676652
ACH-000411,0.0188935102177
ACH-000414,-0.0329925378939
ACH-000415,-0.12111115176300001
ACH-000416,-0.0569203586291
ACH-000420,0.00521970047761
ACH-000421,0.038255816082900004
ACH-000424,-0.15047541177100002
ACH-000425,0.0311577093714
ACH-000426,-0.00647696204784
ACH-000427,-0.189495965674
ACH-000433,-0.113821736874
ACH-000436,0.137258244169
ACH-000444,-0.0969092948194
ACH-000445,-0.197088939335
ACH-000448,-0.013959059231200001
ACH-000450,0.151313049557
ACH-000452,-0.0315648559394
ACH-000454,0.0350490113904
ACH-000458,-0.042969615196000004
ACH-000459,0.0284141990882
ACH-000460,-0.0305811881873
ACH-000461,0.14853481715
ACH-000463,-0.088753793882
ACH-000464,-0.19043269809900001
ACH-000466,-0.181130998619
ACH-000467,-0.00540641246986
ACH-000468,-0.12275733445800001
ACH-000469,-0.174694898633
ACH-000470,-0.0550817932134
ACH-000471,-0.0875272183712
ACH-000472,-0.0826156358605
ACH-000473,0.0690972202842
ACH-000475,-0.010453780955600001
ACH-000476,-0.215077783459
ACH-000477,-0.041736135082099994
ACH-000480,0.03985210184869999
ACH-000481,-0.106278126226
ACH-000483,-0.11719181892000001
ACH-000484,0.307173511259
ACH-000485,0.0842462558337
ACH-000486,0.055024704802900004
ACH-000487,-0.009764354358809998
ACH-000488,-0.05310130779280001
ACH-000490,0.0752752191151
ACH-000491,-0.11927219495100001
ACH-000495,0.406423722805
ACH-000496,-0.09070636606389999
ACH-000499,0.130753873411
ACH-000500,0.046323561029900005
ACH-000502,0.0060159260057
ACH-000503,-0.0566575611153
ACH-000505,-0.07513941484730001
ACH-000507,0.08385613271760001
ACH-000510,0.0439565343903
ACH-000511,-0.0745836536993
ACH-000512,-0.24603992374000003
ACH-000516,-0.016822871910200002
ACH-000517,-0.06852771116840001
ACH-000518,-0.17923104116799998
ACH-000520,-0.006722718284569999
ACH-000521,-0.018962161123400004
ACH-000522,0.06393679819180001
ACH-000524,-0.0147533472191
ACH-000527,-0.0136814978932
ACH-000528,0.0784552586943
ACH-000537,-0.0474567065367
ACH-000541,-0.05327401308130001
ACH-000542,-0.05721922216249999
ACH-000544,-0.00370251063814
ACH-000545,-0.04769170755
ACH-000547,0.063101557159
ACH-000548,-0.131508897547
ACH-000549,0.0775109602037
ACH-000550,-0.062122241984
ACH-000552,0.025870401008200004
ACH-000556,-0.11269706356899999
ACH-000557,0.0530938479535
ACH-000570,-0.214227495513
ACH-000571,-0.17086924606800002
ACH-000573,-0.107709662892
ACH-000576,-0.109499838717
ACH-000580,-0.135744184517
ACH-000584,-0.134119499627
ACH-000585,-0.0782301887456
ACH-000588,0.09182294615389999
ACH-000589,-0.025089977256499998
ACH-000591,-0.214996217498
ACH-000593,-0.132321680093
ACH-000600,0.028737446090700003
ACH-000601,0.007413259401840001
ACH-000604,-0.21348940741
ACH-000605,-0.0259857592215
ACH-000606,0.07037501381910001
ACH-000608,-0.0566625442885
ACH-000614,0.021761108756900002
ACH-000616,-0.0707617238557
ACH-000618,0.0409117997236
ACH-000619,-0.05208552551080001
ACH-000620,-0.192662191333
ACH-000621,-0.195753895368
ACH-000622,0.0231649681514
ACH-000623,-0.0817106428201
ACH-000624,-0.141668504883
ACH-000627,-0.0760019302198
ACH-000630,-0.0314258635879
ACH-000632,-0.007298484301419999
ACH-000633,-0.189133127845
ACH-000637,0.274585153223
ACH-000638,-0.12230292797299999
ACH-000646,0.0887709672723
ACH-000647,-0.041850453943
ACH-000648,0.0691704478987
ACH-000649,-0.0455161213791
ACH-000651,0.0272509539402
ACH-000652,-0.033027725769
ACH-000653,-0.000327007003858
ACH-000657,-0.0747566201806
ACH-000658,0.007895622225460001
ACH-000661,0.305957706723
ACH-000662,0.123059381535
