,EML6 (400954)
ACH-000004,-0.190547365565
ACH-000007,-0.535039546941
ACH-000009,-0.176204521082
ACH-000011,-0.458902760319
ACH-000012,-0.14240010587500002
ACH-000013,-0.27135079763500003
ACH-000014,-0.289956200306
ACH-000015,-0.117012858089
ACH-000017,-0.308488016691
ACH-000018,-0.257985879045
ACH-000019,-0.18456317057399999
ACH-000021,-0.227203763194
ACH-000022,-0.290936969763
ACH-000025,-0.207711604694
ACH-000028,-0.215338391235
ACH-000030,-0.313222619978
ACH-000035,-0.42191785055299996
ACH-000036,-0.442546214831
ACH-000037,-0.218454039895
ACH-000039,-0.139266243026
ACH-000040,-0.5009481109589999
ACH-000041,-0.455879757702
ACH-000042,-0.255073497795
ACH-000045,-0.183947270798
ACH-000047,-0.365187357064
ACH-000052,-0.353427914195
ACH-000053,-0.363764641967
ACH-000054,-0.170939021495
ACH-000055,-0.20276108253699998
ACH-000060,-0.20380086210999998
ACH-000067,-0.301046538844
ACH-000070,-0.388737005689
ACH-000075,-0.476268110384
ACH-000078,-0.24751937154599998
ACH-000082,-0.276765442663
ACH-000085,-0.291253095434
ACH-000086,-0.330038388504
ACH-000087,-0.38089732104199997
ACH-000092,-0.373189068864
ACH-000095,-0.177492444474
ACH-000097,-0.22391548300900002
ACH-000098,-0.292161359356
ACH-000099,-0.354159547585
ACH-000108,-0.13874829135199998
ACH-000113,-0.245891371829
ACH-000115,-0.33616816322400006
ACH-000116,-0.44730057605400003
ACH-000118,-0.300052097056
ACH-000120,-0.34918449901
ACH-000123,-0.219322733376
ACH-000127,-0.357993650955
ACH-000128,-0.110798443422
ACH-000132,-0.333643285018
ACH-000133,-0.429974619748
ACH-000137,-0.373455641852
ACH-000138,-0.286805598077
ACH-000142,-0.338671114994
ACH-000143,-0.375969544041
ACH-000146,-0.294747924395
ACH-000148,-0.24281903688700002
ACH-000150,-0.08993790856969999
ACH-000152,-0.461547147707
ACH-000153,-0.056258673471400004
ACH-000159,-0.343605468831
ACH-000160,-0.214828947983
ACH-000163,-0.294828914568
ACH-000167,-0.082481999394
ACH-000168,-0.29129618949499997
ACH-000169,-0.199176342609
ACH-000178,-0.217097613075
ACH-000182,-0.279546033262
ACH-000183,-0.156268374932
ACH-000188,-0.37015795435500004
ACH-000189,-0.331888781978
ACH-000190,-0.526189037555
ACH-000198,-0.155921840626
ACH-000204,-0.429654250331
ACH-000206,-0.18424411500500001
ACH-000207,-0.483202435609
ACH-000211,-0.24785389274
ACH-000215,-0.322967342329
ACH-000221,-0.43631899805200003
ACH-000222,-0.405347726203
ACH-000223,-0.298214661329
ACH-000226,-0.315001830156
ACH-000227,-0.534457340352
ACH-000228,-0.366458103184
