,F2R (2149)
ACH-000004,-0.304397815611
ACH-000007,-0.17972772064800002
ACH-000009,-0.059881609942500004
ACH-000011,-0.257639464219
ACH-000012,-0.22214655059500002
ACH-000013,-0.048546728242100004
ACH-000014,-0.188369308788
ACH-000015,-0.322561287234
ACH-000017,-0.06934569169160001
ACH-000018,-0.576403746764
ACH-000019,0.09052412044849999
ACH-000021,-0.17207142835499997
ACH-000022,-0.122328616591
ACH-000025,-0.24916717494100002
ACH-000028,-0.10373597730900001
ACH-000030,-0.16772199948799998
ACH-000035,-0.04451538309169999
ACH-000036,0.232999314752
ACH-000037,-0.385957377866
ACH-000039,-0.032866362865
ACH-000040,-0.21355781514000002
ACH-000041,-0.0790330240459
ACH-000042,-0.18302321044300002
ACH-000045,-0.027021046886400002
ACH-000047,-0.106530764724
ACH-000052,-0.36380030215899994
ACH-000053,-0.21699998307799997
ACH-000054,-0.485780832314
ACH-000055,-0.0695283634767
ACH-000060,-0.223207938724
ACH-000067,-0.130393905492
ACH-000070,-0.07990347790169999
ACH-000075,0.00955602652381
ACH-000078,-0.141735490035
ACH-000082,-0.197975994809
ACH-000085,-0.497026074207
ACH-000086,-0.13444040554199999
ACH-000087,-0.12352934865599999
ACH-000092,-0.231290533035
ACH-000095,-0.34149605384099996
ACH-000097,-0.11242475582
ACH-000098,-0.605931296947
ACH-000099,0.0308805104763
ACH-000108,-0.0172998486579
ACH-000113,-0.13096543811300002
ACH-000115,-0.052961061021400004
ACH-000116,-0.125854660833
ACH-000118,-0.11085315278899999
ACH-000120,-0.0573522086685
ACH-000123,-0.278193693251
ACH-000127,-0.298258707537
ACH-000128,-0.218948241892
ACH-000132,-0.552351265964
ACH-000133,-0.151764625302
ACH-000137,-0.637162162626
ACH-000138,-0.0767101627058
ACH-000142,0.112156532987
ACH-000143,-0.155079316422
ACH-000146,-0.081945445245
ACH-000148,-0.253559771198
ACH-000150,0.170694566199
ACH-000152,0.069781402421
ACH-000153,-0.445269830306
ACH-000159,-0.0322216033464
ACH-000160,0.00192133411192
ACH-000163,0.08127195135200001
ACH-000167,-0.566126147909
ACH-000168,-0.00634625398895
ACH-000169,-0.0569243702042
ACH-000178,-0.0082386418393
ACH-000182,-0.235002366176
ACH-000183,-0.287004831694
ACH-000188,-0.234490204294
ACH-000189,0.122176306913
ACH-000190,-0.140040912271
ACH-000198,-0.021300800738900002
ACH-000204,-0.21950838264199998
ACH-000206,-0.319567986266
ACH-000207,-0.111747914563
ACH-000211,0.062066810492199996
ACH-000215,-0.0988418146582
ACH-000221,0.0581212855604
ACH-000222,-0.120079142618
ACH-000223,0.0028608257963
ACH-000226,-0.445082837925
ACH-000227,-0.330171550094
ACH-000228,-0.249759235119
ACH-000231,-0.211672788866
ACH-000232,-0.530915367933
ACH-000233,-0.028379197516900004
ACH-000234,-0.247394165508
ACH-000235,-0.175759491527
ACH-000237,-0.0430405337562
ACH-000238,0.0116031349143
ACH-000243,-0.0684806410494
ACH-000244,0.0659386418004
ACH-000246,0.029890565883
ACH-000248,-0.0590423665123
ACH-000250,-0.10308867652
ACH-000251,-0.165390969236
ACH-000253,-0.0613457739138
ACH-000255,-0.25895840757
ACH-000256,-0.214481796595
ACH-000257,-0.12505815952
ACH-000258,-0.0310403770795
ACH-000259,-0.123646769068
ACH-000260,-0.163466844192
ACH-000261,-0.266624645043
ACH-000262,0.13612220757000001
ACH-000263,0.127267319178
ACH-000264,-0.20807725087
ACH-000265,-0.223893930517
ACH-000266,-0.198979167038
ACH-000272,-0.18487728667999997
ACH-000273,-0.305999588928
ACH-000274,-0.774436940772
ACH-000277,-0.0028455542776500004
ACH-000278,-0.257326850392
ACH-000279,-0.16820430722899998
ACH-000280,-0.0766751103872
ACH-000281,-0.240274776741
ACH-000288,-0.035771364954599996
ACH-000291,-0.00065418270346
ACH-000293,-0.132581115239
ACH-000294,0.026030358270099998
ACH-000295,-0.253976678853
ACH-000296,-0.208692793402
ACH-000302,-0.426216063216
ACH-000304,0.121496608529
ACH-000307,-0.155298331532
ACH-000308,-0.0352645190601
ACH-000310,0.0976656294537
ACH-000311,-0.195538706496
ACH-000312,-0.16638171074000002
ACH-000315,-0.1411990175
ACH-000316,-0.465708711425
ACH-000317,-0.23799562275299999
ACH-000318,0.15777574662399999
ACH-000319,-0.312836083588
ACH-000320,0.0083166000281
ACH-000322,-0.120525993463
ACH-000323,-0.137816675385
ACH-000324,-0.0784269079939
ACH-000329,0.18909282640900002
ACH-000330,-0.203067884172
ACH-000331,-0.192505160104
ACH-000332,-0.0191335037509
ACH-000334,0.11683469284000002
ACH-000335,-0.0615860763437
ACH-000336,-0.19860970249
ACH-000337,-0.06316943905519999
ACH-000339,-0.10007601376700001
ACH-000341,-0.158791729948
ACH-000348,-0.00174181302516
ACH-000350,-0.231330845636
ACH-000352,-0.22419745619000003
ACH-000356,-0.626165338341
ACH-000361,-0.209931100849
ACH-000362,0.04365767859519999
ACH-000363,-0.14407425023700002
ACH-000364,-0.255870853516
ACH-000365,-0.0637348858365
ACH-000366,-0.150132663342
ACH-000368,-0.08821815960339999
ACH-000374,-0.143105209716
ACH-000375,0.09493871041200001
ACH-000376,-0.0572564135231
ACH-000381,-0.17199991317699997
