,NICN1 (84276)
ACH-000004,0.00434998708558
ACH-000007,-0.0995341713608
ACH-000009,0.032107860245900004
ACH-000011,0.0936391617498
ACH-000012,0.00169620176999
ACH-000013,-0.06705737480150001
ACH-000014,0.204490144679
ACH-000015,0.101362957271
ACH-000017,0.0652492382837
ACH-000018,-0.154683242696
ACH-000019,0.040636185396500005
ACH-000021,-0.0612774695457
ACH-000022,-0.18126137597199998
ACH-000025,-0.09961099712020001
ACH-000028,-0.118885737039
ACH-000030,0.0168027932308
ACH-000035,-0.037534333048
ACH-000036,0.0780189714012
ACH-000037,0.0279258277093
ACH-000039,-0.123318256336
ACH-000040,-0.126459366008
ACH-000041,-0.00522230767867
ACH-000042,0.00793257196449
ACH-000045,0.0101702764269
ACH-000047,-0.0680518351538
ACH-000052,-0.100092614602
ACH-000053,0.072774508578
ACH-000054,-0.128434008069
ACH-000055,-0.187027844829
ACH-000060,0.09108230660800001
ACH-000067,-0.246513372976
ACH-000070,0.08313731513789999
ACH-000075,0.226509686175
ACH-000078,0.197386831927
ACH-000082,0.15283377369
ACH-000085,0.21551738039700002
ACH-000086,-0.0318884115207
ACH-000087,0.17254349029899999
ACH-000092,0.0551061040209
ACH-000095,-0.0438940778551
ACH-000097,0.0397220416887
ACH-000098,0.0777300614367
ACH-000099,-0.0242281410941
ACH-000108,0.234198201472
ACH-000113,0.050490204759400005
ACH-000115,0.12580574877
ACH-000116,-0.09656731128519999
ACH-000118,-0.0999595011842
ACH-000120,-0.24735830559
ACH-000123,-0.117587395739
ACH-000127,0.00191095223044
ACH-000128,-0.0805245169384
ACH-000132,-0.101817857709
ACH-000133,-0.223916136076
ACH-000137,0.027870132710799998
ACH-000138,0.10640178014599999
ACH-000142,-0.071814267429
ACH-000143,0.0972028048182
ACH-000146,0.0341175259081
ACH-000148,0.0143460274739
ACH-000150,-0.22593767360599998
ACH-000152,-0.0133067033618
ACH-000153,0.329149861296
ACH-000159,-0.219944978744
ACH-000160,-0.0447460811747
ACH-000163,-0.17010588919300001
ACH-000167,-0.0443419051777
ACH-000168,-0.257605137533
ACH-000169,-0.11399071054300002
ACH-000178,0.0556853055272
ACH-000182,-0.0271195980542
ACH-000183,0.0408967758746
ACH-000188,-0.0245983326948
ACH-000189,-0.295459189952
ACH-000190,0.134940783677
ACH-000198,-0.07683950517789999
ACH-000204,0.0270796333312
ACH-000206,-0.258182396362
ACH-000207,0.117922280903
ACH-000211,-0.09255533933219999
ACH-000215,-0.0350109314384
ACH-000221,-0.24721534124800001
ACH-000222,-0.04944061972969999
ACH-000223,0.058228675307300005
ACH-000226,-0.23322126103399998
ACH-000227,0.09029743995239999
ACH-000228,-0.0685393653313
ACH-000231,0.0565476652122
ACH-000232,-0.123244128275
ACH-000233,-0.137866555675
ACH-000234,0.0969914266622
ACH-000235,0.006553465003779999
ACH-000237,0.0692123673392
ACH-000238,0.0177457694136
ACH-000243,0.15556735943
ACH-000244,0.0939315963318
ACH-000246,0.041449878219
ACH-000248,0.09129325818430001
ACH-000250,-0.011028884043700001
ACH-000251,-0.204406747876
ACH-000253,0.0694078011766
ACH-000255,-0.056572580197999996
ACH-000256,-0.257112987013
ACH-000257,0.044334507549499996
ACH-000258,-0.335697807989
ACH-000259,0.145803068564
ACH-000260,0.0043666411276
ACH-000261,-0.10093560559800001
ACH-000262,-0.12483393978299999
ACH-000263,-0.320054709716
ACH-000264,0.050901130561699995
ACH-000265,-0.0076618323894
ACH-000266,-0.0310035808875
ACH-000272,-0.023011166648400003
ACH-000273,0.061747630668
ACH-000274,-0.0331072835691
ACH-000277,-0.0951830172249
ACH-000278,-0.08528419942889999
ACH-000279,-0.114101135629
ACH-000280,0.0118803447312
ACH-000281,0.00282759163406
ACH-000288,-0.0663399380717
ACH-000291,0.286135367174
ACH-000293,-0.0869078662455
ACH-000294,-0.110207414091
ACH-000295,-0.11262881730499999
ACH-000296,-0.2962224714
ACH-000302,-0.0146658140164
ACH-000304,-0.13717410038
ACH-000307,0.032655544366599995
ACH-000308,0.0321268814397
ACH-000310,0.0632544158838
ACH-000311,0.22744637028099998
ACH-000312,0.19498495130600002
ACH-000315,0.11531461595
ACH-000316,-0.074546457008
ACH-000317,-0.0169543670282
ACH-000318,-0.0862121630634
ACH-000319,-0.104100340604
ACH-000320,0.296074751992
ACH-000322,0.206246473072
ACH-000323,-0.0742525938747
ACH-000324,-0.025813747959699998
ACH-000329,-0.21383304041600001
ACH-000330,0.06200757759790001
ACH-000331,-0.11906290886
ACH-000332,-0.0265149387458
ACH-000334,0.0468541812048
ACH-000335,-0.22749369600000002
ACH-000336,-0.0943654221663
ACH-000337,-0.06606936757019999
ACH-000339,-0.005659706114640001
ACH-000341,-0.165956400123
ACH-000348,0.0479035494752
ACH-000350,0.037034156999
ACH-000352,-0.005199015415850001
ACH-000356,-0.296424264912
ACH-000361,0.034893794822300005
ACH-000362,0.020131954390599997
ACH-000363,-0.09048110621760001
ACH-000364,-0.0856036306597
ACH-000365,0.109864485263
ACH-000366,0.0780249043305
ACH-000368,0.0057352272374599994
ACH-000374,-0.291502344814
ACH-000375,0.039627330980800006
ACH-000376,0.07386256150060001
ACH-000381,-0.0786673206253
ACH-000383,0.105001475328
ACH-000387,0.029534242625599998
ACH-000389,-0.199256465476
ACH-000390,-0.175802112198
ACH-000393,0.0760653754397
ACH-000395,-0.14016698290100002
ACH-000397,-0.0626260371234
ACH-000401,-0.189062185046
ACH-000402,-0.0508356951562
