,RPL5 (6125)
ACH-000004,-0.903704876208
ACH-000007,-1.3086581364399998
ACH-000009,-1.39820595326
ACH-000011,-1.3726542961700001
ACH-000012,-1.3419756810899999
ACH-000013,-1.24626693625
ACH-000014,-1.27220597082
ACH-000015,-1.27839789346
ACH-000017,-1.2307962596
ACH-000018,-1.4470359563100001
ACH-000019,-1.52294356579
ACH-000021,-1.08266527247
ACH-000022,-1.6745491020899999
ACH-000025,-1.4350600196799999
ACH-000028,-1.42504792625
ACH-000030,-1.42630206988
ACH-000035,-1.27698305863
ACH-000036,-1.6937250888799997
ACH-000037,-2.0465954632799996
ACH-000039,-1.08135647728
ACH-000040,-1.56888594498
ACH-000041,-1.04172815044
ACH-000042,-1.4465786536399998
ACH-000045,-1.66907667598
ACH-000047,-1.12288864555
ACH-000052,-1.4941922600400002
ACH-000053,-1.5490814861500002
ACH-000054,-1.49003851484
ACH-000055,-1.47355371169
ACH-000060,-1.53878539726
ACH-000067,-1.456675305
ACH-000070,-1.6540819392100001
ACH-000075,-1.7991246853799998
ACH-000078,-1.34536682627
ACH-000082,-1.50392621072
ACH-000085,-1.17737289872
ACH-000086,-1.3861383450100002
ACH-000087,-1.42446982708
ACH-000092,-1.7144841354799998
ACH-000095,-1.51368407036
ACH-000097,-1.4943355402899998
ACH-000098,-1.3965333861200002
ACH-000099,-1.56447190514
ACH-000108,-1.18655647076
ACH-000113,-1.4051063476899999
ACH-000115,-1.53621930209
ACH-000116,-1.29808142931
ACH-000118,-1.26924994206
ACH-000120,-1.5973027329299998
ACH-000123,-1.1448938600799998
ACH-000127,-1.5462454370200003
ACH-000128,-1.39499552581
ACH-000132,-1.70619272617
ACH-000133,-1.3946446625400002
ACH-000137,-1.33202999497
ACH-000138,-1.44721159877
ACH-000142,-1.56715154321
ACH-000143,-1.4083199314300001
ACH-000146,-1.11330064428
ACH-000148,-1.36405938676
ACH-000150,-1.7921132085900002
ACH-000152,-1.48735230516
ACH-000153,-1.36146314604
ACH-000159,-1.53547980118
ACH-000160,-1.43167178639
ACH-000163,-1.44553088035
ACH-000167,0.80514577647
ACH-000168,-1.3152148364799998
ACH-000169,-1.29340877494
ACH-000178,-1.33590410325
ACH-000182,-1.34982541704
ACH-000183,-1.11914757682
ACH-000188,-1.39513628925
ACH-000189,-1.15789420984
ACH-000190,-1.77248708245
ACH-000198,-1.52267407666
ACH-000204,-1.52116086595
ACH-000206,-1.55904011305
ACH-000207,-1.63092933773
ACH-000211,-1.3653287075799998
ACH-000215,-1.55403294111
ACH-000221,-1.2847912163200002
ACH-000222,-1.26989678686
ACH-000223,-1.2999312488099999
ACH-000226,-1.4189133607299997
ACH-000227,-1.9037140694299999
ACH-000228,-1.4266271383899998
ACH-000231,-1.73012533752
ACH-000232,-1.3363161959
ACH-000233,-1.4437609427000002
ACH-000234,-1.6122626591100002
ACH-000235,-1.5920498579499998
ACH-000237,-1.2768274088
ACH-000238,-1.5651018091600002
ACH-000243,-1.6104771250799998
ACH-000244,-1.54599550498
ACH-000246,-1.30645947999
ACH-000248,-1.26852917581
ACH-000250,-1.48927092899
ACH-000251,-1.72402698573
ACH-000253,-1.81311354931
ACH-000255,-1.53412544331
ACH-000256,-1.39245460762
ACH-000257,-1.4656032383700002
ACH-000258,-1.19855386409
ACH-000259,-1.3144845054799998
ACH-000260,-1.32935293082
ACH-000261,-1.5193723578600002
ACH-000262,-1.64335000527
ACH-000263,-1.4213078967700001
ACH-000264,-1.5838290209299999
ACH-000265,-1.3375513085600002
ACH-000266,-1.48962583695
ACH-000272,-1.67574630486
ACH-000273,-1.42681711338
ACH-000274,-1.96636256213
ACH-000277,-1.37367531164
ACH-000278,-1.5490463732100002
ACH-000279,-1.36742858431
ACH-000280,-1.18650881038
ACH-000281,-1.4449829231
ACH-000288,-1.3312391719
ACH-000291,-1.53125035616
ACH-000293,-1.6890096064500002
ACH-000294,-1.25214053687
ACH-000295,-1.65574978512
ACH-000296,-0.9894197554530001
ACH-000302,-1.19711457731
ACH-000304,-1.96183333977
ACH-000307,-1.33844601907
ACH-000308,-1.22908519604
ACH-000310,-1.4730635375799999
ACH-000311,-1.4970413921599999
ACH-000312,-1.60958385107
ACH-000315,-1.13126805453
ACH-000316,-1.32658808581
ACH-000317,-1.3147924892899998
ACH-000318,-1.45349715431
ACH-000319,-1.5229284647
ACH-000320,-1.44276461683
ACH-000322,-1.57468370315
ACH-000323,-1.52691713796
ACH-000324,-1.39222290407
ACH-000329,-1.55877620544
ACH-000330,-1.02827385596
ACH-000331,-1.4367986015399998
ACH-000332,-1.6202110240799998
ACH-000334,-1.6377054371000002
ACH-000335,-1.8013538119699999
ACH-000336,-1.03340168115
ACH-000337,-1.24284317855
ACH-000339,-1.5088345032100001
ACH-000341,-1.50996227264
ACH-000348,-1.41307642226
ACH-000350,-1.5245307001
ACH-000352,-1.2483487336499999
ACH-000356,-1.66885137331
ACH-000361,-1.16714581771
ACH-000362,-1.5572148872299998
ACH-000363,-1.79424115306
ACH-000364,-1.3502965719799997
ACH-000365,-1.3546628335600002
ACH-000366,-1.25113442364
ACH-000368,-1.28757477794
ACH-000374,-1.18218653865
ACH-000375,-1.31842926204
ACH-000376,-1.40078101122
ACH-000381,-1.34164099935
ACH-000383,-1.8387606561400003
ACH-000387,-1.24765001074
ACH-000389,-1.55670237686
ACH-000390,-1.6192736298
ACH-000393,-1.39397402942
ACH-000395,-1.2640180053299999
ACH-000397,-1.2929863648
ACH-000401,-1.2172246762299999
ACH-000402,-1.8341059121099998
ACH-000403,-1.72601501082
ACH-000404,-1.37628038534
ACH-000406,-1.24623694162
ACH-000407,-1.32787916452
ACH-000408,-1.60769084669
ACH-000410,-0.9520452197470001
ACH-000411,-1.42024099634
ACH-000414,-1.5154914981799998
ACH-000415,-1.47913341395
ACH-000416,-1.15378279377
ACH-000420,-1.5050907102899997
ACH-000421,-1.36780779164
ACH-000424,-1.56714053224
ACH-000425,-1.29084100615
ACH-000426,-1.53863170252
ACH-000427,-1.70920470262
ACH-000433,-1.84576063665
ACH-000436,-1.43182606394
ACH-000444,-1.34756682808
ACH-000445,-1.27782819925
ACH-000448,-1.59597413183
ACH-000450,-1.0950691770799998
ACH-000452,-1.36476326106
ACH-000454,-1.57144736181
ACH-000458,-1.41531112683
ACH-000459,-0.894458172124
ACH-000460,-1.29443538288
ACH-000461,-1.62537771248
ACH-000463,-1.53779933993
ACH-000464,-1.49990769185
ACH-000466,-1.3809435923500002
ACH-000467,-1.37115488372
ACH-000468,-1.72442885782
ACH-000469,-1.44988935507
ACH-000470,-1.29334916225
ACH-000471,-1.53542119479
ACH-000472,-1.45181820304
ACH-000473,-1.36866894366
ACH-000475,-1.42111676624
ACH-000476,-1.4699211973100001
ACH-000477,-1.6925374768500001
ACH-000480,-1.29340793346
ACH-000481,-1.63648699152
ACH-000483,-1.46256266349
ACH-000484,-1.62165482794
ACH-000485,-1.85262940755
ACH-000486,-1.61256069563
ACH-000487,-1.37864904837
ACH-000488,-1.56381257089
ACH-000490,-1.4253859994100002
ACH-000491,-1.4545839064700001
ACH-000495,-1.3448196003900001
ACH-000496,-1.5407989466999998
ACH-000499,-1.50662453603
ACH-000500,-1.2031244131299998
ACH-000502,-1.56230177308
ACH-000503,-1.53985814277
ACH-000505,-1.43051678144
ACH-000507,-1.3747742806299998
ACH-000510,-1.56157557949
ACH-000511,-1.5380657506400002
ACH-000512,-1.46054387838
ACH-000516,-1.50056316764
ACH-000517,-1.6233648972999999
ACH-000518,-1.4238436075999998
ACH-000520,-1.50019079758
ACH-000521,-1.63124858428
ACH-000522,-1.43090684496
ACH-000524,-1.29000414657
ACH-000527,-1.19604025139
ACH-000528,-1.27965432182
ACH-000537,-1.7571575679700002
ACH-000541,-1.33474744191
ACH-000542,-1.4236418379
ACH-000544,-1.41373544937
ACH-000545,-1.3829872792200002
ACH-000547,-1.26996772486
ACH-000548,-1.23830570634
ACH-000549,-1.48636713389
ACH-000550,-1.3962866206
ACH-000552,-1.38482808589
ACH-000556,-1.62252357032
ACH-000557,-1.58163401899
ACH-000570,-1.50502049051
ACH-000571,-1.72871644143
ACH-000573,-1.4597868642899998
ACH-000576,-1.50030534476
ACH-000580,-1.3814624823500001
ACH-000584,-1.16569086389
ACH-000585,-1.3976867308
ACH-000588,-1.45000128824
ACH-000589,-1.25263482166
