,NT5DC2 (64943)
ACH-000004,-0.327177869209
ACH-000007,-0.252891227105
ACH-000009,-0.196894465415
ACH-000011,-0.09196498314139999
ACH-000012,-0.298542646937
ACH-000013,-0.09330988954160001
ACH-000014,-0.0576486537669
ACH-000015,-0.34744004470299994
ACH-000017,-0.0503165363712
ACH-000018,-0.28398107043000004
ACH-000019,-0.144162141583
ACH-000021,-0.159355580507
ACH-000022,-0.27057534808
ACH-000025,-0.201384399041
ACH-000028,-0.169984394652
ACH-000030,-0.165144904502
ACH-000035,-0.180237556229
ACH-000036,-0.310790028202
ACH-000037,0.0102757285328
ACH-000039,-0.164592547614
ACH-000040,-0.149484535773
ACH-000041,-0.08833364416089999
ACH-000042,-0.369348279325
ACH-000045,-0.0112515694769
ACH-000047,-0.264005094469
ACH-000052,-0.18175875116
ACH-000053,-0.151636112387
ACH-000054,-0.20357576039500003
ACH-000055,-0.0880262516395
ACH-000060,-0.161548878486
ACH-000067,-0.357923045514
ACH-000070,-0.24018542750500002
ACH-000075,-0.0080240051459
ACH-000078,-0.190732391338
ACH-000082,-0.025146246395200002
ACH-000085,-0.225801619652
ACH-000086,-0.286248460122
ACH-000087,-0.350980616975
ACH-000092,-0.085179616876
ACH-000095,-0.14545023568600002
ACH-000097,-0.0333975170012
ACH-000098,-0.165351700633
ACH-000099,-0.061225645211
ACH-000108,-0.334864444615
ACH-000113,-0.121111103747
ACH-000115,-0.327922053216
ACH-000116,-0.183754460221
ACH-000118,-0.239248370867
ACH-000120,-0.143282882507
ACH-000123,-0.22072430556999997
ACH-000127,-0.17738089772399998
ACH-000128,-0.23068372863400002
ACH-000132,-0.06582681860510001
ACH-000133,-0.19134881589299998
ACH-000137,0.0612628425254
ACH-000138,-0.194564281931
ACH-000142,-0.334273930269
ACH-000143,-0.33659222229099994
ACH-000146,-0.246034729964
ACH-000148,-0.0196382639559
ACH-000150,-0.332937645543
ACH-000152,-0.196307194628
ACH-000153,-0.0630115385436
ACH-000159,-0.277710077913
ACH-000160,-0.218275124096
ACH-000163,-0.102319600865
ACH-000167,-0.167406277633
ACH-000168,-0.431427004748
ACH-000169,-0.257817035807
ACH-000178,-0.18562060049000004
ACH-000182,-0.220940548094
ACH-000183,-0.0494114994415
ACH-000188,-0.346100125081
ACH-000189,-0.47768563818099996
ACH-000190,0.008294098361459999
ACH-000198,0.14788141237299998
ACH-000204,-0.00629977880912
ACH-000206,-0.124785769486
ACH-000207,-0.543008354098
ACH-000211,-0.29692995831700003
ACH-000215,-0.225502963862
ACH-000221,-0.300101711894
ACH-000222,-0.206247588689
ACH-000223,-0.14088925429000002
ACH-000226,-0.0906234717938
ACH-000227,-0.18615750451699997
ACH-000228,-0.148937869241
ACH-000231,-0.08083411807860001
ACH-000232,-0.13118465177400002
ACH-000233,-0.0776759724546
ACH-000234,0.0263107088462
ACH-000235,-0.28659891135800003
ACH-000237,-0.156066334809
ACH-000238,-0.237334458585
ACH-000243,-0.13201230515
ACH-000244,-0.23093341480000001
ACH-000246,-0.21553967271299998
ACH-000248,-0.11540860802200001
ACH-000250,-0.204188183256
ACH-000251,-0.21652365859499997
ACH-000253,-0.0129774894389
ACH-000255,-0.187251459426
ACH-000256,-0.11573620172900001
ACH-000257,-0.343122943242
ACH-000258,-0.149133397338
ACH-000259,-0.230590307876
ACH-000260,-0.148926021291
ACH-000261,-0.147588992826
ACH-000262,-0.163989053401
ACH-000263,-0.449809262592
ACH-000264,-0.25628616599
ACH-000265,-0.20433071710499998
ACH-000266,-0.202531214092
ACH-000272,-0.154705331176
ACH-000273,-0.0377816750997
ACH-000274,-0.270937961593
ACH-000277,-0.0762160906944
ACH-000278,-0.0590045765067
ACH-000279,-0.156860094005
ACH-000280,-0.36468957846
ACH-000281,-0.243319732205
ACH-000288,-0.20279005441300002
ACH-000291,-0.129812585192
ACH-000293,-0.230753037753
ACH-000294,-0.90355504317
ACH-000295,-0.560643433631
ACH-000296,-0.230555297198
ACH-000302,-0.125719878447
ACH-000304,0.148176969006
ACH-000307,-0.147426454657
ACH-000308,-0.102928975496
ACH-000310,-0.0703896423407
ACH-000311,-0.167266170106
ACH-000312,-0.139422696428
ACH-000315,-0.301342283567
ACH-000316,-0.20972485085
ACH-000317,-0.167568565297
ACH-000318,-0.0441476611857
ACH-000319,-0.154801895078
ACH-000320,-0.0618076557943
ACH-000322,-0.183889846886
ACH-000323,-0.293907055722
ACH-000324,-0.120816656151
ACH-000329,-0.296093302148
ACH-000330,-0.32068856309599997
ACH-000331,-0.110826275898
ACH-000332,-0.21860463961999999
ACH-000334,-0.10650120452199999
ACH-000335,-0.11837185047
ACH-000336,-0.230928998002
ACH-000337,-0.231679111849
ACH-000339,-0.14626843572599998
ACH-000341,-0.182039452894
ACH-000348,-0.09283046601060001
ACH-000350,-0.130486682267
ACH-000352,-0.141356971614
ACH-000356,-0.0683558886949
ACH-000361,-0.356349848049
ACH-000362,-0.336466167773
ACH-000363,-0.022443974073400003
ACH-000364,-0.226966618968
ACH-000365,-0.29138802529
ACH-000366,-0.13269227127900002
ACH-000368,-0.140765693662
ACH-000374,-0.35809729130199996
ACH-000375,0.0583952149744
ACH-000376,-0.184787588886
ACH-000381,-0.185704867007
ACH-000383,-0.241798890431
ACH-000387,-0.38309381269599996
ACH-000389,-0.00753205645876
ACH-000390,-0.261154233347
ACH-000393,-0.260325467746
ACH-000395,-0.240883259478
ACH-000397,-0.23412188471099998
ACH-000401,-0.171802813857
ACH-000402,-0.304060133882
ACH-000403,-0.0254796680407
ACH-000404,-0.241909865748
ACH-000406,-0.25179527199499996
ACH-000407,-0.189346684544
ACH-000408,-0.323588908257
ACH-000410,-0.180075784756
ACH-000411,-0.0439791109062
ACH-000414,-0.156761749507
ACH-000415,-0.308623273097
ACH-000416,-0.015912371647700003
ACH-000420,-0.117008486642
ACH-000421,-0.12591775151100001
ACH-000424,-0.161895236322
ACH-000425,-0.162037951037
ACH-000426,0.0949215750662
ACH-000427,-0.195853713623
ACH-000433,-0.07462208415089999
ACH-000436,-0.00868111539248
ACH-000444,-0.0643850776308
ACH-000445,-0.0990566842607
ACH-000448,-0.21713135085000002
ACH-000450,-0.108910089919
ACH-000452,-0.354878139181
ACH-000454,-0.447025464973
ACH-000458,-0.267666755055
ACH-000459,-0.0915924361479
ACH-000460,-0.20279838856
ACH-000461,-0.382224318838
ACH-000463,-0.10482114624700001
ACH-000464,-0.117689489866
ACH-000466,-0.213984297221
ACH-000467,-0.151744837795
ACH-000468,-0.458891309851
ACH-000469,-0.170303863524
ACH-000470,0.0245951269191
ACH-000471,-0.237001623845
ACH-000472,-0.247637972397
ACH-000473,-0.288623740405
ACH-000475,-0.101012613883
ACH-000476,-0.149940491975
ACH-000477,-0.0711404593602
ACH-000480,-0.115095771724
ACH-000481,-0.277887896433
ACH-000483,-0.11828212858300001
ACH-000484,-0.143916737683
ACH-000485,-0.08756232365010001
ACH-000486,-0.314313123239
ACH-000487,-0.200340899525
ACH-000488,-0.260945163884
ACH-000490,-0.11693299519400001
ACH-000491,-0.058914356524999996
ACH-000495,-0.120089108685
ACH-000496,0.0318075130299
ACH-000499,-0.292373396336
ACH-000500,-0.38890307962399995
ACH-000502,-0.322740543431
ACH-000503,-0.10075682677200001
ACH-000505,-0.131127442702
ACH-000507,-0.115598614034
ACH-000510,-0.16714551707699998
ACH-000511,-0.37878579323600003
ACH-000512,-0.55456394133
ACH-000516,-0.0617010438936
ACH-000517,-0.142751864817
ACH-000518,-0.11743966873299999
ACH-000520,-0.238053764784
ACH-000521,-0.177601645731
ACH-000522,-0.0824928710004
ACH-000524,-0.201269114062
ACH-000527,-0.169493726149
ACH-000528,-0.17704839004200001
ACH-000537,-0.20350926888700002
ACH-000541,-0.224496740044
ACH-000542,-0.194500465821
ACH-000544,-0.105398444168
ACH-000545,-0.28850585929699996
ACH-000547,-0.020263814173099998
ACH-000548,-0.031012072507400002
ACH-000549,-0.259739283539
ACH-000550,-0.187106201447
ACH-000552,-0.141590421863
ACH-000556,-0.254984129422
ACH-000557,-0.212382721528
ACH-000570,-0.234235160266
ACH-000571,-0.18506622230099998
ACH-000573,-0.09928146571519998
ACH-000576,-0.243197986835
ACH-000580,0.0654123546621
ACH-000584,-0.14860503128799998
ACH-000585,-0.133089480706
ACH-000588,0.06926845916230001
ACH-000589,-0.21495258780499998
ACH-000591,-0.127635187522
ACH-000593,-0.187109148499
ACH-000600,-0.168370993829
ACH-000601,-0.167812553103
ACH-000604,-0.25459657725400003
ACH-000605,-0.287901168582
ACH-000606,-0.20679416784600002
ACH-000608,-0.14832317555500002
ACH-000614,0.0232170044258
ACH-000616,-0.149934843256
ACH-000618,-0.25727067643
ACH-000619,-0.232995205871
ACH-000620,-0.0888023258231
ACH-000621,-0.108380628676
ACH-000622,-0.141461650937
ACH-000623,0.0856081068144
ACH-000624,-0.242771858747
ACH-000627,-0.329449245796
ACH-000630,-0.18737626079300002
ACH-000632,-0.0727570345896
ACH-000633,-0.20648965366500002
ACH-000637,-0.130989636515
ACH-000638,-0.132176293
ACH-000646,0.015100358226100001
ACH-000647,-0.219149345461
ACH-000648,-0.049752614936800006
ACH-000649,-0.248562824687
ACH-000651,-0.310311851437
ACH-000652,-0.35962453420199997
ACH-000653,-0.149885358972
ACH-000657,-0.118049340177
ACH-000658,-0.159986551149
ACH-000661,-0.189667865537
ACH-000662,-0.156237000719
ACH-000663,-0.09604293762430001
ACH-000665,-0.12292676075400001
ACH-000671,-0.33758273056500004
ACH-000673,-0.237481709518
ACH-000676,-0.221034670417
ACH-000677,-0.0484261503918
ACH-000681,-0.10608807211400001
ACH-000682,-0.254494187572
ACH-000683,-0.289640903344
ACH-000684,-0.0172983353649
ACH-000688,0.00851981123561
ACH-000693,-0.15608526526900002
ACH-000694,-0.231184755909
ACH-000695,0.026797852535200003
ACH-000696,-0.1759535995
ACH-000697,-0.0547572918217
ACH-000699,-0.29434768101799996
ACH-000701,-0.0302333343182
ACH-000706,-0.108857656382
ACH-000711,-0.103162516312
ACH-000713,-0.265147763292
ACH-000714,-0.236930799948
ACH-000718,-0.268992858987
ACH-000720,-0.23212941581799998
ACH-000721,-0.341192996124
ACH-000724,-0.057198767474199996
ACH-000725,-0.009551317423760001
ACH-000732,-0.068838971273
ACH-000734,-0.246163195641
ACH-000735,-0.384030883053
ACH-000736,-0.17111303870900002
ACH-000738,-0.171088897318
ACH-000746,0.039489485632800005
ACH-000747,-0.0509773633609
ACH-000748,-0.238143887951
ACH-000753,-0.17306164734299997
ACH-000756,-0.147339446258
ACH-000757,-0.0961755758604
ACH-000758,-0.239978946457
ACH-000760,-0.019985208312099996
ACH-000763,-0.07547539093069999
ACH-000764,-0.23360131789500002
ACH-000765,-0.150373136272
ACH-000766,-0.24647174782499998
ACH-000767,0.105658321386
ACH-000768,-0.323769899584
ACH-000769,-0.22091739911699998
ACH-000770,-0.204742573865
ACH-000771,-0.133913510862
ACH-000773,-0.286999338826
ACH-000776,-0.106817743324
ACH-000777,-0.157482746164
ACH-000778,-0.381477563852
ACH-000781,-0.160585748885
ACH-000782,-0.267837945234
ACH-000783,-0.2103403424
ACH-000784,-0.33568820008
ACH-000785,-0.306531912176
ACH-000787,-0.135148771658
ACH-000788,-0.188675290979
ACH-000791,-0.243279589646
ACH-000792,-0.220388432769
ACH-000794,-0.251298896378
ACH-000796,-0.333617256009
ACH-000799,-0.19707312239
ACH-000800,-0.06916576300869999
ACH-000802,-0.16526285143
ACH-000804,-0.285230442302
ACH-000805,-0.11313122595000001
ACH-000809,-0.27929259187100003
ACH-000810,-0.44868749926299994
ACH-000811,-0.365088731297
ACH-000817,-0.375454858754
ACH-000819,-0.111209422263
ACH-000820,-0.252652594777
ACH-000821,-0.321417260907
ACH-000822,-0.4494946952100001
ACH-000823,-0.26466936666900004
ACH-000824,-0.0885282316869
ACH-000827,-0.12782494774
ACH-000829,-0.156118657754
ACH-000831,-0.0611663779438
ACH-000832,-0.32933956638
ACH-000833,-0.34633245769500004
ACH-000834,-0.08474640784229999
ACH-000835,-0.0197472791625
ACH-000836,-0.250267473199
ACH-000837,-0.18681125546500002
ACH-000838,0.0417205977545
ACH-000839,-0.13825995087600002
ACH-000840,-0.10402026588400001
ACH-000841,-0.199273694916
ACH-000843,-0.13834001451
ACH-000846,-0.251119337062
ACH-000847,-0.11620568171399999
ACH-000848,-0.22813852676100002
ACH-000849,0.016247433481999998
ACH-000851,-0.138194445998
ACH-000855,-0.0271498606024
ACH-000856,-0.183128476455
ACH-000858,-0.197078353167
ACH-000859,-0.46994874868000003
ACH-000861,-0.0249764287652
ACH-000862,-0.109999423639
ACH-000865,-0.164167375834
ACH-000866,-0.163032136601
ACH-000867,-0.203069761923
ACH-000869,-0.222811290696
ACH-000872,-0.188758027775
ACH-000873,-0.0763183494345
ACH-000876,-0.24722698059999998
ACH-000878,-0.194595487268
ACH-000880,-0.253770449326
ACH-000881,-0.179987332357
ACH-000882,-0.131800141914
ACH-000884,-0.268462065026
ACH-000885,-0.113432215986
ACH-000887,-0.270054044289
ACH-000888,-0.173886299852
ACH-000889,-0.074623713161
ACH-000890,-0.113928587609
ACH-000896,-0.283263202415
ACH-000898,-0.141086764761
ACH-000900,-0.281480314286
ACH-000901,-0.175787286983
ACH-000905,-0.12926480502999999
ACH-000906,-0.20799814259100002
ACH-000907,-0.0983605804005
ACH-000910,-0.24342354489
ACH-000911,-0.26345299155499996
ACH-000912,-0.20248949296100002
ACH-000913,-0.043278543504400004
ACH-000915,-0.14588479699
ACH-000916,0.119249199863
ACH-000917,-0.146127906988
ACH-000921,-0.32802200419300004
ACH-000924,-0.143881192707
ACH-000926,-0.21221054678100001
ACH-000928,-0.15677838886099998
ACH-000929,-0.12299895157
ACH-000932,-0.131377941227
ACH-000935,0.00678304378763
ACH-000936,-0.16449582336899998
ACH-000937,-0.084388044289
ACH-000938,-0.314245931225
ACH-000939,-0.271409000055
ACH-000941,-0.282433899742
ACH-000943,-0.203327748695
ACH-000946,-0.154489689697
ACH-000947,-0.08699028232589999
ACH-000948,-0.144202063968
ACH-000950,-0.12241636180099999
ACH-000953,-0.22886435465799998
ACH-000957,0.0671126346858
ACH-000958,-0.25351445619699997
ACH-000960,-0.2397465945
ACH-000963,-0.194477665111
ACH-000968,-0.224477695223
ACH-000969,-0.124224034168
ACH-000973,-0.2402012419
ACH-000974,-0.092171290798
ACH-000975,-0.40960325357
ACH-000976,-0.0432650376999
ACH-000978,-0.211010028527
ACH-000980,-0.21027072899
ACH-000984,-0.220470653967
ACH-000986,-0.430078939805
ACH-000988,0.0311286958007
ACH-000993,-0.21509792536400002
ACH-000994,-0.0764606154593
ACH-000996,-0.333932670616
ACH-001001,-0.187506478114
ACH-001020,-0.383287470565
ACH-001028,-0.232776579393
ACH-001031,-0.20837998290399998
ACH-001038,-0.0942135220509
ACH-001048,-0.153795864023
ACH-001050,-0.0929558551911
ACH-001053,-0.0933729650636
ACH-001054,-0.10890585893799999
ACH-001061,-0.197996593492
ACH-001067,-0.20617695213599999
ACH-001075,-0.27449287375
ACH-001096,-0.20357433866900002
ACH-001128,-0.144322586093
ACH-001134,-0.0890482287117
ACH-001151,-0.19269412691799997
ACH-001163,-0.292649393889
ACH-001164,-0.161256686727
ACH-001173,-0.249274774377
ACH-001183,-0.167403893095
ACH-001184,0.0351670488022
ACH-001190,-0.279100415571
ACH-001192,-0.285100970028
ACH-001193,-0.489552427847
ACH-001196,-0.0844439074068
ACH-001197,-0.21065592803199998
ACH-001205,-0.140447066631
ACH-001211,-0.245887983064
ACH-001212,0.0165037635061
ACH-001228,-0.17984638285500001
ACH-001232,-0.07205332673550001
ACH-001239,-0.121761187443
ACH-001274,-0.128366570886
ACH-001275,-0.265321913515
ACH-001277,-0.0231019630308
ACH-001278,-0.0458544717753
ACH-001280,-0.228915056218
ACH-001283,-0.20333298272300002
ACH-001289,-0.209629778979
ACH-001295,-0.176137507507
ACH-001300,-0.127906375451
ACH-001301,-0.291200573871
ACH-001302,0.228529025743
ACH-001303,-0.104754017262
ACH-001306,-0.176968207394
ACH-001318,-0.212446500841
ACH-001322,-0.09732801846660001
ACH-001328,-0.160694649003
ACH-001332,-0.15770050260500001
ACH-001333,-0.195686503506
ACH-001336,-0.225997398996
ACH-001340,-0.14934338464299998
ACH-001346,-0.0598202256607
ACH-001353,-0.16699341803099998
ACH-001354,-0.308086007273
ACH-001367,-0.16648747136800002
ACH-001368,-0.22011442346299998
ACH-001374,-0.17767606477200001
ACH-001375,-0.052732306826099994
ACH-001377,-0.127724791843
ACH-001380,-0.16764858752999998
ACH-001391,-0.25227918100200003
ACH-001407,-0.17790067674899998
ACH-001408,0.0567774133587
ACH-001413,-0.409756062213
ACH-001430,-0.298746633962
ACH-001431,-0.404936587086
ACH-001450,-0.16350689416
ACH-001496,-0.152852555995
ACH-001500,-0.37976887034999995
ACH-001521,-0.0977368394778
ACH-001523,-0.095120377356
ACH-001532,0.0172922257393
ACH-001536,-0.15236578518899999
ACH-001550,-0.205700989582
ACH-001552,-0.176527844822
ACH-001554,-0.10638823193399999
ACH-001645,-0.21900575086
ACH-001654,-0.14348305366
ACH-001715,-0.14805241284499998
ACH-001735,-0.39864054262599996
ACH-001736,-0.356916076729
ACH-001737,-0.08603868804410002
ACH-001740,-0.365619797759
ACH-001745,-0.154999332341
ACH-001750,-0.1124801346
ACH-001765,-0.149924013362
ACH-001956,-0.236833211884
ACH-001957,-0.15240198017200002
