,HHAT (55733)
ACH-000004,0.21871613553199998
ACH-000007,-0.257196228325
ACH-000009,-0.118380872245
ACH-000011,0.242750909369
ACH-000012,-0.009334963175520001
ACH-000013,0.0132473061571
ACH-000014,-0.09863877568870001
ACH-000015,0.043704827345199995
ACH-000017,0.08082409417839999
ACH-000018,0.173944431506
ACH-000019,-0.08889940542330001
ACH-000021,-0.17450753229000002
ACH-000022,0.08532375576739999
ACH-000025,0.0329810055715
ACH-000028,0.0210311172968
ACH-000030,-0.0135382692566
ACH-000035,0.00316767545286
ACH-000036,0.0326493753202
ACH-000037,0.00880606937132
ACH-000039,0.09082103887049998
ACH-000040,0.0464709909124
ACH-000041,-0.0325389962671
ACH-000042,-0.04708520493369999
ACH-000045,0.128239033696
ACH-000047,-0.09640757005850001
ACH-000052,0.0699772003213
ACH-000053,-0.025516581543999998
ACH-000054,0.0266591852473
ACH-000055,-0.020673339205799997
ACH-000060,0.24717476114300002
ACH-000067,0.0857210307517
ACH-000070,0.153496951489
ACH-000075,-0.13794636567399998
ACH-000078,-0.127777125373
ACH-000082,0.111511838292
ACH-000085,-0.24458107862700001
ACH-000086,-0.10463374402
ACH-000087,0.14645216700400002
ACH-000092,0.031195923506200002
ACH-000095,-0.053833355021699995
ACH-000097,-0.062793448642
ACH-000098,0.116606859637
ACH-000099,-0.08221627436580001
ACH-000108,-0.12357964446599999
ACH-000113,-0.044209495414199995
ACH-000115,0.011045761456599999
ACH-000116,0.204735385944
ACH-000118,0.009810549477389999
ACH-000120,-0.09852479709899999
ACH-000123,0.050731467880699994
ACH-000127,0.07144478820010002
ACH-000128,-0.035712341921
ACH-000132,-0.184973002626
ACH-000133,-0.11295601871300001
ACH-000137,-0.0130572710393
ACH-000138,0.007658147818660001
ACH-000142,-0.0956923479865
ACH-000143,0.262914930828
ACH-000146,0.00884139859754
ACH-000148,0.0264979459724
ACH-000150,0.0600255358256
ACH-000152,0.216304109996
ACH-000153,0.184690900861
ACH-000159,0.158694126457
ACH-000160,-0.0210638785458
ACH-000163,0.0457323871576
ACH-000167,0.156253593411
