,FDCSP (260436)
ACH-000004,0.0546917168281
ACH-000007,-0.256123403554
ACH-000009,-0.0305624423943
ACH-000011,0.0436391533919
ACH-000012,-0.0147389385737
ACH-000013,0.0555298494819
ACH-000014,0.0525448845056
ACH-000015,-0.024696776542099997
ACH-000017,-0.053645136445800004
ACH-000018,0.1028756576
ACH-000019,-0.256796785535
ACH-000021,0.064709651167
ACH-000022,0.0951053304796
ACH-000025,0.0019619972986400004
ACH-000028,0.014187316215600002
ACH-000030,-0.00846877554597
ACH-000035,-0.0869116518172
ACH-000036,0.053099398465900005
ACH-000037,-0.0476876824884
ACH-000039,0.101360160693
ACH-000040,-0.103859969605
ACH-000041,-0.0569377678345
ACH-000042,0.0947980355372
ACH-000045,-0.0265566492336
ACH-000047,0.0635374505396
ACH-000052,-0.00789785076847
ACH-000053,0.0884906453668
ACH-000054,0.053559596248399996
ACH-000055,0.252728474697
ACH-000060,-0.032816872190099995
ACH-000067,0.067593838576
ACH-000070,-0.020288164241200002
ACH-000075,0.10270096121899999
ACH-000078,0.132247741959
ACH-000082,-0.0302734498896
ACH-000085,0.0403742357466
ACH-000086,0.07461258243419999
ACH-000087,0.113386712912
ACH-000092,0.0520257942827
ACH-000095,0.0027805197482499997
ACH-000097,0.0501250287539
ACH-000098,-0.148471023802
ACH-000099,-0.0405333763518
ACH-000108,0.149502444068
ACH-000113,0.0162761843028
ACH-000115,0.11176316787999999
ACH-000116,-0.10824076632000001
ACH-000118,-0.0283311966138
ACH-000120,-0.0909647221668
ACH-000123,-0.029713815581799998
ACH-000127,-0.08706141761399999
ACH-000128,0.0558528212991
ACH-000132,0.106940052877
ACH-000133,0.105694125766
ACH-000137,-0.10760015853800001
ACH-000138,0.147922643203
ACH-000142,0.117914779981
ACH-000143,0.197920478943
ACH-000146,-0.047498696820800004
ACH-000148,0.0022765462660900002
ACH-000150,0.049526685142
ACH-000152,-0.0581988027106
ACH-000153,-0.286531608218
ACH-000159,0.068607820618
ACH-000160,-0.0205210857488
ACH-000163,-0.0916970895003
ACH-000167,0.15500940257
ACH-000168,0.0307029339825
ACH-000169,0.023369007868400002
ACH-000178,0.0553874869807
ACH-000182,-0.0501855520758
ACH-000183,0.0142578951009
ACH-000188,-0.0217937680632
