,ASPRV1 (151516)
ACH-000324,-0.226837261851
ACH-000329,-0.334940985402
ACH-000330,-0.233383053612
ACH-000331,-0.25393118785999996
ACH-000332,-0.226730720404
ACH-000334,-0.109642025551
ACH-000335,-0.23857059516100002
ACH-000336,-0.080323948224
ACH-000337,0.014758302568600001
ACH-000339,-0.258133850051
ACH-000341,-0.164880848073
ACH-000348,-0.107009833305
ACH-000350,-0.220604783301
ACH-000352,-0.182146633378
ACH-000356,-0.46209211265100003
ACH-000361,-0.473023940693
ACH-000362,-0.22308506493299998
ACH-000363,-0.292726147165
ACH-000364,-0.35812249601199997
ACH-000365,-0.0882807690825
ACH-000366,-0.288756985432
ACH-000368,-0.172870350991
ACH-000374,-0.309791482803
ACH-000375,-0.342278537266
ACH-000376,-0.245354109012
ACH-000381,-0.30940684872900004
ACH-000383,-0.028826291307799998
ACH-000387,-0.209150574363
ACH-000389,0.00496731023759
ACH-000390,-0.13198621492999998
ACH-000393,-0.167074657283
ACH-000395,-0.140912672326
ACH-000397,-0.267400566151
ACH-000401,-0.278557982436
ACH-000402,-0.42984738722800003
ACH-000403,-0.229344522317
ACH-000404,-0.34273295517499996
ACH-000406,-0.071050420301
ACH-000407,-0.305876801734
ACH-000408,-0.513259247042
ACH-000410,-0.127880260843
ACH-000411,-0.226451687352
ACH-000414,-0.339304314934
ACH-000415,-0.42918079401000003
ACH-000416,-0.237828703592
ACH-000420,0.0291802277732
ACH-000421,-0.0465233936061
ACH-000424,0.0324542897187
ACH-000425,-0.185965492656
ACH-000426,-0.21288769878699998
ACH-000427,-0.11462780115900001
ACH-000433,0.157738440797
ACH-000436,-0.306168939039
ACH-000444,0.0985961328171
ACH-000445,-0.0471944209086
ACH-000448,-0.166089308333
ACH-000450,-0.225438327887
ACH-000452,-0.18893000001600002
ACH-000454,-0.40947238705300004
ACH-000458,-0.125736125634
ACH-000459,0.0500606851997
ACH-000460,-0.219986968123
ACH-000461,-0.13175570107100001
ACH-000463,-0.192819536699
ACH-000464,-0.280019177461
ACH-000466,-0.078373559085
ACH-000467,-0.17701314331300003
ACH-000468,-0.18160207073800003
ACH-000469,-0.244075131437
ACH-000470,-0.197330481435
ACH-000471,-0.210416942763
ACH-000472,-0.15700528108
ACH-000473,-0.0314966164705
ACH-000475,-0.15093702823400001
ACH-000476,-0.107925680155
ACH-000477,-0.271475616794
ACH-000480,-0.181953690818
ACH-000481,-0.314337304355
ACH-000483,-0.0933893093477
ACH-000484,-0.060250932792300003
ACH-000485,-0.414628530941
ACH-000486,-0.241206834786
ACH-000487,0.0356382305713
ACH-000488,-0.246215439034
ACH-000490,-0.0708566645268
ACH-000491,-0.507898967286
ACH-000495,-0.201997815736
ACH-000496,-0.259037194748
ACH-000499,-0.193869086341
ACH-000500,-0.752161352176
ACH-000502,-0.264227127183
ACH-000503,-0.146376665474
ACH-000505,-0.318815305235
ACH-000507,-0.48383137484
ACH-000510,-0.152046829844
ACH-000511,-0.18234471634500002
ACH-000512,0.016944975971
ACH-000516,-0.0712178716452
ACH-000517,-0.419473025523
ACH-000518,-0.26103971812800003
ACH-000520,-0.273289357453
ACH-000521,-0.274289001869
ACH-000522,-0.313341740501
ACH-000524,-0.329876155848
ACH-000527,-0.20562231296
ACH-000528,-0.144354389494
ACH-000537,-0.0578523140981
ACH-000541,0.0203252932828
ACH-000542,-0.213622470513
ACH-000544,-0.0494508856006
ACH-000545,-0.26307179944000003
ACH-000547,-0.161250760101
ACH-000548,-0.205083404304
ACH-000549,-0.027826087586599997
ACH-000550,-0.11988278158500001
ACH-000552,-0.060188313545000004
ACH-000556,-0.303058204454
ACH-000557,-0.401814689449
ACH-000570,-0.26840965197
ACH-000571,-0.050282660709600004
ACH-000573,-0.0279626302222
ACH-000576,0.056354550817800005
ACH-000580,-0.145842633656
ACH-000584,-0.0306081251441
ACH-000585,-0.332686381609
ACH-000588,-0.15968802797599999
ACH-000589,-0.0233716156013
ACH-000591,-0.050029431557
ACH-000593,-0.159533285897
ACH-000600,-0.101859800913
ACH-000601,-0.185128504132
ACH-000604,-0.0157981629552
ACH-000605,-0.08022625756900001
ACH-000606,-0.465860195672
ACH-000608,-0.296858783447
ACH-000614,-0.254290416349
ACH-000616,-0.298278255201
ACH-000618,-0.0953403471653
ACH-000619,-0.278979537705
ACH-000620,-0.22356310230700002
ACH-000621,-0.0815634558427
ACH-000622,-0.398038452968
ACH-000623,-0.159254672517
ACH-000624,-0.27606982645
ACH-000627,-0.133359759634
ACH-000630,-0.281228750271
ACH-000632,-0.215043083948
ACH-000633,-0.292409254196
ACH-000637,0.0739338556895
ACH-000638,-0.046983610547
ACH-000646,-0.347615613002
ACH-000647,-0.295933763775
ACH-000648,-0.0655158294202
ACH-000649,-0.0102100960514
ACH-000651,-0.0683612074101
ACH-000652,0.0812955955173
ACH-000653,-0.248504696807
ACH-000657,-0.313213259901
ACH-000658,-0.060094993764199994
ACH-000661,-0.162163748056
ACH-000662,-0.371849094067
ACH-000663,-0.197496027231
ACH-000665,-0.235903053807
ACH-000671,-0.323094630361
ACH-000673,-0.350715729616
ACH-000676,-0.15789051767999998
ACH-000677,-0.0657275266685
ACH-000681,0.0351640297117
ACH-000682,-0.113182453666
ACH-000683,-0.326759288197
ACH-000684,-0.07317452939510001
ACH-000688,-0.106731608953
ACH-000693,-0.18204338390500002
ACH-000694,0.0337183706351
ACH-000695,-0.43463611733499996
ACH-000696,-0.196572516575
ACH-000697,-0.0728289493952
ACH-000699,0.0304043914703
ACH-000701,-0.271454864639
ACH-000706,-0.196756965634
ACH-000711,-0.277929691867
ACH-000713,-0.45900059520000003
ACH-000714,-0.06905700347339999
ACH-000718,-0.265935418872
ACH-000720,-0.37311002476899996
ACH-000721,-0.201824340618
ACH-000724,-0.256578093554
ACH-000725,-0.209335545225
ACH-000732,-0.159975784026
ACH-000734,-0.109685434542
ACH-000735,-0.292359349794
ACH-000736,-0.38578559812
ACH-000738,-0.0779380995721
ACH-000746,-0.029967787820900003
ACH-000747,-0.021821268781599998
ACH-000748,-0.235862535566
ACH-000753,-0.110067904048
ACH-000756,-0.401329009902
ACH-000757,-0.134963494323
ACH-000758,0.0939476328897
ACH-000760,-0.12790478713700001
ACH-000763,-0.17792883491300002
ACH-000764,-0.131485703497
ACH-000765,-0.0875973417812
ACH-000766,-0.15990449672499998
ACH-000767,-0.422768483702
ACH-000768,-0.0902389244387
ACH-000769,-0.07747883481380001
ACH-000770,-0.202108596391
ACH-000771,-0.0367414339365
ACH-000773,-0.191756101059
ACH-000776,-0.43508564419
ACH-000777,-0.10334677377
ACH-000778,-0.36242033875
ACH-000781,-0.191333321905
ACH-000782,-0.045383262797300004
ACH-000783,-0.277387519461
ACH-000784,-0.18852455115800001
ACH-000785,-0.10071482892400001
ACH-000787,-0.111995330959
ACH-000788,-0.208528454499
ACH-000791,-0.229930225317
ACH-000792,-0.1789853413
ACH-000794,-0.341163509928
ACH-000796,-0.138019929367
ACH-000799,-0.12782336693
ACH-000800,-0.226489901036
ACH-000802,-0.103756993354
ACH-000804,-0.3205796454
ACH-000805,-0.319776416287
ACH-000809,-0.28217338965300004
ACH-000810,-0.280476862424
ACH-000811,-0.161280542139
ACH-000817,-0.256207337877
ACH-000819,-0.00455051622492
ACH-000820,0.6443948932620001
ACH-000821,0.0989370144311
ACH-000822,-0.39421304825000003
ACH-000823,-0.176464481063
ACH-000824,-0.21088264027800002
ACH-000827,-0.191875483161
ACH-000829,-0.259471363893
ACH-000831,-0.158575421876
ACH-000832,-0.0606682598373
ACH-000833,-0.080470406193
ACH-000834,-0.17220629722800002
ACH-000835,-0.210531325658
ACH-000836,-0.20739409920600002
ACH-000837,-0.0625303709264
ACH-000838,-0.104854536688
ACH-000839,-0.10289723738600001
ACH-000840,0.14066055787
ACH-000841,-0.157324910964
ACH-000843,0.0694708247143
ACH-000846,-0.494695333057
ACH-000847,-0.0407605370653
ACH-000848,-0.07319232864639999
ACH-000849,-0.304207924745
ACH-000851,-0.241670130334
ACH-000855,-0.248914541308
ACH-000856,-0.157589660903
ACH-000858,-0.1781281996
ACH-000859,0.0586839801963
ACH-000861,-0.118855344125
ACH-000862,-0.0509023847136
ACH-000865,-0.11089973043700001
ACH-000866,-0.212568022283
ACH-000867,-0.30994971326299997
ACH-000869,-0.228700061919
ACH-000872,-0.07252501141189999
ACH-000873,-0.0524827957389
ACH-000876,-0.310699998849
ACH-000878,0.0417521843655
ACH-000880,-0.417131523538
ACH-000881,-0.17236345473099998
ACH-000882,-0.23829910813900002
ACH-000884,-0.342858331945
ACH-000885,-0.34680590373000003
ACH-000887,-0.22920892681999996
ACH-000888,-0.15184589098200002
ACH-000889,-0.162666835307
ACH-000890,0.004746587347270001
ACH-000896,-0.338061043874
ACH-000898,-0.0361087761722
ACH-000900,-0.0167617327249
ACH-000901,-0.298205652867
ACH-000905,-0.191414096631
ACH-000906,-0.157311247825
ACH-000907,-0.189292467073
ACH-000910,-0.296983986896
ACH-000911,-0.274963359533
ACH-000912,-0.177251623409
ACH-000913,0.0693862041884
ACH-000915,-0.224898193332
ACH-000916,0.231733873863
ACH-000917,-0.06854568250490001
ACH-000921,-0.0761001691222
ACH-000924,-0.0265284713095
ACH-000926,-0.114592735243
ACH-000928,-0.208808329575
ACH-000929,-0.24297165084000003
ACH-000932,-0.07149298263119999
ACH-000935,-0.356769835931
ACH-000936,-0.33879411831699996
ACH-000937,-0.348545731066
ACH-000938,-0.0977820544883
ACH-000939,0.0940919868723
ACH-000941,-0.225077880977
ACH-000943,-0.202639712326
ACH-000946,-0.14790225071799998
ACH-000947,-0.112589216157
ACH-000948,-0.0168589967065
ACH-000950,-0.10214660434499999
ACH-000953,-0.507424728243
ACH-000957,-0.0334791679567
ACH-000958,0.0757305861005
ACH-000960,-0.327777663096
ACH-000963,-0.466411064577
ACH-000968,-0.212157107113
ACH-000969,-0.23880285901
ACH-000973,-0.231893064107
ACH-000974,-0.151889958848
ACH-000975,-0.176857999387
ACH-000976,-0.138289136774
ACH-000978,-0.405271818208
ACH-000980,-0.268551834241
ACH-000984,-0.128008788282
ACH-000986,-0.391693773906
ACH-000988,-0.257894296069
ACH-000993,-0.26759448369000005
ACH-000994,-0.42692784391500005
ACH-000996,-0.221211414315
ACH-001001,-0.221669808724
ACH-001020,0.0683305768239
ACH-001028,-0.151199630191
ACH-001031,0.146565516019
ACH-001038,-0.26569349548300003
ACH-001048,-0.267663885383
ACH-001050,-0.125177802321
ACH-001053,-0.17443675209399997
ACH-001054,-0.0106776789786
ACH-001061,-0.191933482262
ACH-001067,-0.419712325492
ACH-001075,-0.40056477206299995
ACH-001096,-0.0169501170539
ACH-001128,-0.197706749501
ACH-001134,-0.040167132117900003
ACH-001151,-0.167447845038
ACH-001163,-0.164622720629
ACH-001164,0.0274841051797
ACH-001173,-0.140395631641
ACH-001183,-0.186229172283
ACH-001184,-0.417367390695
ACH-001190,-0.292969815951
ACH-001192,0.00633079766358
ACH-001193,-0.18942337451900002
ACH-001196,-0.197105593237
ACH-001197,-0.092543284795
ACH-001205,-0.131713387633
ACH-001211,-0.214656936261
ACH-001212,0.132671812466
ACH-001228,-0.265303601629
ACH-001232,0.0702825916498
ACH-001239,-0.464552045965
ACH-001274,-0.222716014994
ACH-001275,-0.140202521574
ACH-001277,-0.55052378405
ACH-001278,-0.18258262706700001
ACH-001280,-0.21211820044
ACH-001283,-0.125945446292
ACH-001289,-0.329573575432
ACH-001295,-0.276078866637
ACH-001300,-0.129727032626
ACH-001301,-0.42673606441100004
ACH-001302,-0.273253078066
ACH-001303,-0.24399740417
ACH-001306,-0.25597364589
ACH-001318,-0.165289787404
ACH-001322,-0.116053262021
ACH-001328,-0.18492430550500003
ACH-001332,-0.129126211618
ACH-001333,-0.0962764845279
ACH-001336,-0.106837856644
ACH-001340,-0.332203615791
ACH-001346,-0.195903896279
ACH-001353,-0.315806868902
ACH-001354,-0.11751824635500001
ACH-001367,0.09366857390180001
ACH-001368,-0.295072151094
ACH-001374,-0.47928628195699996
ACH-001375,-0.336701202452
ACH-001377,-0.127117572735
ACH-001380,-0.284555435588
ACH-001391,-0.577425251621
ACH-001407,-0.06855360094330001
ACH-001408,-0.24863206892499998
ACH-001413,-0.146725930535
ACH-001430,-0.06153525693300001
ACH-001431,-0.279920368399
ACH-001450,-0.110923336283
ACH-001496,-0.21459574269499998
ACH-001500,-0.247182991907
ACH-001521,-0.38639217027500006
ACH-001523,-0.300526664098
ACH-001532,-0.198246114715
ACH-001536,-0.00855706640249
ACH-001550,0.0150704737349
ACH-001552,0.0813608210226
ACH-001554,-0.196390889671
ACH-001645,-0.0963346502243
ACH-001654,0.0329658625362
ACH-001715,0.0799250950665
ACH-001735,-0.205416998395
ACH-001736,-0.0334327319811
ACH-001737,-0.5896859355290001
ACH-001740,-0.331763462958
ACH-001745,-0.36710624321
ACH-001750,-0.147761381305
ACH-001765,-0.227602320671
ACH-001956,-0.147307260901
ACH-001957,-0.283179394481
