,FYTTD1 (84248)
ACH-000004,-0.178143187611
ACH-000007,-0.209119665773
ACH-000009,-0.42246259792900004
ACH-000011,-0.19562853788400003
ACH-000012,-0.0014253743743399998
ACH-000013,-0.0996560580184
ACH-000014,-0.308630438909
ACH-000015,-0.0970654000265
ACH-000017,0.0275188684327
ACH-000018,-0.307222434094
ACH-000019,-0.42288989092100004
ACH-000021,-0.208512000092
ACH-000022,-0.141533388295
ACH-000025,-0.270805841434
ACH-000028,-0.171174227107
ACH-000030,-0.254718072936
ACH-000035,0.074772502331
ACH-000036,-0.249907259391
ACH-000037,-0.209080375948
ACH-000039,-0.338656659555
ACH-000040,-0.061991519453
ACH-000041,-0.161850669636
ACH-000042,-0.0771376233859
ACH-000045,-0.088446457847
ACH-000047,-0.11517789510500001
ACH-000052,0.08593998075380001
ACH-000053,-0.0335516735224
ACH-000054,-0.268939504648
ACH-000055,0.139625731506
ACH-000060,-0.244995360637
ACH-000067,-0.18461833915800002
ACH-000070,-0.11609942357599999
ACH-000075,-0.249858863431
ACH-000078,-0.387275983048
ACH-000082,-0.17477007817200002
ACH-000085,-0.23459591089200002
ACH-000086,-0.14353818978
ACH-000087,0.0568075717808
ACH-000092,-0.223632946368
ACH-000095,-0.234068999733
ACH-000097,-0.114853032884
ACH-000098,-0.0448731633493
ACH-000099,-0.198848103988
ACH-000108,-0.40167607683
ACH-000113,-0.325301417381
ACH-000115,-0.246296737507
ACH-000116,-0.0855851863971
ACH-000118,-0.05636524616809999
ACH-000120,-0.265590174711
ACH-000123,-0.141930593854
ACH-000127,-0.18116850545899998
ACH-000128,-0.40625087311499997
ACH-000132,-0.213765560454
ACH-000133,-0.17974717971700002
ACH-000137,-0.061249936524
ACH-000138,-0.32973353075100004
ACH-000142,-0.346889305989
ACH-000143,0.0180710320065
ACH-000146,-0.199837198614
ACH-000148,-0.0882250415419
ACH-000150,-0.15074960821900002
ACH-000152,-0.272816965407
ACH-000153,0.08834867000360001
ACH-000159,-0.10403038506300001
ACH-000160,-0.161290579964
ACH-000163,-0.162677772429
ACH-000167,-0.19301771556400002
ACH-000168,-0.256767854547
ACH-000169,-0.152576577412
ACH-000178,-0.262747509804
ACH-000182,-0.11442548724099999
ACH-000183,-0.110517471306
ACH-000188,-0.175527156486
ACH-000189,-0.56044333105
ACH-000190,-0.145827037699
ACH-000198,-0.169671098205
ACH-000204,-0.382579676998
ACH-000206,-0.30831533899
ACH-000207,-0.021847049303599996
ACH-000211,-0.257749666948
ACH-000215,-0.18357822657200001
ACH-000221,-0.057213303552199994
ACH-000222,0.0476370689126
ACH-000223,-0.37933407004299996
ACH-000226,-0.10081315543700001
ACH-000227,-0.362080075703
ACH-000228,0.0290932423305
ACH-000231,-0.11930379774599999
ACH-000232,-0.263323306095
ACH-000233,-0.159673923839
ACH-000234,-0.31575869265900003
ACH-000235,-0.16140360624800001
ACH-000237,-0.106988061827
ACH-000238,-0.314470456374
ACH-000243,-0.056836165009599995
ACH-000244,-0.60083925592
ACH-000246,-0.18452960447
ACH-000248,-0.140252732732
ACH-000250,-0.26405857638
ACH-000251,-0.29873728364
ACH-000253,-0.048292798206699995
ACH-000255,-0.05672723266969999
ACH-000256,-0.298848406622
ACH-000257,-0.23614560325599998
ACH-000258,-0.269649666315
ACH-000259,-0.10855829182499999
ACH-000260,-0.10107342658500001
ACH-000261,-0.123011630438
ACH-000262,-0.259178353594
ACH-000263,-0.273289909553
ACH-000264,-0.21903184930199998
ACH-000265,-0.0859908971956
ACH-000266,-0.26842629534
ACH-000272,-0.231586518297
ACH-000273,-0.348837323681
ACH-000274,-0.29266425915800004
ACH-000277,-0.172118374621
ACH-000278,-0.043742562475399996
ACH-000279,0.0181311729285
ACH-000280,-0.209386226756
ACH-000281,-0.34979609079400004
ACH-000288,-0.20967954942699998
ACH-000291,-0.10071259897500001
ACH-000293,-0.109717415071
ACH-000294,-0.45505349225100006
ACH-000295,-0.40654152133500004
ACH-000296,-0.161236765587
ACH-000302,-0.0311449950291
ACH-000304,-0.35728870356
ACH-000307,-0.136639397572
ACH-000308,-0.378198196071
ACH-000310,-0.163573221952
ACH-000311,-0.215030946272
ACH-000312,-0.048723515176
ACH-000315,0.0743847519094
ACH-000316,-0.312365990245
ACH-000317,-0.0308532998482
ACH-000318,-0.030402312440999998
ACH-000319,0.0265378064838
ACH-000320,-0.0393606131701
ACH-000322,-0.197285740319
ACH-000323,-0.034644852546099995
ACH-000324,-0.14748135680299998
ACH-000329,-0.151446433747
ACH-000330,-0.284995058386
ACH-000331,-0.07005398117060001
ACH-000332,-0.23622287040399997
ACH-000334,-0.09371125552439999
ACH-000335,0.138749250501
ACH-000336,0.015254255618100001
ACH-000337,-0.005894209176910001
ACH-000339,-0.10739250250900001
ACH-000341,-0.028847437996
ACH-000348,-0.26353026382399997
ACH-000350,-0.150641290953
ACH-000352,-0.265077010088
ACH-000356,-0.0517392202915
ACH-000361,0.182462900896
ACH-000362,-0.24601215786400002
ACH-000363,-0.139379610275
ACH-000364,0.0669255657692
ACH-000365,-0.19669542587299998
ACH-000366,-0.101333345172
ACH-000368,-0.0882187180181
ACH-000374,-0.235243351865
ACH-000375,-0.186987173134
ACH-000376,-0.295332100951
ACH-000381,-0.25698131852600004
ACH-000383,-0.280671476097
ACH-000387,-0.352366829794
ACH-000389,-0.34632056038599995
ACH-000390,-0.245296379958
ACH-000393,-0.130470722071
ACH-000395,-0.125666740499
ACH-000397,-0.261546497101
ACH-000401,-0.308633867599
ACH-000402,0.06407520257919999
ACH-000403,-0.216735752244
ACH-000404,-0.10115544925799999
ACH-000406,-0.0868041649632
ACH-000407,-0.0807446649596
ACH-000408,0.21025650119800002
ACH-000410,-0.0503739490148
ACH-000411,-0.0931128649362
ACH-000414,-0.20127769180799998
ACH-000415,0.12849985055500002
ACH-000416,-0.101408726523
ACH-000420,-0.035301813042300005
ACH-000421,-0.174377841572
ACH-000424,-0.146177081663
ACH-000425,-0.106251214824
ACH-000426,0.0871783433564
ACH-000427,0.24348145906
ACH-000433,-0.18596173387
ACH-000436,-0.115584166749
ACH-000444,-0.0773620003989
ACH-000445,-0.201618942864
ACH-000448,-0.308797798624
ACH-000450,-0.250989660823
ACH-000452,-0.0827575360085
ACH-000454,-0.429780063939
ACH-000458,-0.369427770024
ACH-000459,0.027721194791099996
ACH-000460,-0.202235348441
ACH-000461,-0.137997192365
ACH-000463,0.00726812427622
ACH-000464,-0.126660226239
ACH-000466,-0.106156468542
ACH-000467,-0.3341816494
ACH-000468,-0.186771447604
ACH-000469,-0.253472140039
ACH-000470,-0.110476265558
ACH-000471,-0.0515591054609
ACH-000472,-0.229279844592
ACH-000473,-0.394604344776
ACH-000475,-0.204097121879
ACH-000476,-0.196959507566
ACH-000477,-0.0769333908171
ACH-000480,0.0207793901875
ACH-000481,-0.186507962155
ACH-000483,-0.0806964008282
ACH-000484,-0.05506495687580001
ACH-000485,-0.127800462786
ACH-000486,-0.246554679509
ACH-000487,-0.044837620513899994
ACH-000488,-0.237675165103
ACH-000490,-0.218571979475
ACH-000491,-0.333851407454
ACH-000495,0.0637326159616
ACH-000496,-0.250958754994
ACH-000499,-0.0342325995278
ACH-000500,-0.279475281472
ACH-000502,-0.140153796064
ACH-000503,-0.272834713707
ACH-000505,-0.261044482793
ACH-000507,-0.0660739620422
ACH-000510,-0.18885479165999997
ACH-000511,-0.273485298703
ACH-000512,0.0170068535628
ACH-000516,-0.112827216162
ACH-000517,-0.33926792880500006
ACH-000518,-0.19346911063799999
ACH-000520,-0.193548247017
ACH-000521,-0.23563900608600002
ACH-000522,-0.222294868464
ACH-000524,-0.262777261107
ACH-000527,-0.041187750592400006
ACH-000528,-0.167722199821
ACH-000537,-0.201902368086
ACH-000541,-0.161652048027
ACH-000542,-0.017383803979799998
ACH-000544,-0.153629357432
ACH-000545,-0.0584456396976
ACH-000547,-0.34513735776199994
ACH-000548,-0.23559822311599998
ACH-000549,-0.225696631131
ACH-000550,-0.168870580601
ACH-000552,-0.116618961075
ACH-000556,-0.015790998264999998
ACH-000557,-0.20857347548799998
ACH-000570,-0.285106694298
ACH-000571,-0.138912242534
ACH-000573,-0.09485094705050001
ACH-000576,-0.058655501240600004
ACH-000580,0.09643932479110001
ACH-000584,-0.25898771315900004
ACH-000585,-0.241831955403
ACH-000588,-0.131618733289
ACH-000589,-0.37123476844400005
ACH-000591,-0.213438794628
ACH-000593,-0.108692568058
ACH-000600,-0.00453230037761
ACH-000601,-0.147622710795
ACH-000604,0.0367018804054
ACH-000605,-0.31082687002500003
ACH-000606,0.0689294196864
ACH-000608,-0.21973520370000002
ACH-000614,-0.143119838022
ACH-000616,-0.0328062482998
ACH-000618,-0.136730275657
ACH-000619,-0.156961667795
ACH-000620,-0.12735224564
ACH-000621,-0.151252485525
ACH-000622,-0.12605552837099998
ACH-000623,-0.234066466802
ACH-000624,-0.166131586366
ACH-000627,-0.0744549516402
ACH-000630,-0.16763944833
ACH-000632,-0.154691180404
ACH-000633,-0.0825858820992
ACH-000637,-0.272131900298
ACH-000638,-0.158364328688
ACH-000646,-0.186999325958
ACH-000647,-0.173037043271
ACH-000648,0.09987491997169999
ACH-000649,-0.17548167093400002
ACH-000651,-0.17108380356699998
ACH-000652,-0.11570736533399999
ACH-000653,-0.19288056671700002
ACH-000657,-0.23704785692299998
ACH-000658,-0.289488086594
ACH-000661,-0.248003253057
ACH-000662,-0.18292052060699998
ACH-000663,-0.0652442535319
ACH-000665,-0.07414279990389999
ACH-000671,-0.24873820559700002
ACH-000673,-0.157285165763
ACH-000676,-0.0350204645831
ACH-000677,-0.22937423561700002
ACH-000681,-0.422118748337
ACH-000682,-0.0518841467005
ACH-000683,-0.253682897423
ACH-000684,-0.149180824105
ACH-000688,0.06959813310349999
ACH-000693,-0.0657248953816
ACH-000694,-0.0634392114187
ACH-000695,-0.228011980793
ACH-000696,-0.148842614463
ACH-000697,-0.40559154834
ACH-000699,-0.10446629001
ACH-000701,-0.014088758611
ACH-000706,-0.036886609964800005
ACH-000711,-0.0867607855677
ACH-000713,-0.112766440936
ACH-000714,-0.133040585103
ACH-000718,-0.242558238083
ACH-000720,-0.262258767511
ACH-000721,-0.0466297241065
ACH-000724,-0.425015612355
ACH-000725,0.00256253754975
ACH-000732,0.074250939544
ACH-000734,-0.33711844845
