,DAXX (1616)
ACH-000671,-0.284697089038
ACH-000673,-0.326385636859
ACH-000676,-0.351468821017
ACH-000677,-0.38897209445200004
ACH-000681,-0.494400761982
ACH-000682,-0.357288714651
ACH-000683,-0.378605679784
ACH-000684,-0.504041338615
ACH-000688,-0.44151305040600003
ACH-000693,-0.195830535087
ACH-000694,-0.196003236616
ACH-000695,-0.315769130348
ACH-000696,-0.299750788636
ACH-000697,-0.347290557449
ACH-000699,-0.200304518415
ACH-000701,-0.09053900666639998
ACH-000706,-0.341254779932
ACH-000711,-0.441506035279
ACH-000713,-0.39051641291
ACH-000714,-0.759532542159
ACH-000718,-0.586721530927
ACH-000720,-0.500206478239
ACH-000721,-0.673096787052
ACH-000724,-0.09194033363939999
ACH-000725,-0.194193822341
ACH-000732,-0.657412367674
ACH-000734,-0.295053607821
ACH-000735,-0.228714550874
ACH-000736,-0.257339521927
ACH-000738,-0.415019117608
ACH-000746,0.0209746875801
ACH-000747,-0.330343355119
ACH-000748,-0.672697566565
ACH-000753,-0.502159387885
ACH-000756,-0.18537349937
ACH-000757,-0.10504511562100001
ACH-000758,-0.363940120809
ACH-000760,-0.128515542361
ACH-000763,-0.41404786798
ACH-000764,-0.528521352352
ACH-000765,-0.22816359844700002
ACH-000766,-0.554394145441
ACH-000767,-0.46246136493600004
ACH-000768,-0.412302331021
ACH-000769,-0.73872738755
ACH-000770,-0.169864062971
ACH-000771,-0.530660711824
ACH-000773,-0.081256465211
ACH-000776,-0.353596002863
ACH-000777,-0.554891335987
ACH-000778,-0.358811229891
ACH-000781,-0.325208969005
ACH-000782,-0.78887601792
ACH-000783,-0.448658971092
ACH-000784,-0.367819510307
ACH-000785,-0.223781820598
ACH-000787,-0.212382437988
ACH-000788,-0.311574118501
ACH-000791,-0.258215150962
ACH-000792,-0.533743653157
ACH-000794,-0.829349086692
ACH-000796,-0.342279888822
ACH-000799,-0.41664721563100005
ACH-000800,-0.368468326871
ACH-000802,-0.284763361664
ACH-000804,-0.558054285587
ACH-000805,-0.595416819471
ACH-000809,-0.444440746153
ACH-000810,-0.9588608057960001
ACH-000811,-0.427888583042
ACH-000817,-0.735846597623
ACH-000819,-0.464831572454
ACH-000820,-0.5729489752260001
ACH-000821,-0.5205627846149999
ACH-000822,-0.571618482447
ACH-000823,-0.196016503529
ACH-000824,-0.214270985607
ACH-000827,-0.571929488269
ACH-000829,-0.524835891656
ACH-000831,-0.270040843159
ACH-000832,-0.6320509365770001
ACH-000833,-0.511059258593
ACH-000834,-0.701975585406
ACH-000835,-0.43641025213
ACH-000836,-0.0308981683493
ACH-000837,-0.12289012867
ACH-000838,-0.218107646856
ACH-000839,-0.569596310926
ACH-000840,-0.7032272307170001
ACH-000841,-0.52501528088
ACH-000843,-0.241236592725
ACH-000846,-0.21682704637699998
ACH-000847,-0.414653169328
ACH-000848,-0.101179698256
ACH-000849,0.17727001836800002
ACH-000851,-0.510201181761
ACH-000855,-0.10716167092399999
ACH-000856,0.0504209821842
ACH-000858,-0.390795423991
ACH-000859,-0.5233978626079999
ACH-000861,-0.382758274212
ACH-000862,-0.22273216198100002
ACH-000865,-0.471430210429
ACH-000866,-0.22658297160100002
ACH-000867,-0.235439866193
ACH-000869,-0.28534332330699996
ACH-000872,-0.468373338887
ACH-000873,-0.61873212908
ACH-000876,-0.255996247465
ACH-000878,-0.440535805933
ACH-000880,-0.34970023921
ACH-000881,-0.612352767664
ACH-000882,-0.185064521526
ACH-000884,-0.416440437421
ACH-000885,-0.363537466013
ACH-000887,-0.237979840957
ACH-000888,-0.384175031214
ACH-000889,-0.584497109215
ACH-000890,-0.330737208717
ACH-000896,-0.25575691935899997
ACH-000898,-0.5212259420800001
ACH-000900,-0.40514717225999997
ACH-000901,-0.479476000852
ACH-000905,-0.405960731416
ACH-000906,-0.437159632786
ACH-000907,-0.355648664178
ACH-000910,-0.24102460203099998
ACH-000911,-0.455561004858
ACH-000912,-0.45253527576499997
ACH-000913,-0.726385669658
ACH-000915,-0.466020938288
ACH-000916,-0.40458007919699995
ACH-000917,-0.454635784888
ACH-000921,-0.125514338618
ACH-000924,-0.288839703066
ACH-000926,-0.508322676646
ACH-000928,-0.134796489683
ACH-000929,-0.447585976883
ACH-000932,-0.322451622456
ACH-000935,-0.446790098641
ACH-000936,-0.553225951969
ACH-000937,-0.283497187079
ACH-000938,-0.377982841554
ACH-000939,0.222006107925
ACH-000941,-0.330270666261
ACH-000943,-0.335594673234
ACH-000946,-0.501042538931
ACH-000947,-0.46599049632600004
ACH-000948,-0.186449621882
ACH-000950,-0.366520400058
ACH-000953,-0.245773598136
ACH-000957,-0.8724760528030001
ACH-000958,-0.319035177153
ACH-000960,-0.322367617652
ACH-000963,-0.338011297718
ACH-000968,-0.466759879602
ACH-000969,-0.098917009431
ACH-000973,-0.273772705174
ACH-000974,-0.400672803182
ACH-000975,-0.361312821091
ACH-000976,-0.432370957474
ACH-000978,-0.591261109564
ACH-000980,-0.20664425901099998
ACH-000984,-0.313856541325
ACH-000986,-0.5106710479209999
ACH-000988,-0.369369464064
ACH-000993,-0.42734450858199996
ACH-000994,-0.471162022544
ACH-000996,-0.26906804885
ACH-001001,-0.15753777286499998
ACH-001020,-0.089109849135
ACH-001028,-0.159659768595
ACH-001031,-0.300329945399
ACH-001038,-0.133552961748
ACH-001048,-0.370386920893
ACH-001050,-0.49980842774499995
ACH-001053,-0.20425074011799998
ACH-001054,-0.159580765712
ACH-001061,-0.30570677591400003
ACH-001067,-0.155293138218
ACH-001075,-0.755911556142
ACH-001096,-0.468424414463
ACH-001128,0.69617121735
ACH-001134,-0.570665322247
ACH-001151,-0.34583822367600003
ACH-001163,-0.31117893820799997
ACH-001164,-0.821762132476
ACH-001173,-0.364929367124
ACH-001183,-0.675903667352
ACH-001184,-0.329982058437
ACH-001190,-0.630896124236
ACH-001192,-0.305793805464
ACH-001193,-0.278535257528
ACH-001196,-0.200764880284
ACH-001197,-0.555435763431
ACH-001205,-0.509415997228
ACH-001211,-0.526992858077
ACH-001212,-0.8290252620119999
ACH-001228,-0.397501140498
ACH-001232,-0.545436782677
ACH-001239,-0.048144143804800005
ACH-001274,-1.12317699346
ACH-001275,-0.44985604412299995
ACH-001277,-0.5685920801659999
ACH-001278,-0.594451030808
ACH-001280,-0.735181036982
ACH-001283,-0.49703544180200004
ACH-001289,-0.6138472482389999
ACH-001295,-0.236291710595
ACH-001300,-0.343892809706
ACH-001301,-0.537460609256
ACH-001302,-0.582180577075
ACH-001303,-0.379398865467
ACH-001306,-0.165590179938
ACH-001318,-0.35352245185000003
ACH-001322,-0.346421655519
ACH-001328,-0.39322240251699997
ACH-001332,-0.763645706236
ACH-001333,-0.320984164314
ACH-001336,-0.39824950742700005
ACH-001340,-0.38314596971000003
ACH-001346,-0.45900884248400003
ACH-001353,-0.260277788633
ACH-001354,-0.829578160167
ACH-001367,0.08637269495510001
ACH-001368,-0.376280338449
ACH-001374,-0.0496960421205
ACH-001375,-0.127715739691
ACH-001377,-0.188434606874
ACH-001380,-0.34366377297600004
ACH-001391,-0.378561311513
ACH-001407,-0.6314881937210001
ACH-001408,-0.387349867249
ACH-001413,-0.554738344178
ACH-001430,-0.419124170456
ACH-001431,-0.293903782013
ACH-001450,-0.349348310854
ACH-001496,-0.11095131787799999
ACH-001500,-0.619088548671
ACH-001521,-0.509047254431
ACH-001523,-0.395486819036
ACH-001532,-0.7224729046799999
ACH-001536,-0.648677821611
ACH-001550,0.0499402305781
ACH-001552,-0.250600630971
ACH-001554,-0.345775022173
ACH-001645,-0.449699390522
ACH-001654,-0.296849734507
ACH-001715,-0.481770848719
ACH-001735,-0.609661827959
ACH-001736,-0.7913326559780001
ACH-001737,-0.32710829741700004
ACH-001740,-0.732434308585
ACH-001745,-0.6438718887100001
ACH-001750,-0.593754115205
ACH-001765,-0.5895863606130001
ACH-001956,-0.870198889822
ACH-001957,-0.590158267109
