,NEK1 (4750)
ACH-000004,-0.131638475009
ACH-000007,-0.647408269256
ACH-000009,-0.19839508695900002
ACH-000011,-0.306747165614
ACH-000012,-0.107786290665
ACH-000013,0.024013734942200004
ACH-000014,-0.30634257463500003
ACH-000015,0.17510851099
ACH-000017,-0.102960165974
ACH-000018,-0.230981314888
ACH-000019,0.0210151515533
ACH-000021,-0.044134916195099995
ACH-000022,0.0913898551863
ACH-000025,0.00312405870125
ACH-000028,-0.285125873424
ACH-000030,-0.119625375788
ACH-000035,0.116195979455
ACH-000036,-0.157636535642
ACH-000037,-0.129586696029
ACH-000039,-0.139332186907
ACH-000040,-0.35184009381
ACH-000041,-0.257446588639
ACH-000042,-0.277935856386
ACH-000045,-0.34896613339
ACH-000047,0.034341262261900006
ACH-000052,-0.116176648905
ACH-000053,0.17830772012600002
ACH-000054,-0.207231142931
ACH-000055,-0.346019572608
ACH-000060,-0.170834602416
ACH-000067,-0.025944182105299998
ACH-000070,-0.131823185723
ACH-000075,0.18747559215
ACH-000078,-0.171384326727
ACH-000082,0.10230568978599999
ACH-000085,-0.111992643479
ACH-000086,0.0452144125259
ACH-000087,-0.22693811305599998
ACH-000092,-0.0323078338632
ACH-000095,-0.0873991779448
ACH-000097,0.09204027769369999
ACH-000098,-0.09471172943719999
ACH-000099,0.20225895789099999
ACH-000108,-0.0803723999668
ACH-000113,-0.330891861106
ACH-000115,-0.266044539329
ACH-000116,0.0124773357708
ACH-000118,-0.137741455964
ACH-000120,-0.0104209812647
ACH-000123,-0.11856734673599999
ACH-000127,-0.391177522776
ACH-000128,0.018806139349200002
ACH-000132,-0.152588989019
ACH-000133,-0.112682204098
ACH-000137,-0.0133347994349
ACH-000138,-0.24466565926
ACH-000142,-0.255461836715
ACH-000143,-0.187740512161
ACH-000146,-0.234062632695
ACH-000148,-0.24787460745499998
ACH-000150,-0.35466468660899997
ACH-000152,-0.0398419377115
ACH-000153,0.040884577645900005
ACH-000159,0.04774405410080001
ACH-000160,-0.025403094476799996
ACH-000163,-0.15193605112400002
ACH-000167,0.31772927526
ACH-000168,-0.137650291343
ACH-000169,0.202003121488
ACH-000178,-0.0950304921192
ACH-000182,0.08051695510139999
ACH-000183,-0.10277817099400001
ACH-000188,-0.229148818421
ACH-000189,0.4652168803600001
ACH-000190,0.0160312248964
ACH-000198,-0.29352460185400003
ACH-000204,-0.160599576802
ACH-000206,-0.133669922457
ACH-000207,0.09146301263189999
ACH-000211,-0.688416885601
ACH-000215,-0.031794766644599994
ACH-000221,-0.161671379182
ACH-000222,-0.124188621283
ACH-000223,-0.145612891971
ACH-000226,0.158837637505
ACH-000227,-0.222276485548
ACH-000228,-0.111568815115
ACH-000231,-0.019931309988200002
ACH-000232,-0.0584912781086
ACH-000233,-0.19430707316399998
ACH-000234,-0.21571351308800002
ACH-000235,-0.257150016601
ACH-000237,-0.157701267041
ACH-000238,-0.5006131959100001
ACH-000243,-0.0956170782872
ACH-000244,-0.369195948535
ACH-000246,-0.13232349166500001
ACH-000248,-0.35444322955700003
ACH-000250,0.18453844346700002
ACH-000251,-0.09347189178160001
ACH-000253,0.0603040960355
ACH-000255,0.130454175532
ACH-000256,-0.26337255721999997
ACH-000257,-0.0472796885274
ACH-000258,-0.319103722725
ACH-000259,0.106212309081
ACH-000260,-0.148275787916
ACH-000261,-0.0872353098606
ACH-000262,-0.36355619173799997
ACH-000263,-0.24762720051999998
ACH-000264,-0.08838282243010001
ACH-000265,-0.120631779342
ACH-000266,-0.0231958774228
ACH-000272,0.0740022536641
ACH-000273,-0.270385695522
ACH-000274,-0.579253663648
ACH-000277,-0.186516054989
ACH-000278,-0.2570048677
ACH-000279,-0.19201755517299998
ACH-000280,-0.19921398501899998
ACH-000281,-0.49516663712700004
ACH-000288,-0.169949963862
ACH-000291,-0.121177760208
ACH-000293,-0.0606451045085
ACH-000294,-0.7782669482439999
ACH-000295,-0.0812430898094
ACH-000296,-0.0730858936405
ACH-000302,-0.07163384331610001
ACH-000304,-0.307677483976
ACH-000307,0.051585183501000005
ACH-000308,-0.101387165746
ACH-000310,0.248665420818
ACH-000311,-0.16298288273800002
ACH-000312,0.0619548664126
ACH-000315,-0.34841359903499997
ACH-000316,-0.225302856077
ACH-000317,0.0721135540549
ACH-000318,-0.24497985088500002
ACH-000319,0.165045946946
ACH-000320,-0.49702998586099995
ACH-000322,-0.09793323548260001
ACH-000323,-0.075185436418
ACH-000324,-0.042516024987500005
ACH-000329,-0.050274000956899996
ACH-000330,-0.00818712668279
ACH-000331,-0.168856087075
ACH-000332,-0.100830428115
ACH-000334,0.0901393942481
ACH-000335,-0.581335407236
ACH-000336,-0.186433991279
ACH-000337,-0.156337140717
ACH-000339,-0.205932851974
ACH-000341,-0.0152383010729
ACH-000348,-0.127608820931
ACH-000350,0.22166254155
ACH-000352,-0.00266336831006
ACH-000356,-0.13994872517100002
ACH-000361,-0.41316551495
ACH-000362,-0.183002898436
ACH-000363,-0.25146166254
ACH-000364,-0.451218345656
ACH-000365,-0.623046884967
ACH-000366,0.128973079105
ACH-000368,-0.0857955809535
ACH-000374,-0.029146283837500002
ACH-000375,0.10976962489900001
ACH-000376,-0.119012125753
ACH-000381,0.0352792901386
