,GEN1 (348654)
ACH-000004,0.00762155863515
ACH-000007,-0.0995703432531
ACH-000009,-0.101559276037
ACH-000011,-0.228125260469
ACH-000012,0.13091813543400002
ACH-000013,0.0224301144262
ACH-000014,-0.356859464834
ACH-000015,-0.024613691020999997
ACH-000017,-0.108502431592
ACH-000018,-0.0197092761978
ACH-000019,-0.0585978951975
ACH-000021,0.028171660618500002
ACH-000022,-0.13870483163
ACH-000025,-0.0975716677228
ACH-000028,0.107914773599
ACH-000030,0.08514926923810001
ACH-000035,-0.0780634504566
ACH-000036,-0.047820936776300005
ACH-000037,-0.269849314327
ACH-000039,-0.302149905176
ACH-000040,-0.042412631157300006
ACH-000041,-0.0545393611267
ACH-000042,-0.066339176535
ACH-000045,0.205103579587
ACH-000047,-0.27164672468
ACH-000052,-0.025577658617
ACH-000053,-0.0233194831311
ACH-000054,-0.10357511350299999
ACH-000055,0.137115773369
ACH-000060,0.0575423791195
ACH-000067,0.0373087507235
ACH-000070,-0.24742263206999998
ACH-000075,-0.176423433026
ACH-000078,0.0204124393639
ACH-000082,0.0096003463423
ACH-000085,0.0952120423162
ACH-000086,-0.35268823602300003
ACH-000087,-0.06805297113419999
ACH-000092,-0.12080729944
ACH-000095,-0.108672756721
ACH-000097,0.08011681608580001
ACH-000098,0.0421418582806
ACH-000099,-0.08449333137060001
ACH-000108,-0.0625854192134
ACH-000113,-0.14602705114
ACH-000115,-0.0484618918281
ACH-000116,0.042226233694699994
ACH-000118,-0.22321386426800002
ACH-000120,-0.08490094684149999
ACH-000123,-0.114687961574
ACH-000127,-0.17694081997000002
ACH-000128,0.0346082499212
ACH-000132,0.004846859838939999
ACH-000133,-0.0850015714718
ACH-000137,-0.0436001504842
ACH-000138,-0.139944457171
ACH-000142,0.00714022950852
ACH-000143,-0.0748351816381
ACH-000146,-0.0349089946291
ACH-000148,-0.17667608153499997
ACH-000150,0.16069155417199998
ACH-000152,-0.0736568003988
ACH-000153,-0.09008164252
ACH-000159,0.06762661991880001
ACH-000160,0.101754344536
ACH-000163,0.102357128552
ACH-000167,-0.20728768355500002
ACH-000168,-0.00290585783302
ACH-000169,-0.0338779511625
ACH-000178,-0.22464930750599998
ACH-000182,-0.0398953952891
ACH-000183,-0.108254176919
ACH-000188,-0.019417761149799997
ACH-000189,0.124296532402
ACH-000190,0.004576196462520001
ACH-000198,-0.114721603464
ACH-000204,0.149896766304
ACH-000206,-0.09503779504689999
ACH-000207,0.17589166167599998
ACH-000211,-0.00953979484083
ACH-000215,-0.0642556921014
ACH-000221,0.0557564704607
ACH-000222,-0.280133677162
ACH-000223,-0.0350569748364
ACH-000226,-0.412733654176
ACH-000227,-0.17687573509500001
ACH-000228,-0.23673733591200002
ACH-000231,-0.0627274031464
ACH-000232,0.0835646673568
ACH-000233,-0.0226709834798
ACH-000234,-0.0246307810369
ACH-000235,0.0953729771874
ACH-000237,-0.0561233848687
ACH-000238,-0.135364670843
ACH-000243,-0.18986915715999997
ACH-000244,-0.006741966660749999
ACH-000246,-0.207425420987
ACH-000248,-0.19313028943
ACH-000250,-0.06569111761919999
ACH-000251,-0.31073698129
ACH-000253,0.137324861318
ACH-000255,-0.00593195455308
ACH-000256,0.0623114767677
ACH-000257,-0.109390823802
ACH-000258,-0.244210236842
ACH-000259,0.00022299551723400004
ACH-000260,-0.0372039154991
ACH-000261,-0.193016769127
ACH-000262,-0.18223024183699998
ACH-000263,-0.225722072085
ACH-000264,0.050519219848699996
ACH-000265,-0.133334337129
ACH-000266,-0.050402984912599993
ACH-000272,-0.150147822194
ACH-000273,-0.19329016160999998
ACH-000274,-0.158888068616
ACH-000277,0.015464300016700001
ACH-000278,-0.057931578266900007
ACH-000279,-0.026427580860599997
ACH-000280,-0.15717924375700001
ACH-000281,-0.048558022293499994
ACH-000288,-0.10274390481000001
ACH-000291,0.044395050753899996
ACH-000293,0.200833460555
ACH-000294,-0.146118076091
ACH-000295,-0.0926141926495
ACH-000296,-0.0165458753144
ACH-000302,0.037883173164
ACH-000304,0.0178086184828
ACH-000307,0.032618726687099996
ACH-000308,-0.156898181283
ACH-000310,-0.17742341979200002
ACH-000311,-0.24766372135200002
ACH-000312,-0.0011772682353399999
ACH-000315,-0.0668025453376
ACH-000316,-0.0409022330138
ACH-000317,-0.076003186454
ACH-000318,0.06291566625919999
ACH-000319,0.015133453330700002
ACH-000320,-0.20870171544399999
ACH-000322,-0.045641710311000006
ACH-000323,-0.0861915754751
ACH-000324,-0.14112633331399999
ACH-000329,-0.0320279572938
ACH-000330,0.0975331812916
ACH-000331,0.045432591559499996
ACH-000332,-0.0749406337894
ACH-000334,-0.116285542864
ACH-000335,-0.191118875398
ACH-000336,-0.075683548076
ACH-000337,0.199042335443
ACH-000339,0.013810478281
ACH-000341,0.176398223869
ACH-000348,0.054259850713
ACH-000350,-0.114955951394
ACH-000352,0.0245376373776
ACH-000356,-0.50341889623
ACH-000361,-0.0848937145719
ACH-000362,0.035096533594300004
ACH-000363,-0.0285126293134
ACH-000364,0.0535013456124
ACH-000365,-0.248207846433
ACH-000366,-0.00190929321012
ACH-000368,-0.246402113437
ACH-000374,-0.28873207512
ACH-000375,-0.210315551047
ACH-000376,-0.110843424668
ACH-000381,-0.0882852877616
ACH-000383,-0.120192060229
ACH-000387,-0.14689536534199998
ACH-000389,-0.140872938216
ACH-000390,-0.10942031811200001
ACH-000393,0.0318963298412
ACH-000395,0.1416956501
ACH-000397,-0.16974587448800002
ACH-000401,0.0470368197531
ACH-000402,-0.15612215382300001
ACH-000403,0.111274104131
ACH-000404,0.0209556388955
ACH-000406,-0.198208320461
ACH-000407,-0.167541371599
ACH-000408,0.023697271729299998
ACH-000410,-0.0611707143091
ACH-000411,-0.35000918698
ACH-000414,-0.18461980928
ACH-000415,-0.028861055006699998
ACH-000416,-0.0828173950535
ACH-000420,-0.006200805541260001
ACH-000421,-0.08650928124019999
ACH-000424,0.163007602915
ACH-000425,-0.237853361514
ACH-000426,0.184141393834
ACH-000427,-0.141738527061
ACH-000433,-0.115055463722
ACH-000436,0.09121017920980001
ACH-000444,-0.283402152989
ACH-000445,-0.0471605402195
ACH-000448,-0.062381177777500005
ACH-000450,0.135232623974
ACH-000452,-0.429011937052
ACH-000454,-0.0869529167091
ACH-000458,0.0779694567479
ACH-000459,0.024740486148599996
ACH-000460,-0.0959512601568
ACH-000461,-0.026257840285099997
ACH-000463,-0.352532564059
ACH-000464,-0.203575639502
ACH-000466,-0.175330420983
ACH-000467,-0.08305565389219999
ACH-000468,-0.27696025978
ACH-000469,0.015384404158100001
ACH-000470,-0.022360825589099995
ACH-000471,-0.164246292122
ACH-000472,-0.149565372222
ACH-000473,0.027429256927099997
ACH-000475,-0.0276015463813
ACH-000476,0.18349901845400002
ACH-000477,-0.253486554569
ACH-000480,-0.21756522656100002
ACH-000481,-0.103417743457
ACH-000483,-0.0719906056477
ACH-000484,0.011082543435500001
ACH-000485,-0.266798168651
ACH-000486,-0.0405360626966
ACH-000487,0.08348813097010001
ACH-000488,0.149054492042
ACH-000490,-0.460873946809
ACH-000491,-0.0157671312633
ACH-000495,-0.39329903077699996
ACH-000496,-0.15506181985300002
ACH-000499,-0.35805943770900006
ACH-000500,0.160739902608
ACH-000502,0.113628440386
ACH-000503,-0.420635183506
ACH-000505,-0.0853214846639
ACH-000507,-0.07756966893969999
ACH-000510,-0.054487419378199994
ACH-000511,-0.0559367109777
ACH-000512,0.111817590305
ACH-000516,-0.21970865047200003
ACH-000517,-0.120334146945
ACH-000518,-0.0765168408552
ACH-000520,0.0608456983556
ACH-000521,-0.108676206942
ACH-000522,-0.0472984837457
ACH-000524,-0.0161399955556
ACH-000527,0.0670140609019
ACH-000528,0.079457847527
ACH-000537,0.129372788171
ACH-000541,-0.0884414194091
ACH-000542,-0.342096485403
ACH-000544,-0.09133508487500001
ACH-000545,-0.0275466507559
ACH-000547,-0.12156309324100001
ACH-000548,-0.135232731362
ACH-000549,-0.270287259803
ACH-000550,-0.146483031677
ACH-000552,-0.149452866053
ACH-000556,0.0403690073432
ACH-000557,-0.0347654120108
ACH-000570,0.121260268408
ACH-000571,0.0676655064018
