,DUT (1854)
ACH-000324,-1.69168900466
ACH-000329,-1.6869333806600002
ACH-000330,-1.4762638585499999
ACH-000331,-1.3900365057100001
ACH-000332,-1.58407328276
ACH-000334,-2.3891347272099996
ACH-000335,-1.13755695286
ACH-000336,-1.55329148441
ACH-000337,-1.46226112184
ACH-000339,-1.4443517101199999
ACH-000341,-1.1569402229899999
ACH-000348,-1.6571757964700002
ACH-000350,-1.8449915628599998
ACH-000352,-1.5353091666999998
ACH-000356,-1.5755424486
ACH-000361,-1.27458852077
ACH-000362,-1.89402257312
ACH-000363,-1.72284855292
ACH-000364,-0.966890315975
ACH-000365,-1.7404860308
ACH-000366,-1.51747325024
ACH-000368,-1.2320769622499999
ACH-000374,-1.32670504601
ACH-000375,-1.56339138322
ACH-000376,-1.42748306059
ACH-000381,-1.59428720467
ACH-000383,-1.8118733080200002
ACH-000387,-1.50393946764
ACH-000389,-1.25568160753
ACH-000390,-1.71619399708
ACH-000393,-1.04490203301
ACH-000395,-1.30537419463
ACH-000397,-1.13131159234
ACH-000401,-1.37260755718
ACH-000402,-1.69891865322
ACH-000403,-1.9139627149599998
ACH-000404,-1.38839424176
ACH-000406,-1.7387264583200002
ACH-000407,-1.3251842016
ACH-000408,-1.3256792043799999
ACH-000410,-1.31110182365
ACH-000411,-1.5405286623299999
ACH-000414,-2.0969649648299997
ACH-000415,-1.5290961182
ACH-000416,-1.36710411929
ACH-000420,-1.39433519917
ACH-000421,-1.32884628876
ACH-000424,-1.35568403949
ACH-000425,-1.2624725460600001
ACH-000426,-2.04832941222
ACH-000427,-1.69669510685
ACH-000433,-1.4072057577700001
ACH-000436,-1.96392802438
ACH-000444,-1.453215215
ACH-000445,-1.4554733880500001
ACH-000448,-1.5939225566400002
ACH-000450,-1.44588178885
ACH-000452,-1.70719583254
ACH-000454,-1.6019287767500001
ACH-000458,-1.75679045741
ACH-000459,-1.32502438906
ACH-000460,-1.56014608102
ACH-000461,-1.5806579460199999
ACH-000463,-1.3368074027299999
ACH-000464,-1.17832040943
ACH-000466,-2.1006076783500003
ACH-000467,-1.26651156951
ACH-000468,-1.6659735962399997
ACH-000469,-1.6008718231499999
ACH-000470,-1.91203885972
ACH-000471,-1.52368304167
ACH-000472,-1.83608976251
ACH-000473,-1.55231739914
ACH-000475,-1.5592857402899998
ACH-000476,-1.3500079526299997
ACH-000477,-1.55541080946
ACH-000480,-1.64867629468
ACH-000481,-1.96336680257
ACH-000483,-1.4963056165200002
ACH-000484,-1.45676471088
ACH-000485,-1.5861195110600002
ACH-000486,-1.48608353757
ACH-000487,-1.62740136893
ACH-000488,-1.5111045949500002
ACH-000490,-1.4229110409299999
ACH-000491,-1.6901256834600002
ACH-000495,-1.4680690489200001
ACH-000496,-1.4007252168000002
ACH-000499,-1.35893750235
ACH-000500,-1.92655743896
ACH-000502,-1.6443032666
ACH-000503,-1.6180963968700002
ACH-000505,-1.45554516349
ACH-000507,-1.28266438071
ACH-000510,-1.73431924495
ACH-000511,-1.42729849323
ACH-000512,-1.7891382576599997
ACH-000516,-1.5216254213
ACH-000517,-1.72433878351
ACH-000518,-1.6368836140099998
ACH-000520,-1.67286772352
ACH-000521,-1.48209088462
ACH-000522,-1.58038627416
ACH-000524,-1.62807833185
ACH-000527,-1.52814167992
ACH-000528,-1.68913116493
ACH-000537,-1.6838977956099999
ACH-000541,-1.6102336850799999
ACH-000542,-1.53527549438
ACH-000544,-1.3700714145200001
ACH-000545,-1.4811728514500002
ACH-000547,-1.7896083720900002
ACH-000548,-1.4512031740200002
ACH-000549,-1.1340625255299999
ACH-000550,-1.44882635868
ACH-000552,-1.4558223578
ACH-000556,-1.7757054443400002
ACH-000557,-2.0463564210099996
ACH-000570,-1.5452647545700002
ACH-000571,-1.7681523075999999
ACH-000573,-1.74445605854
ACH-000576,-1.54559383009
ACH-000580,-1.56983590462
ACH-000584,-1.69734613752
ACH-000585,-1.6264996370700002
ACH-000588,-1.72387005816
ACH-000589,-1.64131795747
ACH-000591,-1.4153632551100002
ACH-000593,-1.3478386766
ACH-000600,-1.86169356912
ACH-000601,-1.50461636551
ACH-000604,-1.78117457843
ACH-000605,-1.8740773328099998
ACH-000606,-1.30500042559
ACH-000608,-2.1492378622099997
ACH-000614,-1.4077117756900002
ACH-000616,-1.19613031245
ACH-000618,-1.54897035949
ACH-000619,-1.3571770081799999
ACH-000620,-1.8443780666499998
ACH-000621,-1.8919437401199999
ACH-000622,-1.60231264089
ACH-000623,-1.35400230015
ACH-000624,-1.6320129475299998
ACH-000627,-1.3734811591299998
ACH-000630,-1.59595437492
ACH-000632,-1.6025706194299998
ACH-000633,-1.51263357719
ACH-000637,-1.69869491219
ACH-000638,-1.5939133827599998
ACH-000646,-1.5359936276100001
ACH-000647,-1.4336912816999998
ACH-000648,-1.42569937865
ACH-000649,-1.6418032731299999
ACH-000651,-1.53414916441
ACH-000652,-1.39188060322
ACH-000653,-1.79239811815
ACH-000657,-1.5320050456799998
ACH-000658,-1.7885352001800001
ACH-000661,-1.66681706065
ACH-000662,-1.7213515260499999
ACH-000663,-1.5527321998299999
ACH-000665,-1.5496058335499998
ACH-000671,-1.54205736052
ACH-000673,-1.4008755127
ACH-000676,-1.41440790994
ACH-000677,-1.6491424800499999
ACH-000681,-1.71496762556
ACH-000682,-1.4995045634200002
ACH-000683,-1.75186357403
ACH-000684,-1.22387880876
ACH-000688,-1.54338106592
ACH-000693,-1.4242392182299999
ACH-000694,-1.42437316016
ACH-000695,-1.9101221831400002
ACH-000696,-1.3632155410799998
ACH-000697,-1.71150587843
ACH-000699,-1.93366664227
ACH-000701,-1.74409661896
ACH-000706,-1.3774921101800002
ACH-000711,-1.48262143978
ACH-000713,-1.51628940004
ACH-000714,-1.7236739366299998
ACH-000718,-1.7950445201299998
ACH-000720,-1.67054322619
ACH-000721,-1.45733195622
ACH-000724,-1.5800559656600002
ACH-000725,-2.1709874751400005
ACH-000732,-1.28974219684
ACH-000734,-1.61816151498
ACH-000735,-1.32223217283
ACH-000736,-1.65244720106
ACH-000738,-1.59450539965
ACH-000746,-1.5197468622900001
ACH-000747,-0.9967086092290001
ACH-000748,-1.2681368926799998
ACH-000753,-1.61504999824
ACH-000756,-1.27530046131
ACH-000757,-1.6095947277200002
ACH-000758,-1.4971983775400002
ACH-000760,-1.49497664586
ACH-000763,-2.2766488638699998
ACH-000764,-1.3657607779499998
ACH-000765,-1.3378014672299998
ACH-000766,-1.52860311055
ACH-000767,-1.86370604183
ACH-000768,-1.61532854009
ACH-000769,-1.3772465986200002
ACH-000770,-1.4648781803
ACH-000771,-1.5257724311899998
ACH-000773,-1.54246427206
ACH-000776,-1.4293558811200002
ACH-000777,-1.80783067646
ACH-000778,-2.0503452284400003
ACH-000781,-1.6309215831900001
ACH-000782,-1.3445753625
ACH-000783,-1.57318830278
ACH-000784,-1.6022309987799999
ACH-000785,-1.84185529507
ACH-000787,-1.5176198758500001
ACH-000788,-1.56060493071
ACH-000791,-1.69015117817
ACH-000792,-1.66298894438
ACH-000794,-1.34126785712
ACH-000796,-1.7109751952
ACH-000799,-0.93142160543
ACH-000800,-1.74448194213
ACH-000802,-1.3081959584899998
ACH-000804,-1.47595155801
ACH-000805,-1.6419078348500002
ACH-000809,-1.45014898394
ACH-000810,-1.2831610192899998
ACH-000811,-1.7628359088099999
ACH-000817,-1.3543191401899999
ACH-000819,-1.42983886557
ACH-000820,-1.30502590302
ACH-000821,-1.9090551888799998
ACH-000822,-1.68782565061
ACH-000823,-1.67308948454
ACH-000824,-1.66327888408
ACH-000827,-1.4818742868700001
ACH-000829,-1.5809806810799998
ACH-000831,-1.20412092763
ACH-000832,-1.50994367956
ACH-000833,-1.64437381236
ACH-000834,-1.57410119887
ACH-000835,-1.3209786465200002
ACH-000836,-1.72618137434
ACH-000837,-1.7815936655200002
ACH-000838,-1.97769998843
ACH-000839,-1.29842367027
ACH-000840,-1.8730111554799997
ACH-000841,-1.52153319193
ACH-000843,-1.60285920715
ACH-000846,-1.35119866811
ACH-000847,-1.55702214785
ACH-000848,-1.47320421996
ACH-000849,-1.4868063075
ACH-000851,-1.26643839216
ACH-000855,-1.58928057871
ACH-000856,-1.56958696051
ACH-000858,-0.8218248519269999
ACH-000859,-1.56967590516
ACH-000861,-1.64093307122
ACH-000862,-1.54399271632
ACH-000865,-1.26871233499
ACH-000866,-1.40884299644
ACH-000867,-1.50606211736
ACH-000869,-1.65612689174
ACH-000872,-1.3246697310200002
ACH-000873,-1.3994667392700002
ACH-000876,-2.2523050327000003
ACH-000878,-1.3540724047400001
ACH-000880,-1.61508333994
ACH-000881,-1.6616326351700001
ACH-000882,-1.50280148709
ACH-000884,-1.33071732812
ACH-000885,-1.522428365
ACH-000887,-1.31463045925
ACH-000888,-1.73383064323
ACH-000889,-1.7852547748299998
ACH-000890,-1.5627623768599999
ACH-000896,-1.52714136697
ACH-000898,-1.7585248176099997
ACH-000900,-1.50109157746
ACH-000901,-1.7073124441799998
ACH-000905,-1.58209922322
ACH-000906,-1.6054308645299997
ACH-000907,-1.3228031228000001
ACH-000910,-1.83684890038
ACH-000911,-1.5423099455200002
ACH-000912,-1.53414869033
ACH-000913,-1.5066730636899999
ACH-000915,-1.58152522039
ACH-000916,-1.55031134574
ACH-000917,-1.66597197896
ACH-000921,-1.34996585014
ACH-000924,-1.369704579
ACH-000926,-1.6167690956099998
ACH-000928,-1.45760178353
ACH-000929,-1.58488655011
ACH-000932,-1.4491209701899999
ACH-000935,-1.4464753475799998
ACH-000936,-1.3997397593
ACH-000937,-1.94432914442
ACH-000938,-1.7816135805200002
ACH-000939,-1.52598856883
ACH-000941,-1.77235183507
ACH-000943,-1.50676637519
ACH-000946,-1.42753317964
ACH-000947,-1.53244872997
ACH-000948,-1.4691363113299998
ACH-000950,-1.25559072294
ACH-000953,-1.7532927205700002
ACH-000957,-1.2512144827
ACH-000958,-1.3720175691299998
ACH-000960,-1.9329544856999998
ACH-000963,-1.96767384009
ACH-000968,-1.5436291978299999
ACH-000969,-1.62384925903
ACH-000973,-1.51721934617
ACH-000974,-1.35536692209
ACH-000975,-1.67046039176
ACH-000976,-1.36021733524
ACH-000978,-1.30716420807
ACH-000980,-1.5315569987200002
ACH-000984,-1.3556340648700003
ACH-000986,-1.40336830477
ACH-000988,-1.8631154860699999
ACH-000993,-1.6974820167200002
ACH-000994,-1.72589970776
ACH-000996,-1.41446377556
ACH-001001,-1.51421315347
ACH-001020,-1.49980327488
ACH-001028,-1.44384168222
ACH-001031,-1.6048387920200002
ACH-001038,-1.6987046833200001
ACH-001048,-1.34627652909
ACH-001050,-1.49390223027
ACH-001053,-1.42431198201
ACH-001054,-1.39801068644
ACH-001061,-1.58375666597
ACH-001067,-1.4616098121599999
ACH-001075,-1.3769314916799997
ACH-001096,-1.51004406481
ACH-001128,-1.76816703552
ACH-001134,-1.7705237220299999
ACH-001151,-1.6368534763799998
ACH-001163,-1.3078126890000001
ACH-001164,-1.63932777941
ACH-001173,-1.45911125419
ACH-001183,-1.47599649398
ACH-001184,-1.62669184977
ACH-001190,-1.29764351938
ACH-001192,-1.30461026827
ACH-001193,-1.04186674699
ACH-001196,-1.44593511379
ACH-001197,-1.2012365153
ACH-001205,-1.6810507493200002
ACH-001211,-1.4011754794
ACH-001212,-1.1483592313600002
ACH-001228,-1.9164452085099999
ACH-001232,-1.50979400619
ACH-001239,-1.5449177950100001
ACH-001274,-1.5264795742500001
ACH-001275,-1.43534417039
ACH-001277,-1.4533093371999999
ACH-001278,-1.48318950024
ACH-001280,-1.8396663250799998
ACH-001283,-1.62354416443
ACH-001289,-1.43250345655
ACH-001295,-1.6711496775999999
ACH-001300,-1.59737669005
ACH-001301,-1.48709574592
ACH-001302,-1.48818299547
ACH-001303,-1.6184339124899998
ACH-001306,-1.3533259971200002
ACH-001318,-1.52004037963
ACH-001322,-1.12792531106
ACH-001328,-1.55391109243
ACH-001332,-1.24790082494
ACH-001333,-1.2685379138
ACH-001336,-1.287373845
ACH-001340,-1.5066647459399998
ACH-001346,-1.4072326282299998
ACH-001353,-1.6415557226299997
ACH-001354,-1.73059716748
ACH-001367,-1.4038694610799998
ACH-001368,-1.54143006902
ACH-001374,-1.7329447717200002
ACH-001375,-1.8215724665400002
ACH-001377,-1.55450297593
ACH-001380,-1.3229605258
ACH-001391,-1.42475901413
ACH-001407,-1.7886405438599997
ACH-001408,-1.96670856729
ACH-001413,-1.2480520026000002
ACH-001430,-0.963670972819
ACH-001431,-1.36496420925
ACH-001450,-1.45035817192
ACH-001496,-1.59725823863
ACH-001500,-1.3464346399
ACH-001521,-1.34777694003
ACH-001523,-1.3913819694299998
ACH-001532,-1.5508512704799997
ACH-001536,-1.4433747534299999
ACH-001550,-1.81719474377
ACH-001552,-1.7652223693
ACH-001554,-1.44156013468
ACH-001645,-1.61231371139
ACH-001654,-1.4213840119499999
ACH-001715,-1.72975814963
ACH-001735,-1.73140603387
ACH-001736,-1.65338942883
ACH-001737,-1.6923815925
ACH-001740,-1.68704187
ACH-001745,-1.5767115233200002
ACH-001750,-1.67441597322
ACH-001765,-1.62823360757
ACH-001956,-1.6778569708700002
ACH-001957,-1.4777828375600002
