,KDSR (2531)
ACH-000004,-0.18646620778200002
ACH-000007,-0.122448287975
ACH-000009,-1.23508842346
ACH-000011,-0.6785673048440001
ACH-000012,0.00949200240409
ACH-000013,0.0705732560645
ACH-000014,-0.6553770840250001
ACH-000015,-0.20257088808899998
ACH-000017,-0.874309068012
ACH-000018,-0.716273726981
ACH-000019,-0.538484379087
ACH-000021,-0.000888082845507
ACH-000022,-0.13471459052100002
ACH-000025,-0.722415388226
ACH-000028,-0.883990171397
ACH-000030,-0.349593304176
ACH-000035,-0.40061996841799996
ACH-000036,-0.9785729461020001
ACH-000037,-0.20254093324499997
ACH-000039,-0.12263201441299999
ACH-000040,-1.0130459655600002
ACH-000041,-0.20130467235
ACH-000042,-0.532623750368
ACH-000045,-0.826122685581
ACH-000047,-0.572875772936
ACH-000052,-0.108697833489
ACH-000053,-0.185619470847
ACH-000054,-0.300396072906
ACH-000055,-0.8425182754420001
ACH-000060,-0.57120068094
ACH-000067,-0.600166019856
ACH-000070,-0.687285502432
ACH-000075,-0.214026030665
ACH-000078,-0.468798124759
ACH-000082,-0.5162817068509999
ACH-000085,-0.412045457234
ACH-000086,-0.426910264204
ACH-000087,-0.18640554429099998
ACH-000092,-0.37089714884900005
ACH-000095,-0.184237632407
ACH-000097,-0.25942281096
ACH-000098,-0.37214877981
ACH-000099,-0.121704291876
ACH-000108,-0.197197628884
ACH-000113,-0.528844131216
ACH-000115,-0.6298517228989999
ACH-000116,-0.767166873307
ACH-000118,-0.521916857765
ACH-000120,-0.18720065980099998
ACH-000123,-0.309169048833
ACH-000127,-0.384806376343
ACH-000128,-0.57760688086
ACH-000132,-0.661628620396
ACH-000133,-0.950408580197
ACH-000137,-0.32381673257300003
ACH-000138,-0.575158564134
ACH-000142,-0.443987498313
ACH-000143,-0.292518160927
ACH-000146,-0.23456101933899998
ACH-000148,-0.17593491022
ACH-000150,-0.9646683133849999
ACH-000152,-0.253901714636
ACH-000153,-1.07115042655
ACH-000159,-0.682819373702
ACH-000160,-0.117329328224
ACH-000163,-0.612041746479
ACH-000167,-0.252569463757
ACH-000168,-0.533784766637
ACH-000169,-0.44722622059100003
ACH-000178,-0.537306291985
ACH-000182,0.0141865364357
ACH-000183,-0.942114505696
ACH-000188,-0.50762832634
ACH-000189,-0.8065009061220001
ACH-000190,-1.4282229737099998
ACH-000198,-0.6644883038600001
ACH-000204,-0.7434731777949999
ACH-000206,-0.6796408156980001
ACH-000207,-0.161401444075
ACH-000211,-0.120451415909
ACH-000215,-1.08626579735
ACH-000221,-0.17899248435100001
ACH-000222,-0.165893787417
ACH-000223,-0.332442475843
ACH-000226,-0.5038940824270001
ACH-000227,-0.347382589261
ACH-000228,-0.458215438433
ACH-000231,-0.38383137888499996
ACH-000232,-0.152502474147
ACH-000233,-0.629987478713
ACH-000234,-0.325439079927
ACH-000235,-0.249503339449
ACH-000237,-0.390063415595
ACH-000238,-0.19800688721299997
ACH-000243,-0.20107860457600002
ACH-000244,-1.2167449265399999
ACH-000246,-0.798911011488
ACH-000248,-0.7858691163950001
ACH-000250,-0.15527452613
ACH-000251,-0.175801630812
ACH-000253,-0.192944641415
ACH-000255,-0.372602828688
ACH-000256,-0.78572826309
ACH-000257,-0.013516598490500001
ACH-000258,-0.6613878982370001
ACH-000259,0.045486924645100006
ACH-000260,-0.868043183406
ACH-000261,-0.786142064796
ACH-000262,-0.991722526074
ACH-000263,-0.485465342341
ACH-000264,-0.0984685901987
ACH-000265,-0.08478926181919999
ACH-000266,-0.312942141846
ACH-000272,-0.560149799657
ACH-000273,-0.549665691459
ACH-000274,-0.34146147125
ACH-000277,-0.662322433907
ACH-000278,-0.917644354752
ACH-000279,-0.157292515812
ACH-000280,-0.499808085023
ACH-000281,-0.488809225721
ACH-000288,-0.669234815884
ACH-000291,-0.626600743278
ACH-000293,-0.17236551840199998
ACH-000294,-0.8998652664710001
ACH-000295,-0.629724966751
ACH-000296,-0.899554911231
ACH-000302,-0.09471509531439999
ACH-000304,-0.6339623134610001
ACH-000307,-0.364399162934
ACH-000308,-0.155485459125
ACH-000310,-0.297881814123
ACH-000311,-0.126000377813
ACH-000312,-0.176961491171
ACH-000315,-0.291786428819
ACH-000316,-0.343918424802
ACH-000317,-0.359738135664
ACH-000318,-0.38023613931100003
ACH-000319,-0.516409261838
ACH-000320,-0.601283918348
ACH-000322,-0.384285296216
ACH-000323,-0.637562980629
ACH-000324,-0.957636074346
ACH-000329,-0.154696506282
ACH-000330,-0.26523252521699997
ACH-000331,-0.5918412146140001
ACH-000332,-0.19946627908
ACH-000334,-0.251739256412
ACH-000335,-0.33796773656900003
