,ARGLU1 (55082)
ACH-000004,-0.912770124192
ACH-000007,-0.659835930006
ACH-000009,-0.663653862932
ACH-000011,-1.02489217439
ACH-000012,-0.87174594912
ACH-000013,-1.04208483517
ACH-000014,-0.672344685926
ACH-000015,-1.0731970120799998
ACH-000017,-1.0215520421
ACH-000018,-0.653065430432
ACH-000019,-0.848261223339
ACH-000021,-0.897393556354
ACH-000022,-0.819074218955
ACH-000025,-0.45846005518999994
ACH-000028,-0.8106361555689999
ACH-000030,-0.937063004069
ACH-000035,-1.02387359009
ACH-000036,-1.01527761514
ACH-000037,-0.67847236344
ACH-000039,-0.624140027477
ACH-000040,-0.746635488694
ACH-000041,-0.990655030326
ACH-000042,-1.23506982335
ACH-000045,-1.1810641848899999
ACH-000047,-1.14822002166
ACH-000052,-0.659299265755
ACH-000053,-0.81554881608
ACH-000054,-0.681271285089
ACH-000055,-0.7596681582770001
ACH-000060,-1.0125662938700002
ACH-000067,-1.02100354789
ACH-000070,-0.837679415131
ACH-000075,-0.628201993265
ACH-000078,-0.619810503156
ACH-000082,-0.854610172008
ACH-000085,-0.673582956572
ACH-000086,-0.768385762058
ACH-000087,-0.660461582382
ACH-000092,-0.894680865352
ACH-000095,-0.778102553198
ACH-000097,-1.05948202187
ACH-000098,-0.879730561118
ACH-000099,-0.828437794896
ACH-000108,-1.27828950809
ACH-000113,-0.9162068497939999
ACH-000115,-1.29892188548
ACH-000116,-1.2071500443799998
ACH-000118,-1.07589691438
ACH-000120,-0.673802222494
ACH-000123,-0.889906800441
ACH-000127,-1.03783673827
ACH-000128,-0.737851798646
ACH-000132,-0.837377571176
ACH-000133,-0.954152439333
ACH-000137,-0.59743974833
ACH-000138,-0.925016298434
ACH-000142,-0.851748673345
ACH-000143,-0.933122923368
ACH-000146,-1.33086404238
ACH-000148,-0.8069441991419999
ACH-000150,-0.885618577782
ACH-000152,-0.913504212227
ACH-000153,-0.627458070174
ACH-000159,-0.8001887730410001
ACH-000160,-0.9331980415090001
ACH-000163,-0.976219492192
ACH-000167,-1.16504676251
ACH-000168,-1.12555063077
ACH-000169,-0.9001849345049999
ACH-000178,-0.711955332468
ACH-000182,-1.11090981033
ACH-000183,-0.848077696619
ACH-000188,-0.832398951063
ACH-000189,-0.6034978244899999
ACH-000190,-0.8409045261750001
ACH-000198,-0.805303027271
ACH-000204,-1.06679148668
ACH-000206,-0.811460732105
ACH-000207,-0.836734915696
ACH-000211,-0.818294602084
ACH-000215,-0.959055510928
ACH-000221,-1.0351774819700001
ACH-000222,-0.7077945814319999
ACH-000223,-1.18516589473
ACH-000226,-0.826001645509
ACH-000227,-0.43129798424099997
ACH-000228,-0.936495716829
ACH-000231,-0.8640587204569999
ACH-000232,-0.7394991191820001
ACH-000233,-1.0478453531799998
ACH-000234,-0.918671341287
ACH-000235,-0.9227881733
ACH-000237,-1.0759059432200002
ACH-000238,-0.8761419589380001
ACH-000243,-0.786917562937
ACH-000244,-1.0435673181
ACH-000246,-0.995136003836
ACH-000248,-0.8047243114
ACH-000250,-0.998741248546
ACH-000251,-1.19012093907
ACH-000253,-0.775868353396
ACH-000255,-0.886287524533
ACH-000256,-0.34014902983999995
ACH-000257,-1.0746408330500001
ACH-000258,-1.3250848662
ACH-000259,-1.0892420913
ACH-000260,-0.8960072127009999
ACH-000261,-0.907783595302
ACH-000262,-1.2144268780399998
ACH-000263,-0.578616564317
ACH-000264,-0.755946569703
ACH-000265,-0.9527174625220001
ACH-000266,-1.05590955366
ACH-000272,-0.721058104223
ACH-000273,-0.734536506621
ACH-000274,-1.1825711381200001
ACH-000277,-1.01836825656
ACH-000278,-0.937784620816
ACH-000279,-0.936449094301
ACH-000280,-0.7978733778720001
ACH-000281,-0.925711875695
ACH-000288,-0.767926184157
ACH-000291,-0.63353994204
ACH-000293,-1.6281074089399998
ACH-000294,-1.0736636082700002
ACH-000295,-0.602070683718
ACH-000296,-0.7123686370029999
ACH-000302,-1.12091387975
ACH-000304,-1.03829922394
ACH-000307,-0.7103929377179999
ACH-000308,-0.938788699428
ACH-000310,-0.8140243352150001
ACH-000311,-1.19120012284
ACH-000312,-0.805700095634
ACH-000315,-0.998163578326
ACH-000316,-0.9113141614720001
ACH-000317,-0.9455730215639999
ACH-000318,-0.6857400357879999
ACH-000319,-0.965941442235
ACH-000320,-0.909403166958
ACH-000322,-0.6957250653129999
ACH-000323,-0.968336059296
ACH-000324,-1.12828446293
ACH-000329,-0.600483004854
ACH-000330,-0.9207369086839999
ACH-000331,-0.934463816578
ACH-000332,-0.959549088335
ACH-000334,-1.1210776091799999
ACH-000335,-0.6716515443469999
ACH-000336,-0.76384890356
ACH-000337,-0.7499664920899999
ACH-000339,-0.8437920439859999
ACH-000341,-0.679614142262
ACH-000348,-1.09924174505
ACH-000350,-0.982594572076
ACH-000352,-1.11107127359
ACH-000356,-0.607504161988
ACH-000361,-0.825217525429
ACH-000362,-0.869353572967
ACH-000363,-0.543735200466
ACH-000364,-0.6742726050560001
ACH-000365,-0.6939053462610001
ACH-000366,-0.6910067320819999
ACH-000368,-1.0425760603899998
ACH-000374,-0.597097254129
ACH-000375,-0.869572119109
ACH-000376,-0.729027701778
ACH-000381,-1.0996880065799999
ACH-000383,-0.967291289157
ACH-000387,-1.27714763239
ACH-000389,-1.0721704055299999
ACH-000390,-0.952897030018
