,CACYBP (27101)
ACH-000004,-0.2663856048
ACH-000007,-0.244722412187
ACH-000009,-0.262962137927
ACH-000011,-0.20753934629299997
ACH-000012,-0.166948505987
ACH-000013,-0.325977670865
ACH-000014,-0.0084307038559
ACH-000015,-0.0832365737405
ACH-000017,-0.162720378479
ACH-000018,-0.221636574788
ACH-000019,-0.33599804431100005
ACH-000021,-0.18898467909400002
ACH-000022,-0.10337269044399999
ACH-000025,-0.251187381523
ACH-000028,-0.387043498438
ACH-000030,-0.27108262458500004
ACH-000035,-0.0546814102489
ACH-000036,-0.366429037839
ACH-000037,-0.19319607194400001
ACH-000039,-0.19495904950800003
ACH-000040,-0.17684551294300002
ACH-000041,-0.38016313127499995
ACH-000042,-0.180725321329
ACH-000045,0.0481716059673
ACH-000047,-0.184669652774
ACH-000052,-0.211064265713
ACH-000053,-0.23095268924100001
ACH-000054,-0.306924135483
ACH-000055,-0.0823777099646
ACH-000060,-0.120942470857
ACH-000067,-0.19174406122499998
ACH-000070,-0.315107737277
ACH-000075,-0.204707621632
ACH-000078,-0.29605427397399997
ACH-000082,-0.38984266186300004
ACH-000085,-0.006586441089529999
ACH-000086,-0.37567426733900006
ACH-000087,0.040724625605
ACH-000092,-0.180709093479
ACH-000095,-0.19232195344500003
ACH-000097,-0.417129136766
ACH-000098,-0.0274787490821
ACH-000099,-0.0616737554796
ACH-000108,-0.33272461625599997
ACH-000113,-0.168942439774
ACH-000115,0.132063365402
ACH-000116,-0.034586739041
ACH-000118,-0.215454287888
ACH-000120,-0.249835327158
ACH-000123,-0.239161480801
ACH-000127,-0.19381418245499998
ACH-000128,-0.273687923654
ACH-000132,-0.428242728279
ACH-000133,-0.484786597546
ACH-000137,0.0185910397737
ACH-000138,-0.141077058928
ACH-000142,-0.118006087277
ACH-000143,-0.05591053514219999
ACH-000146,-0.189330533985
ACH-000148,-0.106550637294
ACH-000150,-0.12185164927799999
ACH-000152,-0.223109696166
ACH-000153,-0.235263263127
ACH-000159,-0.32561446864
ACH-000160,-0.055218401747900006
ACH-000163,-0.41203434811399997
ACH-000167,-0.14451723271
ACH-000168,-0.0232080210641
ACH-000169,-0.131878994029
ACH-000178,-0.277981785262
ACH-000182,-0.20723341658799999
ACH-000183,-0.173030364534
ACH-000188,-0.0344691274386
ACH-000189,-0.39757586171400006
ACH-000190,-0.5541845376300001
ACH-000198,-0.00460212733872
ACH-000204,-0.196332273433
ACH-000206,-0.497860654121
ACH-000207,0.13767682385399999
ACH-000211,-0.255093668788
ACH-000215,-0.09994313150310001
ACH-000221,-0.0842985415022
ACH-000222,-0.239452410076
ACH-000223,-0.31101868560400003
ACH-000226,-0.217331068448
ACH-000227,-0.15165041116800002
ACH-000228,-0.17274118913
ACH-000231,-0.197962344591
ACH-000232,-0.156589616134
ACH-000233,-0.209860339485
ACH-000234,-0.247685006824
ACH-000235,-0.21168426717900002
ACH-000237,-0.27076527249000004
ACH-000238,-0.330707192111
ACH-000243,-0.449887810234
ACH-000244,-0.08158038404699999
ACH-000246,-0.387329214622
ACH-000248,-0.0509819357922
ACH-000250,-0.176226869419
ACH-000251,-0.15826644059800002
ACH-000253,-0.184058316705
ACH-000255,-0.0861928412006
ACH-000256,-0.146100177374
ACH-000257,-0.336933228279
ACH-000258,-0.435958037067
ACH-000259,-0.13258640035
ACH-000260,-0.0890329096747
ACH-000261,-0.055011612790999996
ACH-000262,-0.353542599734
ACH-000263,0.267773360779
ACH-000264,-0.190300284556
ACH-000265,-0.356960370415
ACH-000266,-0.290528723431
ACH-000272,-0.180033970568
ACH-000273,-0.156848486792
ACH-000274,-0.14425081019000002
ACH-000277,0.0583396040656
ACH-000278,-0.273718068357
ACH-000279,-0.220007262595
ACH-000280,0.0757055113987
ACH-000281,-0.11731088175200001
ACH-000288,-0.343063439997
ACH-000291,-0.166029339046
ACH-000293,-0.21836509069200002
ACH-000294,0.0343016090913
ACH-000295,-0.00485810961705
ACH-000296,-0.30384179426999997
ACH-000302,-0.106842552503
ACH-000304,0.23982644324900002
ACH-000307,-0.08844434081769999
ACH-000308,-0.19746873413600002
ACH-000310,-0.19393435221799998
ACH-000311,-0.287224231122
ACH-000312,-0.24919102264499998
ACH-000315,-0.182759221382
ACH-000316,-0.11842883993100001
ACH-000317,-0.41696396205799996
ACH-000318,-0.220422910687
ACH-000319,-0.08572308680889999
ACH-000320,-0.448768284178
ACH-000322,-0.301855060293
ACH-000323,-0.22001910965100002
ACH-000324,-0.151956708853
ACH-000329,-0.0374202268112
ACH-000330,-0.18515476947999998
ACH-000331,-0.220945145336
ACH-000332,-0.187975269236
ACH-000334,-0.35227148756
ACH-000335,0.044681545521999995
ACH-000336,0.0844576158433
ACH-000337,-0.197558349351
ACH-000339,-0.290652465874
ACH-000341,-0.306356292919
ACH-000348,-0.196304503532
ACH-000350,-0.280455816524
ACH-000352,-0.080548187648
ACH-000356,-0.0227967510053
ACH-000361,-0.124531941369
ACH-000362,-0.11573732506
ACH-000363,-0.06617314269930001
ACH-000364,-0.0346641853338
ACH-000365,-0.211756572753
ACH-000366,-0.15359038228900002
ACH-000368,0.117748896851
ACH-000374,-0.370853954417
ACH-000375,-0.31728498816399997
ACH-000376,-0.261603958903
ACH-000381,-0.287885911316
ACH-000383,-0.268667645345
ACH-000387,-0.18592907618299997
ACH-000389,-0.133430490275
ACH-000390,-0.21654454848299998
ACH-000393,-0.262372040827
ACH-000395,-0.11735563581700001
ACH-000397,-0.203219790981
ACH-000401,0.0155295229816
ACH-000402,-0.15800899382
ACH-000403,-0.28597282101
ACH-000404,-0.285509413501
ACH-000406,-0.07120030428139999
ACH-000407,-0.0730239115765
ACH-000408,0.0294129719995
ACH-000410,-0.49147637401100003
ACH-000411,-0.358188424232
ACH-000414,-0.112802271591
ACH-000415,-0.195961218572
ACH-000416,-0.34296662225599994
ACH-000420,-0.129837223728
ACH-000421,-0.302790118709
ACH-000424,-0.21931638773499998
ACH-000425,-0.192210860137
ACH-000426,-0.300845666316
ACH-000427,-0.13367911560999998
ACH-000433,-0.35156978640000003
ACH-000436,-0.23352582270799999
ACH-000444,-0.14766280923800001
ACH-000445,-0.0340394990517
ACH-000448,-0.30314260047499997
ACH-000450,-0.00137666206172
ACH-000452,-0.137494534217
ACH-000454,-0.103524602081
ACH-000458,-0.11486450384500001
ACH-000459,-0.310220429862
ACH-000460,-0.200255675039
ACH-000461,0.047490304336
ACH-000463,-0.22936018504
ACH-000464,-0.239855215983
ACH-000466,-0.050256880806
ACH-000467,-0.283687040697
ACH-000468,0.0668093233347
ACH-000469,-0.0509321700007
ACH-000470,-0.38288602274899997
ACH-000471,-0.0802508466215
ACH-000472,-0.134468603466
ACH-000473,-0.14762341574899998
ACH-000475,-0.23079945264199997
ACH-000476,-0.11913979038599999
ACH-000477,0.0767807821965
ACH-000480,-0.35160598376
ACH-000481,0.0644211967136
ACH-000483,-0.211023218653
ACH-000484,-0.387973064683
ACH-000485,0.09508185790319999
ACH-000486,-0.23620618427099999
ACH-000487,-0.11296495987400001
ACH-000488,-0.11095524493799999
ACH-000490,-0.238805990834
ACH-000491,-0.18318693883200002
ACH-000495,-0.390118132682
ACH-000496,-0.10758490731100001
ACH-000499,-4.87090290899e-05
ACH-000500,0.00602075623197
ACH-000502,-0.263927241112
ACH-000503,-0.198673024078
ACH-000505,-0.153220990936
ACH-000507,-0.40078340196199996
ACH-000510,-0.476443670216
ACH-000511,-0.386129823667
ACH-000512,-0.7536268591099999
ACH-000516,-0.568869274455
ACH-000517,-0.22800268282299999
ACH-000518,-0.08613851467280001
ACH-000520,-0.169141987174
ACH-000521,-0.0504006389776
ACH-000522,-0.19644881943599998
ACH-000524,-0.139209883333
ACH-000527,-0.218555728274
ACH-000528,-0.132191776278
ACH-000537,0.009012499556610001
ACH-000541,-0.41975090337399995
ACH-000542,-0.169933322864
ACH-000544,-0.21617485306499998
ACH-000545,-0.278604231298
ACH-000547,-0.020000511623099997
ACH-000548,-0.30880884837
ACH-000549,-0.120618538408
ACH-000550,-0.175844082901
ACH-000552,-0.184701375743
ACH-000556,-0.0128374776079
ACH-000557,0.00915673969246
ACH-000570,0.20317497336399998
ACH-000571,-0.0874924413636
ACH-000573,0.005957443145569999
ACH-000576,-0.214843049344
ACH-000580,-0.245664825036
ACH-000584,-0.122546925611
ACH-000585,-0.194346429537
ACH-000588,-0.0112703051844
ACH-000589,-0.271760790584
ACH-000591,-0.142873011341
ACH-000593,-0.00506632848442
ACH-000600,-0.091938449815
ACH-000601,-0.27971536987
ACH-000604,-0.04617299784440001
ACH-000605,-0.00284087858963
ACH-000606,-0.304731465426
ACH-000608,-0.0442918362319
ACH-000614,-0.3643785125
ACH-000616,-0.326289151753
ACH-000618,-0.352134345312
ACH-000619,-0.06668418273900001
ACH-000620,-0.0915066589655
ACH-000621,-0.10545131357200001
ACH-000622,-0.121228360522
ACH-000623,-0.22245932462200002
ACH-000624,-0.223730823493
ACH-000627,-0.00878294071085
ACH-000630,-0.31427221969999997
ACH-000632,-0.050895081359400005
ACH-000633,-0.04396421265480001
ACH-000637,0.16028696576999998
ACH-000638,-0.12099011114600002
ACH-000646,-0.139258913738
ACH-000647,-0.395530170967
ACH-000648,-0.41348490062700005
ACH-000649,-0.123597275131
ACH-000651,-0.0567394989138
ACH-000652,-0.39775924603600005
ACH-000653,-0.150227108576
ACH-000657,-0.17638949885000002
ACH-000658,-0.112590962822
ACH-000661,-0.206902734718
ACH-000662,-0.156626301184
ACH-000663,-0.0322792467513
ACH-000665,-0.234282421811
ACH-000671,-0.109479726666
ACH-000673,-0.23295968613
ACH-000676,-0.309573788822
ACH-000677,-0.278743987147
ACH-000681,-0.0863196408257
ACH-000682,-0.214656164274
ACH-000683,-0.439843930374
ACH-000684,-0.10986959336100001
ACH-000688,-0.288307475557
ACH-000693,-0.21294393658
ACH-000694,-0.334815991794
ACH-000695,0.182333426296
ACH-000696,-0.15041286177899998
ACH-000697,-0.327692232074
ACH-000699,-0.11754676946699999
ACH-000701,-0.155025594192
ACH-000706,-0.0588413554146
ACH-000711,-0.117799641085
ACH-000713,0.0100421069516
