,CLTC (1213)
ACH-000332,-1.46207260575
ACH-000334,-1.58806418351
ACH-000335,-1.54987910678
ACH-000336,-1.4604202742299999
ACH-000337,-1.24342472187
ACH-000339,-1.59778116102
ACH-000341,-1.13054411291
ACH-000348,-1.73768377539
ACH-000350,-1.36236781194
ACH-000352,-1.50476263191
ACH-000356,-1.6188841670700003
ACH-000361,-1.48787165007
ACH-000362,-1.8336174732599997
ACH-000363,-1.5070594285699999
ACH-000364,-1.25919299393
ACH-000365,-1.71184305207
ACH-000366,-1.4470209235299998
ACH-000368,-0.930523960836
ACH-000374,-1.5804071887600002
ACH-000375,-1.6636135014500002
ACH-000376,-1.23306331953
ACH-000381,-1.11796484785
ACH-000383,-2.15104334663
ACH-000387,-1.7436100921900002
ACH-000389,-1.23241442765
ACH-000390,-1.66268066488
ACH-000393,-1.8118195416599998
ACH-000395,-1.62404706259
ACH-000397,-1.66981205946
ACH-000401,-1.41562754087
ACH-000402,-1.5995627741799998
ACH-000403,-1.2510456058
ACH-000404,-1.4877324253200002
ACH-000406,-1.72302396652
ACH-000407,-1.0299427603
ACH-000408,-1.54627240787
ACH-000410,-1.28940613238
ACH-000411,-1.28369605007
ACH-000414,-1.67096995485
ACH-000415,-1.6305062689899998
ACH-000416,-1.6467681376199998
ACH-000420,-1.55605117894
ACH-000421,-1.37109952464
ACH-000424,-0.902828715023
ACH-000425,-1.7576865157599997
ACH-000426,-1.1870144728
ACH-000427,-1.8818936932299999
ACH-000433,-1.0700442748399999
ACH-000436,-1.41641273448
ACH-000444,-1.3572344431999999
ACH-000445,-1.3483433088499999
ACH-000448,-1.3240137884299998
ACH-000450,-1.5737430364700002
ACH-000452,-1.44945347712
ACH-000454,-1.5986672183500001
ACH-000458,-1.4096475569
ACH-000459,-1.7590144795200002
ACH-000460,-1.58806160819
ACH-000461,-1.75302825512
ACH-000463,-1.14995667834
ACH-000464,-1.57319710807
ACH-000466,-1.63990877341
ACH-000467,-1.5093734647400001
ACH-000468,-1.87841184616
ACH-000469,-1.7048328413799998
ACH-000470,-1.8727001994499999
ACH-000471,-1.4185986853299999
ACH-000472,-2.22022168683
ACH-000473,-1.4481005619100003
ACH-000475,-1.53161487833
ACH-000476,-1.50298576394
ACH-000477,-1.5152960307799999
ACH-000480,-1.61678373403
ACH-000481,-1.7127451895899999
ACH-000483,-1.69921350207
ACH-000484,-1.64864224622
ACH-000485,-1.53774310488
ACH-000486,-1.36205080032
ACH-000487,-1.78407474551
ACH-000488,-1.44214092628
ACH-000490,-1.3933544083899998
ACH-000491,-1.7811250695099998
ACH-000495,-1.30464594451
ACH-000496,-1.57266303783
ACH-000499,-1.21777186745
ACH-000500,-1.5625078557700003
ACH-000502,-1.53704222647
ACH-000503,-1.80861443115
ACH-000505,-1.14385032124
ACH-000507,-1.6574132270500002
ACH-000510,-1.5036295967700002
ACH-000511,-1.1653044824299998
ACH-000512,-1.55216900222
ACH-000516,-1.33573606594
ACH-000517,-1.31890116175
ACH-000518,-1.66194915726
ACH-000520,-1.15756633598
ACH-000521,-1.56814937847
ACH-000522,-0.7303379133939999
ACH-000524,-2.00052749336
ACH-000527,-1.62468906924
ACH-000528,-1.45425657566
ACH-000537,-1.09808569793
ACH-000541,-2.03686923037
ACH-000542,-1.605724999
ACH-000544,-1.83520537003
ACH-000545,-1.26583336624
ACH-000547,-1.45307600981
ACH-000548,-1.6319907348299998
ACH-000549,-1.55363128791
ACH-000550,-1.40842581847
ACH-000552,-1.46932044232
ACH-000556,-1.5468079609399998
ACH-000557,-2.3978024050799998
ACH-000570,-1.32973017461
ACH-000571,-1.57141239502
ACH-000573,-1.47463081637
ACH-000576,-1.63727826607
ACH-000580,-1.70536736196
ACH-000584,-1.7931418680000002
ACH-000585,-1.6419372558200003
ACH-000588,-1.35454083208
ACH-000589,-1.52906787167
ACH-000591,-1.77752189633
ACH-000593,-1.7953740717700002
ACH-000600,-1.49063656213
ACH-000601,-1.6324442394499998
ACH-000604,-1.48228656319
ACH-000605,-1.44187325178
ACH-000606,-1.55437821968
ACH-000608,-2.0658784432700004
ACH-000614,-1.936806707
ACH-000616,-1.48777118216
ACH-000618,-1.53653668631
ACH-000619,-1.65308272509
ACH-000620,-1.9052621103799998
ACH-000621,-1.62822224729
ACH-000622,-1.08711333061
ACH-000623,-1.44641918092
ACH-000624,-1.4493994437900002
ACH-000627,-1.7930680884599999
ACH-000630,-1.7214996579900002
ACH-000632,-1.4621926422799998
ACH-000633,-1.8556253978200001
ACH-000637,-1.2210068399
ACH-000638,-1.65609464034
ACH-000646,-2.49547822689
ACH-000647,-1.6869293592200003
ACH-000648,-1.3077271633
ACH-000649,-1.4092842737
ACH-000651,-1.3645345720700002
ACH-000652,-1.36972163961
ACH-000653,-1.64545347468
ACH-000657,-1.23916910029
ACH-000658,-1.8820619672499999
ACH-000661,-1.54810924084
ACH-000662,-1.59813498835
ACH-000663,-1.05371420668
ACH-000665,-0.9966514483869999
ACH-000671,-1.3388657205299999
ACH-000673,-1.43738596213
ACH-000676,-1.5530626517700001
ACH-000677,-0.744789241535
ACH-000681,-1.36129994896
ACH-000682,-1.90647865417
ACH-000683,-1.8130658758099998
ACH-000684,-1.14643702409
ACH-000688,-1.62747445792
ACH-000693,-1.51561880893
ACH-000694,-1.59522923412
ACH-000695,-1.27411737765
ACH-000696,-1.35055283105
ACH-000697,-1.60084905836
ACH-000699,-1.8630185956799998
ACH-000701,-1.2219834111
ACH-000706,-1.4802795764399999
ACH-000711,-1.60496636155
ACH-000713,-1.4880755934299998
ACH-000714,-1.8349901695500002
ACH-000718,-1.54194081926
ACH-000720,-1.45132864437
ACH-000721,-1.29009805285
ACH-000724,-2.21558219227
ACH-000725,-1.12369171895
ACH-000732,-1.36382784965
ACH-000734,-1.46572627695
ACH-000735,-1.78039557319
ACH-000736,-1.7651052945599996
ACH-000738,-0.979659717491
ACH-000746,-1.40848109317
ACH-000747,-1.59135121683
ACH-000748,-0.970052021265
ACH-000753,-1.6109289546399999
ACH-000756,-1.5082364165200002
ACH-000757,-1.36291193855
ACH-000758,-1.5584709693
ACH-000760,-1.2200248736700001
ACH-000763,-1.23163230255
ACH-000764,-1.4793897143099999
ACH-000765,-1.60966441613
ACH-000766,-1.3874995483
ACH-000767,-1.27013699673
ACH-000768,-1.58818370462
ACH-000769,-1.56770933615
ACH-000770,-1.5282073683200001
ACH-000771,-1.4715067459600002
ACH-000773,-1.8488397078799998
ACH-000776,-1.36836437875
ACH-000777,-1.5196993604
ACH-000778,-1.64583967101
ACH-000781,-1.29586794061
ACH-000782,-1.65239227188
ACH-000783,-1.66220403474
ACH-000784,-1.32957925892
ACH-000785,-1.47504499706
ACH-000787,-1.0989645612
ACH-000788,-1.2926619589700001
ACH-000791,-1.33194041348
ACH-000792,-1.1998997580700002
ACH-000794,-1.56278089664
ACH-000796,-1.74333544498
ACH-000799,-1.35379984551
ACH-000800,-1.66100110032
ACH-000802,-1.7754195479
ACH-000804,-1.38598302493
ACH-000805,-1.47502988662
ACH-000809,-1.80321277504
ACH-000810,-1.76491497815
ACH-000811,-1.0
ACH-000817,-1.6424598488100002
ACH-000819,-1.0437874355399999
ACH-000820,-1.1125658474200002
ACH-000821,-1.5563587302500002
ACH-000822,-2.0118821286900004
ACH-000823,-1.49111113537
ACH-000824,-1.56991161069
ACH-000827,-1.28321457765
ACH-000829,-1.52983651244
ACH-000831,-1.6561619377399999
ACH-000832,-1.3376766901100001
ACH-000833,-1.7146484310499999
ACH-000834,-1.4927742038299998
ACH-000835,-1.13174105037
ACH-000836,-1.5059095637900002
ACH-000837,-1.68331214219
ACH-000838,-1.76715349873
ACH-000839,-1.55584713734
ACH-000840,-1.42769387645
ACH-000841,-1.78323905154
ACH-000843,-1.40628931539
ACH-000846,-1.57864602495
ACH-000847,-1.3797609050400002
ACH-000848,-1.35348911343
ACH-000849,-2.0043357235299997
ACH-000851,-1.5633892500600002
ACH-000855,-1.16350414079
ACH-000856,-1.4869090439700001
ACH-000858,-1.5951893227899998
ACH-000859,-1.73570463435
ACH-000861,-1.1164806576100001
ACH-000862,-1.6220620943700002
ACH-000865,-1.22260870683
ACH-000866,-1.39092505831
ACH-000867,-1.76097038815
ACH-000869,-1.31106577766
ACH-000872,-1.32838479849
ACH-000873,-1.6549173235899999
ACH-000876,-1.7440664240000001
ACH-000878,-1.39020490726
ACH-000880,-1.5632285008700002
ACH-000881,-1.24319354484
ACH-000882,-1.47943899938
ACH-000884,-1.39158378848
ACH-000885,-1.12841668961
ACH-000887,-1.58570019243
ACH-000888,-1.3868892094299998
ACH-000889,-1.7037084699200002
ACH-000890,-1.64468362584
ACH-000896,-1.62558952206
ACH-000898,-1.7939472050299998
ACH-000900,-1.2890580337100002
ACH-000901,-0.934413676479
ACH-000905,-1.56693450722
ACH-000906,-1.02169495373
ACH-000907,-1.6979653396899999
ACH-000910,-1.83457508884
ACH-000911,-1.6534846941299999
ACH-000912,-1.24159517701
ACH-000913,-1.5354806090200002
ACH-000915,-1.56902045243
ACH-000916,-1.7182474213599999
ACH-000917,-1.3890009574200002
ACH-000921,-1.5004723569
ACH-000924,-1.53230405369
ACH-000926,-1.43804938863
ACH-000928,-1.45172544401
ACH-000929,-1.3193448833399999
ACH-000932,-1.25189265888
ACH-000935,-1.5570143080599999
ACH-000936,-1.5412193363999998
ACH-000937,-1.6908395384900001
ACH-000938,-1.3926871658000002
ACH-000939,-1.8695546672299999
ACH-000941,-0.9328626066969999
ACH-000943,-1.43621856546
ACH-000946,-1.74582370495
ACH-000947,-1.23828734249
ACH-000948,-1.30113728536
ACH-000950,-1.52236113169
ACH-000953,-1.8403179978400002
ACH-000957,-1.6497110469999998
ACH-000958,-1.62233497727
ACH-000960,-1.7235579385
ACH-000963,-2.35050456551
ACH-000968,-1.5266631448399999
ACH-000969,-1.55510619079
ACH-000973,-1.7728162563699998
ACH-000974,-1.6628554071700001
ACH-000975,-1.78945660603
ACH-000976,-1.75178530093
ACH-000978,-1.5460250775400002
ACH-000980,-1.33952954438
ACH-000984,-1.59062078472
ACH-000986,-1.5639358049899998
ACH-000988,-0.937645984446
ACH-000993,-1.6629843511000002
ACH-000994,-1.6465166250999999
ACH-000996,-1.3955412
ACH-001001,-1.6587935878100002
ACH-001020,-1.7229520286400002
ACH-001028,-1.25467371879
ACH-001031,-1.59304040606
ACH-001038,-1.1659274931799999
ACH-001048,-1.0843095661
ACH-001050,-1.20456981303
ACH-001053,-1.5575088481700001
ACH-001054,-1.40032533294
ACH-001061,-1.3712913027000002
ACH-001067,-1.52568800068
ACH-001075,-1.53292233129
ACH-001096,-1.4315295075999999
ACH-001128,-1.4704133979799998
ACH-001134,-1.58202953837
ACH-001151,-1.70144816989
ACH-001163,-1.58548075522
ACH-001164,-1.39119134303
ACH-001173,-1.5059256517700002
ACH-001183,-1.5085499120399999
ACH-001184,-1.5534985084000001
ACH-001190,-1.34689379856
ACH-001192,-1.4550842010299998
ACH-001193,-1.81650339662
ACH-001196,-1.21110520341
ACH-001197,-1.7553995018400002
ACH-001205,-1.2561784466099999
ACH-001211,-1.3650982461599999
ACH-001212,-1.51374308581
ACH-001228,-1.49652537266
ACH-001232,-1.20591201322
ACH-001239,-1.28644504838
ACH-001274,-1.55286699005
ACH-001275,-1.38591087456
ACH-001277,-1.09599638929
ACH-001278,-1.45664479013
ACH-001280,-1.42139648899
ACH-001283,-1.1109055403299999
ACH-001289,-1.28911110575
ACH-001295,-0.951586644828
ACH-001300,-1.10691668497
ACH-001301,-1.46584691139
ACH-001302,-1.09467971495
ACH-001303,-1.13937905746
ACH-001306,-1.27945763077
ACH-001318,-1.4760609790900001
ACH-001322,-1.23327593489
ACH-001328,-1.57788187462
ACH-001332,-1.29851938597
ACH-001333,-1.70295577896
ACH-001336,-1.54677286879
ACH-001340,-1.59873201115
ACH-001346,-1.6735665465399998
ACH-001353,-1.8603710209900002
ACH-001354,-1.48085660325
ACH-001367,-1.6299440847799997
ACH-001368,-1.63622487372
ACH-001374,-1.7319567830000002
ACH-001375,-1.49184827448
ACH-001377,-1.6316667895299999
ACH-001380,-1.6751015401
ACH-001391,-0.38041541469400003
ACH-001407,-1.62003783975
ACH-001408,-1.4429833329
ACH-001413,-1.34071272422
ACH-001430,-1.68508899581
ACH-001431,-1.01767912609
ACH-001450,-1.50885237831
ACH-001496,-1.2442162827
ACH-001500,-1.39858478216
ACH-001521,-1.5410618681700001
ACH-001523,-1.61969549685
ACH-001532,-1.65558252833
ACH-001536,-1.52567741414
ACH-001550,-1.7927784183200002
ACH-001552,-1.5420718043200001
ACH-001554,-1.51296951595
ACH-001645,-1.51718191619
ACH-001654,-1.67310420134
ACH-001715,-1.62685449451
ACH-001735,-1.88520983926
ACH-001736,-1.7830928690299999
ACH-001737,-1.44776845937
ACH-001740,-1.6059679333599999
ACH-001745,-1.63875740701
ACH-001750,-1.12875269062
ACH-001765,-1.56127823442
ACH-001956,-1.22517010615
ACH-001957,-1.68643351794
