,COG5 (10466)
ACH-000004,-0.34225104606
ACH-000007,-0.09265199332530001
ACH-000009,-0.156372990786
ACH-000011,-0.0863639020381
ACH-000012,0.08951755714849999
ACH-000013,-0.029057898105200004
ACH-000014,-0.124500560127
ACH-000015,-0.288713836356
ACH-000017,-0.202161085079
ACH-000018,-0.0761606877543
ACH-000019,-0.0657568592635
ACH-000021,-0.718653578133
ACH-000022,-0.19554174372900002
ACH-000025,-0.180514841102
ACH-000028,-0.0163582168284
ACH-000030,-0.27121117209199996
ACH-000035,-0.164339952492
ACH-000036,-0.0617944191591
ACH-000037,0.024648012354599996
ACH-000039,-0.157534532225
ACH-000040,-0.220483209215
ACH-000041,-0.00251687173914
ACH-000042,-0.0210483492833
ACH-000045,-0.28228600472800003
ACH-000047,0.00260902625415
ACH-000052,-0.534963425298
ACH-000053,-0.139039301841
ACH-000054,-0.111676907779
ACH-000055,-0.40761750613000003
ACH-000060,-0.029438873026900004
ACH-000067,-0.00453065052363
ACH-000070,-0.5927990843559999
ACH-000075,-0.463788705367
ACH-000078,-0.00954809672648
ACH-000082,-0.323128530289
ACH-000085,-0.30734429261
ACH-000086,-0.0915574270039
ACH-000087,-0.339745351897
ACH-000092,-0.34179996418999997
ACH-000095,-0.261259686558
ACH-000097,-0.37198085297899997
ACH-000098,-0.302972236898
ACH-000099,-0.327088216536
ACH-000108,-0.310704300211
ACH-000113,-0.158509497868
ACH-000115,0.13554668324000002
ACH-000116,-0.15991081656099998
ACH-000118,-0.354988371581
ACH-000120,0.0663595143775
ACH-000123,-0.36745499141099996
ACH-000127,-0.371532087054
ACH-000128,-0.254759184595
ACH-000132,0.07730216095010001
ACH-000133,-0.42811106886
ACH-000137,0.146703443728
ACH-000138,-0.180849983571
ACH-000142,-0.401492590619
ACH-000143,-0.405065490234
ACH-000146,-0.11865121885800001
ACH-000148,-0.329484408448
ACH-000150,0.04511118542280001
ACH-000152,-0.110303008875
ACH-000153,-0.18345354559399998
ACH-000159,-0.19927805473700003
ACH-000160,-0.150487805277
ACH-000163,0.234481781174
ACH-000167,-0.16962666647900002
ACH-000168,-0.692972615083
ACH-000169,-0.32470280337499996
ACH-000178,-0.127652069119
ACH-000182,-0.137337065223
ACH-000183,-0.281315139127
ACH-000188,-0.144989783817
ACH-000189,-0.429360350032
ACH-000190,0.155116748986
ACH-000198,-0.37206824655500004
ACH-000204,-0.247779069124
ACH-000206,-0.574611921797
ACH-000207,-0.0548389756881
ACH-000211,-0.142414696649
ACH-000215,0.128431261381
ACH-000221,0.0913493998604
ACH-000222,-0.09414756218110001
