,PTPLB (201562)
ACH-000307,-0.187312294528
ACH-000308,-0.100542765834
ACH-000310,-0.0294107960302
ACH-000311,-0.09375971090350001
ACH-000312,0.028379011993900003
ACH-000315,-0.160770160925
ACH-000316,-0.00373367885835
ACH-000317,-0.217624590099
ACH-000318,-0.258961959667
ACH-000319,0.12567434376599998
ACH-000320,-0.107085148605
ACH-000322,-0.196670426274
ACH-000323,-0.336770565485
ACH-000324,-0.21145120060199998
ACH-000329,-0.0861889691893
ACH-000330,-0.08173858688039999
ACH-000331,-0.259158148232
ACH-000332,-0.0608455822439
ACH-000334,-0.0702374242683
ACH-000335,-0.307920186532
ACH-000336,-0.48896143466200004
ACH-000337,-0.43360107820699995
ACH-000339,-0.18236067906300002
ACH-000341,-0.401317450074
ACH-000348,-0.0168980060928
ACH-000350,-0.0102335829957
ACH-000352,-0.16737031246300002
ACH-000356,-0.17949236563499998
ACH-000361,-0.284331602879
ACH-000362,-0.0643427527648
ACH-000363,-0.21103559590399998
ACH-000364,-0.154434373002
ACH-000365,-0.24224234305700001
ACH-000366,-0.23150769229499998
ACH-000368,-0.275337074656
ACH-000374,-0.074926612452
ACH-000375,-0.0398473595263
ACH-000376,-0.14203426460000002
ACH-000381,-0.31455802832400004
ACH-000383,-0.217425420446
ACH-000387,-0.0201847205837
ACH-000389,-0.413988096125
ACH-000390,-0.0897101277739
ACH-000393,-0.18747116311099998
ACH-000395,-0.0230292306347
ACH-000397,-0.22256015445900001
ACH-000401,-0.027220704771599998
ACH-000402,-0.309710147456
ACH-000403,-0.193472337083
ACH-000404,-0.23457943431999997
ACH-000406,-0.171684206788
ACH-000407,-0.271109728779
ACH-000408,-0.180462078843
ACH-000410,-0.17974533730999998
ACH-000411,-0.0465391727492
ACH-000414,-0.0759839478097
ACH-000415,-0.22978588072099998
ACH-000416,-0.025840285389200003
ACH-000420,-0.17506204749200002
ACH-000421,-0.08698625202539999
ACH-000424,-0.460767337602
ACH-000425,-0.065870861071
ACH-000426,-0.246316251319
ACH-000427,0.148265074832
ACH-000433,0.10662489086200001
ACH-000436,0.125976870332
ACH-000444,0.0146259424373
ACH-000445,-0.0136046152032
ACH-000448,-0.15180583035999998
ACH-000450,0.200687728831
ACH-000452,-0.34059691256499997
ACH-000454,-0.17207697319600002
ACH-000458,-0.00402444240656
ACH-000459,-0.143802841367
ACH-000460,-0.296577766663
ACH-000461,-0.0188711054098
ACH-000463,-0.0450953696939
ACH-000464,-0.10175493421800001
ACH-000466,0.00456606063025
ACH-000467,-0.353643443344
ACH-000468,-0.0952974129296
ACH-000469,-0.09926015170189999
ACH-000470,-0.0806837207391
ACH-000471,-0.22611639204599998
ACH-000472,-0.14440279625299998
ACH-000473,-0.000412793383215
ACH-000475,-0.125557263188
ACH-000476,0.0540973490375
ACH-000477,-0.08478098066819999
ACH-000480,-0.463726526451
ACH-000481,-0.16784266836300002
ACH-000483,-0.0886423899439
ACH-000484,-0.184354889677
ACH-000485,-0.22606650881700002
ACH-000486,-0.0623960409775
ACH-000487,0.015800439689499998
ACH-000488,-0.196275702947
ACH-000490,-0.108181035839
ACH-000491,-0.12723423042
ACH-000495,-0.399567274353
ACH-000496,-0.162170749638
ACH-000499,-0.214337183231
ACH-000500,0.106717195089
ACH-000502,-0.0757736568739
ACH-000503,-0.0320446075806
ACH-000505,-0.311300565642
ACH-000507,-0.17540995202999998
ACH-000510,-0.055715920248499994
ACH-000511,-0.20564085249000003
ACH-000512,-0.215830367733
ACH-000516,-0.144228352947
ACH-000517,-0.15821665619
ACH-000518,-0.114240539316
ACH-000520,-0.212629754845
ACH-000521,-0.050994971734800006
ACH-000522,-0.15499311889599998
ACH-000524,-0.17545762989900002
ACH-000527,-0.108175017444
ACH-000528,-0.160587878569
ACH-000537,-0.07813008953810001
ACH-000541,-0.06331223881590001
ACH-000542,-0.288742538814
ACH-000544,-0.22699299785799998
ACH-000545,-0.22063601523499998
ACH-000547,-0.246249570036
ACH-000548,-0.248491012352
ACH-000549,-0.395640946592
ACH-000550,-0.128806805911
ACH-000552,-0.154471852742
ACH-000556,0.000424277743382
ACH-000557,-0.14325407137
ACH-000570,-0.175793924911
ACH-000571,-0.0941572614885
ACH-000573,-0.14248978872600002
ACH-000576,0.014334085832
ACH-000580,-0.056794675977
ACH-000584,-0.293203457828
ACH-000585,-0.23330782668299999
ACH-000588,-0.376957353701
ACH-000589,-0.154150710546
ACH-000591,-0.0994156032924
ACH-000593,-0.340382383514
ACH-000600,-0.17131664393100002
ACH-000601,-0.17405302401
ACH-000604,-0.0539159873482
ACH-000605,-0.241371414337
ACH-000606,-0.0255677021127
ACH-000608,-0.0062039250304700005
ACH-000614,-0.237281449933
ACH-000616,0.0953244156232
ACH-000618,-0.158904814384
ACH-000619,-0.296920417487
ACH-000620,-0.223317353211
ACH-000621,-0.187413901641
ACH-000622,-0.0764845335289
ACH-000623,0.020802861584400003
ACH-000624,-0.0328860297332
ACH-000627,-0.117832583785
ACH-000630,-0.687144463995
ACH-000632,-0.0996214382331
ACH-000633,-0.117994559875
ACH-000637,-0.016260409642199998
ACH-000638,-0.133653641141
ACH-000646,-0.24541897984400002
ACH-000647,-0.143411484206
ACH-000648,-0.0199064149414
ACH-000649,-0.198775119231
ACH-000651,-0.13548067414
ACH-000652,-0.07846486070469999
ACH-000653,-0.172575442952
ACH-000657,-0.165389144579
ACH-000658,-0.34507198610600004
ACH-000661,-0.07964521625189999
ACH-000662,-0.18870477365
ACH-000663,-0.193159660493
ACH-000665,-0.22513912553000004
ACH-000671,-0.11208325781999999
ACH-000673,-0.233302931743
ACH-000676,-0.127584518062
ACH-000677,-0.162264272737
ACH-000681,-0.229033986042
ACH-000682,-0.18867331635
ACH-000683,-0.147982396081
ACH-000684,-0.19164038374899997
ACH-000688,-0.141361526236
ACH-000693,-0.23028161084600002
ACH-000694,-0.09279387056539999
ACH-000695,-0.154066727243
ACH-000696,-0.34053915492200004
ACH-000697,-0.541603384899
ACH-000699,-0.194282294677
ACH-000701,-0.115732419441
ACH-000706,-0.136188745188
ACH-000711,-0.0913518612462
ACH-000713,-0.16847823366599998
ACH-000714,0.042124603659
ACH-000718,-0.353609018386
ACH-000720,-0.24392661496999998
ACH-000721,-0.0716601109727
ACH-000724,-0.140537612463
ACH-000725,-0.095460155296
ACH-000732,-0.261241975536
ACH-000734,-0.20129149639000002
ACH-000735,-0.36299447674699997
ACH-000736,-0.247064045245
ACH-000738,-0.18709496166900003
ACH-000746,0.172348105163
ACH-000747,-0.222789098598
ACH-000748,-0.10187808250199999
ACH-000753,-0.28392264053000005
ACH-000756,-0.0995060246037
ACH-000757,-0.329713005638
ACH-000758,-0.17075731622200002
ACH-000760,-0.0312089388974
ACH-000763,-0.166864192176
ACH-000764,-0.167432353806
ACH-000765,-0.284627738522
ACH-000766,-0.0740660896396
ACH-000767,-0.168146192945
ACH-000768,-0.205871909124
ACH-000769,-0.259348254428
ACH-000770,-0.09091063279389999
ACH-000771,-0.228729829971
ACH-000773,-0.209775081354
ACH-000776,-0.18652994535
ACH-000777,-0.235857058367
ACH-000778,-0.280373262885
ACH-000781,0.0413729992454
ACH-000782,-0.10299301359600001
ACH-000783,-0.06630106949339999
ACH-000784,-0.22503927781
ACH-000785,-0.183683170273
ACH-000787,-0.163112575058
ACH-000788,-0.101553376929
ACH-000791,-0.12150851086400001
ACH-000792,-0.349178516707
ACH-000794,-0.144495172933
ACH-000796,-0.134857113872
ACH-000799,-0.36569091037600004
ACH-000800,-0.33277626778
ACH-000802,-0.141800390965
ACH-000804,0.0415457185263
ACH-000805,0.048460913530000004
ACH-000809,-0.10803472772500002
ACH-000810,-0.086657310605
ACH-000811,-0.10536370873800001
ACH-000817,-0.467061884588
ACH-000819,-0.09161385353430002
ACH-000820,0.218934544895
ACH-000821,-0.389891603869
ACH-000822,-0.115984843113
ACH-000823,0.0627590521196
ACH-000824,-0.14183127311899998
ACH-000827,-0.12696735125999997
ACH-000829,-0.41315854493500004
ACH-000831,-0.12310204730699999
ACH-000832,-0.198096392322
ACH-000833,-0.12112028669199999
ACH-000834,-0.00318325176599
ACH-000835,-0.280073563651
ACH-000836,-0.028631814170599998
ACH-000837,-0.0460969763272
ACH-000838,-0.191091474854
ACH-000839,-0.183261586103
ACH-000840,-0.255130518747
ACH-000841,-0.107163095778
ACH-000843,-0.229935753539
ACH-000846,-0.11645057059599999
ACH-000847,-0.0736439878642
ACH-000848,-0.0438638877915
ACH-000849,-0.178081252478
ACH-000851,-0.18244402559700001
ACH-000855,-0.322733568352
ACH-000856,0.13725763698100002
ACH-000858,-0.22690563755999998
ACH-000859,0.118560581106
ACH-000861,-0.22926666950599997
ACH-000862,-0.06458481947219999
ACH-000865,-0.244300702894
ACH-000866,-0.26887847575
ACH-000867,-0.0716072421087
ACH-000869,-0.102019923835
ACH-000872,-0.139943130853
ACH-000873,-0.13238176548900002
ACH-000876,-0.0932903835462
ACH-000878,-0.140418222472
ACH-000880,0.14773164821499998
ACH-000881,-0.264724529551
ACH-000882,-0.056129609019499996
ACH-000884,-0.0824246497535
ACH-000885,-0.231578704813
ACH-000887,-0.0725490285745
ACH-000888,-0.105743619583
ACH-000889,-0.334449654271
ACH-000890,-0.17046741728
ACH-000896,-0.139554141234
ACH-000898,-0.19037764443100003
ACH-000900,-0.133511038728
ACH-000901,-0.17458697938099998
ACH-000905,-0.268764411659
ACH-000906,-0.0802190867318
ACH-000907,-0.390855093035
ACH-000910,0.08534676630030001
ACH-000911,-0.10877350197899999
ACH-000912,-0.133465967835
ACH-000913,-0.0746964095365
ACH-000915,-0.181116717376
ACH-000916,0.59965192264
ACH-000917,-0.19017149829
ACH-000921,-0.12348520363299999
ACH-000924,-0.0422840942623
ACH-000926,-0.182045034553
ACH-000928,-0.0352448421248
ACH-000929,0.0655136764613
ACH-000932,-0.115350734857
ACH-000935,-0.187289150761
ACH-000936,-0.190301457789
ACH-000937,-0.0789412990456
ACH-000938,-0.147750325136
ACH-000939,0.0456364875189
ACH-000941,-0.13880120645400001
ACH-000943,-0.377218431255
ACH-000946,-0.219959134499
ACH-000947,-0.12341107114600001
ACH-000948,-0.246677568825
ACH-000950,0.070559420363
ACH-000953,-0.17525640407600002
ACH-000957,-0.173826120502
ACH-000958,-0.0905477702945
ACH-000960,-0.09735523584419999
ACH-000963,-0.3219207227
ACH-000968,0.0764229383863
ACH-000969,-0.191658902245
ACH-000973,-0.1333327399
ACH-000974,-0.21150292067499998
ACH-000975,-0.197888737802
ACH-000976,-0.278554727288
ACH-000978,-0.310192627607
ACH-000980,-0.23825624339600002
ACH-000984,-0.0965678839387
ACH-000986,-0.186395277136
ACH-000988,-0.222278740171
ACH-000993,0.00394835633858
ACH-000994,-0.411887265433
ACH-000996,-0.00281567336385
ACH-001001,-0.246279647584
ACH-001020,0.08828230603430001
ACH-001028,-0.16773850669
ACH-001031,0.014512028499200002
ACH-001038,-0.25193294015
ACH-001048,-0.11279372783700001
ACH-001050,-0.271146039334
ACH-001053,-0.17748217874699998
ACH-001054,-0.0307744504257
ACH-001061,-0.0772835859872
ACH-001067,-0.126101454438
ACH-001075,0.028553523832299997
ACH-001096,-0.0240782734303
ACH-001128,0.147795423697
ACH-001134,-0.18260886104600002
ACH-001151,0.036558823325199996
ACH-001163,-0.026002238202
ACH-001164,-0.110259601571
ACH-001173,-0.158545952805
ACH-001183,-0.035916693461300005
ACH-001184,-0.149963312357
ACH-001190,-0.20266150976
ACH-001192,-0.336781649339
ACH-001193,-0.29492780601199997
ACH-001196,-0.216750159114
ACH-001197,-0.306397423512
ACH-001205,-0.022570904698799996
ACH-001211,0.057738107538300006
ACH-001212,0.222078318865
ACH-001228,-0.146090858298
ACH-001232,-0.148361148348
ACH-001239,-0.156333924328
ACH-001274,-0.16842763707299999
ACH-001275,-0.17830099671799998
ACH-001277,-0.213439039164
ACH-001278,0.0266308445129
ACH-001280,-0.297159409358
ACH-001283,-0.119341412083
ACH-001289,0.0243684578522
ACH-001295,-0.18343549718899999
ACH-001300,-0.138171184002
ACH-001301,-0.195151086708
ACH-001302,-0.171714902949
ACH-001303,-0.172103755077
ACH-001306,-0.246081134766
ACH-001318,-0.143690907017
ACH-001322,0.21527238612
ACH-001328,0.00174275269106
ACH-001332,-0.165915634324
ACH-001333,-0.163339023556
ACH-001336,-0.21064201845199998
ACH-001340,-0.24204403099
ACH-001346,-0.103985099364
ACH-001353,-0.17325319830699998
ACH-001354,-0.023427329125200003
ACH-001367,-0.6805461637729999
ACH-001368,-0.059289871445399996
ACH-001374,0.272920538745
ACH-001375,-0.108003026595
ACH-001377,-0.0226536768494
ACH-001380,-0.08707171896469999
ACH-001391,-0.426003009852
ACH-001407,0.0330237089807
ACH-001408,-0.154824038804
ACH-001413,-0.11449469460799999
ACH-001430,-0.230417855509
ACH-001431,-0.19094948907900003
ACH-001450,-0.140906906381
ACH-001496,-0.308410783013
ACH-001500,-0.106730758784
ACH-001521,-0.329080160863
ACH-001523,-0.195752456267
ACH-001532,-0.0763688807511
ACH-001536,-0.18027516307100003
ACH-001550,-0.220707642417
ACH-001552,-0.0961557578851
ACH-001554,-0.0706438628874
ACH-001645,-0.152198574811
ACH-001654,-0.0867331344169
ACH-001715,-0.128208613213
ACH-001735,-0.147666279553
ACH-001736,-0.246073861835
ACH-001737,-0.503214928066
ACH-001740,-0.26734851709
ACH-001745,-0.11706554674799999
ACH-001750,-0.25063720527600003
ACH-001765,-0.145575027886
ACH-001956,-0.012813659380999999
ACH-001957,-0.259473134402
