,VTA1 (51534)
ACH-000004,0.04998489869080001
ACH-000007,-0.20644409199799998
ACH-000009,-0.158232971909
ACH-000011,0.159038863719
ACH-000012,-0.131071580898
ACH-000013,-0.138289592594
ACH-000014,0.0501170640527
ACH-000015,-0.221097683488
ACH-000017,-0.214858564498
ACH-000018,-0.144282080939
ACH-000019,-0.232009676941
ACH-000021,-0.420529508323
ACH-000022,0.010064358918399999
ACH-000025,-0.04283850943109999
ACH-000028,-0.27730268112900003
ACH-000030,-0.18501656179900003
ACH-000035,-0.017558145084
ACH-000036,-0.35443312016199996
ACH-000037,0.0386804049241
ACH-000039,-0.586748051758
ACH-000040,0.0649815922448
ACH-000041,-0.126601611454
ACH-000042,-0.301585075922
ACH-000045,-0.254457774719
ACH-000047,-0.0119713020785
ACH-000052,-0.08281670670810001
ACH-000053,-0.292332664933
ACH-000054,-0.358194521109
ACH-000055,-0.0049746119235
ACH-000060,-0.19572240371
ACH-000067,-0.18411981124200003
ACH-000070,-0.0221873587757
ACH-000075,0.00193046618518
ACH-000078,-0.15966245613900001
ACH-000082,-0.12994447735200002
ACH-000085,-0.5105162853630001
ACH-000086,-0.195022891925
ACH-000087,-0.15820831178
ACH-000092,-0.08770530053030001
ACH-000095,-0.112034331711
ACH-000097,-0.5618695324849999
ACH-000098,0.021370499734
ACH-000099,-0.00516094065025
ACH-000108,-0.234257788956
ACH-000113,-0.11932515372300001
ACH-000115,-0.176052665672
ACH-000116,-0.17995131468699999
ACH-000118,-0.24264351112
ACH-000120,-0.26455858061799997
ACH-000123,-0.0401440472532
ACH-000127,-0.28021646892499996
ACH-000128,-0.045264327673
ACH-000132,-0.17316173577100002
ACH-000133,-0.209136207429
ACH-000137,-0.31050288581999996
ACH-000138,-0.589684999027
ACH-000142,-0.575235636662
ACH-000143,-0.42933322389899997
ACH-000146,-0.248407548248
ACH-000148,-0.027360235274400003
ACH-000150,-0.320775952685
ACH-000152,-0.24882532639000002
ACH-000153,0.0349385665221
ACH-000159,-0.0567704370645
ACH-000160,-0.12309871099000001
ACH-000163,-0.505762321192
ACH-000167,-0.0234406606899
ACH-000168,0.0753123181546
ACH-000169,-0.24946216175500002
ACH-000178,-0.23391279148000002
ACH-000182,-0.40061651936899995
ACH-000183,-0.0394559708721
ACH-000188,-0.258862591339
ACH-000189,0.0428763605578
ACH-000190,-0.214311702542
ACH-000198,-0.0656929847886
ACH-000204,0.321956380059
ACH-000206,0.08471885749839998
ACH-000207,0.0433533005106
ACH-000211,-0.161868843044
ACH-000215,-0.264185736929
ACH-000221,-0.006607737640840001
ACH-000222,-0.762612967252
ACH-000223,-0.0841133741492
ACH-000226,-0.245595434714
ACH-000227,-0.16194905891699998
ACH-000228,-0.0663540110099
ACH-000231,0.0209928295969
ACH-000232,-0.0665682207065
ACH-000233,-0.145541594305
ACH-000234,-0.278523935619
ACH-000235,-0.31928532514400004
ACH-000237,-0.213827717876
ACH-000238,-0.341363838962
ACH-000243,-0.12021711359099999
ACH-000244,-0.23883869544599998
ACH-000246,-0.00437585440157
ACH-000248,-0.168803560516
ACH-000250,0.161663409905
ACH-000251,-0.278489707314
ACH-000253,-0.46342077650700003
ACH-000255,-0.057915920224
ACH-000256,-0.244202598444
ACH-000257,-0.365517117316
ACH-000258,0.0148203336658
ACH-000259,-0.103819329188
ACH-000260,-0.404834126426
ACH-000261,-0.264780020907
ACH-000262,-0.32540845039599997
ACH-000263,0.20872598595300002
ACH-000264,-0.0800818543706
ACH-000265,-0.21998706088199999
ACH-000266,-0.683654064038
ACH-000272,0.09086403233010001
ACH-000273,-0.367811157576
ACH-000274,0.178666968525
ACH-000277,-0.170409337259
ACH-000278,-0.141341387592
ACH-000279,-0.108735067425
ACH-000280,-0.0761922697377
ACH-000281,-0.498233566324
ACH-000288,-0.178953106491
ACH-000291,0.138010761953
ACH-000293,0.019332633956900002
ACH-000294,-0.284010665725
ACH-000295,0.0214297491218
ACH-000296,-0.33954496465000006
ACH-000302,-0.522656196198
ACH-000304,-0.202655137318
ACH-000307,-0.49182282405
ACH-000308,-0.18900649728900001
ACH-000310,-0.23668757495499998
ACH-000311,-0.40642806966399997
ACH-000312,0.0392080774539
ACH-000315,-0.083391081096
ACH-000316,-0.141549257086
ACH-000317,-0.0757285075386
ACH-000318,0.0385142019139
ACH-000319,0.0394820614354
ACH-000320,-0.37418769328900003
ACH-000322,-0.25699936178599997
ACH-000323,-0.112242364443
ACH-000324,-0.456463564465
ACH-000329,-0.124276735275
ACH-000330,-0.270139430976
ACH-000331,-0.1975856757
ACH-000332,-0.263953097634
ACH-000334,-0.2552052458
ACH-000335,-0.548705912888
ACH-000336,-0.39473005389
ACH-000337,-0.404748509123
ACH-000339,-0.200265864259
ACH-000341,-0.352953358899
ACH-000348,-0.159284136408
ACH-000350,-0.0814353081442
ACH-000352,-0.0606299107676
ACH-000356,-0.0293811782092
ACH-000361,-0.101456317677
ACH-000362,-0.175055659124
ACH-000363,-0.40095031305600004
ACH-000364,-0.607909171593
ACH-000365,-0.455704644125
ACH-000366,-0.151502649339
ACH-000368,-0.178237686596
ACH-000374,-0.0206788440793
ACH-000375,-0.51475597372
ACH-000376,-0.057015887714400006
ACH-000381,-0.12160058790799999
ACH-000383,-0.390922005547
ACH-000387,-0.15424434283
ACH-000389,-0.46576256873099997
ACH-000390,-0.22224416476199998
ACH-000393,-0.230115197607
ACH-000395,-0.17685854290199998
ACH-000397,-0.350591238145
ACH-000401,0.005423121902749999
ACH-000402,-0.267341556333
ACH-000403,-0.620748686695
ACH-000404,-0.419177768174
ACH-000406,-0.018321431517299997
ACH-000407,-0.17790691435400002
ACH-000408,-0.35674125117
ACH-000410,-0.24781378661800002
ACH-000411,-0.0695740150047
ACH-000414,-0.19296435161699999
ACH-000415,-0.27058960235199997
ACH-000416,-0.0533209345287
ACH-000420,-0.456396716148
ACH-000421,-0.110108864863
ACH-000424,0.22324342401299999
ACH-000425,-0.0438245233213
ACH-000426,-0.189465421661
ACH-000427,-0.0894070051668
ACH-000433,-0.303181921357
ACH-000436,-0.0635208208863
ACH-000444,0.0177165635874
ACH-000445,-0.19247158134
ACH-000448,-0.12027002690500001
ACH-000450,-0.24342118815000002
ACH-000452,-0.265007681341
ACH-000454,-0.0203995027423
ACH-000458,-0.302046914007
ACH-000459,-0.1921307795
ACH-000460,-0.420577244564
ACH-000461,-0.145853166363
ACH-000463,-0.47684141355400006
ACH-000464,0.0537321897481
ACH-000466,-0.637626983289
ACH-000467,-0.140365327869
ACH-000468,-0.327348262118
ACH-000469,-0.0595380625182
ACH-000470,-0.27855442186
ACH-000471,-0.054166900738699994
ACH-000472,-0.17822891539500002
ACH-000473,-0.148852306965
ACH-000475,0.058423664310800004
ACH-000476,0.022446117908099996
ACH-000477,0.0597286986597
ACH-000480,0.016363674345799998
ACH-000481,-0.123824721159
ACH-000483,-0.130900560935
ACH-000484,-0.045919231651300005
ACH-000485,-0.018519186338
ACH-000486,-0.24065026407600001
ACH-000487,-0.169246581683
ACH-000488,-0.133890435217
ACH-000490,-0.433433756291
ACH-000491,-0.0984904856022
ACH-000495,-0.10587720628799999
ACH-000496,-0.340660261956
ACH-000499,-0.134149429939
ACH-000500,-0.100691639204
ACH-000502,0.0721574920878
ACH-000503,-0.44393889652400004
ACH-000505,-0.18487280135200002
ACH-000507,-0.127439747229
ACH-000510,-0.0251134296111
ACH-000511,-0.201102506308
ACH-000512,-0.538200136753
ACH-000516,-0.00019736330030099998
ACH-000517,-0.0359861733525
ACH-000518,0.014769682080700001
ACH-000520,-0.11955031239700001
ACH-000521,-0.329676684633
ACH-000522,-0.026791163919900003
ACH-000524,-0.0017304149200500002
ACH-000527,-0.23210209378600002
ACH-000528,-0.12520504115
ACH-000537,0.0244919550887
ACH-000541,-0.06942683893889999
ACH-000542,-0.024468651985200002
ACH-000544,-0.215702094352
ACH-000545,-0.247183385638
ACH-000547,-0.22660742320799998
ACH-000548,-0.621946650865
ACH-000549,0.021232764220599998
ACH-000550,-0.113160584099
ACH-000552,-0.00825384540985
ACH-000556,-0.17485094010699997
ACH-000557,0.0323200264376
ACH-000570,0.00501658689003
ACH-000571,-0.10539556243499999
ACH-000573,-0.21374757005999998
ACH-000576,0.11255281641499999
ACH-000580,-0.136243193712
ACH-000584,-0.104772049735
ACH-000585,-0.19159960283100003
ACH-000588,-0.108733944218
ACH-000589,-0.056717764568499994
ACH-000591,-0.11867226755799999
ACH-000593,-0.0732841303589
ACH-000600,0.025597421658799996
ACH-000601,-0.159797582277
ACH-000604,-0.0617436885608
ACH-000605,-0.25565265659200004
ACH-000606,-0.0371771972753
ACH-000608,-0.060785553313800006
ACH-000614,-0.08484587321340001
ACH-000616,-0.125792387299
ACH-000618,-0.060367816732
ACH-000619,-0.18777753829799998
ACH-000620,-0.0797819483777
ACH-000621,0.0262375496449
ACH-000622,-0.203997942619
ACH-000623,-0.182690612643
ACH-000624,0.00304252612593
ACH-000627,-0.347173104413
ACH-000630,-0.275941442333
ACH-000632,0.0463082257533
ACH-000633,-0.0994765225056
ACH-000637,-0.017429455275000002
ACH-000638,-0.19242692748799997
ACH-000646,-0.0755928128207
ACH-000647,-0.103645783607
ACH-000648,-0.103042798081
ACH-000649,-0.0952679999691
ACH-000651,-0.125188630852
ACH-000652,-0.06687309708980001
ACH-000653,-0.268524071493
ACH-000657,-0.46770124873499996
ACH-000658,-0.33401057838000003
ACH-000661,-0.020241830212700002
ACH-000662,-0.851456752816
ACH-000663,-0.12475480235099999
ACH-000665,-0.0723196715076
ACH-000671,-0.0446096940212
ACH-000673,-0.10178720158
ACH-000676,0.0172174176638
ACH-000677,-0.143774875716
ACH-000681,-0.101100370317
ACH-000682,-0.561534035327
ACH-000683,-0.270421435987
ACH-000684,-0.25418140694200003
ACH-000688,-0.174230714559
ACH-000693,-0.140740805144
ACH-000694,-0.25611479494899997
ACH-000695,0.045757384336599996
ACH-000696,-0.21707464972100002
ACH-000697,-0.353812902745
ACH-000699,-0.11902104369899999
ACH-000701,-0.0361008514299
ACH-000706,-0.20949980817000002
ACH-000711,-0.20039046106
ACH-000713,-0.211139324727
ACH-000714,-0.244352720226
ACH-000718,-0.289337603554
ACH-000720,-0.150258496942
ACH-000721,-0.0235973186283
ACH-000724,-0.174519895741
ACH-000725,-0.28651992924499997
ACH-000732,-0.22112024311999998
ACH-000734,-0.272161154347
ACH-000735,-0.170537066267
ACH-000736,-0.10514794461000002
ACH-000738,-0.17581308273600002
ACH-000746,-0.172909479002
ACH-000747,-0.101099831379
ACH-000748,0.0419288342399
ACH-000753,-0.00797637770164
ACH-000756,-0.200879024004
