,MPO (4353)
ACH-000004,0.047656322114800004
ACH-000007,-0.08657351393210001
ACH-000009,-0.269088657745
ACH-000011,-0.159626181713
ACH-000012,-0.162583622052
ACH-000013,-0.23466758234299998
ACH-000014,-0.145237176452
ACH-000015,-0.261655228576
ACH-000017,-0.268970451959
ACH-000018,-0.0543081876174
ACH-000019,-0.437398193066
ACH-000021,-0.187583879185
ACH-000022,-0.17258955527800002
ACH-000025,-0.215877901787
ACH-000028,-0.282277183112
ACH-000030,-0.158725849562
ACH-000035,-0.376220759801
ACH-000036,-0.17488407208099999
ACH-000037,-0.23761155506499998
ACH-000039,-0.356687282939
ACH-000040,-0.104618408812
ACH-000041,-0.230160043869
ACH-000042,-0.282876923171
ACH-000045,-0.137060089408
ACH-000047,-0.148660180138
ACH-000052,-0.113856324904
ACH-000053,-0.25571787409499996
ACH-000054,-0.197439636024
ACH-000055,-0.105699360974
ACH-000060,-0.246134643979
ACH-000067,-0.14358126194700002
ACH-000070,-0.10436979789300001
ACH-000075,-0.14328848817700002
ACH-000078,-0.40019034183700003
ACH-000082,-0.175262290857
ACH-000085,-0.288948911232
ACH-000086,-0.271984679132
ACH-000087,-0.299938605333
ACH-000092,-0.114475554637
ACH-000095,-0.153167716103
ACH-000097,-0.126447468161
ACH-000098,-0.241834296194
ACH-000099,-0.229891289896
ACH-000108,-0.128356434966
ACH-000113,-0.155749528092
ACH-000115,-0.140373192667
ACH-000116,-0.192562676633
ACH-000118,-0.212741503337
ACH-000120,-0.19545900786400003
ACH-000123,-0.199909511518
ACH-000127,-0.09593664895500001
ACH-000128,-0.0921649119143
ACH-000132,-0.0488816260757
ACH-000133,-0.19658255382
ACH-000137,-0.189454109842
ACH-000138,-0.404425279018
ACH-000142,-0.256967836276
ACH-000143,-0.213011844336
ACH-000146,-0.160015692177
ACH-000148,-0.149925319539
ACH-000150,-0.38849155741700003
ACH-000152,-0.197328166444
ACH-000153,-0.0010540759827499999
ACH-000159,-0.0465509422776
ACH-000160,-0.09385832075600001
ACH-000163,-0.291290674234
ACH-000167,-0.154720661882
ACH-000168,-0.07895209274939999
ACH-000169,-0.11509598933599999
ACH-000178,-0.169133399561
ACH-000182,-0.141285823
ACH-000183,-0.135097660452
ACH-000188,-0.466314496199
ACH-000189,-0.30157741347100003
ACH-000190,-0.444845691348
ACH-000198,-0.120577163817
ACH-000204,-0.026061102145099997
ACH-000206,-0.148366576757
ACH-000207,-0.140079479616
ACH-000211,-0.14651229492999998
ACH-000215,-0.270491448406
ACH-000221,-0.0673645799328
ACH-000222,-0.0038567889594200004
ACH-000223,-0.16388437169199999
ACH-000226,-0.228427077492
ACH-000227,-0.369406020382
ACH-000228,-0.305328723081
ACH-000231,-0.245065804441
ACH-000232,-0.0684330278619
ACH-000233,-0.141066864598
ACH-000234,-0.19367064345100002
ACH-000235,-0.168828990451
ACH-000237,-0.15198854698
ACH-000238,-0.640165945508
ACH-000243,-0.29604018089899997
ACH-000244,-0.314939576804
ACH-000246,-0.0124496641958
ACH-000248,-0.364234887471
ACH-000250,-0.18216335635699998
ACH-000251,-0.326716421616
ACH-000253,-0.447314655785
ACH-000255,-0.279312654135
ACH-000256,-0.240282042717
ACH-000257,-0.114409100833
ACH-000258,-0.0389963925388
ACH-000259,-0.10078066252000001
ACH-000260,-0.272086068217
ACH-000261,-0.122702875356
ACH-000262,-0.09861000083680001
ACH-000263,-0.389717096109
ACH-000264,-0.298405836725
ACH-000265,-0.204677647046
ACH-000266,-0.092084151972
ACH-000272,-0.0977269916918
ACH-000273,-0.09148474643179999
ACH-000274,-0.450168100876
ACH-000277,-0.24084779195300002
ACH-000278,-0.0784322614718
ACH-000279,-0.147199365942
ACH-000280,-0.16793725239399998
ACH-000281,-0.0550589308
ACH-000288,-0.283143197646
ACH-000291,-0.0794909612356
ACH-000293,-0.137214589958
ACH-000294,0.615119550967
ACH-000295,-0.242383355
ACH-000296,-0.219571553033
ACH-000302,-0.0116402547392
ACH-000304,-0.128332595949
ACH-000307,-0.00396697876274
ACH-000308,-0.129798524101
ACH-000310,-0.515609946593
ACH-000311,-0.0135204608947
ACH-000312,-0.262533104535
ACH-000315,-0.21034063588500002
ACH-000316,-0.308964740328
ACH-000317,-0.177382270041
ACH-000318,-0.267557854592
ACH-000319,-0.317758550696
ACH-000320,0.0405037751581
ACH-000322,-0.259396343862
ACH-000323,-0.12607482115399998
ACH-000324,-0.17484948197900002
ACH-000329,-0.257614157814
ACH-000330,-0.308278644873
ACH-000331,-0.219141360207
ACH-000332,-0.08196055199749999
ACH-000334,-0.359072947791
ACH-000335,-0.27926711294
ACH-000336,-0.17417982801399998
ACH-000337,-0.634806061529
ACH-000339,-0.222130125237
ACH-000341,-0.123259667169
ACH-000348,-0.240689989072
ACH-000350,-0.0562456115525
ACH-000352,-0.17430787983100002
ACH-000356,-0.12268308738900001
ACH-000361,-0.267990495709
ACH-000362,-0.0874164707569
ACH-000363,-0.173202305894
ACH-000364,-0.117361240669
ACH-000365,-0.23967531287399998
ACH-000366,-0.14406826947999998
ACH-000368,0.054623025870500004
ACH-000374,-0.221653796728
ACH-000375,-0.0737724999248
ACH-000376,-0.117684983511
ACH-000381,-0.0865644372107
ACH-000383,-0.22503757609000002
ACH-000387,-0.275757607024
ACH-000389,-0.197944479324
ACH-000390,-0.297215815944
ACH-000393,-0.0707711740447
ACH-000395,-0.229759463323
ACH-000397,-0.210545280182
ACH-000401,-0.281775249387
ACH-000402,-0.32044719759199997
ACH-000403,-0.19968590359900001
ACH-000404,0.043023518774800006
ACH-000406,-0.120499879829
ACH-000407,-0.195414972867
ACH-000408,-0.123651636742
ACH-000410,-0.184631718321
ACH-000411,-0.23222562922200002
ACH-000414,-0.199127986075
ACH-000415,-0.42793794455
ACH-000416,-0.22240178515099998
ACH-000420,-0.234696389337
ACH-000421,-0.152519550284
ACH-000424,-0.369862643684
ACH-000425,-0.284456449179
ACH-000426,-0.0425752906329
ACH-000427,-0.224095508952
ACH-000433,-0.096036816614
ACH-000436,-0.0235931367668
ACH-000444,-0.033691174205499996
ACH-000445,-0.284744488268
ACH-000448,-0.15930303151
ACH-000450,-0.423674001167
ACH-000452,-0.169593887971
ACH-000454,-0.112282652126
ACH-000458,-0.331618591491
ACH-000459,-0.14691737546800002
ACH-000460,-0.282242584685
ACH-000461,-0.10399296148600001
ACH-000463,-0.14434651569700002
ACH-000464,-0.246342766933
ACH-000466,-0.193966588862
ACH-000467,-0.18170884984299998
ACH-000468,-0.279817102666
ACH-000469,-0.129111903435
ACH-000470,-0.142058867858
ACH-000471,-0.134060459101
ACH-000472,-0.299974068802
ACH-000473,-0.182110391867
ACH-000475,-0.17697828727899997
ACH-000476,-0.118108153507
ACH-000477,-0.07987523961960001
ACH-000480,-0.381686747773
ACH-000481,-0.0979476175887
ACH-000483,-0.25193778450599996
ACH-000484,0.0529309794763
ACH-000485,-0.33575477947
ACH-000486,-0.15519082819399999
ACH-000487,-0.277243746559
ACH-000488,-0.242492328334
ACH-000490,-0.24976263185199998
ACH-000491,-0.124971249188
ACH-000495,0.0356847267811
ACH-000496,-0.09385127074899999
ACH-000499,-0.267813396066
ACH-000500,-0.17007860237300002
ACH-000502,-0.37834721354999995
ACH-000503,-0.145710509891
ACH-000505,-0.22704532059500002
ACH-000507,-0.0833050441988
ACH-000510,-0.161864512219
ACH-000511,-0.236761902749
ACH-000512,-0.043961650643600005
ACH-000516,-0.227821252425
ACH-000517,-0.195726741657
ACH-000518,-0.155833910983
ACH-000520,-0.108998984983
ACH-000521,-0.351127921057
ACH-000522,-0.164747805953
ACH-000524,-0.103745717162
ACH-000527,-0.182328187173
ACH-000528,-0.19010750248799999
ACH-000537,-0.150387876978
ACH-000541,0.0026284373833200003
ACH-000542,-0.20892144262899998
ACH-000544,-0.24969138994399998
ACH-000545,-0.123438502884
ACH-000547,-0.301317195492
ACH-000548,-0.18014961976799998
ACH-000549,-0.239474850583
ACH-000550,-0.239311752406
ACH-000552,-0.29177285117
ACH-000556,-0.307139177785
ACH-000557,0.07933320253069999
ACH-000570,-0.217193253438
ACH-000571,-0.29307052518599996
ACH-000573,-0.240637149672
ACH-000576,-0.07577166289369999
ACH-000580,-0.264054251592
ACH-000584,-0.140358282704
ACH-000585,-0.196517268134
ACH-000588,-0.22599906373300002
ACH-000589,-0.16554149613
ACH-000591,-0.37291837914399995
ACH-000593,-0.153776206719
ACH-000600,-0.247800416128
ACH-000601,-0.19657496165600002
ACH-000604,-0.269130982951
ACH-000605,-0.277853581179
ACH-000606,-0.15135317567700002
ACH-000608,-0.130433634651
ACH-000614,0.042070355088800006
ACH-000616,-0.164752087337
ACH-000618,-0.347504441131
ACH-000619,-0.342201875428
ACH-000620,-0.087805291349
ACH-000621,-0.295360380968
ACH-000622,-0.360061149885
ACH-000623,-0.284717069786
ACH-000624,-0.20382212889100002
ACH-000627,-0.205481559845
ACH-000630,-0.297409276717
ACH-000632,-0.258359178285
ACH-000633,-0.303358207558
ACH-000637,-0.459435708304
ACH-000638,-0.216847257707
ACH-000646,-0.080734169942
ACH-000647,-0.22398584190600002
ACH-000648,0.11226183041200001
ACH-000649,-0.14066373774399998
ACH-000651,-0.142043507963
ACH-000652,-0.125225299446
ACH-000653,-0.291439970596
ACH-000657,-0.124248284441
ACH-000658,-0.0983206639188
ACH-000661,-0.204250329103
ACH-000662,-0.08334339176960001
ACH-000663,-0.17615521792999997
ACH-000665,-0.0656250875022
ACH-000671,-0.19130794642700003
ACH-000673,-0.27242740143800004
ACH-000676,-0.297722330309
ACH-000677,-0.136496220093
ACH-000681,-0.0514294325475
ACH-000682,-0.265277948785
ACH-000683,-0.151560661296
ACH-000684,-0.259379199226
ACH-000688,-0.290164873543
ACH-000693,-0.127411753372
ACH-000694,-0.21858476154800002
ACH-000695,0.025030530827299998
ACH-000696,-0.21030961689199998
ACH-000697,-0.20004681827100002
ACH-000699,-0.127718210261
ACH-000701,-0.166626973201
ACH-000706,-0.177767791719
ACH-000711,-0.213420376611
ACH-000713,-0.138648778275
ACH-000714,-0.185686817727
ACH-000718,-0.201322893003
ACH-000720,-0.160212876063
ACH-000721,-0.248776337169
ACH-000724,-0.165646655751
ACH-000725,0.0908541524447
ACH-000732,-0.41017969824699996
ACH-000734,-0.15996053142
ACH-000735,-0.20717369227000001
ACH-000736,-0.270587855833
ACH-000738,-0.22819403364100002
ACH-000746,-0.362143770205
ACH-000747,-0.142376470312
ACH-000748,-0.181640606492
ACH-000753,-0.194075942119
ACH-000756,-0.308840762881
ACH-000757,-0.150438741466
ACH-000758,-0.172835898549
ACH-000760,-0.35044890167
ACH-000763,-0.136233572713
ACH-000764,-0.171682240277
ACH-000765,-0.374146510955
ACH-000766,-0.270962969323
ACH-000767,-0.17856657876200002
ACH-000768,-0.23056630095300001
ACH-000769,-0.079211540846
ACH-000770,-0.19990591372000002
ACH-000771,-0.245763948367
ACH-000773,-0.218262285685
ACH-000776,-0.162851735518
ACH-000777,-0.142268718416
ACH-000778,-0.159697449055
ACH-000781,-0.153507640318
ACH-000782,-0.223880358332
ACH-000783,-0.206358721737
ACH-000784,-0.24042591829999999
ACH-000785,-0.151094700017
ACH-000787,-0.153586288407
ACH-000788,-0.157360358
ACH-000791,-0.285095565925
ACH-000792,-0.177268884349
ACH-000794,-0.298513838392
ACH-000796,-0.119033258376
ACH-000799,-0.30513724672200004
ACH-000800,-0.11432255267300001
ACH-000802,-0.11434611889
ACH-000804,-0.21245824371599997
ACH-000805,-0.243553748453
ACH-000809,-0.151392269785
ACH-000810,-0.23975962703499998
ACH-000811,-0.362651193578
ACH-000817,-0.22427182199700002
ACH-000819,-0.16177983420800002
ACH-000820,-0.13675897384400001
ACH-000821,0.0332129916257
ACH-000822,-0.11047286654999999
ACH-000823,-0.272270327037
ACH-000824,-0.119298907289
ACH-000827,-0.148646927709
ACH-000829,-0.428158147149
ACH-000831,-0.218104925973
ACH-000832,-0.207534635788
ACH-000833,-0.15077600517200002
ACH-000834,-0.211269771252
ACH-000835,-0.07967433211819999
ACH-000836,-0.186120998665
ACH-000837,-0.27428181514100003
ACH-000838,-0.346616014384
ACH-000839,-0.32856782718000005
ACH-000840,-0.149345484947
ACH-000841,-0.11630485308
ACH-000843,-0.282568388632
ACH-000846,-0.0305767288858
ACH-000847,-0.30561145211199997
ACH-000848,-0.09592158557870001
ACH-000849,-0.0673915226892
ACH-000851,-0.171478045158
ACH-000855,-0.21933708750999997
ACH-000856,-0.18802422439199998
ACH-000858,-0.149129559228
ACH-000859,-0.453210070133
ACH-000861,-0.195529329122
ACH-000862,-0.145811983589
ACH-000865,-0.18618932799199997
ACH-000866,-0.16141584614
ACH-000867,-0.18157745325999997
ACH-000869,-0.0947721947015
ACH-000872,-0.253355572452
ACH-000873,-0.05696592519669999
ACH-000876,-0.060946695008699994
ACH-000878,-0.17251358598299998
ACH-000880,-0.160488763088
ACH-000881,-0.276044645123
ACH-000882,-0.185327021593
ACH-000884,-0.34166176265299997
ACH-000885,-0.0250709319705
ACH-000887,-0.21810136671799998
ACH-000888,-0.171801967092
ACH-000889,-0.0991954693344
ACH-000890,-0.242391353719
ACH-000896,-0.12146015920499999
ACH-000898,-0.233726422882
ACH-000900,-0.221035085012
ACH-000901,-0.193933025599
ACH-000905,-0.155262401953
ACH-000906,-0.18080998917899999
ACH-000907,0.006403407955259999
ACH-000910,-0.08547573685519999
ACH-000911,-0.287892985848
ACH-000912,-0.275481338886
ACH-000913,-0.163406490815
ACH-000915,-0.24195640386
ACH-000916,-0.0128616767723
ACH-000917,-0.17739623524
ACH-000921,-0.24452847505
ACH-000924,-0.19494883315499997
ACH-000926,-0.337132339884
ACH-000928,-0.27153048554000003
ACH-000929,-0.103083174942
ACH-000932,-0.0893631993451
ACH-000935,-0.216446986955
ACH-000936,-0.0539187302571
ACH-000937,-0.276788524784
ACH-000938,-0.150149036589
ACH-000939,-0.31449148029199997
ACH-000941,0.0632012333211
ACH-000943,-0.10385616846699999
ACH-000946,-0.21904640219000002
ACH-000947,-0.0610036830574
ACH-000948,-0.13441699608
ACH-000950,-0.122359358204
ACH-000953,-0.318541589471
ACH-000957,-0.281467628287
ACH-000958,-0.343028009495
ACH-000960,-0.31250627749800003
ACH-000963,-0.300391048497
ACH-000968,-0.166729422302
ACH-000969,-0.195391017538
ACH-000973,-0.201733894554
ACH-000974,-0.18897958627
