,ZFC3H1 (196441)
ACH-000004,-0.644376233668
ACH-000007,-0.534572721831
ACH-000009,-0.401476787789
ACH-000011,-0.964338581247
ACH-000012,-0.36974562029299995
ACH-000013,-0.659259937289
ACH-000014,-0.5246288378399999
ACH-000015,-0.444085735978
ACH-000017,-0.436529831845
ACH-000018,-0.8017820421780001
ACH-000019,-0.38555554852300006
ACH-000021,-0.872059727137
ACH-000022,-0.7225026529
ACH-000025,-1.18033004075
ACH-000028,-0.527665842496
ACH-000030,-0.6721194744760001
ACH-000035,-0.836901104429
ACH-000036,-0.6623517665290001
ACH-000037,-1.00118989351
ACH-000039,-0.727474418403
ACH-000040,-0.572159532002
ACH-000041,-0.611019051135
ACH-000042,-0.8103131617560001
ACH-000045,-0.731532098855
ACH-000047,-0.475745022025
ACH-000052,-0.544956394273
ACH-000053,-0.7213955675679999
ACH-000054,-0.6642880913629999
ACH-000055,-0.519664876057
ACH-000060,-0.528700858465
ACH-000067,-0.734730980545
ACH-000070,-0.656755191977
ACH-000075,-0.7074731817030001
ACH-000078,-0.714057444988
ACH-000082,-0.7604897874500001
ACH-000085,-1.0470054016500001
ACH-000086,-0.654311088485
ACH-000087,-0.42021604137400004
ACH-000092,-0.6541320674459999
ACH-000095,-0.62964768079
ACH-000097,-0.608033065078
ACH-000098,-0.44948375313
ACH-000099,-0.8435188404739999
ACH-000108,-0.28984697023
ACH-000113,-0.74253075123
ACH-000115,-0.34650959530599995
ACH-000116,-0.666410713036
ACH-000118,-1.03280131651
ACH-000120,-0.480708222673
ACH-000123,-0.5620224917369999
ACH-000127,-0.88631594624
ACH-000128,-0.7338725625329999
ACH-000132,-0.559566134096
ACH-000133,-0.6959390000769999
ACH-000137,-0.817269321425
ACH-000138,-0.501787482002
ACH-000142,-0.47553071005900005
ACH-000143,-0.883538940678
ACH-000146,-0.5967470278270001
ACH-000148,-0.675715709725
ACH-000150,-0.491100624751
ACH-000152,-0.635179547458
ACH-000153,-0.833257881085
ACH-000159,-0.569084871109
ACH-000160,-0.7106252302230001
ACH-000163,-0.704819443027
ACH-000167,-0.582975978246
ACH-000168,-0.501866393544
ACH-000169,-0.640999937603
ACH-000178,-0.47660378622
ACH-000182,-0.636740522886
ACH-000183,-0.6574144141130001
ACH-000188,-0.7175504969609999
ACH-000189,-0.9012623260989999
ACH-000190,-0.881944846753
ACH-000198,-0.58490144007
ACH-000204,-0.194265251598
ACH-000206,-1.1420079332100002
ACH-000207,-1.11841639314
ACH-000211,-0.705954298794
ACH-000215,-0.7038107099779999
ACH-000221,-0.429756247998
