,HIST1H1T (3010)
ACH-000004,0.22495946206700002
ACH-000007,0.111527980455
ACH-000009,-0.032719078915
ACH-000011,-0.0873794855605
ACH-000012,0.0417142933772
ACH-000013,-0.0219976591605
ACH-000014,0.15547382247199998
ACH-000015,0.0327059832615
ACH-000017,-0.0194629321049
ACH-000018,-0.007334280326180001
ACH-000019,0.321171964584
ACH-000021,0.0795550152493
ACH-000022,0.0722734866577
ACH-000025,0.140444131378
ACH-000028,0.0312046195077
ACH-000030,0.051708338990000005
ACH-000035,-0.171247027864
ACH-000036,0.08507476659530001
ACH-000037,0.133668441265
ACH-000039,0.122072533043
ACH-000040,-0.178213143051
ACH-000041,0.10130018962000001
ACH-000042,0.148512895459
ACH-000045,0.104038647655
ACH-000047,-0.15945392914200002
ACH-000052,-0.0781295721936
ACH-000053,0.046047595573800004
ACH-000054,-0.0235072502507
ACH-000055,0.12221993848099999
ACH-000060,-0.040197804892099995
ACH-000067,0.0796812301274
ACH-000070,-0.0187694051312
ACH-000075,-0.0724859227133
ACH-000078,-0.00434875002238
ACH-000082,0.0772836871627
ACH-000085,0.0721275884083
ACH-000086,0.129059838235
ACH-000087,-0.15590646838
ACH-000092,0.165533209185
ACH-000095,0.128843178206
ACH-000097,0.111215884955
ACH-000098,-0.0249200616976
ACH-000099,0.08711033575419999
ACH-000108,0.0432791279015
ACH-000113,0.059342070917300004
ACH-000115,-0.06481620046900001
ACH-000116,0.105846229802
ACH-000118,0.012372014217600001
ACH-000120,0.205553417002
ACH-000123,0.0499585010068
ACH-000127,0.0175641098648
ACH-000128,-0.021959156245900002
ACH-000132,0.17061278458700002
ACH-000133,-0.09799961200089999
ACH-000137,0.0868024248915
ACH-000138,-0.0796205806735
ACH-000142,0.03591846296469999
ACH-000143,0.198466048227
ACH-000146,0.0820524063267
ACH-000148,0.15191136600299998
ACH-000150,0.00513780495565
ACH-000152,-0.049091615604300004
ACH-000153,0.229654741527
ACH-000159,0.118814378599
ACH-000160,0.186388453371
ACH-000163,0.18825823239999998
ACH-000167,0.17318965862500002
ACH-000168,0.0756128030531
ACH-000169,-0.0007600982902619999
ACH-000178,0.0365300626032
ACH-000182,-0.0604104630055
ACH-000183,0.112601126772
ACH-000188,0.07363269413160001
ACH-000189,-0.0364086812926
ACH-000190,-0.124017972513
ACH-000198,0.0664064551746
ACH-000204,0.103240887553
ACH-000206,0.118600499173
ACH-000207,0.150818947462
ACH-000211,-0.059793673375399994
ACH-000215,0.0465292280157
ACH-000221,0.040300746281
ACH-000222,-0.270468826738
ACH-000223,-0.0747189712312
ACH-000226,0.195813984454
ACH-000227,0.179428435557
ACH-000228,0.0249393470603
ACH-000231,-0.06815714961609999
ACH-000232,0.149826114586
ACH-000233,0.0712409804021
ACH-000234,0.0558362971221
ACH-000235,0.102017618577
ACH-000237,0.0919827061817
ACH-000238,-0.0720880670538
ACH-000243,0.0259124594227
ACH-000244,0.113577612002
ACH-000246,-0.0714676152407
ACH-000248,0.024997832387599995
ACH-000250,-0.021279140882799998
ACH-000251,0.407706327117
ACH-000253,0.0318580129249
ACH-000255,0.019980405240799998
ACH-000256,0.182800005503
ACH-000257,-0.127564241018
ACH-000258,0.292820748992
ACH-000259,0.04711860345840001
ACH-000260,0.109456693631
ACH-000261,0.049807884683300004
ACH-000262,0.181083105469
ACH-000263,0.00505313022554
ACH-000264,0.0167511884229
ACH-000265,0.00997926992913
ACH-000266,-0.046024436206599996
ACH-000272,0.013276949584600002
ACH-000273,-0.191551647661
ACH-000274,0.0891280668842
ACH-000277,0.172870003393
ACH-000278,0.157470662033
ACH-000279,-0.070648658991
ACH-000280,0.044998090519
ACH-000281,-0.021012612655799998
ACH-000288,0.0021809151754699995
ACH-000291,0.0981926543768
ACH-000293,0.0101530073754
ACH-000294,0.134436857697
ACH-000295,-0.271492086983
ACH-000296,-0.0961756151176
ACH-000302,0.0570533013219
ACH-000304,0.00871897034546
ACH-000307,0.0890032503631
ACH-000308,-0.0546043282422
ACH-000310,0.207909093646
ACH-000311,-0.0675140193105
ACH-000312,-0.00625400130967
ACH-000315,0.210343567862
ACH-000316,0.12200637551799999
ACH-000317,-0.0688638180186
ACH-000318,0.164613082208
ACH-000319,0.10153793846300001
ACH-000320,0.125462895654
ACH-000322,0.115830825803
ACH-000323,-0.020530378855700002
ACH-000324,0.0100653014347
ACH-000329,0.0401413960023
ACH-000330,-0.041526421332400004
ACH-000331,0.0640661535341
ACH-000332,0.0203375536337
ACH-000334,-0.204822275375
ACH-000335,0.026360614700700002
ACH-000336,0.11973950143100001
ACH-000337,-0.053514742011799996
ACH-000339,-0.011804600163200002
ACH-000341,0.035649006534
ACH-000348,0.120755473409
ACH-000350,0.286347844061
ACH-000352,-0.039431393239999994
ACH-000356,0.015953227321299997
ACH-000361,-0.152169866029
ACH-000362,0.10940993047900001
ACH-000363,-0.104610355677
ACH-000364,0.0450772470076
ACH-000365,0.0635427097074
ACH-000366,0.0121332701611
ACH-000368,-0.0519380578761
ACH-000374,-0.20800113018
ACH-000375,-0.21715480364599998
ACH-000376,0.163345626421
ACH-000381,0.191528992057
ACH-000383,0.103097010854
ACH-000387,0.04683985200119999
ACH-000389,0.16924545998399998
ACH-000390,0.0164827380118
ACH-000393,-0.00514179945127
ACH-000395,0.0681814894429
ACH-000397,0.08659422873980001
ACH-000401,0.145583449836
ACH-000402,0.107708972725
ACH-000403,0.0444686528146
ACH-000404,0.0605748098305
ACH-000406,0.058668018015599996
ACH-000407,-0.146894741759
ACH-000408,0.022716710133599997
ACH-000410,0.14408120415200001
ACH-000411,0.133244713138
ACH-000414,0.035709101835099996
ACH-000415,0.108302245279
ACH-000416,0.0166642580204
ACH-000420,0.11578768395899999
ACH-000421,0.0613490646291
ACH-000424,0.047566633376400005
ACH-000425,0.21695657886599998
ACH-000426,0.158338412195
ACH-000427,0.194849735339
ACH-000433,0.103134858643
ACH-000436,-0.334606431186
ACH-000444,0.029178414045000003
ACH-000445,0.06890727366589999
ACH-000448,0.054428887744199995
ACH-000450,5.62392129206e-05
ACH-000452,0.0396157686034
ACH-000454,-0.0493336928881
ACH-000458,-0.0972528893693
ACH-000459,0.0969595120087
