,PRRC1 (133619)
ACH-000004,-0.14105822829700002
ACH-000007,-0.141332310786
ACH-000009,-0.11123034847100001
ACH-000011,0.12213914023700001
ACH-000012,0.13683075633400002
ACH-000013,0.16319102851199999
ACH-000014,-0.0121419688724
ACH-000015,0.0571432035097
ACH-000017,0.0620504367135
ACH-000018,0.21863326975000003
ACH-000019,0.06948495942960001
ACH-000021,-0.0194028821038
ACH-000022,0.16131957079
ACH-000025,0.271386626533
ACH-000028,-0.0846886100068
ACH-000030,0.0787906007586
ACH-000035,0.147158747827
ACH-000036,0.0337477019615
ACH-000037,0.09917707403039999
ACH-000039,0.0693004374242
ACH-000040,0.00666753514618
ACH-000041,0.025010839761200002
ACH-000042,0.0945227368127
ACH-000045,0.26627300020399997
ACH-000047,0.0309892221496
ACH-000052,0.342081198553
ACH-000053,0.01018979813
ACH-000054,0.108001853808
ACH-000055,-0.0605535812909
ACH-000060,-0.00645483560465
ACH-000067,0.0659964425628
ACH-000070,0.115057737135
ACH-000075,-0.153759368488
ACH-000078,-0.09159911709039999
ACH-000082,-0.0654086268617
ACH-000085,-0.227054234893
ACH-000086,-0.0772238989139
ACH-000087,-0.0536868095388
ACH-000092,-0.08752692808689999
ACH-000095,0.0827659623593
ACH-000097,0.0322224068077
ACH-000098,0.103241977927
ACH-000099,-0.0274615718576
ACH-000108,0.258424044885
ACH-000113,-0.100507325669
ACH-000115,0.018493703520799997
ACH-000116,-0.047779822917599996
ACH-000118,0.0842669436453
ACH-000120,0.220795704186
ACH-000123,-0.0104427557043
ACH-000127,0.10078053390799999
ACH-000128,0.227486948878
ACH-000132,-0.100269658543
ACH-000133,0.08590931498710001
ACH-000137,0.11039757975600001
ACH-000138,-0.08601866887620001
ACH-000142,0.033559437128
ACH-000143,0.0694101285013
ACH-000146,0.135484808474
ACH-000148,0.0738585635271
ACH-000150,0.154200602317
ACH-000152,-0.127720376957
ACH-000153,0.0273075610945
ACH-000159,0.18235777950999998
ACH-000160,0.10317303229699999
ACH-000163,0.284701289565
ACH-000167,-0.06615561331780001
ACH-000168,0.08278986973130001
ACH-000169,0.0660535111124
ACH-000178,0.180494876612
ACH-000182,-0.06832200317819999
ACH-000183,-0.141279496143
ACH-000188,0.07292372228069999
ACH-000189,0.13354132973
ACH-000190,-0.0347700781275
ACH-000198,-0.0416291426918
ACH-000204,0.206269826729
ACH-000206,0.186798510464
ACH-000207,0.050792896528199995
ACH-000211,-0.0827634209408
ACH-000215,0.240202221129
ACH-000221,0.35631270575499996
ACH-000222,0.145575664532
ACH-000223,0.0137895137879
ACH-000226,0.0074352861161400005
ACH-000227,0.297874089061
ACH-000228,-0.027763546591400002
ACH-000231,-0.034590271935699995
ACH-000232,0.20011053161200001
ACH-000233,0.131203695744
ACH-000234,0.04584198949440001
ACH-000235,0.135132000971
ACH-000237,-0.0381179380629
ACH-000238,0.255919680358
ACH-000243,-0.006452865305890001
ACH-000244,-0.311516282639
ACH-000246,0.067552427039
ACH-000248,0.216238346348
ACH-000250,0.114918723493
ACH-000251,-0.323743228219
ACH-000253,-0.012068971571
ACH-000255,0.04547861829080001
ACH-000256,-0.07529098173860001
ACH-000257,-0.131006336058
ACH-000258,-0.0721517306558
ACH-000259,0.06845006960490001
ACH-000260,-0.058963888488699996
ACH-000261,0.15184970725
ACH-000262,0.115497015197
ACH-000263,-0.011116950142299999
ACH-000264,-0.09486728647010001
ACH-000265,0.0783362370185
ACH-000266,-0.000159099975546
ACH-000272,0.11732640998600001
ACH-000273,-0.042541424287900004
ACH-000274,-0.0700483047665
ACH-000277,0.240140327615
ACH-000278,0.109850417644
ACH-000279,0.115065031481
ACH-000280,0.168687759342
ACH-000281,0.14575076543600002
ACH-000288,0.042328342001999995
ACH-000291,0.038933860438
ACH-000293,-0.248877228618
ACH-000294,0.0184623846277
ACH-000295,-0.00691970072478
ACH-000296,0.126575400837
ACH-000302,0.0320717503017
ACH-000304,-0.20542378004099998
ACH-000307,0.042232118812100004
ACH-000308,0.0514056099281
ACH-000310,0.0714909836013
ACH-000311,-0.0492936832962
ACH-000312,0.166006763489
ACH-000315,0.124996687199
ACH-000316,0.331682365871
ACH-000317,0.221355333343
ACH-000318,0.21390036329300002
ACH-000319,-0.09985713322669999
ACH-000320,0.188540716104
ACH-000322,-0.0646625408154
ACH-000323,0.032710425812599996
ACH-000324,0.13545412614900001
ACH-000329,-0.00601495739364
ACH-000330,-0.0394638388376
ACH-000331,-0.135762684252
ACH-000332,0.055146250180900004
ACH-000334,0.1604817643
ACH-000335,0.13416038831399998
ACH-000336,0.034284367476499995
ACH-000337,0.128504497456
ACH-000339,-0.0237643068928
ACH-000341,-0.0050512829642299995
ACH-000348,0.0769439696685
ACH-000350,-0.148274109727
ACH-000352,0.07947547698889999
ACH-000356,0.257874159626
ACH-000361,-0.327291836951
ACH-000362,0.0114471478993
ACH-000363,-0.0460389800634
ACH-000364,0.183710806561
ACH-000365,-0.012149466337999999
ACH-000366,0.226633507152
ACH-000368,0.015730296385399998
ACH-000374,0.13354393194800002
ACH-000375,0.039344819541000005
ACH-000376,0.014103962186200001
ACH-000381,-0.0661091452694
ACH-000383,0.0779452966884
ACH-000387,-0.10612274946599999
ACH-000389,0.0848387514443
ACH-000390,0.127519081621
ACH-000393,0.011270384223
ACH-000395,0.11354773931500001
ACH-000397,0.10504124052899999
ACH-000401,0.151235348741
ACH-000402,0.333443980845
ACH-000403,0.188546548351
ACH-000404,0.06537115113969999
ACH-000406,0.216524013953
ACH-000407,0.0894663246693
ACH-000408,0.37393104933399995
ACH-000410,-0.061531063826
ACH-000411,0.103644213717
ACH-000414,0.09817223787260002
ACH-000415,0.181144409313
ACH-000416,0.0662156953083
ACH-000420,-0.107420620164
ACH-000421,0.189116196855
ACH-000424,0.111032350604
ACH-000425,0.0583397921525
ACH-000426,0.48236098148199996
ACH-000427,0.0713939229811
ACH-000433,-0.0451074977838
ACH-000436,0.123973433259
ACH-000444,0.037777057080599995
ACH-000445,-0.00894374210728
ACH-000448,0.116281666995
ACH-000450,0.00847284224792
ACH-000452,0.12523981951
ACH-000454,0.194375304864
ACH-000458,0.16683601102
ACH-000459,0.212752210012
ACH-000460,0.0641816898664
ACH-000461,0.057657674648
ACH-000463,-0.0650838735851
ACH-000464,0.25807009323
ACH-000466,0.285055200495
ACH-000467,-0.020474648325
ACH-000468,0.0136992406129
ACH-000469,0.09760398286739999
ACH-000470,-0.06338906931
ACH-000471,0.0973222301557
ACH-000472,0.157823013507
ACH-000473,0.171287365142
