,KALRN (8997)
ACH-000676,-0.200159177932
ACH-000677,-0.057292129676900005
ACH-000681,-0.0622324208765
ACH-000682,-0.140281700908
ACH-000683,-0.0668388352857
ACH-000684,-0.0981016715161
ACH-000688,-0.560626331468
ACH-000693,-0.159383098552
ACH-000694,-0.156683289876
ACH-000695,-0.246872048264
ACH-000696,-0.109418314189
ACH-000697,0.218770781562
ACH-000699,-0.17400515048300003
ACH-000701,0.0443164351785
ACH-000706,-0.26139094366300003
ACH-000711,-0.145808164454
ACH-000713,-0.240120201827
ACH-000714,-0.114373512295
ACH-000718,-0.09778900190199999
ACH-000720,-0.0773126728795
ACH-000721,-0.176125174199
ACH-000724,-0.07047381688360001
ACH-000725,-0.322638114589
ACH-000732,-0.0423481142485
ACH-000734,-0.0432604491219
ACH-000735,-0.266342179221
ACH-000736,-0.07820390882310001
ACH-000738,-0.079651157642
ACH-000746,-0.0688411067892
ACH-000747,-0.115758344736
ACH-000748,-0.152635988997
ACH-000753,-0.165998534631
ACH-000756,-0.09269865354800001
ACH-000757,-0.354388826592
ACH-000758,-0.0333397506454
ACH-000760,-0.0936357107167
ACH-000763,-0.0597783018845
ACH-000764,-0.00699237945305
ACH-000765,-0.0742710059705
ACH-000766,-0.0658461965047
ACH-000767,0.04511671866190001
ACH-000768,-0.00289811896233
ACH-000769,-0.027775459467599996
ACH-000770,-0.040965425416699994
ACH-000771,-0.058307775889099994
ACH-000773,0.0362213842323
ACH-000776,-0.19257723229899998
ACH-000777,-0.030323438717
ACH-000778,0.035347277497
ACH-000781,-0.0375291706314
ACH-000782,-0.07309391710730001
ACH-000783,-0.148229762752
ACH-000784,-0.06368034134219999
ACH-000785,-0.0748617158393
ACH-000787,0.014946706401200001
ACH-000788,-0.185046867139
ACH-000791,-0.0541528832389
ACH-000792,-0.194493019725
ACH-000794,-0.180991383966
ACH-000796,-0.11316452365700001
ACH-000799,0.185982070147
ACH-000800,-0.11789957898499999
ACH-000802,-0.258802285268
ACH-000804,-0.045061268709699995
ACH-000805,0.0980278185508
ACH-000809,-0.07171824345089998
ACH-000810,-0.0127127480598
ACH-000811,-0.21320486476599998
ACH-000817,-0.13026183266799998
ACH-000819,-0.298521625588
ACH-000820,-0.00873429555158
ACH-000821,-0.08420821618760001
ACH-000822,-0.164422088081
ACH-000823,-0.081646709605
ACH-000824,-0.194518356799
ACH-000827,0.0052622962856
ACH-000829,-0.324336466937
ACH-000831,-0.14707522735300002
ACH-000832,-0.23650295286200002
ACH-000833,-0.181832497634
ACH-000834,-0.161377206853
ACH-000835,-0.229482471017
ACH-000836,-0.248164346095
ACH-000837,-0.0657198166765
ACH-000838,-0.162572723303
ACH-000839,-0.166440688779
ACH-000840,-0.012339068617499999
ACH-000841,-0.027591256560200002
ACH-000843,-0.0353723536174
ACH-000846,-0.125535950482
ACH-000847,-0.25695453945
ACH-000848,-0.04493691535069999
ACH-000849,-0.101700048145
ACH-000851,-0.055576098459900004
ACH-000855,-0.149772771123
ACH-000856,-0.011508360661
ACH-000858,-0.21342676921300002
ACH-000859,0.0399093435059
ACH-000861,0.030476677227
ACH-000862,-0.25010813305199997
ACH-000865,-0.06593747467019999
ACH-000866,-0.13583587856100002
ACH-000867,-0.139813659409
ACH-000869,-0.045626677159699994
ACH-000872,0.0380276952746
ACH-000873,-0.167024469786
ACH-000876,-0.169872297881
ACH-000878,0.0185887257755
ACH-000880,-0.16092476997400001
ACH-000881,-0.0919021965775
ACH-000882,-0.257769865238
ACH-000884,-0.176247086928
ACH-000885,-0.0328169374283
ACH-000887,-0.17735616969700002
ACH-000888,-0.128391607282
ACH-000889,-0.214013054738
ACH-000890,-0.0168535918247
ACH-000896,-0.28139581598
ACH-000898,-0.0702245848822
ACH-000900,-0.11071972609200001
ACH-000901,-0.025181303881200004
ACH-000905,-0.180840012267
ACH-000906,-0.136652227091
ACH-000907,-0.167694738006
ACH-000910,-0.173710543139
ACH-000911,-0.26873254021299997
ACH-000912,-0.0962491251217
ACH-000913,-0.119686222605
ACH-000915,-0.0425305632204
ACH-000916,-0.31565868927900004
ACH-000917,-0.346404903891
ACH-000921,-0.170433309447
ACH-000924,-0.0569226596545
ACH-000926,-0.00792239592266
ACH-000928,-0.41975234826499996
ACH-000929,-0.0203055613301
ACH-000932,-0.168633397359
ACH-000935,-0.0162546121715
ACH-000936,-0.187743549179
ACH-000937,-0.331655824978
ACH-000938,-0.180893978402
ACH-000939,-0.180287205763
ACH-000941,-0.0589774372217
ACH-000943,-0.17378362827500002
ACH-000946,-0.109130171772
ACH-000947,-0.118261560694
ACH-000948,-0.0058738264005600005
ACH-000950,0.0222434107084
ACH-000953,-0.130183821031
ACH-000957,-0.48985062821
ACH-000958,-0.299322644267
ACH-000960,-0.27733718362
ACH-000963,-0.0800342633501
ACH-000968,0.0183647472612
ACH-000969,-0.0517509598365
ACH-000973,-0.0415597956554
ACH-000974,-0.191310062745
ACH-000975,-0.0976373616072
ACH-000976,-0.0476209099239
ACH-000978,0.07567367052789999
ACH-000980,-0.038024716008000004
ACH-000984,0.0173557228339
ACH-000986,-0.146942846169
ACH-000988,-0.111081442621
ACH-000993,0.211363362238
ACH-000994,-0.12854609650999999
ACH-000996,0.0323065071539
ACH-001001,-0.18214754775699998
ACH-001020,-0.234770866857
ACH-001028,-0.17650923121399997
ACH-001031,0.023400434287900004
ACH-001038,0.0022951487272600004
ACH-001048,-0.234226689953
ACH-001050,-0.19637042806
ACH-001053,-0.257143741757
ACH-001054,0.00303690423711
ACH-001061,-0.013512030492499999
ACH-001067,-0.22014723418499998
ACH-001075,-0.101778931958
ACH-001096,-0.17487908037099997
ACH-001128,0.398107972117
ACH-001134,-0.0921611759307
ACH-001151,-0.11217790217700001
ACH-001163,-0.103848917022
ACH-001164,0.136012024597
ACH-001173,-0.100342506116
ACH-001183,-0.21831126334399997
ACH-001184,-0.14160251832999998
ACH-001190,-0.352778275159
ACH-001192,-0.23303818038199997
ACH-001193,0.0400454673482
ACH-001196,-0.15404041974500002
ACH-001197,0.0387111378199
ACH-001205,-0.184448578374
ACH-001211,-0.158033612073
ACH-001212,-0.228317747782
ACH-001228,-0.213190376145
ACH-001232,-0.11343862123500001
ACH-001239,-0.271369025892
ACH-001274,-0.297324387951
ACH-001275,-0.322637970506
ACH-001277,-0.103493106054
ACH-001278,-0.023900564864400002
ACH-001280,0.17119824186500002
ACH-001283,-0.216215449247
ACH-001289,-0.0664311636224
ACH-001295,-0.07705875621000001
ACH-001300,-0.123760623377
ACH-001301,-0.0631578818689
ACH-001302,-0.103009216349
ACH-001303,-0.11604173474000001
ACH-001306,-0.159164664388
ACH-001318,-0.0909410510001
ACH-001322,0.012738787998899999
ACH-001328,-0.166924920708
ACH-001332,-0.0643079599893
ACH-001333,-0.256727097443
ACH-001336,-0.174397045772
ACH-001340,-0.165742052706
ACH-001346,-0.201271343385
ACH-001353,-0.116587506655
ACH-001354,-0.37001209936800006
ACH-001367,-0.339082211982
ACH-001368,-0.262393581786
ACH-001374,0.055412554686599995
ACH-001375,-0.183551729817
ACH-001377,-0.0747140468885
ACH-001380,-0.044964430135900006
ACH-001391,-0.0617636542229
ACH-001407,-0.0108312934492
ACH-001408,-0.0558607968374
ACH-001413,0.09584216657410001
ACH-001430,-0.28320531003000005
ACH-001431,-0.06297767086
ACH-001450,-0.211198927944
ACH-001496,-0.0652712004918
ACH-001500,-0.267318520688
ACH-001521,0.252375055475
ACH-001523,-0.174327576081
ACH-001532,-0.25212388826
ACH-001536,-0.0152687240142
ACH-001550,-0.13992724405200002
ACH-001552,-0.282703088482
ACH-001554,-0.156593687743
ACH-001645,-0.104816082738
ACH-001654,-0.18043463644699997
ACH-001715,0.0359280029638
ACH-001735,-0.005333622478199999
ACH-001736,-0.106061530504
ACH-001737,-0.013489238241299998
ACH-001740,-0.16823863465
ACH-001745,-0.139944405161
ACH-001750,-0.10553195771500001
ACH-001765,-0.0836038189317
ACH-001956,-0.049548084759700003
ACH-001957,-0.136323137774
