,PTS (5805)
ACH-000004,0.09227260429410002
ACH-000007,0.34697049436399996
ACH-000009,0.125329785725
ACH-000011,0.165885551517
ACH-000012,0.20565861167399999
ACH-000013,0.198878071188
ACH-000014,0.232418318984
ACH-000015,0.253172413153
ACH-000017,0.0321244387079
ACH-000018,0.288080922148
ACH-000019,0.36736759423500004
ACH-000021,0.31103669617199997
ACH-000022,0.28349125203000003
ACH-000025,0.233163882174
ACH-000028,0.08237102948819999
ACH-000030,0.233559475977
ACH-000035,0.21495564861299998
ACH-000036,0.229511185521
ACH-000037,0.3612191575
ACH-000039,0.13838458502999998
ACH-000040,0.276994950058
ACH-000041,0.0682525776248
ACH-000042,0.35157940798199994
ACH-000045,0.15586843297800002
ACH-000047,0.08594907166020001
ACH-000052,0.156108794932
ACH-000053,0.23253704403099998
ACH-000054,0.15310858192600002
ACH-000055,0.20547818789500003
ACH-000060,0.144963519688
ACH-000067,0.166698096164
ACH-000070,0.280915518399
ACH-000075,0.08831254856410001
ACH-000078,0.247641922078
ACH-000082,0.168099351237
ACH-000085,0.264238936466
ACH-000086,0.200263947518
ACH-000087,0.38716375054499996
ACH-000092,0.22755443368
ACH-000095,0.108391754772
ACH-000097,0.21289404636599998
ACH-000098,0.34533854938600006
ACH-000099,0.287284158126
ACH-000108,0.255145229918
ACH-000113,0.24392784885899998
ACH-000115,-0.09194914186650001
ACH-000116,0.188170460472
ACH-000118,0.24842546825999998
ACH-000120,0.142112046902
ACH-000123,0.22986944226300002
ACH-000127,0.267376387496
ACH-000128,0.420835618593
ACH-000132,0.22437868448800002
ACH-000133,0.247260265831
ACH-000137,0.11439855270199999
ACH-000138,0.19110843550599999
ACH-000142,0.172109403719
ACH-000143,0.2533524452
ACH-000146,0.311969217831
ACH-000148,0.260086294337
ACH-000150,0.163321478321
ACH-000152,0.30364231183699997
ACH-000153,-0.0524742483523
ACH-000159,0.207123493901
ACH-000160,0.244809573867
ACH-000163,0.42896625282399997
ACH-000167,0.24846406674899998
ACH-000168,0.123769619067
ACH-000169,0.125093864344
ACH-000178,0.432761292615
ACH-000182,0.12572785183399998
ACH-000183,0.246081808378
ACH-000188,0.06851091118080001
ACH-000189,0.18129737140299998
ACH-000190,0.202918337077
ACH-000198,0.264885507345
ACH-000204,0.41250814979199996
ACH-000206,0.37625691629600005
ACH-000207,0.23952196401099998
ACH-000211,0.36125718156
ACH-000215,0.19737327573
ACH-000221,0.409587225431
ACH-000222,0.272157629836
ACH-000223,0.209011761893
ACH-000226,0.30473906989599997
ACH-000227,0.21264973447500002
ACH-000228,0.28313722978100003
ACH-000231,0.199559890278
ACH-000232,0.222983563985
ACH-000233,0.278538025053
ACH-000234,0.280631058464
ACH-000235,0.210657955614
ACH-000237,0.178418873084
ACH-000238,0.244837142511
ACH-000243,0.309550518432
ACH-000244,0.300759588553
ACH-000246,0.267301508949
ACH-000248,0.44834198491800004
ACH-000250,0.366229770662
ACH-000251,0.0111024767615
ACH-000253,0.132375004617
ACH-000255,0.216079944163
ACH-000256,0.294136587246
ACH-000257,0.11330142315
ACH-000258,-0.04584365167090001
ACH-000259,0.09423419257639999
ACH-000260,0.128135625316
ACH-000261,0.30836180973
ACH-000262,0.477255272191
ACH-000263,0.560021476832
ACH-000264,0.205724503854
ACH-000265,0.36334540551
ACH-000266,0.301622338393
ACH-000272,0.182847054492
ACH-000273,0.148846569188
ACH-000274,0.21143470293400002
ACH-000277,0.236620665108
ACH-000278,0.135882664257
ACH-000279,0.278834327189
ACH-000280,0.22104424852
ACH-000281,0.32327936051
ACH-000288,0.213103626651
ACH-000291,0.15659129559
ACH-000293,0.234673877897
ACH-000294,0.193634363635
ACH-000295,0.23784537928100002
ACH-000296,0.31824307679200003
ACH-000302,-0.04462240063490001
ACH-000304,0.219409035478
ACH-000307,0.218668464246
ACH-000308,0.248789255265
ACH-000310,0.264019420535
ACH-000311,0.329198795202
ACH-000312,0.235372613272
ACH-000315,-0.237520085497
ACH-000316,0.16704560057099999
ACH-000317,0.2432828421
ACH-000318,0.263780482981
ACH-000319,0.302627833252
ACH-000320,0.435939771768
ACH-000322,0.238311928379
ACH-000323,0.155205364777
ACH-000324,0.274009589531
ACH-000329,0.2520398422
ACH-000330,0.220774084135
ACH-000331,0.223103694724
ACH-000332,0.283960722797
ACH-000334,0.111501625982
ACH-000335,0.189847313922
ACH-000336,0.105193670109
ACH-000337,0.326741976311
ACH-000339,0.265569968948
ACH-000341,0.22198333233399997
ACH-000348,0.303849381285
ACH-000350,0.23478586489
ACH-000352,0.31515234776900003
ACH-000356,0.49294287195000003
ACH-000361,0.362633474697
ACH-000362,0.28731344730999997
ACH-000363,0.263691871646
ACH-000364,0.211084938422
ACH-000365,0.29241777602499996
ACH-000366,0.279105211766
ACH-000368,0.356153676453
ACH-000374,0.09431746833830001
ACH-000375,0.360582664374
ACH-000376,0.268851399022
ACH-000381,0.170612816847
ACH-000383,0.306493908618
ACH-000387,0.23220153945500002
ACH-000389,0.170675172134
ACH-000390,0.19869734917800003
ACH-000393,0.145141087029
ACH-000395,0.243262371957
ACH-000397,0.229753702656
ACH-000401,0.32738898296999996
ACH-000402,0.214821319655
ACH-000403,0.239960737738
ACH-000404,0.44740572408699997
ACH-000406,0.131655353125
ACH-000407,0.265720551139
ACH-000408,0.44590390842200006
ACH-000410,0.18509039226799998
ACH-000411,0.297031643299
ACH-000414,0.225941787401
ACH-000415,0.296690656422
ACH-000416,0.24979295469300003
ACH-000420,0.08098336742269999
ACH-000421,0.213766630443
ACH-000424,0.473208641906
ACH-000425,0.27289662528700004
ACH-000426,0.194595310478
ACH-000427,0.265228860881
ACH-000433,0.40811676429300003
ACH-000436,0.0232307094185
ACH-000444,0.21670871354200003
ACH-000445,0.627490289257
ACH-000448,0.446654853513
ACH-000450,0.279011677558
ACH-000452,0.194946587244
ACH-000454,0.106510343497
ACH-000458,0.29477989376499997
ACH-000459,0.11977089532
