,WDR5B (54554)
ACH-000004,-0.0536371635361
ACH-000007,-0.15913147215999998
ACH-000009,-0.381250194511
ACH-000011,-0.0295411904632
ACH-000012,-0.190627063678
ACH-000013,-0.007147258909
ACH-000014,-0.262510836985
ACH-000015,-0.10520604136
ACH-000017,-0.298346459598
ACH-000018,-0.0590169454046
ACH-000019,-0.36444142706999993
ACH-000021,-0.235886130071
ACH-000022,-0.127006922951
ACH-000025,-0.283554269591
ACH-000028,-0.29225518988000004
ACH-000030,-0.152660876543
ACH-000035,-0.367166878516
ACH-000036,-0.165368189686
ACH-000037,-0.0699019227585
ACH-000039,-0.12029432613800001
ACH-000040,-0.27526722428399997
ACH-000041,-0.205704801904
ACH-000042,-0.21912657406199998
ACH-000045,-0.194015526145
ACH-000047,-0.18595472203299998
ACH-000052,-0.12204884632999999
ACH-000053,-0.229235102295
ACH-000054,-0.329955588854
ACH-000055,0.025874460051700004
ACH-000060,-0.16743148737500002
ACH-000067,-0.362086627632
ACH-000070,-0.160535467861
ACH-000075,-0.208722564749
ACH-000078,-0.246773485253
ACH-000082,-0.146327459623
ACH-000085,-0.00777933879714
ACH-000086,-0.219443845955
ACH-000087,-0.333280487367
ACH-000092,-0.280347009463
ACH-000095,-0.194807256593
ACH-000097,-0.16590265171399998
ACH-000098,-0.117609252607
ACH-000099,-0.191034476882
ACH-000108,-0.313379612138
ACH-000113,-0.25845287202
ACH-000115,-0.13295372974199998
ACH-000116,-0.19727842275
ACH-000118,-0.25825902501
ACH-000120,-0.207353387058
ACH-000123,-0.211659918219
ACH-000127,-0.177064412207
ACH-000128,-0.509085141645
ACH-000132,-0.25201279602800003
ACH-000133,-0.227062591226
ACH-000137,-0.204914704071
ACH-000138,-0.22566842127199999
ACH-000142,-0.234032101538
ACH-000143,0.00978155187132
ACH-000146,-0.237440687153
ACH-000148,-0.12956031115
ACH-000150,0.0148290428296
ACH-000152,-0.121947320561
ACH-000153,0.158393693474
ACH-000159,-0.060490766705099994
ACH-000160,-0.24322887779199998
ACH-000163,-0.13547149417999998
ACH-000167,-0.149545337261
ACH-000168,-0.222869283545
ACH-000169,-0.254043163929
ACH-000178,-0.103426542913
ACH-000182,-0.149978846257
ACH-000183,-0.030334493745300003
ACH-000188,-0.177374737022
ACH-000189,-0.0768042392721
ACH-000190,-0.256115165962
ACH-000198,-0.122933888714
ACH-000204,-0.37253715811899996
ACH-000206,-0.10063062885299999
ACH-000207,-0.283668378949
ACH-000211,-0.2729798002
ACH-000215,-0.0327163917178
ACH-000221,0.0007316343699530001
ACH-000222,-0.263252582483
ACH-000223,-0.37393003574100003
ACH-000226,-0.243206368176
ACH-000227,-0.34057794170500005
ACH-000228,-0.426987947074
ACH-000231,-0.177237070759
ACH-000232,-0.23230848928300002
ACH-000233,-0.0529988267483
ACH-000234,-0.0671661422341
ACH-000235,-0.234028877467
ACH-000237,-0.0683358108278
ACH-000238,0.035221038279800006
ACH-000243,-0.264449774571
ACH-000244,-0.13233343909
ACH-000246,-0.175463211319
ACH-000248,-0.231816800222
ACH-000250,-0.0842731955687
ACH-000251,-0.344063173573
ACH-000253,-0.213175399089
ACH-000255,-0.12912459421599998
ACH-000256,0.061226543660699996
ACH-000257,-0.266419148971
ACH-000258,0.109610267656
