,CTRB2 (440387)
ACH-000004,-0.262125160486
ACH-000007,-0.12397241344900001
ACH-000009,-0.145806475113
ACH-000011,-0.162178225217
ACH-000012,-0.309425948993
ACH-000013,-0.30747709697
ACH-000014,-0.591976873395
ACH-000015,-0.14706965485200002
ACH-000017,-0.177150631103
ACH-000018,-0.36574495313199995
ACH-000019,-0.173520771543
ACH-000021,-0.251101996038
ACH-000022,-0.33645479498
ACH-000025,-0.494274019541
ACH-000028,-0.23008705637
ACH-000030,-0.282954284186
ACH-000035,-0.398121110772
ACH-000036,-0.273983847834
ACH-000037,-0.38334899421400004
ACH-000039,-0.40074718925999997
ACH-000040,-0.16994084695099998
ACH-000041,-0.116961188736
ACH-000042,-0.295751066462
ACH-000045,-0.226289889856
ACH-000047,-0.237180882905
ACH-000052,-0.317003431168
ACH-000053,-0.25903309149799997
ACH-000054,-0.25485997087900003
ACH-000055,-0.297759793171
ACH-000060,-0.570407437152
ACH-000067,-0.183581368536
ACH-000070,-0.340133300844
ACH-000075,-0.272096453316
ACH-000078,-0.506750861124
ACH-000082,-0.39301584417900004
ACH-000085,-0.195390930822
ACH-000086,-0.324795816739
ACH-000087,-0.393473698179
ACH-000092,-0.363060662052
ACH-000095,-0.35850225121299995
ACH-000097,-0.326327590266
ACH-000098,-0.23284487950999996
ACH-000099,-0.16362307130200002
ACH-000108,-0.386586612904
ACH-000113,-0.112659258977
ACH-000115,-0.42519923710999996
ACH-000116,-0.294773308166
ACH-000118,-0.164506171451
ACH-000120,-0.248528337076
ACH-000123,-0.257674829596
ACH-000127,-0.457153837236
ACH-000128,-0.24709174697500003
ACH-000132,-0.44823618740800003
ACH-000133,-0.235429180803
ACH-000137,-0.207186820962
ACH-000138,-0.312281041452
ACH-000142,-0.306980375208
ACH-000143,-0.23326319205600002
ACH-000146,-0.282534362643
ACH-000148,-0.263006435374
ACH-000150,-0.045373289775400005
ACH-000152,-0.143121428342
ACH-000153,-0.216295071627
ACH-000159,-0.295650590664
ACH-000160,-0.16017606601700002
ACH-000163,-0.264455312329
ACH-000167,-0.295662853221
ACH-000168,-0.6836020274269999
ACH-000169,-0.301107350595
ACH-000178,-0.38685120130500006
ACH-000182,-0.292939055918
ACH-000183,-0.214660092898
ACH-000188,-0.0923436092447
ACH-000189,-0.161379876565
ACH-000190,-0.03710030128069999
ACH-000198,-0.322467779646
ACH-000204,-0.24078849196999996
ACH-000206,-0.552352648949
ACH-000207,-0.356685315999
ACH-000211,-0.308317916394
ACH-000215,-0.33486354303800003
ACH-000221,-0.242123897227
ACH-000222,-0.279204435772
ACH-000223,-0.303871640467
ACH-000226,-0.237733459334
ACH-000227,-0.458122106685
ACH-000228,-0.0379315818983
ACH-000231,-0.27777670988200004
ACH-000232,-0.271464811365
ACH-000233,-0.31992103078
ACH-000234,-0.411853996671
ACH-000235,-0.30338926440200004
ACH-000237,-0.42933534105
ACH-000238,-0.338594898606
ACH-000243,-0.259527606476
ACH-000244,-0.0192778691801
ACH-000246,-0.2076037709
ACH-000248,-0.204923580882
ACH-000250,-0.27293687175000003
ACH-000251,-0.34328516467200004
ACH-000253,-0.445270881991
ACH-000255,-0.19508567002799998
ACH-000256,-0.208434572128
ACH-000257,-0.950207752825
ACH-000258,-0.06269967364210001
ACH-000259,-0.224436590561
ACH-000260,-0.246724601729
ACH-000261,-0.331799629877
ACH-000262,-0.280935586107
ACH-000263,-0.310153147582
