,ACTL7B (10880)
ACH-000004,-0.153302784025
ACH-000007,-0.0331494934215
ACH-000009,0.0
ACH-000011,0.255126451076
ACH-000012,-0.164241578928
ACH-000013,0.0793489769529
ACH-000014,0.0598633051989
ACH-000015,0.0373201086766
ACH-000017,0.0209290804374
ACH-000018,-0.00521399931137
ACH-000019,-0.054874523012499996
ACH-000021,-0.029317223396200003
ACH-000022,-0.0446509089714
ACH-000025,-0.11375375179000001
ACH-000028,0.272137984742
ACH-000030,-0.08738132474400001
ACH-000035,-0.258301501556
ACH-000036,-0.0481757396737
ACH-000037,0.27255994284
ACH-000039,-0.5547200500949999
ACH-000040,-0.434677056611
ACH-000041,-0.35868027682099995
ACH-000042,-0.118776593342
ACH-000045,0.206568391363
ACH-000047,0.008937924284809998
ACH-000052,-0.752160652374
ACH-000053,-0.010811418268999999
ACH-000054,0.126420018971
ACH-000055,-0.0301457298673
ACH-000060,-0.042548098644000006
ACH-000067,0.12248021785999999
ACH-000070,-0.192517698517
ACH-000075,-0.0359998908706
ACH-000078,0.0998512971848
ACH-000082,0.0197398768372
ACH-000085,0.45412758379900003
ACH-000086,-0.049792041973
ACH-000087,0.11104336127699999
ACH-000092,-0.0934628463345
ACH-000095,0.0163920038078
ACH-000097,0.045130521520300004
ACH-000098,0.0592996160927
ACH-000099,-0.09293631121739998
ACH-000108,-0.0342502017402
ACH-000113,-0.135161599365
ACH-000115,-0.45352424355099996
ACH-000116,0.0952783134175
ACH-000118,-0.102765533171
ACH-000120,-0.22818032151999998
ACH-000123,-0.00261910071997
ACH-000127,-0.05305352315740001
ACH-000128,0.06046209381709999
ACH-000132,-0.00936943669686
ACH-000133,-0.256714619417
ACH-000137,-0.13947406064600001
ACH-000138,-0.0967162165487
ACH-000142,-0.0550882364146
ACH-000143,-0.199391154925
ACH-000146,0.060232649142
ACH-000148,-0.0396843518749
ACH-000150,0.254549912858
ACH-000152,-0.239260778176
ACH-000153,-0.396436468679
ACH-000159,-0.140228850076
ACH-000160,-0.20244529025400002
ACH-000163,-0.0028786465048400004
ACH-000167,-0.146462734264
ACH-000168,0.0695925318661
ACH-000169,-0.060806924592900005
ACH-000178,-0.17846589282400002
ACH-000182,-0.192644044
ACH-000183,0.0616090075828
ACH-000188,-0.07071552612580001
ACH-000189,0.231803937356
ACH-000190,-0.394016486273
ACH-000198,-0.0517070050256
ACH-000204,-0.496170267909
ACH-000206,0.0780515895291
ACH-000207,-0.208204416564
ACH-000211,-0.08346382155889999
ACH-000215,-0.15139907985099998
ACH-000221,-0.043632689803
ACH-000222,0.0555434640613
ACH-000223,0.0652571058555
ACH-000226,-0.340663895842
ACH-000227,0.0576428266543
ACH-000228,-0.210939636618
ACH-000231,-0.022958550799
ACH-000232,-0.06626325592469999
ACH-000233,0.0384942542966
ACH-000234,0.0510498298998
ACH-000235,-0.13648763098799999
ACH-000237,0.0553170210375
ACH-000238,-0.0713104299252
ACH-000243,-0.0706141728828
ACH-000244,-0.313280691585
ACH-000246,0.0557442777874
ACH-000248,-0.121040905108
ACH-000250,-0.108838912661
ACH-000251,0.0250860846834
ACH-000253,-0.244036370495
ACH-000255,-0.183302059413
ACH-000256,0.0187612428302
ACH-000257,-0.012168853888600001
ACH-000258,-0.112804449093
ACH-000259,-0.126323841048
ACH-000260,-0.012210728280200001
ACH-000261,0.012983639672900001
ACH-000262,-0.399428062528
ACH-000263,0.0793488194965
ACH-000264,0.05156958915900001
ACH-000265,0.23455936432100002
ACH-000266,-0.060465628468100004
ACH-000272,0.124598687092
ACH-000273,-0.164747642664
ACH-000274,0.0397401427171
ACH-000277,-0.238412661017
ACH-000278,-0.0055396537073299995
ACH-000279,0.0618198855974
ACH-000280,-0.334928258082
ACH-000281,-0.009338655414110001
ACH-000288,0.0582819615602
ACH-000291,0.10384823148399999
ACH-000293,-0.09419252446620001
ACH-000294,0.0125162788222
ACH-000295,0.033636612709300004
ACH-000296,0.17648841509500002
ACH-000302,-0.079920798648
ACH-000304,-0.671216916558
ACH-000307,-0.005539429738000001
ACH-000308,0.0243283297212
ACH-000310,-0.172207074366
ACH-000311,-0.0958752039349
ACH-000312,-0.0424085679488
ACH-000315,-0.09226790609760001
ACH-000316,-0.184390936827
ACH-000317,-0.0815732262208
ACH-000318,-0.013494095130300001
ACH-000319,0.0361218093098
ACH-000320,-0.136482722951
ACH-000322,-0.30011680249
ACH-000323,-0.285173363232
ACH-000324,-0.109121458444
ACH-000329,-0.125497427142
ACH-000330,0.137230346371
ACH-000331,-0.028622646984
ACH-000332,0.10383623325099998
ACH-000334,-0.45601832840000006
ACH-000335,-0.286340870356
ACH-000336,-0.0534764569843
ACH-000337,-0.0374410813011
ACH-000339,0.0707343657236
ACH-000341,0.28695673344
ACH-000348,-0.25446361792800004
ACH-000350,0.0249154021356
ACH-000352,0.20065004781800003
ACH-000356,0.053641598216199994
ACH-000361,0.129445943195
ACH-000362,0.0325332874701
ACH-000363,0.0167020848312
ACH-000364,-0.08333887850880001
ACH-000365,0.0595231660641
ACH-000366,-0.0997920125802
ACH-000368,-0.09832562838199999
ACH-000374,0.055309170875199994
ACH-000375,-0.12309280425
ACH-000376,-0.158213434241
ACH-000381,-0.0117867497642
ACH-000383,-0.226711609728
ACH-000387,-0.049309970309300004
ACH-000389,-0.0704281741774
ACH-000390,-0.256183465068
ACH-000393,-0.0018537177030899998
ACH-000395,-0.12316482216499999
ACH-000397,0.14115529899
ACH-000401,-0.141891517081
ACH-000402,0.209774058288
ACH-000403,-0.09095318994760002
ACH-000404,0.140821846075
ACH-000406,-0.0345892201137
ACH-000407,0.165977574462
ACH-000408,-0.16060951697
ACH-000410,0.11054260470699999
ACH-000411,-0.0424253608414
ACH-000414,0.0111525964997
ACH-000415,-0.148056134682
ACH-000416,-0.0662654324083
ACH-000420,0.23939604187
ACH-000421,0.13366339842299998
ACH-000424,-0.0777730247337
ACH-000425,0.140660654971
ACH-000426,0.169184516336
ACH-000427,-0.09883700504460001
ACH-000433,0.422131668549
ACH-000436,0.102786984126
ACH-000444,0.0607823149729
ACH-000445,-0.395689493193
ACH-000448,0.053218531515800006
ACH-000450,-0.101576650713
ACH-000452,0.044599267634399996
ACH-000454,-0.110371103067
ACH-000458,-0.12771161578
ACH-000459,0.12046366204299999
ACH-000460,0.0757121137443
ACH-000461,0.09276684866589999
ACH-000463,0.0823370538382
ACH-000464,-0.0459867235869
ACH-000466,-0.139532908243
ACH-000467,-0.0617788778655
ACH-000468,0.19909285014699998
ACH-000469,-0.0838846279223
ACH-000470,-0.15241874410700001
ACH-000471,0.0322073875515
ACH-000472,0.0585141244799
ACH-000473,0.0162729566497
ACH-000475,0.00684902587347
ACH-000476,-0.113887359727
ACH-000477,-0.25256638660999997
ACH-000480,-0.0807413320418
ACH-000481,-0.185510638485
ACH-000483,0.022328617960399998
ACH-000484,0.403475045591
ACH-000485,-0.318844969925
ACH-000486,0.045743243168
ACH-000487,-0.237601254947
ACH-000488,-0.113611658018
ACH-000490,0.0845236096893
ACH-000491,-0.267668818191
ACH-000495,-0.10146884396299999
ACH-000496,0.156963297114
ACH-000499,0.160843662827
ACH-000500,0.547245588547
ACH-000502,0.0053249922581400004
ACH-000503,0.05904011340509999
ACH-000505,-0.056127776333099996
ACH-000507,0.16862432700599997
ACH-000510,-0.016796187959399998
ACH-000511,-0.0211361600943
ACH-000512,0.24556191465100002
ACH-000516,-0.19059634148200003
ACH-000517,-0.0694005245257
ACH-000518,0.0977686120491
ACH-000520,-0.00444131666742
ACH-000521,-0.059931247121900004
ACH-000522,0.00896660395246
ACH-000524,-0.09012502995639998
ACH-000527,-0.04724559577719999
