,MSTO1 (55154)
ACH-000004,-1.16496290404
ACH-000007,-1.05342171573
ACH-000009,-0.8159454030869999
ACH-000011,-0.7298630093790001
ACH-000012,-0.839622279561
ACH-000013,-1.0509065356
ACH-000014,-0.7204931550300001
ACH-000015,-1.12279585213
ACH-000017,-0.245402244214
ACH-000018,-1.23678320353
ACH-000019,-0.9480448879009999
ACH-000021,-0.402716160214
ACH-000022,-1.22570859888
ACH-000025,-1.10910883144
ACH-000028,-1.2728655504200002
ACH-000030,-1.10693823052
ACH-000035,-0.8603388945970001
ACH-000036,-1.00130962562
ACH-000037,-0.6846920001510001
ACH-000039,-0.68778201853
ACH-000040,-1.4147449074399998
ACH-000041,-0.493172446301
ACH-000042,-1.0605951761399999
ACH-000045,-1.4221543184999998
ACH-000047,-0.245654056503
ACH-000052,-0.862536271467
ACH-000053,-0.8803235496349999
ACH-000054,-1.4115379254700002
ACH-000055,-0.8737020976250001
ACH-000060,-0.9770106955869999
ACH-000067,-1.4861209608300001
ACH-000070,-1.1929430613
ACH-000075,-0.771608422165
ACH-000078,-0.955740165461
ACH-000082,-0.6671155255300001
ACH-000085,-0.582946671937
ACH-000086,-0.900623353134
ACH-000087,-0.829671855628
ACH-000092,-1.34569647595
ACH-000095,-0.660567235139
ACH-000097,-0.407565497217
ACH-000098,-0.9639833001729999
ACH-000099,-1.04771618923
ACH-000108,-0.510088339255
ACH-000113,-1.14325213852
ACH-000115,-1.1235151373799999
ACH-000116,-0.609938406282
ACH-000118,-1.17578542258
ACH-000120,-1.08493471213
ACH-000123,-1.10907867034
ACH-000127,-1.1413159247799998
ACH-000128,-1.24995736926
ACH-000132,-1.1629168110299999
ACH-000133,-1.3165911583499998
ACH-000137,-0.743412721514
ACH-000138,-1.1197119997299998
ACH-000142,-1.28763438625
ACH-000143,-0.891647080579
ACH-000146,-0.589971548785
ACH-000148,-1.24929848536
ACH-000150,-0.9351833747799998
ACH-000152,-1.1773223850299999
ACH-000153,-1.12116650503
ACH-000159,-0.5709523197749999
ACH-000160,-1.26928113221
ACH-000163,-1.63032119284
ACH-000167,-1.0989328567
ACH-000168,-1.16076535568
ACH-000169,-0.39541983468599995
ACH-000178,-0.80583141744
ACH-000182,-0.25387112099
ACH-000183,-0.967178971968
ACH-000188,-0.8835785209579999
ACH-000189,-1.0885078715
ACH-000190,-1.4026497087799998
ACH-000198,-0.872887047298
ACH-000204,-1.1589664664700001
ACH-000206,-0.760240701207
ACH-000207,-0.966364052305
ACH-000211,-1.44103268533
ACH-000215,-1.59650081683
ACH-000221,-1.26321879482
ACH-000222,-1.19382984688
ACH-000223,-0.287752212677
ACH-000226,-0.608979127471
ACH-000227,-0.908377827618
ACH-000228,-0.8558877020190001
ACH-000231,-0.5184195194919999
ACH-000232,-0.588712063793
ACH-000233,-0.49479606679300003
ACH-000234,-0.42333557516599996
ACH-000235,-0.8830745372490001
ACH-000237,-1.3189066869
ACH-000238,-0.603714913051
ACH-000243,-1.1851438934899998
ACH-000244,-1.1929843907100002
ACH-000246,-0.944717446677
ACH-000248,-0.585066373003
ACH-000250,-0.729052712088
ACH-000251,-1.6014157417500001
ACH-000253,-0.812312111682
ACH-000255,-1.01514373287
ACH-000256,-0.919317484606
ACH-000257,-0.576678463645
ACH-000258,-1.1014107125100001
ACH-000259,-0.591811191181
ACH-000260,-1.22838735207
ACH-000261,-0.895599099181
ACH-000262,-0.984032138284
ACH-000263,-0.907703732265
ACH-000264,-1.4339666793799999
ACH-000265,-1.12218329285
ACH-000266,-0.677411334324
ACH-000272,-0.365197154867
ACH-000273,-1.37269638701
ACH-000274,-0.578809960236
ACH-000277,-0.550166743102
ACH-000278,-0.606426115476
ACH-000279,-0.11546326471200001
ACH-000280,-1.1464426886299999
ACH-000281,-1.74678144432
ACH-000288,-1.12143263814
ACH-000291,-0.401302398379
ACH-000293,-0.543959018557
ACH-000294,-0.600628317179
ACH-000295,-1.14885564112
ACH-000296,-1.0601595809200002
ACH-000302,-0.375496875459
ACH-000304,-0.33984769465000003
ACH-000307,-1.08726777865
ACH-000308,-0.666505467959
ACH-000310,-0.946771240378
ACH-000311,-0.8417875935510001
ACH-000312,-0.9917971780979999
ACH-000315,-0.474638561181
ACH-000316,-1.3360963257
ACH-000317,-0.857509104152
ACH-000318,-1.3230871316600001
ACH-000319,-1.13343876907
ACH-000320,-0.984480282231
ACH-000322,-0.637001884906
