,LIMD2 (80774)
ACH-000004,-0.17101663874
ACH-000007,-0.114565538697
ACH-000009,-0.40815292516999996
ACH-000011,-0.550549533719
ACH-000012,-0.373655269635
ACH-000013,-0.310951495036
ACH-000014,-0.312294404608
ACH-000015,-0.251952289592
ACH-000017,-0.46569935157700004
ACH-000018,-0.314961007813
ACH-000019,-0.969910166625
ACH-000021,-0.278372780462
ACH-000022,-0.230496339113
ACH-000025,-0.37561000358400004
ACH-000028,-0.531572549288
ACH-000030,-0.341223168412
ACH-000035,-0.41634011876599997
ACH-000036,-0.482917889022
ACH-000037,-0.37217896067100004
ACH-000039,-0.182836870174
ACH-000040,-0.302659396428
ACH-000041,-0.225266690634
ACH-000042,-0.35949990105999996
ACH-000045,-0.208481373163
ACH-000047,-0.420483817919
ACH-000052,-0.326172459751
ACH-000053,-0.314792043019
ACH-000054,-0.439527816347
ACH-000055,-0.33769944486299996
ACH-000060,-0.344041025419
ACH-000067,-0.448894636495
ACH-000070,-0.0858428983234
ACH-000075,-0.448917561344
ACH-000078,-0.626735899415
ACH-000082,-0.374951687293
ACH-000085,-0.207788240108
ACH-000086,-0.47579779826499996
ACH-000087,-0.220740861928
ACH-000092,-0.326242244853
ACH-000095,-0.425572384447
ACH-000097,-0.39746922358000003
ACH-000098,-0.498017898722
ACH-000099,-0.44335954040799996
ACH-000108,-0.304746844331
ACH-000113,-0.246798241622
ACH-000115,-0.35081090746
ACH-000116,-0.279805037538
ACH-000118,-0.21762282361
ACH-000120,-0.583289914388
ACH-000123,-0.225615955035
ACH-000127,-0.247201020638
ACH-000128,-0.26807633514699997
ACH-000132,-0.39588642468400004
ACH-000133,-0.262355641701
ACH-000137,-0.26236183727400003
ACH-000138,-0.364692280651
ACH-000142,-0.23224424389400003
ACH-000143,-0.22545470336800003
ACH-000146,-0.284390406825
ACH-000148,-0.354419077051
ACH-000150,-0.37499426674099995
ACH-000152,-0.19889236700100002
ACH-000153,-0.0453989416731
ACH-000159,-0.39160366660400003
ACH-000160,-0.45948384893999994
ACH-000163,-0.531638474569
ACH-000167,-0.378540446411
ACH-000168,-0.340598429492
ACH-000169,-0.258912103133
ACH-000178,-0.174742111492
ACH-000182,-0.20175534074700002
ACH-000183,-0.340797446476
ACH-000188,-0.28569691471700004
ACH-000189,-0.280963955042
ACH-000190,-0.28164295446800003
ACH-000198,-0.252884663665
ACH-000204,-0.0490465994649
ACH-000206,-0.298898949843
ACH-000207,-0.288166069012
ACH-000211,-0.26580690296
ACH-000215,-0.300333523559
ACH-000221,-0.236184358517
ACH-000222,-0.18791588512899998
ACH-000223,-0.390905443759
ACH-000226,-0.274321359316
ACH-000227,-0.753420989464
ACH-000228,-0.382982262743
ACH-000231,-0.351356500668
ACH-000232,-0.303205801256
ACH-000233,-0.39931513571000005
ACH-000234,-0.39165745647
ACH-000235,-0.275716534841
ACH-000237,-0.20189825138099998
ACH-000238,-0.431302816462
ACH-000243,-0.428628480359
ACH-000244,-0.524845263302
ACH-000246,-0.341259700393
ACH-000248,-0.5426031661899999
ACH-000250,-0.251742928553
ACH-000251,-0.7504137057629999
ACH-000253,-0.167538828429
ACH-000255,-0.393526619367
ACH-000256,-0.508312803428
ACH-000257,-0.08810257415439998
ACH-000258,-0.17085326199
ACH-000259,-0.307018662051
ACH-000260,-0.244548652102
ACH-000261,-0.18079494280299999
ACH-000262,-0.263312664585
ACH-000263,-0.231190800814
ACH-000264,-0.36217579960100005
ACH-000265,-0.301576874573
ACH-000266,-0.32328535567
ACH-000272,-0.227130424796
ACH-000273,-0.401515583772
ACH-000274,-0.460192112307
ACH-000277,-0.431928497788
ACH-000278,-0.282508801642
ACH-000279,-0.344225754503
ACH-000280,-0.30311874222
ACH-000281,-0.120923376503
ACH-000288,-0.281535170701
ACH-000291,-0.310787239694
ACH-000293,-0.412543949197
ACH-000294,-0.28124551730700004
ACH-000295,-0.08047395272680001
ACH-000296,-0.247786993816
ACH-000302,-0.202536655641
ACH-000304,-0.257452900711
ACH-000307,-0.299306862255
ACH-000308,-0.22411993067400002
ACH-000310,-0.653560148164
ACH-000311,-0.206357898871
ACH-000312,-0.42895659244900003
ACH-000315,-0.007199516659680001
ACH-000316,-0.150495959521
ACH-000317,-0.165879947028
ACH-000318,-0.178807811362
ACH-000319,-0.403541569796
ACH-000320,-0.30371149999200003
ACH-000322,-0.370133827176
ACH-000323,-0.159699595517
ACH-000324,-0.353319632223
ACH-000329,-0.41659056938699995
ACH-000330,-0.101936642483
ACH-000331,-0.32091794919
ACH-000332,-0.281211679233
ACH-000334,-0.324395300088
ACH-000335,-0.37962042594499995
ACH-000336,-0.430660153411
ACH-000337,-0.751269294662
ACH-000339,-0.243827927222
ACH-000341,-0.131445485097
ACH-000348,-0.217776439023
ACH-000350,-0.301084089201
ACH-000352,-0.363613891497
ACH-000356,-0.390782909221
ACH-000361,-0.15940111059
ACH-000362,-0.17154830538199997
ACH-000363,-0.20126308880399998
ACH-000364,-0.167711655059
ACH-000365,-0.116453443902
ACH-000366,-0.21240549667300002
ACH-000368,-0.244471386864
ACH-000374,-0.205410719612
ACH-000375,-0.251458327234
ACH-000376,-0.287078804835
ACH-000381,-0.273518271031
ACH-000383,-0.28999843465
ACH-000387,-0.212494624914
ACH-000389,-0.264158257919
ACH-000390,-0.270884831634
ACH-000393,-0.195078023849
ACH-000395,-0.20588095215500002
ACH-000397,-0.266127741445
ACH-000401,-0.0180331017235
ACH-000402,-0.217820641723
ACH-000403,-0.38824448128300004
ACH-000404,-0.71286901134
ACH-000406,-0.130879550532
ACH-000407,-0.44437496331
ACH-000408,-0.04362186077790001
ACH-000410,-0.323532943109
ACH-000411,-0.29392170490499997
ACH-000414,-0.220786997985
ACH-000415,-0.256835853292
ACH-000416,-0.38281556675800005
ACH-000420,-0.39598363478200005
ACH-000421,-0.30944682105099997
ACH-000424,-0.29610123943300004
ACH-000425,-0.506086213414
ACH-000426,-0.189775123753
ACH-000427,-0.29458511140099997
ACH-000433,-0.731104617079
ACH-000436,-0.37722309205399995
