,GART (2618)
ACH-000004,-0.48999791542800003
ACH-000007,-0.702970488862
ACH-000009,-0.39068929282
ACH-000011,-0.20151812639299999
ACH-000012,-0.13758595427
ACH-000013,0.0830377607951
ACH-000014,-0.320006696009
ACH-000015,-0.312225323793
ACH-000017,-0.5445055887169999
ACH-000018,-0.195362162462
ACH-000019,-0.575081176812
ACH-000021,0.11100116630899999
ACH-000022,-0.148378358224
ACH-000025,-0.434008291862
ACH-000028,-0.417488511815
ACH-000030,-0.8800955263429999
ACH-000035,-0.33985349411
ACH-000036,0.04135873107330001
ACH-000037,-0.19139733756299998
ACH-000039,0.013252384768700002
ACH-000040,-0.150367141284
ACH-000041,-0.209063390126
ACH-000042,-0.391556290295
ACH-000045,-0.323347854338
ACH-000047,-0.436856783865
ACH-000052,0.08833851931770001
ACH-000053,-0.8407476827789999
ACH-000054,-0.211226129978
ACH-000055,0.0933011726495
ACH-000060,-0.14451181777
ACH-000067,-0.08373615602000001
ACH-000070,-0.489766519579
ACH-000075,-0.0929580805055
ACH-000078,-0.136329626392
ACH-000082,-0.234757691813
ACH-000085,0.317232416929
ACH-000086,0.0542065804411
ACH-000087,-0.0784484609417
ACH-000092,-0.216375426615
ACH-000095,0.119492020709
ACH-000097,-0.45573046298299996
ACH-000098,-0.07932683812239999
ACH-000099,-0.409795614177
ACH-000108,-0.917577532688
ACH-000113,0.194515111637
ACH-000115,-0.186308894019
ACH-000116,-0.038589377667400004
ACH-000118,0.272244385257
ACH-000120,0.282261249563
ACH-000123,-0.19432828347
ACH-000127,-0.552752370034
ACH-000128,-0.40491448506300004
ACH-000132,-0.151735539669
ACH-000133,-0.0490151749094
ACH-000137,-0.253228378109
ACH-000138,-0.49500861457199996
ACH-000142,-0.27222768575100004
ACH-000143,-0.19323665621199998
ACH-000146,-0.700639930838
ACH-000148,0.00983708963201
ACH-000150,-0.14536297943
ACH-000152,-0.0438711407564
ACH-000153,-0.10325303076400001
ACH-000159,-0.587936782264
ACH-000160,-0.04839226649259999
ACH-000163,-0.24708507055
ACH-000167,-0.268275866646
ACH-000168,-0.38404376903000004
ACH-000169,0.156462321962
ACH-000178,-0.374625563107
ACH-000182,-0.6795287177689999
ACH-000183,-0.7228834621879999
ACH-000188,-0.17224531759
ACH-000189,-0.311619564165
ACH-000190,0.008354150527229999
ACH-000198,-0.544773293437
ACH-000204,-0.402572876376
ACH-000206,-0.22617804714200002
ACH-000207,-0.42623382793799997
ACH-000211,0.0482010861684
ACH-000215,-0.0539972729225
ACH-000221,-0.0735901367952
ACH-000222,-0.647280585745
ACH-000223,-0.400077616613
ACH-000226,-0.8008959189720001
ACH-000227,-0.00264721952545
ACH-000228,-0.08290333998869999
ACH-000231,-0.111429703413
ACH-000232,0.164228053149
ACH-000233,-0.523799007352
ACH-000234,-0.586300522354
ACH-000235,-0.934928491676
ACH-000237,-0.0117414712316
ACH-000238,-0.36443614238399996
ACH-000243,-0.27410633719599997
ACH-000244,-0.19384849397300002
ACH-000246,0.0040350850051300005
ACH-000248,-0.440824686809
ACH-000250,-0.283534375718
ACH-000251,-0.353463134295
ACH-000253,-0.708755433969
ACH-000255,-0.0147556641386
ACH-000256,-0.18090688872400001
ACH-000257,-0.35367095030199996
ACH-000258,-1.3406942501999999
ACH-000259,-0.31466754473999997
ACH-000260,-0.0217409317393
ACH-000261,0.0753291078567
ACH-000262,-0.171153712023
ACH-000263,-0.444837964698
ACH-000264,-0.440113180049
ACH-000265,-0.11148336034499999
ACH-000266,-0.34785388198899997
ACH-000272,-0.673700007587
ACH-000273,-0.445429627437
ACH-000274,-0.141253617916
ACH-000277,-0.564989570911
ACH-000278,-0.19312410666700003
ACH-000279,-0.661578809114
ACH-000280,-0.266456332944
ACH-000281,-0.37764935015699996
ACH-000288,-0.05697363374080001
ACH-000291,0.187716917271
ACH-000293,-0.157143858627
ACH-000294,-0.873261673772
ACH-000295,-0.585097792346
ACH-000296,-0.482449798809
ACH-000302,-0.158182792761
ACH-000304,-0.349011366728
ACH-000307,-0.788984730994
ACH-000308,-0.240661956207
ACH-000310,0.0920349840257
ACH-000311,-0.43452671689800004
ACH-000312,-0.35737927126900004
ACH-000315,-0.249331921251
ACH-000316,-0.11844867479
ACH-000317,-0.365715598733
ACH-000318,-0.838018237542
ACH-000319,0.006077221105729999
ACH-000320,-0.14339969755
ACH-000322,-0.421336100054
ACH-000323,-0.10410832542500001
ACH-000324,-0.0722312429413
ACH-000329,-0.14872923345
ACH-000330,-0.5719825344039999
ACH-000331,0.17373731160300002
ACH-000332,-0.152116743151
ACH-000334,-0.756232012616
ACH-000335,-0.491025845511
ACH-000336,0.0380857166235
