,REV1 (51455)
ACH-000004,0.12450130217399999
ACH-000007,-0.0933598127358
ACH-000009,-0.161027050055
ACH-000011,-0.173805676559
ACH-000012,0.0179527888835
ACH-000013,0.128025378038
ACH-000014,-0.0830654447927
ACH-000015,-0.150670631354
ACH-000017,0.21428460327999999
ACH-000018,0.158970590515
ACH-000019,0.071146600036
ACH-000021,0.00612288459574
ACH-000022,-0.051424993749900005
ACH-000025,-0.0827459322958
ACH-000028,-0.14512401109200002
ACH-000030,-0.0416096422584
ACH-000035,-0.00741487459966
ACH-000036,0.0681475742822
ACH-000037,-0.0885449350086
ACH-000039,-0.242314067956
ACH-000040,-0.031412259692799996
ACH-000041,0.129087905334
ACH-000042,-0.0165178987289
ACH-000045,0.18223583190499998
ACH-000047,0.0300119464084
ACH-000052,-0.178735833554
ACH-000053,-0.011381437876899998
ACH-000054,0.0500170466141
ACH-000055,-0.0496785385543
ACH-000060,0.156267164212
ACH-000067,-0.0654545071849
ACH-000070,0.07972344455019999
ACH-000075,0.00127328821181
ACH-000078,0.059629146839300005
ACH-000082,-0.0612335792717
ACH-000085,0.287088247297
ACH-000086,-0.025046874953299998
ACH-000087,-0.149812443287
ACH-000092,0.0009789756717010001
ACH-000095,-0.139069355515
ACH-000097,-0.0123461343261
ACH-000098,-0.037533106634900004
ACH-000099,-0.123381842674
ACH-000108,-0.09037923468039999
ACH-000113,-0.0460254460862
ACH-000115,-0.19906382431699998
ACH-000116,0.15681164567
ACH-000118,0.0325353000261
ACH-000120,0.0905174181072
ACH-000123,-0.111278927388
ACH-000127,0.0188220913963
ACH-000128,0.0389178418805
ACH-000132,-0.06637132572809999
ACH-000133,0.0014461482404999999
ACH-000137,-0.12956915327500002
ACH-000138,-0.0325354672731
ACH-000142,0.0240156259163
ACH-000143,0.0990613163737
ACH-000146,0.007739730732550001
ACH-000148,-0.0110676138875
ACH-000150,0.261467936431
ACH-000152,-0.0346939319832
ACH-000153,-0.276597063901
ACH-000159,-0.0414160535443
ACH-000160,-0.0301304018688
ACH-000163,-0.0111166932961
ACH-000167,-0.0273477822171
ACH-000168,0.188177477401
ACH-000169,-0.106138377692
ACH-000178,0.0839440221167
ACH-000182,0.06534166896940001
ACH-000183,-0.0843845830445
ACH-000188,0.142115413489
ACH-000189,-0.034532609848
ACH-000190,0.135709489244
ACH-000198,0.046034085944099995
ACH-000204,0.0669344392382
ACH-000206,0.11292681166600001
ACH-000207,-0.172869328898
ACH-000211,-0.049617743928500005
ACH-000215,0.015645433093
ACH-000221,-0.07977207677260001
ACH-000222,-0.205848641989
ACH-000223,-0.0028488245740999995
ACH-000226,-0.125501861677
ACH-000227,0.0154983194842
ACH-000228,-0.125599202933
ACH-000231,0.0728719044103
ACH-000232,-0.181252129505
ACH-000233,0.0016581890283499999
ACH-000234,-0.194864841431
ACH-000235,0.0173173038937
ACH-000237,-0.132552467285
ACH-000238,0.0630103989969
ACH-000243,0.00581746993761
ACH-000244,0.0701293456241
ACH-000246,0.006579622122
ACH-000248,-0.07386216938569999
ACH-000250,0.0507923983871
ACH-000251,-0.055202025534499995
ACH-000253,0.226592589821
ACH-000255,-0.06384640745430001
ACH-000256,0.138907096132
ACH-000257,0.018876522130900002
ACH-000258,-0.0214020739321
ACH-000259,-0.169231819722
ACH-000260,-0.03666347279419999
ACH-000261,0.11389539092
ACH-000262,0.0986650628672
ACH-000263,-0.163429164042
ACH-000264,0.0631529606728
ACH-000265,-0.213066330937
ACH-000266,-0.0209661245037
ACH-000272,0.00452168284136
ACH-000273,0.16104399465
ACH-000274,0.0100287500954
ACH-000277,0.0418213296988
ACH-000278,0.04415300198580001
ACH-000279,0.156693637284
ACH-000280,0.155626938969
ACH-000281,-0.14598014675999998
ACH-000288,-0.124804817955
ACH-000291,-0.0293870971829
ACH-000293,0.11298374565199999
ACH-000294,0.26037305690699997
ACH-000295,0.16139258084799998
ACH-000296,-0.14669351201300002
ACH-000302,-0.0166853970935
ACH-000304,-0.0353959604434
ACH-000307,-0.0132143776257
ACH-000308,-0.0658955965833
ACH-000310,-0.256355242587
ACH-000311,-0.079589147328
ACH-000312,-0.10289786838500001
ACH-000315,0.203197774815
ACH-000316,0.022801031354400002
ACH-000317,0.106057803803
ACH-000318,-0.0554912692158
ACH-000319,0.150237092541
ACH-000320,-0.210708862252
ACH-000322,0.034500702143900004
ACH-000323,-0.141661535952
