,MOSPD3 (64598)
ACH-000004,0.06041531071830001
ACH-000007,-0.0747822459972
ACH-000009,0.207661646269
ACH-000011,0.185501559728
ACH-000012,0.028800550059099997
ACH-000013,0.2029826653
ACH-000014,-0.00826607462021
ACH-000015,0.175752550249
ACH-000017,0.137705971633
ACH-000018,0.15560500385099998
ACH-000019,0.0313827085635
ACH-000021,-0.17690599938
ACH-000022,0.10227001686699999
ACH-000025,0.146492072948
ACH-000028,0.205329233345
ACH-000030,0.180394427395
ACH-000035,0.11096749895
ACH-000036,0.21959039409699999
ACH-000037,0.135721882099
ACH-000039,0.047713508328200004
ACH-000040,0.094614408043
ACH-000041,0.11473658601
ACH-000042,0.128441485955
ACH-000045,0.08497432194910001
ACH-000047,0.265359570776
ACH-000052,0.10328626679500001
ACH-000053,0.217992897698
ACH-000054,0.14218295114499999
ACH-000055,-0.13527055990700002
ACH-000060,0.0248220248881
ACH-000067,0.125115073814
ACH-000070,0.22269371291200002
ACH-000075,0.0580426686441
ACH-000078,0.08154531697289999
ACH-000082,0.0456718923106
ACH-000085,0.0818879976382
ACH-000086,0.18269787916299998
ACH-000087,0.0404944726704
ACH-000092,0.108013114023
ACH-000095,0.09269217096650001
ACH-000097,0.166433558916
ACH-000098,0.120711542592
ACH-000099,0.106003304686
ACH-000108,0.180208796298
ACH-000113,0.15972576145700002
ACH-000115,0.33203430052
ACH-000116,0.165297415154
ACH-000118,0.182250577426
ACH-000120,0.0305417630766
ACH-000123,0.128038109752
ACH-000127,0.150071679492
ACH-000128,0.20293314376
ACH-000132,-0.0638593786077
ACH-000133,0.199978727246
ACH-000137,0.304778037405
ACH-000138,0.130930678681
ACH-000142,0.14436488939099998
ACH-000143,0.0429275016
ACH-000146,0.108363232291
ACH-000148,0.156822112432
ACH-000150,0.258056740105
ACH-000152,0.15913159715999997
ACH-000153,0.0477051571984
ACH-000159,0.05147106661669999
ACH-000160,0.172207088994
ACH-000163,0.106253850682
ACH-000167,-0.00014283582987200001
ACH-000168,0.10055843160700001
ACH-000169,0.248471610808
ACH-000178,0.138872075085
ACH-000182,0.203687278596
ACH-000183,0.183833974899
ACH-000188,0.149650906618
ACH-000189,0.202151290148
ACH-000190,0.09234778725739999
ACH-000198,0.18767458805
ACH-000204,0.532217281833
ACH-000206,0.258073862104
ACH-000207,0.36522622901999996
ACH-000211,0.10316164727600001
