,UCN (7349)
ACH-000004,-0.349810952116
ACH-000007,-0.00625892387949
ACH-000009,-0.368985325202
ACH-000011,-0.349886219818
ACH-000012,-0.41427137891500004
ACH-000013,-0.534243984065
ACH-000014,-0.22791086883499997
ACH-000015,-0.36890176487599996
ACH-000017,-0.391724176234
ACH-000018,-0.481962593964
ACH-000019,-0.60663321537
ACH-000021,-0.34617793193
ACH-000022,-0.133216448469
ACH-000025,-0.40906950352399996
ACH-000028,-0.39688250642800005
ACH-000030,-0.38636688243
ACH-000035,-0.205869437584
ACH-000036,-0.270435322482
ACH-000037,-0.32548141689800003
ACH-000039,-0.412011681219
ACH-000040,-0.7186405461740001
ACH-000041,-0.442725651489
ACH-000042,-0.27426834377
ACH-000045,-0.18147696641199998
ACH-000047,-0.473827532739
ACH-000052,-0.289529490233
ACH-000053,-0.386258323438
ACH-000054,-0.222989827489
ACH-000055,-0.491486462538
ACH-000060,-0.385298776959
ACH-000067,-0.332862282513
ACH-000070,-0.744998781705
ACH-000075,-0.330286517712
ACH-000078,-0.578998350723
ACH-000082,-0.480014959867
ACH-000085,-0.317216857909
ACH-000086,-0.33836683900200004
ACH-000087,-0.251408868568
ACH-000092,-0.540142381336
ACH-000095,-0.44702461156
ACH-000097,-0.32268296546999997
ACH-000098,-0.367468839471
ACH-000099,-0.31202694588700003
ACH-000108,-0.6156465007249999
ACH-000113,-0.355767926094
ACH-000115,-0.74494705531
ACH-000116,-0.35823348389
ACH-000118,-0.270259579468
ACH-000120,-0.42082712955799995
ACH-000123,-0.16858667480700001
ACH-000127,-0.188396914512
ACH-000128,-0.464303747426
ACH-000132,-0.512464295602
ACH-000133,-0.499880243017
ACH-000137,-0.661994628319
ACH-000138,-0.315316356021
ACH-000142,-0.30196714235100003
ACH-000143,-0.324783576138
ACH-000146,-0.309419455405
ACH-000148,-0.42389835175800006
ACH-000150,-0.408678159088
ACH-000152,-0.38506793210600004
ACH-000153,0.031301558182099995
ACH-000159,-0.487598421682
ACH-000160,-0.396416141008
ACH-000163,-0.318760574864
ACH-000167,-0.146731400906
ACH-000168,-0.173550845776
ACH-000169,-0.36851079261200004
ACH-000178,-0.313107926753
ACH-000182,-0.231705446904
ACH-000183,-0.43128021821400003
ACH-000188,-0.43472191787500003
ACH-000189,-0.501951331558
ACH-000190,-0.169602605802
ACH-000198,-0.31951554805300003
ACH-000204,-0.5853578486300001
ACH-000206,-0.518856962612
ACH-000207,-0.66171737258
ACH-000211,-0.313318597027
ACH-000215,-0.22890520086999996
ACH-000221,-0.5335953908519999
ACH-000222,-0.255607064167
ACH-000223,-0.328966140343
ACH-000226,-0.408878274393
ACH-000227,-0.312634222336
ACH-000228,-0.39029125580300006
ACH-000231,-0.465927762476
ACH-000232,-0.39917825121600004
ACH-000233,-0.301617687063
ACH-000234,-0.5063784926039999
ACH-000235,-0.281113990436
ACH-000237,-0.46025577162000003
ACH-000238,-0.264408496501
ACH-000243,-0.32114959093199996
ACH-000244,-0.492540147406
ACH-000246,-0.38019747296499995
ACH-000248,-0.580587721189
ACH-000250,-0.406996466633
ACH-000251,-0.303770842933
ACH-000253,-0.398039084181
ACH-000255,-0.326115263846
ACH-000256,-0.47469063338399997
ACH-000257,-0.20714511828999999
ACH-000258,0.041821262530499996
ACH-000259,-0.5824873599979999
ACH-000260,-0.452798802345
ACH-000261,-0.461813285231
ACH-000262,-0.141043408893
ACH-000263,-0.905910133513
ACH-000264,-0.290252014004
ACH-000265,-0.38155447929200004
ACH-000266,-0.376251047912
ACH-000272,-0.5421129090460001
ACH-000273,-0.518078137222
ACH-000274,-0.536546141206
ACH-000277,-0.395062178777
ACH-000278,-0.34691332331999997
ACH-000279,-0.317586808435
ACH-000280,-0.522320823486
ACH-000281,-0.21476774223
ACH-000288,-0.556619321514
ACH-000291,-0.435134331325
ACH-000293,-0.540931785842
ACH-000294,-0.0699493008626
ACH-000295,-0.349704429525
ACH-000296,-0.203868281919
ACH-000302,-0.19254056043099999
ACH-000304,-0.58672401491
ACH-000307,-0.38896955697700003
ACH-000308,-0.354953973313
ACH-000310,-0.237954475867
ACH-000311,-0.173787995763
ACH-000312,-0.531492948399
ACH-000315,-0.306484829106
ACH-000316,-0.172229840739
ACH-000317,-0.340274365328
ACH-000318,-0.67639020432
ACH-000319,-0.18730686596700002
ACH-000320,-0.23329156407600002
ACH-000322,-0.355308909143
ACH-000323,-0.306710894447
ACH-000324,-0.448737622825
ACH-000329,-0.429507029718
ACH-000330,-0.5387945360540001
ACH-000331,-0.509318265567
ACH-000332,-0.314115250586
ACH-000334,-0.207783014458
ACH-000335,-0.325586300227
ACH-000336,-0.351372769896
ACH-000337,-0.8282175361480001
ACH-000339,-0.18276687971099997
ACH-000341,-0.384733408367
ACH-000348,-0.276265736714
ACH-000350,-0.34603288441299995
ACH-000352,-0.34875724449699996
ACH-000356,-0.462641248751
ACH-000361,-0.45785035343
ACH-000362,-0.264044528525
ACH-000363,-0.09025705699230001
ACH-000364,-0.18705776359999998
ACH-000365,-0.342304865743
ACH-000366,-0.512450228221
ACH-000368,-0.637406226953
ACH-000374,-0.307517410975
ACH-000375,-0.5897050187749999
ACH-000376,-0.38373938399999996
ACH-000381,-0.356882390436
ACH-000383,-0.31442965748199997
ACH-000387,-0.355162941708
ACH-000389,-0.7197927093690001
ACH-000390,-0.213155745644
ACH-000393,-0.35513751771799995
ACH-000395,-0.39683579946
ACH-000397,-0.371000983073
ACH-000401,-0.436320793168
ACH-000402,-0.835480288789
ACH-000403,-0.364356223591
ACH-000404,-0.502297346422
ACH-000406,-0.242832236955
ACH-000407,-0.351781638554
ACH-000408,-0.0744751421606
ACH-000410,-0.48387103994499997
ACH-000411,-0.41990002339
ACH-000414,-0.48442419181100005
ACH-000415,-0.49061481793799994
ACH-000416,-0.24054343944499998
ACH-000420,-0.468936336237
ACH-000421,-0.224276149708
ACH-000424,-0.657893223195
ACH-000425,-0.266942687772
ACH-000426,-0.275102439084
ACH-000427,-0.199644337009
ACH-000433,-0.390431849849
ACH-000436,-0.45572190421899994
ACH-000444,-0.356750839946
ACH-000445,-0.433957191611
ACH-000448,-0.47933669327600004
ACH-000450,-0.37732466191299996
ACH-000452,-0.313464306955
ACH-000454,-0.563233282658
ACH-000458,-0.46224904071500006
ACH-000459,-0.12468970656400001
ACH-000460,-0.41546456936
ACH-000461,-0.41561648642800003
ACH-000463,-0.348244504675
ACH-000464,-0.66454601141
ACH-000466,-0.352580335267
ACH-000467,-0.34416638196599997
ACH-000468,-0.482929080682
ACH-000469,-0.179715406985
ACH-000470,-0.42988986208400004
ACH-000471,-0.371956918652
ACH-000472,-0.42712626814000004
ACH-000473,-0.41213824706600005
ACH-000475,-0.481248703415
ACH-000476,-0.468176991201
ACH-000477,-0.296788036527
ACH-000480,-0.250821457746
ACH-000481,-0.288851550466
ACH-000483,-0.29560223010000003
ACH-000484,-0.540377591494
ACH-000485,-0.176357445935
ACH-000486,-0.40894904608599997
ACH-000487,-0.357147753591
ACH-000488,-0.486791946779
ACH-000490,-0.23813764427700002
ACH-000491,-0.492697843965
ACH-000495,-0.448740379084
ACH-000496,-0.39709855116400006
ACH-000499,-0.00749874693041
ACH-000500,0.0481034273412
ACH-000502,-0.42750289032
ACH-000503,-0.06599579854780001
ACH-000505,-0.451192647637
ACH-000507,-0.266967470583
ACH-000510,-0.305726948479
ACH-000511,-0.389003849541
ACH-000512,-0.0780108686905
ACH-000516,-0.35788706881899995
ACH-000517,-0.508730188107
ACH-000518,-0.328665113407
ACH-000520,-0.31125394931999995
ACH-000521,-0.20138272980099997
ACH-000522,-0.420668253304
ACH-000524,-0.511560836913
ACH-000527,-0.30058524157
ACH-000528,-0.316407056898
ACH-000537,-0.349171216144
ACH-000541,-0.167542133014
ACH-000542,-0.311649723265
ACH-000544,-0.38288678272699994
ACH-000545,-0.49552678556999996
ACH-000547,-0.10453004027599999
ACH-000548,-0.424442988015
ACH-000549,-0.158740912459
ACH-000550,-0.35338506282399995
ACH-000552,-0.542061984459
ACH-000556,-0.27133293913
ACH-000557,-0.44672855390699995
ACH-000570,-0.431923019122
ACH-000571,-0.363921866694
ACH-000573,-0.322019192504
ACH-000576,-0.212611606593
ACH-000580,-0.250562203907
ACH-000584,-0.33495707333299996
ACH-000585,-0.516781304495
ACH-000588,-0.342203723424
ACH-000589,-0.271090460394
ACH-000591,-0.39137164274400005
ACH-000593,-0.268914146905
ACH-000600,-0.322122575498
ACH-000601,-0.270461850918
ACH-000604,-0.353433372957
ACH-000605,-0.35800040525300003
ACH-000606,-0.346745862877
ACH-000608,-0.5395753906399999
ACH-000614,-0.495991927936
ACH-000616,-0.33693912496899997
ACH-000618,-0.417574664607
ACH-000619,-0.410515969336
ACH-000620,-0.193596731892
ACH-000621,-0.288743957189
ACH-000622,-0.34211615911399995
ACH-000623,-0.36750551137500004
ACH-000624,-0.44593079623599996
ACH-000627,-0.246022913178
ACH-000630,-0.303114931084
ACH-000632,-0.348409915782
ACH-000633,-0.241750411161
ACH-000637,-0.360591814283
ACH-000638,-0.271839547793
ACH-000646,-0.5447045778440001
ACH-000647,-0.36611707811099997
ACH-000648,-0.254177439296
ACH-000649,-0.403357482165
ACH-000651,-0.362325152125
ACH-000652,-0.43502584741000005
ACH-000653,-0.413729251
ACH-000657,-0.397068511338
ACH-000658,-0.264896575927
ACH-000661,-0.452163756423
ACH-000662,-0.875745231742
ACH-000663,-0.0810343917755
ACH-000665,-0.547261272522
ACH-000671,-0.37526224531999997
ACH-000673,-0.487159660141
ACH-000676,-0.22319165446400002
ACH-000677,-0.47659795283600004
ACH-000681,-0.238539988494
ACH-000682,-0.426137067752
ACH-000683,-0.501810638627
ACH-000684,-0.28957706853799997
ACH-000688,-0.43815048645800003
ACH-000693,-0.483735855949
ACH-000694,-0.39542597946900004
ACH-000695,-0.791677007638
ACH-000696,-0.39949535748000004
ACH-000697,-0.49416947026
ACH-000699,-0.201862632875
ACH-000701,-0.304794132812
ACH-000706,-0.299110995715
ACH-000711,-0.396792197121
ACH-000713,-0.053731150223699994
ACH-000714,-0.487671952802
ACH-000718,-0.426579702987
ACH-000720,-0.46730089285099996
ACH-000721,-0.493471306716
ACH-000724,-0.6480311512960001
ACH-000725,-0.34166623443099997
ACH-000732,-0.6975453176209999
ACH-000734,-0.328472028973
ACH-000735,-0.433336450861
ACH-000736,-0.42882184333800005
ACH-000738,-0.25221758243500003
ACH-000746,-0.534002522693
ACH-000747,-0.21213681053199998
ACH-000748,-0.395135381061
ACH-000753,-0.38180994822400005
ACH-000756,-0.312309701271
ACH-000757,-0.544357530267
ACH-000758,-0.256838715131
ACH-000760,-0.41463421204000006
ACH-000763,-0.160636299842
ACH-000764,-0.199184039848
ACH-000765,-0.37406060023800003
ACH-000766,-0.18890285908799997
ACH-000767,-0.642488285899
ACH-000768,-0.31166365686
ACH-000769,-0.171675462474
ACH-000770,-0.40977489723899996
ACH-000771,-0.471984763341
ACH-000773,-0.49608962926000005
ACH-000776,-0.175003928098
ACH-000777,-0.22727981749499998
ACH-000778,-0.461624921087
ACH-000781,-0.21955173754500001
ACH-000782,-0.42714864932400004
ACH-000783,-0.494160763082
ACH-000784,-0.312521881662
ACH-000785,-0.555388427714
ACH-000787,-0.283731857746
ACH-000788,-0.379108053183
ACH-000791,-0.38705698077
ACH-000792,-0.103859950469
ACH-000794,-0.47497789010700003
ACH-000796,-0.384906147347
ACH-000799,-0.383639388153
ACH-000800,-0.788853960261
ACH-000802,-0.35632081986
ACH-000804,-0.347881054229
ACH-000805,-0.534646060939
ACH-000809,-0.443263995551
ACH-000810,-0.338669622975
ACH-000811,-0.37412420889799997
ACH-000817,-0.194612392632
ACH-000819,-0.309622774433
ACH-000820,-0.913205058029
ACH-000821,-0.19075567281599998
ACH-000822,-0.474104654141
ACH-000823,-0.46016419597499997
ACH-000824,-0.48534874992399996
ACH-000827,-0.518001586499
ACH-000829,-0.427002437182
ACH-000831,-0.316963104996
ACH-000832,-0.28023168236699997
ACH-000833,-0.439855971219
ACH-000834,-0.205314762715
ACH-000835,-0.21213518482299998
ACH-000836,-0.330976724391
ACH-000837,-0.598170172471
ACH-000838,-0.352603486738
ACH-000839,-0.5371378850890001
ACH-000840,-0.81247976763
ACH-000841,-0.365692619042
ACH-000843,-0.163441748971
ACH-000846,-0.328727169723
ACH-000847,-0.211598539809
ACH-000848,-0.342192884147
ACH-000849,-0.111594037269
ACH-000851,-0.122940283106
ACH-000855,-0.294172741639
ACH-000856,-0.112536366493
ACH-000858,-0.516813598445
ACH-000859,-0.334483259705
ACH-000861,-0.16164779899700002
ACH-000862,-0.308774918415
ACH-000865,-0.402078795528
ACH-000866,-0.541655333595
ACH-000867,-0.444816083573
ACH-000869,-0.41590974111100004
ACH-000872,-0.246180161004
ACH-000873,-0.23246747630800002
ACH-000876,-0.751355401649
ACH-000878,-0.041279253806400004
ACH-000880,-0.434043236222
ACH-000881,-0.212321899505
ACH-000882,-0.24531201126899999
ACH-000884,-0.329825547872
ACH-000885,-0.310692004465
ACH-000887,-0.5760616385849999
ACH-000888,-0.32539306239599997
ACH-000889,-0.287493689429
ACH-000890,-0.215233256875
ACH-000896,-0.359488895718
ACH-000898,-0.49954055609399994
ACH-000900,-0.32078912985
ACH-000901,-0.485210228231
ACH-000905,-0.43923389176700006
ACH-000906,-0.272648450498
ACH-000907,-0.121498129296
ACH-000910,-0.297692186823
ACH-000911,-0.563751723189
ACH-000912,-0.48615392509099997
ACH-000913,-0.35629814578599994
ACH-000915,-0.475364672669
ACH-000916,-1.12702214232
ACH-000917,-0.035847381570300006
ACH-000921,-0.363630397253
ACH-000924,-0.410455323678
ACH-000926,-0.477446842643
ACH-000928,-0.293551866468
ACH-000929,-0.21319702128600002
ACH-000932,-0.38718851372
ACH-000935,-0.35246258607299996
ACH-000936,-0.24500122083599998
ACH-000937,-0.5806991962960001
ACH-000938,-0.455359100266
ACH-000939,-0.22251067727600002
ACH-000941,-0.33204451383699995
ACH-000943,-0.259675558586
ACH-000946,-0.458136954213
ACH-000947,-0.22246128661999998
ACH-000948,-0.393440597825
ACH-000950,-0.23351336996999997
ACH-000953,-0.608168435969
ACH-000957,-0.09382211149219999
ACH-000958,-0.374325051339
ACH-000960,-0.6561812750370001
ACH-000963,-0.321590215047
ACH-000968,-0.293400496873
ACH-000969,-0.240981920071
ACH-000973,-0.394636824136
ACH-000974,-0.334369897901
ACH-000975,-0.352368065809
ACH-000976,-0.335615469176
ACH-000978,-0.465852678102
ACH-000980,-0.457468381616
ACH-000984,-0.30650758743
ACH-000986,-0.34783615651699995
ACH-000988,-0.442109761686
ACH-000993,-0.49008584824600004
ACH-000994,-0.291570828952
ACH-000996,-0.299823705078
ACH-001001,-0.27314558042599996
ACH-001020,-0.463625965511
ACH-001028,-0.42392660548600003
ACH-001031,-0.267092406984
ACH-001038,-0.503303065111
ACH-001048,-0.329169260828
ACH-001050,-0.459584172734
ACH-001053,-0.351654048998
ACH-001054,-0.49084556031800003
ACH-001061,-0.278514353574
ACH-001067,-0.460110293813
ACH-001075,-0.340628179758
ACH-001096,-0.38604825306999996
ACH-001128,-0.40512610953
ACH-001134,-0.274462246193
ACH-001151,-0.346778302926
ACH-001163,-0.41377687640699995
ACH-001164,0.18351622834000003
ACH-001173,-0.18694233049800002
ACH-001183,-0.278214160371
ACH-001184,-0.317554683062
ACH-001190,-0.155526394229
ACH-001192,-0.5756395379689999
ACH-001193,-0.375149937533
ACH-001196,-0.5505170818999999
ACH-001197,-0.313062297604
ACH-001205,-0.617762766501
ACH-001211,-0.590644535458
ACH-001212,-0.43292088940800005
ACH-001228,-0.585528082994
ACH-001232,-0.38364928828
ACH-001239,-0.433607717824
ACH-001274,-0.553026192895
ACH-001275,-0.552273010639
ACH-001277,-0.304998106365
ACH-001278,-0.09218743195599999
ACH-001280,-0.541919770126
ACH-001283,-0.568352390034
ACH-001289,-0.438349046416
ACH-001295,-0.453341383728
ACH-001300,-0.6275404578589999
ACH-001301,-0.424437142473
ACH-001302,-0.456996072243
ACH-001303,-0.35002963945200005
ACH-001306,-0.472287884661
ACH-001318,-0.416965600302
ACH-001322,-0.35927449305299997
ACH-001328,-0.34231387522600004
ACH-001332,-0.225890546807
ACH-001333,-0.360811462632
ACH-001336,-0.20725479120700002
ACH-001340,-0.573270378768
ACH-001346,-0.518308867624
ACH-001353,-0.510944988655
ACH-001354,-0.7422076156199999
ACH-001367,-0.352091882189
ACH-001368,-0.33916712547399996
ACH-001374,-0.146559176596
ACH-001375,-0.510776035013
ACH-001377,-0.32518009430399997
ACH-001380,-0.474053527535
ACH-001391,-0.555776692398
ACH-001407,-0.262268873871
ACH-001408,-0.480434034907
ACH-001413,-0.0919913875248
ACH-001430,-0.155111771832
ACH-001431,-0.642605186788
ACH-001450,-0.448622854128
ACH-001496,-0.318488625413
ACH-001500,-0.43329197029
ACH-001521,-0.281963764482
ACH-001523,-0.49279902415700005
ACH-001532,-0.348249019749
ACH-001536,-0.12047140210799999
ACH-001550,-0.390033443611
ACH-001552,-0.5667293042629999
ACH-001554,-0.47776809810599996
ACH-001645,-0.607357244547
ACH-001654,-0.5428799816650001
ACH-001715,-0.115715304781
ACH-001735,-0.547103697556
ACH-001736,-0.411196521518
ACH-001737,-0.029000272233599998
ACH-001740,-0.41410749677599995
ACH-001745,-0.589806904135
ACH-001750,-0.253671792322
ACH-001765,-0.384500614453
ACH-001956,-0.23834389655000002
ACH-001957,-0.488443574364
