,FEZF2 (55079)
ACH-000004,0.257885546598
ACH-000007,-0.160543964502
ACH-000009,-0.0135510114239
ACH-000011,-0.247231002582
ACH-000012,-0.137005916192
ACH-000013,-0.0114679576252
ACH-000014,-0.182687824431
ACH-000015,-0.017282071773400003
ACH-000017,-0.0506378471022
ACH-000018,-0.127555699154
ACH-000019,-0.194758254007
ACH-000021,-0.0726305726033
ACH-000022,-0.17888539818799998
ACH-000025,-0.281782275733
ACH-000028,-0.333801473023
ACH-000030,-0.12424968015799999
ACH-000035,-0.00940854443891
ACH-000036,-0.0106179836686
ACH-000037,0.009758471281950001
ACH-000039,0.133278831554
ACH-000040,-0.015304721110200002
ACH-000041,-0.0671276417602
ACH-000042,-0.21171143913100002
ACH-000045,0.092110796868
ACH-000047,-0.08930983110889999
ACH-000052,0.0233173993137
ACH-000053,-0.0550685929574
ACH-000054,-0.20895311702199998
ACH-000055,-0.1420240264
ACH-000060,-0.11023823632999999
ACH-000067,-0.143598061675
ACH-000070,-0.09345251761389999
ACH-000075,-0.178138861054
ACH-000078,-0.17153421495700003
ACH-000082,-0.15292832536599998
ACH-000085,-0.0576919364914
ACH-000086,-0.0455274831326
ACH-000087,-0.373838192945
ACH-000092,-0.0131316359078
ACH-000095,0.08737059983869999
ACH-000097,-0.11947699109000001
ACH-000098,-0.117164816264
ACH-000099,-0.060620588985900004
ACH-000108,-0.0816145999631
ACH-000113,-0.0978756637767
ACH-000115,-0.14348107976
ACH-000116,-0.0597320472987
ACH-000118,-0.209075280704
ACH-000120,0.023933304971599997
ACH-000123,-0.0513492158282
ACH-000127,-0.210805861184
ACH-000128,-0.3638722364
ACH-000132,-0.105908494747
ACH-000133,0.011718214284999999
ACH-000137,-0.0780342590179
ACH-000138,-0.186524129461
ACH-000142,0.11645132
ACH-000143,0.00289891749343
ACH-000146,-0.09063689353939999
ACH-000148,-0.0522923794055
ACH-000150,-0.468238874283
ACH-000152,-0.0920965802884
ACH-000153,-0.572382233111
ACH-000159,-0.194288345696
ACH-000160,-0.035421707556699995
ACH-000163,-0.113505468727
ACH-000167,-0.048694460046
ACH-000168,0.0501921509062
ACH-000169,0.0237787389737
ACH-000178,-0.025038899721699998
ACH-000182,-0.10520036549900001
ACH-000183,-0.0507853043104
ACH-000188,-0.137849827708
