,PRAC1 (84366)
ACH-000383,-0.484722646757
ACH-000387,-0.323912453867
ACH-000389,-0.335724960652
ACH-000390,-0.44173568505500005
ACH-000393,-0.29920107738400004
ACH-000395,-0.118977730671
ACH-000397,-0.392794393129
ACH-000401,-0.303164940378
ACH-000402,-0.312208033228
ACH-000403,-0.31814139058400004
ACH-000404,-0.420306203712
ACH-000406,-0.281367181847
ACH-000407,-0.395582805584
ACH-000408,-0.319573036776
ACH-000410,-0.0898353735813
ACH-000411,-0.208810795251
ACH-000414,-0.216278179406
ACH-000415,-0.504549726392
ACH-000416,-0.35077911492799996
ACH-000420,-0.323578568174
ACH-000421,-0.214799097464
ACH-000424,-0.664655503451
ACH-000425,-0.503880281946
ACH-000426,-0.524826372414
ACH-000427,-0.355344886929
ACH-000433,-0.268546621434
ACH-000436,-0.463517264291
ACH-000444,-0.12511574989399998
ACH-000445,-0.633458195326
ACH-000448,-0.41276337269
ACH-000450,-0.18704129430999997
ACH-000452,-0.267408394393
ACH-000454,-0.261775583083
ACH-000458,-0.29999187846299996
ACH-000459,0.122625910178
ACH-000460,-0.252753108464
ACH-000461,-0.285494232374
ACH-000463,-0.179321020227
ACH-000464,-0.4405879188600001
ACH-000466,-0.33856653900899997
ACH-000467,-0.38386766723800003
ACH-000468,-0.519165722862
ACH-000469,-0.244158575511
ACH-000470,-0.303743346876
ACH-000471,-0.24664216975900002
ACH-000472,-0.473734929907
ACH-000473,-0.238079520777
ACH-000475,-0.309570167475
ACH-000476,-0.329285937403
ACH-000477,-0.137849697484
ACH-000480,-0.21343114925
ACH-000481,-0.339990744848
ACH-000483,-0.38804375432899996
ACH-000484,-0.029209719034899998
ACH-000485,-0.381810445391
ACH-000486,-0.34785578682999996
ACH-000487,-0.272244576621
ACH-000488,-0.318751294969
ACH-000490,-0.29020081961800004
ACH-000491,-0.392535078021
ACH-000495,-0.17634336524799998
ACH-000496,-0.345913983464
ACH-000499,-0.396428248245
ACH-000500,0.124525414153
ACH-000502,-0.360346592706
ACH-000503,-0.25657193238299997
ACH-000505,-0.27508020077100004
ACH-000507,-0.311543069369
ACH-000510,-0.297823452856
ACH-000511,-0.197762922958
ACH-000512,-0.133194258023
ACH-000516,-0.18449327693599998
ACH-000517,-0.283308287109
ACH-000518,-0.239614568055
ACH-000520,-0.453662075277
ACH-000521,-0.385994365916
ACH-000522,-0.285661458615
ACH-000524,-0.341670777924
ACH-000527,-0.25883454559
ACH-000528,-0.26066997840399997
ACH-000537,-0.366351576617
ACH-000541,-0.0928505403158
ACH-000542,-0.325209290594
ACH-000544,-0.516372639727
ACH-000545,-0.327206780299
ACH-000547,-0.48327518628999994
ACH-000548,-0.280173715421
ACH-000549,-0.413215326406
ACH-000550,-0.284674852852
ACH-000552,-0.38637067628
ACH-000556,-0.418145242821
ACH-000557,-0.216347619204
ACH-000570,-0.445234980687
ACH-000571,-0.366310250198
ACH-000573,-0.146774479572
ACH-000576,-0.41291595757700006
ACH-000580,-0.112214244851
ACH-000584,-0.359001906987
ACH-000585,-0.21146873191799997
ACH-000588,-0.26748521361
ACH-000589,-0.27551806695000003
ACH-000591,-0.307683299501
ACH-000593,-0.328225963344
ACH-000600,-0.423454103573
ACH-000601,-0.289083517331
ACH-000604,-0.27719131618500004
ACH-000605,-0.313375467256
ACH-000606,-0.265250276237
ACH-000608,-0.35210402817100006
ACH-000614,-0.36377271478900003
ACH-000616,-0.189795404812
ACH-000618,-0.289234622158
ACH-000619,-0.372574727098
ACH-000620,-0.321407834729
ACH-000621,-0.17778884027
ACH-000622,-0.325457763038
ACH-000623,-0.447661221251
ACH-000624,-0.114035506445
ACH-000627,-0.59976391669
ACH-000630,-0.36726035343
ACH-000632,-0.332389650624
ACH-000633,-0.342222839082
ACH-000637,-0.386559753137
ACH-000638,-0.23025910093600002
ACH-000646,-0.329625645914
ACH-000647,-0.466463537726
ACH-000648,-0.366469941179
ACH-000649,-0.31811597588
ACH-000651,-0.294651836934
ACH-000652,-0.268346465879
ACH-000653,-0.394359475069
ACH-000657,-0.291581351313
ACH-000658,-0.333216665634
ACH-000661,-0.37808281674599997
ACH-000662,-0.49738413278000004
ACH-000663,-0.42247938125100004
ACH-000665,-0.22251424585700003
ACH-000671,-0.26720384241
ACH-000673,-0.266897159408
ACH-000676,-0.38727026312299995
ACH-000677,-0.21251822147
ACH-000681,-0.35605117686399995
ACH-000682,-0.27783200481
ACH-000683,-0.330319083209
ACH-000684,-0.345336952571
ACH-000688,-0.126837745748
ACH-000693,-0.33643385893700006
ACH-000694,-0.30551576670200004
ACH-000695,-0.19955268903999998
ACH-000696,-0.321242236071
ACH-000697,-0.400227034909
ACH-000699,-0.23433510496399998
ACH-000701,-0.36595628257600005
ACH-000706,-0.225931451535
ACH-000711,-0.211492349199
ACH-000713,-0.164367720439
ACH-000714,-0.387498417349
ACH-000718,-0.209691380092
ACH-000720,-0.445540953982
ACH-000721,-0.287782937929
ACH-000724,-0.128087024256
ACH-000725,-0.43440556648699996
ACH-000732,-0.6133146918569999
ACH-000734,-0.130254378876
ACH-000735,-0.32015671333900003
ACH-000736,-0.136574785592
ACH-000738,-0.245399840864
ACH-000746,-0.222861146745
ACH-000747,-0.37584784096999996
ACH-000748,-0.110033100858
ACH-000753,-0.265951133128
ACH-000756,-0.405372073209
ACH-000757,-0.372876058677
ACH-000758,-0.261791393042
ACH-000760,-0.216395413537
ACH-000763,-0.247917130632
ACH-000764,-0.349229400285
ACH-000765,-0.485274260224
ACH-000766,-0.471101931023
ACH-000767,-0.170191960092
ACH-000768,-0.237245790105
ACH-000769,-0.457030097972
ACH-000770,-0.240425297203
ACH-000771,-0.24790913471200002
ACH-000773,-0.294570900129
ACH-000776,-0.318747033533
ACH-000777,-0.40249003933
ACH-000778,-0.282955359363
ACH-000781,-0.279457849557
ACH-000782,-0.157247859427
ACH-000783,-0.31349070274199997
ACH-000784,-0.39519282316200005
ACH-000785,-0.22970379380699998
ACH-000787,-0.267192126107
ACH-000788,-0.303711148194
ACH-000791,-0.46139821597499997
ACH-000792,-0.259598405693
ACH-000794,-0.190817405918
ACH-000796,-0.359924234985
ACH-000799,0.026179796317099997
ACH-000800,-0.31520787799100003
ACH-000802,-0.358306060854
ACH-000804,-0.15373458229
ACH-000805,-0.351669057246
ACH-000809,-0.24431027359299998
ACH-000810,-0.212799360597
ACH-000811,-0.336247324367
ACH-000817,-0.40845185901299996
ACH-000819,-0.147170212047
ACH-000820,-0.250100060724
ACH-000821,-0.5139151328880001
ACH-000822,-0.553166561238
ACH-000823,-0.278616339567
ACH-000824,-0.37836938992700003
ACH-000827,-0.252340181648
ACH-000829,-0.20537852290300002
ACH-000831,-0.31594886314599996
ACH-000832,-0.331852157289
ACH-000833,-0.455267825518
ACH-000834,-0.189446070723
ACH-000835,-0.24823843140000001
ACH-000836,-0.23927571496199998
ACH-000837,-0.318454151283
ACH-000838,-0.502751544191
ACH-000839,-0.314989349546
ACH-000840,-0.656305072374
ACH-000841,-0.552513481334
ACH-000843,-0.35408728773500003
ACH-000846,-0.40307733872
ACH-000847,-0.513366967946
ACH-000848,-0.08455082012769999
ACH-000849,-0.363956870644
ACH-000851,-0.33253463501200003
ACH-000855,-0.334614018189
ACH-000856,-0.154321012884
ACH-000858,-0.393729188632
ACH-000859,-0.5341871651519999
ACH-000861,-0.245314039878
ACH-000862,-0.21157738858
ACH-000865,-0.376783728507
ACH-000866,-0.285066972249
ACH-000867,-0.201205901589
ACH-000869,-0.24673181696199997
ACH-000872,-0.24077907876200003
ACH-000873,-0.354453462245
ACH-000876,-0.303737545728
ACH-000878,-0.205482363074
ACH-000880,-0.072057737127
ACH-000881,-0.333668119508
ACH-000882,-0.273547900509
ACH-000884,-0.228020624549
ACH-000885,-0.241119281442
ACH-000887,-0.30584367453899997
ACH-000888,-0.278233285805
ACH-000889,-0.336544085255
ACH-000890,-0.375668680981
ACH-000896,-0.308215491162
ACH-000898,-0.353717359032
ACH-000900,-0.37025061866400005
ACH-000901,-0.39595214077
ACH-000905,-0.252668159987
ACH-000906,-0.28773991968199997
ACH-000907,-0.40590163178800004
ACH-000910,-0.218470876862
ACH-000911,-0.415864071844
ACH-000912,-0.5027227269300001
ACH-000913,-0.213116992913
ACH-000915,-0.53210386255
ACH-000916,-0.541647818821
ACH-000917,-0.398794890978
ACH-000921,-0.266773818279
ACH-000924,-0.35235490188100005
ACH-000926,-0.420152304641
ACH-000928,-0.264025830227
ACH-000929,-0.386023415543
ACH-000932,-0.227801542939
ACH-000935,-0.0895991215989
ACH-000936,-0.44236990045900004
ACH-000937,-0.20015861122
ACH-000938,-0.305220186157
ACH-000939,-0.22032510377599998
ACH-000941,-0.171215323537
ACH-000943,-0.300536506102
ACH-000946,-0.23261630296100003
ACH-000947,-0.211913769437
ACH-000948,-0.298731807847
ACH-000950,-0.422603409837
ACH-000953,-0.42045193941200004
ACH-000957,-0.489146298289
ACH-000958,-0.24094573794799998
ACH-000960,-0.221215051435
ACH-000963,-0.33663984638000005
ACH-000968,-0.23308664786
ACH-000969,-0.40651513176700005
ACH-000973,-0.34116539826399994
ACH-000974,-0.368460951592
ACH-000975,-0.18855445908100002
ACH-000976,-0.511636071585
ACH-000978,-0.283585354011
ACH-000980,-0.33049456689
ACH-000984,-0.18551223411200002
ACH-000986,-0.46629564607699997
ACH-000988,-0.25233224049499997
ACH-000993,-0.127456623424
ACH-000994,-0.300266328372
ACH-000996,-0.44651067568499997
ACH-001001,-0.36893054045400003
ACH-001020,-0.249421414674
ACH-001028,-0.219684176102
ACH-001031,-0.143662340307
ACH-001038,-0.323319560278
ACH-001048,-0.262818097515
ACH-001050,-0.284074996599
ACH-001053,-0.287149174376
ACH-001054,-0.312136930941
ACH-001061,-0.321754328981
ACH-001067,-0.393550234534
ACH-001075,-0.17162895712
ACH-001096,-0.207500363635
ACH-001128,-0.334600136194
ACH-001134,-0.37399569303499997
ACH-001151,-0.29948996679900003
ACH-001163,-0.537745030281
ACH-001164,-0.153082273135
ACH-001173,-0.312179590121
ACH-001183,-0.216947876705
ACH-001184,-0.126494730499
ACH-001190,-0.487370553373
ACH-001192,-0.350315293797
ACH-001193,-0.230684811998
ACH-001196,-0.163147823103
ACH-001197,-0.374984399727
ACH-001205,-0.299744070429
ACH-001211,-0.34691434610399996
ACH-001212,-0.102293690813
ACH-001228,-0.36733984214000004
ACH-001232,-0.155361186757
ACH-001239,-0.320675503805
ACH-001274,-0.24948014880999997
ACH-001275,-0.161814118043
ACH-001277,-0.287478354368
ACH-001278,-0.20984380004900002
ACH-001280,-0.36325153221600004
ACH-001283,-0.31672065597800003
ACH-001289,-0.204437847038
ACH-001295,-0.185498113307
ACH-001300,-0.236593134191
ACH-001301,-0.264386387293
ACH-001302,-0.302671963402
ACH-001303,-0.555746637984
ACH-001306,-0.32641818527800004
ACH-001318,-0.20164537792
ACH-001322,-0.352504164068
ACH-001328,-0.26774587306
ACH-001332,-0.576395585034
ACH-001333,-0.332328042603
ACH-001336,-0.26534535733000003
ACH-001340,-0.304270336526
ACH-001346,-0.08261884106489999
ACH-001353,-0.283288038237
ACH-001354,-0.159622693013
ACH-001367,0.0716537067671
ACH-001368,-0.291092273445
ACH-001374,-0.0912003001573
ACH-001375,-0.278896737066
ACH-001377,-0.305280098094
ACH-001380,-0.14997941199
ACH-001391,-0.09588316317880001
ACH-001407,-0.518995205135
ACH-001408,-0.258013063104
ACH-001413,-0.38165631391800003
ACH-001430,-0.24674866348000002
ACH-001431,-0.123681256061
ACH-001450,-0.534651821057
ACH-001496,-0.15815181713600002
ACH-001500,-0.685092552084
ACH-001521,-0.23561704999299998
ACH-001523,-0.41951971267099997
ACH-001532,-0.181192788827
ACH-001536,-0.410095655763
ACH-001550,-0.34912219354400004
ACH-001552,-0.445522480423
ACH-001554,-0.10106537250499999
ACH-001645,-0.378143596157
ACH-001654,-0.355105655089
ACH-001715,-0.254962920479
ACH-001735,-0.323880990269
ACH-001736,-0.268144254617
ACH-001737,-0.691617269557
ACH-001740,-0.226886128793
ACH-001745,-0.345209968166
ACH-001750,-0.242548640431
ACH-001765,-0.366231832827
ACH-001956,-0.192571886038
ACH-001957,-0.44674358673299996
