,PLEKHO1 (51177)
ACH-000004,-0.154581094728
ACH-000007,0.26849007741500003
ACH-000009,-0.136327395457
ACH-000011,0.012829299504
ACH-000012,0.022580864110599997
ACH-000013,0.00959357909796
ACH-000014,-0.00446021726226
ACH-000015,0.165705006696
ACH-000017,0.147561131754
ACH-000018,0.28552140408300003
ACH-000019,0.013365359825299999
ACH-000021,0.04143773508759999
ACH-000022,0.196647549502
ACH-000025,-0.029077792263199998
ACH-000028,0.195540348915
ACH-000030,0.114592684744
ACH-000035,0.115716084427
ACH-000036,0.037610001019
ACH-000037,0.25409350672200004
ACH-000039,-0.03508777002880001
ACH-000040,0.226383627004
ACH-000041,0.137444417852
ACH-000042,0.124720194947
ACH-000045,-0.026249233137199998
ACH-000047,0.0533866641804
ACH-000052,-0.11293148943800001
ACH-000053,-0.0854821523615
ACH-000054,0.0395992490454
ACH-000055,0.016163638558
ACH-000060,0.053538560703099994
ACH-000067,0.15328660723200002
ACH-000070,0.229929057599
ACH-000075,0.0959663691128
ACH-000078,0.05346249961
ACH-000082,0.0569178620283
ACH-000085,0.13272824674699998
ACH-000086,-0.0127281789313
ACH-000087,0.00419635078824
ACH-000092,-0.034130303424900005
ACH-000095,0.054954959341799996
ACH-000097,0.08359889168880001
ACH-000098,0.0529823009045
ACH-000099,0.130235383893
ACH-000108,0.0305746691101
ACH-000113,-0.0490637705471
ACH-000115,-0.00890519744239
ACH-000116,0.162723156882
ACH-000118,0.062774056661
ACH-000120,0.23445655644000002
ACH-000123,-0.140038311955
ACH-000127,-0.0267975072367
ACH-000128,0.0693209231535
ACH-000132,0.0340847891059
ACH-000133,0.15986340962099999
ACH-000137,0.041492574608199995
ACH-000138,0.038026615458400005
ACH-000142,-0.052195996088
ACH-000143,0.164009537389
ACH-000146,0.18391454255399997
ACH-000148,0.0115360817523
ACH-000150,0.060381747290199995
ACH-000152,0.050688491100900006
ACH-000153,0.0183313614237
ACH-000159,0.28527291159400003
ACH-000160,-0.10349231662200001
ACH-000163,0.140806538419
ACH-000167,0.24057693780099998
ACH-000168,0.13014328583100002
ACH-000169,0.055102111885699995
ACH-000178,0.11478649554000002
ACH-000182,-0.0027673552941
ACH-000183,-0.240922670185
ACH-000188,0.123285383516
ACH-000189,0.38479734864799997
ACH-000190,-0.113504091327
ACH-000198,0.109807352458
ACH-000204,0.006645854058120001
ACH-000206,-0.0890060480157
ACH-000207,0.053104815703
ACH-000211,0.223377305702
ACH-000215,0.129592275525
ACH-000221,0.0984130001953
ACH-000222,0.07148832777419999
ACH-000223,0.195242409567
ACH-000226,-0.028773545539299998
ACH-000227,-0.0207513546701
ACH-000228,-0.07066442600430001
ACH-000231,0.0417369200881
ACH-000232,0.0674043114088
ACH-000233,0.0879099661702
ACH-000234,0.17677711665600002
ACH-000235,0.120469986184
ACH-000237,0.24276612960900001
ACH-000238,0.021203119095
ACH-000243,0.03544158034369999
ACH-000244,0.24746172999899999
ACH-000246,0.16905996421100003
ACH-000248,0.173850493673
ACH-000250,0.0398500107702
ACH-000251,-0.0966720855417
ACH-000253,-0.0437797882475
ACH-000255,0.10467039262700001
ACH-000256,0.290143174013
ACH-000257,0.20381826050299998
ACH-000258,0.21637294140399999
ACH-000259,0.158459960591
ACH-000260,0.0551818767373
ACH-000261,0.211248896796
ACH-000262,0.145801538407
ACH-000263,0.250025187611
ACH-000264,0.00792111570124
ACH-000265,0.173743832628
ACH-000266,0.122478183091
ACH-000272,0.107346711422
ACH-000273,0.023132042916200003
ACH-000274,0.07322648375969999
ACH-000277,-0.035996666323
ACH-000278,0.195802437566
ACH-000279,0.195620872323
ACH-000280,-0.058876697746199996
ACH-000281,0.020310589141
ACH-000288,0.11211862646700001
ACH-000291,0.07600728351760001
ACH-000293,0.16275505769999998
ACH-000294,-0.15333393982000001
ACH-000295,-0.114605667556
ACH-000296,-0.0638475559132
ACH-000302,0.0685541700919
ACH-000304,0.09505281708110001
ACH-000307,0.0050511924854700005
ACH-000308,0.13693455314
ACH-000310,-0.11388770344799999
ACH-000311,0.15358696757
ACH-000312,0.234224242632
ACH-000315,0.098751059465
ACH-000316,0.0798079089366
ACH-000317,0.199691817346
ACH-000318,-0.024328708944900003
ACH-000319,0.110589829704
ACH-000320,0.125192267814
ACH-000322,-0.0673613177609
ACH-000323,-0.0161100458873
ACH-000324,0.07046535954369999
ACH-000329,0.112668933709
ACH-000330,0.0642075673108
ACH-000331,-0.0263272448961
ACH-000332,-0.0290628600465
ACH-000334,0.29487925752599997
ACH-000335,0.274571760567
ACH-000336,0.661585383023
ACH-000337,0.106125126456
ACH-000339,0.153295125001
ACH-000341,-0.0266871179018
