,SF3A1 (10291)
ACH-000315,-1.9966766508200002
ACH-000316,-1.5443081584399998
ACH-000317,-1.49737186084
ACH-000318,-1.6688015501299998
ACH-000319,-1.76298648773
ACH-000320,-1.8730642983099997
ACH-000322,-1.5919103996500001
ACH-000323,-1.6820253323899998
ACH-000324,-1.7527049326900002
ACH-000329,-1.97020570129
ACH-000330,-1.8805789791799998
ACH-000331,-1.6572856518999999
ACH-000332,-1.7356610249200002
ACH-000334,-3.17568870857
ACH-000335,-1.7796873976900003
ACH-000336,-2.28022737554
ACH-000337,-1.66928049995
ACH-000339,-1.74228683564
ACH-000341,-1.8242240726400003
ACH-000348,-1.7021043987200002
ACH-000350,-2.2359500962400003
ACH-000352,-1.9861374063400001
ACH-000356,-1.7844504214400003
ACH-000361,-1.7122830980700001
ACH-000362,-1.85332003214
ACH-000363,-2.1909953141
ACH-000364,-1.7676518260799998
ACH-000365,-2.05054970659
ACH-000366,-2.05224785156
ACH-000368,-1.44230389009
ACH-000374,-1.60421375632
ACH-000375,-2.07722157398
ACH-000376,-1.9817300770900002
ACH-000381,-2.1346078727
ACH-000383,-2.11367592792
ACH-000387,-1.9644708158099997
ACH-000389,-2.03159712566
ACH-000390,-2.0051987980000003
ACH-000393,-1.71013912898
ACH-000395,-1.7697901326499998
ACH-000397,-1.87124143354
ACH-000401,-1.4925229324399998
ACH-000402,-2.07705685647
ACH-000403,-2.3630252016799997
ACH-000404,-1.62258033354
ACH-000406,-1.98727303462
ACH-000407,-1.8434059813900003
ACH-000408,-1.7943012353999999
ACH-000410,-1.73785792901
ACH-000411,-1.4272265913799997
ACH-000414,-2.11648586968
ACH-000415,-1.68745313326
ACH-000416,-1.67373282357
ACH-000420,-2.00379389292
ACH-000421,-1.7068057270200003
ACH-000424,-1.7302233625999999
ACH-000425,-1.4664580828799998
ACH-000426,-2.52993591455
ACH-000427,-1.8807963675200001
ACH-000433,-1.8151838368900002
ACH-000436,-2.01072942231
ACH-000444,-1.9328236054099999
ACH-000445,-1.65832969294
ACH-000448,-1.892990537
ACH-000450,-1.83731364417
ACH-000452,-1.70845518586
ACH-000454,-1.65832895533
ACH-000458,-1.7332111835
ACH-000459,-2.7729902606700003
ACH-000460,-1.7778755901599996
ACH-000461,-1.6705031142200002
ACH-000463,-1.54519275392
ACH-000464,-1.6558791996200002
ACH-000466,-2.06830652814
ACH-000467,-1.8422971444299998
ACH-000468,-2.1266307217800002
ACH-000469,-1.8128759799599998
ACH-000470,-2.41211003963
ACH-000471,-1.9249424695299997
ACH-000472,-2.1675984401700004
ACH-000473,-1.72649892495
ACH-000475,-2.00960219638
ACH-000476,-1.8066284101599996
ACH-000477,-1.91718584409
ACH-000480,-1.89061875167
ACH-000481,-1.9464281364900002
ACH-000483,-2.2975536242
ACH-000484,-1.90287990009
ACH-000485,-1.9459830242700003
ACH-000486,-1.7550150076299997
ACH-000487,-1.9040496760799999
ACH-000488,-1.83439729808
ACH-000490,-1.6053752138600001
ACH-000491,-2.0347256820700004
ACH-000495,-1.93783372198
ACH-000496,-1.8746213501099998
ACH-000499,-1.60128664227
ACH-000500,-2.0744643960099998
ACH-000502,-1.8678429201400002
ACH-000503,-1.44653603148
ACH-000505,-1.82727115467
ACH-000507,-1.9356363719999998
ACH-000510,-2.07988949488
ACH-000511,-1.71560032905
ACH-000512,-1.78373247782
ACH-000516,-1.6319585825799998
ACH-000517,-1.8879938635799998
ACH-000518,-1.65936933683
ACH-000520,-1.8201567581
ACH-000521,-1.67604605163
ACH-000522,-1.7284586454
ACH-000524,-2.19866906093
ACH-000527,-1.9059658662
ACH-000528,-1.7613643579099998
ACH-000537,-2.08385460784
ACH-000541,-2.05647353678
ACH-000542,-1.8607040907900003
ACH-000544,-1.6739204024899998
ACH-000545,-1.4760445695700002
ACH-000547,-1.9274141065200001
ACH-000548,-1.55178681838
ACH-000549,-1.64833498246
ACH-000550,-1.5093581570899999
ACH-000552,-1.89642176967
ACH-000556,-1.67198162537
ACH-000557,-1.98218660207
ACH-000570,-1.75548864592
ACH-000571,-2.12332442555
ACH-000573,-1.8033567292700001
ACH-000576,-1.69702098408
ACH-000580,-1.7385696450900001
ACH-000584,-2.19500969579
ACH-000585,-1.6294722783200002
ACH-000588,-1.94870368838
ACH-000589,-1.7433605344999998
ACH-000591,-1.8361454647
ACH-000593,-1.7156564323299999
ACH-000600,-1.75506962865
ACH-000601,-1.9434324023299998
ACH-000604,-1.9698013720599996
ACH-000605,-2.04306887993
ACH-000606,-1.5012359276499998
ACH-000608,-2.30185942598
ACH-000614,-1.76405155385
ACH-000616,-1.57566095196
ACH-000618,-1.7165549169499998
ACH-000619,-1.9465513836000001
ACH-000620,-1.9419987098599998
ACH-000621,-1.9306542612
ACH-000622,-1.94710189257
ACH-000623,-2.08841458224
ACH-000624,-1.87866132313
ACH-000627,-1.52117546491
ACH-000630,-1.8248087642200002
ACH-000632,-1.8013581254099997
ACH-000633,-2.35862493159
ACH-000637,-1.86750838878
ACH-000638,-1.6213124670899999
ACH-000646,-2.31053525659
ACH-000647,-1.6874869618900001
ACH-000648,-1.8861106076299998
ACH-000649,-1.87995622972
ACH-000651,-1.8006621122
ACH-000652,-1.54516453748
ACH-000653,-1.95460983838
ACH-000657,-1.9017925497900001
ACH-000658,-2.18636176526
ACH-000661,-1.62275576906
ACH-000662,-1.91895641718
ACH-000663,-2.07608255477
ACH-000665,-1.75245277134
ACH-000671,-1.9052895007799997
ACH-000673,-1.74532199189
ACH-000676,-1.7978616291599998
ACH-000677,-1.98435785385
ACH-000681,-2.06452065915
ACH-000682,-1.78433377992
ACH-000683,-2.17883635618
ACH-000684,-1.2726615020799998
ACH-000688,-1.91931101176
ACH-000693,-1.85675909616
ACH-000694,-1.77097458182
ACH-000695,-1.8584484889
ACH-000696,-1.7948592873
ACH-000697,-1.706604215
ACH-000699,-1.6558132885899999
ACH-000701,-1.91910099782
ACH-000706,-1.86707669961
ACH-000711,-1.87966434535
ACH-000713,-1.36413866086
ACH-000714,-2.01414112886
ACH-000718,-1.8910614086400002
ACH-000720,-1.7608807516
ACH-000721,-1.8881850779499998
ACH-000724,-2.4584225103099997
ACH-000725,-2.8135178895700004
ACH-000732,-1.5628064861500002
ACH-000734,-2.03557968261
ACH-000735,-1.79354715818
ACH-000736,-1.58779086021
ACH-000738,-1.6277974255399998
ACH-000746,-2.20041245466
ACH-000747,-1.69340729135
ACH-000748,-1.53606151995
ACH-000753,-1.87696752645
ACH-000756,-1.85580705128
ACH-000757,-2.00388038504
ACH-000758,-1.69837728951
ACH-000760,-1.65352306972
ACH-000763,-2.03289512175
ACH-000764,-1.52333621618
ACH-000765,-1.56679954235
ACH-000766,-1.66607365508
ACH-000767,-1.93082647643
ACH-000768,-1.7891869876900002
ACH-000769,-1.9554678733000002
ACH-000770,-1.9720391558300001
ACH-000771,-1.8253523017700002
ACH-000773,-1.93637538426
ACH-000776,-1.8191886613400001
ACH-000777,-1.8336297433700002
ACH-000778,-2.1641043615599997
ACH-000781,-1.80605499444
ACH-000782,-1.7274825148800002
ACH-000783,-1.97823745005
ACH-000784,-1.7391112284999999
ACH-000785,-1.74099889538
ACH-000787,-1.82670779506
ACH-000788,-1.8194008194
ACH-000791,-1.7344130048400002
ACH-000792,-1.91573196695
ACH-000794,-1.83267176405
ACH-000796,-1.8969844545400003
ACH-000799,-1.6836418365299999
ACH-000800,-2.04513264626
ACH-000802,-2.14356852196
ACH-000804,-1.7739247148500001
ACH-000805,-1.7488201488900004
ACH-000809,-2.0782114151599997
ACH-000810,-1.99929013575
ACH-000811,-2.0375197804400003
ACH-000817,-1.5835764780500001
ACH-000819,-1.6396605766699999
ACH-000820,-1.7501529420299997
ACH-000821,-2.37874194389
ACH-000822,-1.90411042965
ACH-000823,-1.91900970995
ACH-000824,-2.00057435505
ACH-000827,-1.65389071356
ACH-000829,-2.0034064887
ACH-000831,-1.9237037811900002
ACH-000832,-1.6145969164200002
ACH-000833,-2.17524008086
ACH-000834,-1.69166941746
ACH-000835,-1.82950058833
ACH-000836,-2.03620105341
ACH-000837,-1.8361265634700001
ACH-000838,-2.12858615585
ACH-000839,-1.66217966725
ACH-000840,-1.91372343371
ACH-000841,-1.74830231467
ACH-000843,-1.7663329534999999
ACH-000846,-1.94017212064
ACH-000847,-1.4431914242500001
ACH-000848,-1.77948583787
ACH-000849,-1.8093852203799998
ACH-000851,-1.5911870647
ACH-000855,-1.47128110979
ACH-000856,-1.95235802455
ACH-000858,-1.66538819948
ACH-000859,-1.77784328336
ACH-000861,-1.92371192315
ACH-000862,-1.9582918104400002
ACH-000865,-1.7535650012900001
ACH-000866,-1.8814471185
ACH-000867,-1.9270218345200003
ACH-000869,-2.12274474752
ACH-000872,-1.62615863012
ACH-000873,-2.01890199984
ACH-000876,-2.1386188187
ACH-000878,-1.5885042396899998
ACH-000880,-2.23432556545
ACH-000881,-1.5898716922799998
ACH-000882,-1.67219894526
ACH-000884,-1.7451345661500002
ACH-000885,-1.6841934230000002
ACH-000887,-1.8461364175900001
ACH-000888,-1.9326964199599999
ACH-000889,-2.18984837492
ACH-000890,-1.6846907455899998
ACH-000896,-1.89892485604
ACH-000898,-2.26168607542
ACH-000900,-1.7853591393000001
ACH-000901,-1.88029749842
ACH-000905,-1.60445276725
ACH-000906,-1.9310039075599998
ACH-000907,-1.6378352247299999
ACH-000910,-1.8144554928999999
ACH-000911,-1.8858200643599998
ACH-000912,-1.7924531211
ACH-000913,-1.7634110492
ACH-000915,-1.7529571937400001
ACH-000916,-2.0230133868799998
ACH-000917,-1.7677857652700002
ACH-000921,-1.77935060224
ACH-000924,-1.83350780505
ACH-000926,-2.2882771145099996
ACH-000928,-2.05920376438
ACH-000929,-1.7510851751199998
ACH-000932,-1.88977658538
ACH-000935,-1.7985144471599999
ACH-000936,-2.02257444473
ACH-000937,-2.09062347336
ACH-000938,-1.89620560095
ACH-000939,-1.98350029626
ACH-000941,-2.20516106159
ACH-000943,-1.7712348384999999
ACH-000946,-1.78218321551
ACH-000947,-1.9918570448800001
ACH-000948,-1.7006048626299999
ACH-000950,-1.68088784254
ACH-000953,-2.0623389365400002
ACH-000957,-1.71250401109
ACH-000958,-1.48619399576
ACH-000960,-2.0191254975999997
ACH-000963,-2.2047921210799997
ACH-000968,-1.65899215296
ACH-000969,-1.6359032681999999
ACH-000973,-1.72663770501
ACH-000974,-1.79309398297
ACH-000975,-1.7471885972099999
ACH-000976,-1.75869171495
ACH-000978,-1.6446084579499998
ACH-000980,-1.61051346896
ACH-000984,-1.56928623706
ACH-000986,-1.82406373697
ACH-000988,-1.9280065987200001
ACH-000993,-1.84996950285
ACH-000994,-2.17231693909
ACH-000996,-1.8419624042299998
ACH-001001,-1.98633923403
ACH-001020,-1.9855332211
ACH-001028,-1.88521955271
ACH-001031,-2.1492622401299997
ACH-001038,-1.8489360103099999
ACH-001048,-1.8311295302900001
ACH-001050,-1.70454730381
ACH-001053,-1.6070959627599999
ACH-001054,-1.7805674485900003
ACH-001061,-1.7452262873900002
ACH-001067,-1.93817885401
ACH-001075,-2.22851926713
ACH-001096,-1.73862153789
ACH-001128,-2.2618530031999997
ACH-001134,-1.92176791521
ACH-001151,-1.43208905555
ACH-001163,-2.03784142802
ACH-001164,-1.9467293893400002
ACH-001173,-2.0407006082700003
ACH-001183,-1.77103052052
ACH-001184,-1.89482421449
ACH-001190,-1.73485591905
ACH-001192,-1.6204888912200002
ACH-001193,-1.7382915341099998
ACH-001196,-1.8028857132700002
ACH-001197,-1.8533967932
ACH-001205,-1.6345395622799999
ACH-001211,-1.9880258080400002
ACH-001212,-1.38932067863
ACH-001228,-1.8049203270200003
ACH-001232,-1.55144123961
ACH-001239,-1.8249819863499999
ACH-001274,-2.17888284352
ACH-001275,-1.78455962622
ACH-001277,-1.64399189743
ACH-001278,-1.93889356467
ACH-001280,-1.91158373569
ACH-001283,-1.83331871217
ACH-001289,-1.93886379212
ACH-001295,-1.9406103013
ACH-001300,-1.92282928604
ACH-001301,-1.7968888815700002
ACH-001302,-1.88929942153
ACH-001303,-1.7584179064400003
ACH-001306,-1.64974476834
ACH-001318,-1.9923626212099999
ACH-001322,-1.72610228547
ACH-001328,-1.75046514618
ACH-001332,-1.40050396188
ACH-001333,-1.98832172235
ACH-001336,-1.80688111792
ACH-001340,-1.96089492884
ACH-001346,-1.9505811667099997
ACH-001353,-1.8590195795900002
ACH-001354,-1.6499728681999999
ACH-001367,-1.63423751299
ACH-001368,-1.92528566417
ACH-001374,-1.9103846934400002
ACH-001375,-1.9130127290599999
ACH-001377,-1.95638319458
ACH-001380,-2.12346834708
ACH-001391,-1.6614189369699999
ACH-001407,-2.0831743882400002
ACH-001408,-1.66498200894
ACH-001413,-1.66510169229
ACH-001430,-2.0851226175599997
ACH-001431,-1.87959326993
ACH-001450,-1.9883301897999999
ACH-001496,-2.1619004820299996
ACH-001500,-1.70357502334
ACH-001521,-1.65980949071
ACH-001523,-1.73962581662
ACH-001532,-1.82770636408
ACH-001536,-1.7106581220800001
ACH-001550,-1.98932651629
ACH-001552,-1.7520594682799997
ACH-001554,-1.9482911886200003
ACH-001645,-1.7569475673700001
ACH-001654,-1.9574026476599997
ACH-001715,-1.5809469090600001
ACH-001735,-1.94893197072
ACH-001736,-1.9209598727400001
ACH-001737,-1.54655680183
ACH-001740,-1.9469265283200001
ACH-001745,-1.8758782235
ACH-001750,-1.79662093253
ACH-001765,-1.9015314717400003
ACH-001956,-2.10170060207
ACH-001957,-1.85481686324
