,PLAC9 (219348)
ACH-000004,-0.377053589138
ACH-000007,-0.374704610312
ACH-000009,-0.114987701471
ACH-000011,-0.0756619044359
ACH-000012,-0.242403163656
ACH-000013,0.0218465407131
ACH-000014,-0.145815235248
ACH-000015,-0.07780893935010001
ACH-000017,-0.254389218134
ACH-000018,0.11672901618499999
ACH-000019,-0.07792136212230001
ACH-000021,-0.13125405688
ACH-000022,-0.048326099050500004
ACH-000025,-0.21579147596
ACH-000028,-0.21611504415
ACH-000030,-0.37019324559100003
ACH-000035,-0.24346046937899998
ACH-000036,-0.121162079463
ACH-000037,-0.156388989256
ACH-000039,-0.0174988627935
ACH-000040,-0.05415155168380001
ACH-000041,-0.0209972730728
ACH-000042,-0.20550469568399998
ACH-000045,-0.203711637248
ACH-000047,-0.260454355982
ACH-000052,-0.436143769598
ACH-000053,-0.08058840774069999
ACH-000054,-0.373941170008
ACH-000055,-0.24020036353
ACH-000060,-0.23815677359
ACH-000067,-0.239280850741
ACH-000070,-0.329964751605
ACH-000075,-0.237630245496
ACH-000078,0.11034202888599999
ACH-000082,-0.190951570464
ACH-000085,-0.10951978359200001
ACH-000086,-0.301906282993
ACH-000087,-0.245013102753
ACH-000092,-0.0608040372045
ACH-000095,-0.09202062381110002
ACH-000097,-0.0994682968052
ACH-000098,-0.271310817691
ACH-000099,-0.12811152173499998
ACH-000108,-0.272149968828
ACH-000113,-0.19091674856600002
ACH-000115,-0.136997531869
ACH-000116,-0.178503321431
ACH-000118,-0.12431346026699999
ACH-000120,-0.252965828429
ACH-000123,-0.211595442
ACH-000127,-0.203401834274
ACH-000128,-0.0774367684712
ACH-000132,-0.347546799001
ACH-000133,-0.193681896728
ACH-000137,-0.330669799446
ACH-000138,-0.21114882777199998
ACH-000142,0.04854771667880001
ACH-000143,0.034533463749500004
ACH-000146,-0.184360856308
ACH-000148,-0.341368373566
ACH-000150,0.0815306451462
ACH-000152,-0.174736765257
ACH-000153,-0.0338928538074
ACH-000159,-0.256413280656
ACH-000160,-0.297849945512
ACH-000163,0.014422153361500002
ACH-000167,-0.271299924942
ACH-000168,0.021633692650900004
ACH-000169,-0.136456478796
ACH-000178,-0.167209725208
ACH-000182,-0.16196600432
ACH-000183,-0.288916621307
ACH-000188,-0.12623281601
ACH-000189,-0.572042780261
ACH-000190,-0.16800916070500002
ACH-000198,-0.119668517936
ACH-000204,-0.206038208486
ACH-000206,-0.154701820313
ACH-000207,-0.0267971605118
ACH-000211,-0.146704736078
ACH-000215,-0.24142009244399998
ACH-000221,-0.0471425355206
ACH-000222,-0.17545074789999998
ACH-000223,-0.285657173827
ACH-000226,-0.122577240711
ACH-000227,-0.208465408116
ACH-000228,-0.283374912733
ACH-000231,-0.24362317276099998
ACH-000232,-0.10513577380799999
ACH-000233,-0.184377738626
ACH-000234,-0.0807206207883
ACH-000235,-0.112531555785
ACH-000237,-0.235816160378
ACH-000238,-0.366065689142
ACH-000243,-0.191832892211
ACH-000244,-0.0430856777826
ACH-000246,-0.0451641895914
ACH-000248,-0.27421959380800004
ACH-000250,-0.21184758745499999
ACH-000251,-0.347602743481
ACH-000253,-0.169242433974
ACH-000255,-0.309026891385
ACH-000256,-0.12103573386
ACH-000257,-0.432513044191
ACH-000258,-0.328054312984
ACH-000259,-0.140654244949
ACH-000260,-0.16416134095499998
ACH-000261,-0.14731556762599998
ACH-000262,-0.111689737611
ACH-000263,-0.435134235991
ACH-000264,-0.24783719198399998
ACH-000265,-0.339805071445
ACH-000266,-0.18612129046599998
ACH-000272,-0.0500562390455
ACH-000273,-0.13307259742900002
ACH-000274,-0.10809628555800001
ACH-000277,0.0180573618196
ACH-000278,-0.120857969862
ACH-000279,-0.140474613216
ACH-000280,-0.186333987007
ACH-000281,0.0321352200159
ACH-000288,-0.157540225278
ACH-000291,-0.17580825186500001
ACH-000293,-0.38224389752300003
ACH-000294,-0.137743386008
ACH-000295,-0.128203932439
ACH-000296,-0.102760391594
ACH-000302,-0.14926582570900002
ACH-000304,-0.12380608593900001
ACH-000307,-0.25954742076
ACH-000308,-0.28825484987399996
ACH-000310,-0.043084357832899996
ACH-000311,-0.25177420269699996
ACH-000312,-0.380525229474
ACH-000315,-0.21983005307599998
