,PCDH7 (5099)
ACH-000004,0.334155841626
ACH-000007,-0.22300666018399998
ACH-000009,-0.13648707080800002
ACH-000011,-0.029558591558
ACH-000012,-0.0129651547506
ACH-000013,-0.04148444177169999
ACH-000014,-0.208157887766
ACH-000015,0.057039399085400004
ACH-000017,-0.049877784742999996
ACH-000018,-0.219377374168
ACH-000019,-0.29344070774000003
ACH-000021,0.05254293673169999
ACH-000022,0.00644425311941
ACH-000025,-0.0934289938105
ACH-000028,0.023385829278199998
ACH-000030,-0.0161752141616
ACH-000035,0.024594639411299996
ACH-000036,-0.248785002443
ACH-000037,-0.13732840840399999
ACH-000039,0.11989713547
ACH-000040,-0.162073742937
ACH-000041,-0.051162988738199994
ACH-000042,-0.09041527660229999
ACH-000045,-0.126091229674
ACH-000047,0.0412554041422
ACH-000052,-0.07556356062269999
ACH-000053,-0.0895347521887
ACH-000054,-0.00953483430973
ACH-000055,0.06371369175969999
ACH-000060,0.0755362630334
ACH-000067,0.0934924494481
ACH-000070,-0.23034600531399999
ACH-000075,-0.169350770209
ACH-000078,-0.126121947446
ACH-000082,-0.0821644040085
ACH-000085,-0.0221390610348
ACH-000086,-0.10132345197499999
ACH-000087,-0.348357081636
ACH-000092,0.061160083723999996
ACH-000095,-0.129428770661
ACH-000097,-0.061720333003699994
ACH-000098,0.11821862027
ACH-000099,-0.09291364652839999
ACH-000108,-0.0679256799712
ACH-000113,-0.08855021725369999
ACH-000115,-0.136327114399
ACH-000116,0.0038182220760199998
ACH-000118,-0.0709563091992
ACH-000120,-0.0595308568107
ACH-000123,-0.09354827013049999
ACH-000127,-0.061180994535400005
ACH-000128,-0.24876293773699998
ACH-000132,-0.198239944637
ACH-000133,-0.218202081483
ACH-000137,-0.0023454201348699997
ACH-000138,-0.11269380430400001
ACH-000142,0.269512088717
ACH-000143,-0.201796098831
ACH-000146,-0.09031100315639999
ACH-000148,-0.21943302472800003
ACH-000150,0.008354995022239999
ACH-000152,-0.0801732972551
ACH-000153,-0.24949958874400002
ACH-000159,-0.116046167584
ACH-000160,0.00047073611986700003
ACH-000163,0.209525499675
ACH-000167,0.0905068173071
ACH-000168,-0.0988823445197
ACH-000169,-0.165082363545
ACH-000178,0.12661501598
ACH-000182,0.0663707566484
ACH-000183,-0.004958005934529999
ACH-000188,-0.0988450560683
ACH-000189,0.36646608966300004
ACH-000190,-0.148561647776
ACH-000198,-0.0700778015443
ACH-000204,-0.17436865338500002
ACH-000206,0.123624514428
ACH-000207,-0.09879188316880001
ACH-000211,-0.0850243598373
ACH-000215,-0.197603208397
ACH-000221,-0.0683165486575
ACH-000222,-0.186287903756
ACH-000223,-0.114516063073
ACH-000226,-0.0601555192182
ACH-000227,0.183266821104
ACH-000228,-0.0722812366318
ACH-000231,-0.218631501911
ACH-000232,-0.10376060819800001
ACH-000233,-0.0437226450476
ACH-000234,-0.0793545334468
ACH-000235,-0.106247154818
ACH-000237,-0.169329986693
ACH-000238,-0.245647748656
ACH-000243,-0.11622857129599999
ACH-000244,-0.0241250993267
ACH-000246,0.12123636642999999
ACH-000248,-0.137518788065
ACH-000250,-0.0820428151853
ACH-000251,-0.232609732417
ACH-000253,0.012568895179600002
ACH-000255,0.127788094015
ACH-000256,-0.09788748824280001
ACH-000257,-0.136672476307
ACH-000258,-0.0464208853034
ACH-000259,-0.050873962173499994
ACH-000260,-0.135684294311
ACH-000261,0.0402159413053
ACH-000262,-0.0476640189205
ACH-000263,-0.37030434774800003
ACH-000264,-0.20354067366300002
ACH-000265,-0.08095828282510001
ACH-000266,-0.118020969714
ACH-000272,-0.133025761499
ACH-000273,0.013382419594
ACH-000274,-0.34177646745800006
ACH-000277,-0.026291636058099997
ACH-000278,-0.0012906563714600002
ACH-000279,-0.107006571013
ACH-000280,-0.0502003054711
ACH-000281,-0.053348569547800005
ACH-000288,-0.0671663655424
ACH-000291,-0.0633611549649
ACH-000293,-0.170084036349
ACH-000294,0.0056432206079
ACH-000295,-0.155858941182
ACH-000296,0.01824206606
ACH-000302,-0.0767142712656
ACH-000304,-0.355018138273
ACH-000307,0.0320533011441
ACH-000308,-0.132521818901
ACH-000310,-0.0530319846184
ACH-000311,-0.20490605403200002
ACH-000312,-0.00342115635909
ACH-000315,-0.53242479842
ACH-000316,0.11484536309900001
ACH-000317,-0.23413249906599998
ACH-000318,-0.0132647230947
ACH-000319,0.00062064801975
ACH-000320,-0.0585507071227
ACH-000322,0.235749524905
ACH-000323,0.021022883339900003
ACH-000324,-0.021084545184999998
ACH-000329,-0.00799036089555
ACH-000330,-0.20084093416700002
ACH-000331,0.0376582202015
ACH-000332,-0.041729447071699996
ACH-000334,-0.0668095945481
ACH-000335,-0.284354793517
ACH-000336,-0.188193550614
ACH-000337,-0.18749108112500001
ACH-000339,-0.112516721834
ACH-000341,-0.254766186429
ACH-000348,-0.17748283471
ACH-000350,-0.05361476401
ACH-000352,0.014013723186700001
ACH-000356,-0.06900542856639999
ACH-000361,0.167366583499
ACH-000362,-0.18771496531100001
ACH-000363,-0.126837181095
ACH-000364,-0.150488155953
ACH-000365,-0.0604613448456
ACH-000366,-0.09599149824660001
ACH-000368,0.206983292965
ACH-000374,0.0626141324538
ACH-000375,-0.15972688697100001
ACH-000376,-0.0565810484034
ACH-000381,-0.17480155859000002
ACH-000383,-0.11651648594799999
ACH-000387,0.046508409356500004
ACH-000389,-0.152926433416
ACH-000390,-0.167174779533
ACH-000393,-0.0325994415943
