,OLFML3 (56944)
ACH-000004,-0.28091594072500004
ACH-000007,-0.487572527956
ACH-000009,-0.612872578485
ACH-000011,-0.609464861605
ACH-000012,-0.69509735759
ACH-000013,-0.6751837254449999
ACH-000014,-0.637417652766
ACH-000015,-0.752057932621
ACH-000017,-0.6475911039310001
ACH-000018,-0.534675460242
ACH-000019,-1.13398512813
ACH-000021,-0.61480490976
ACH-000022,-0.49656979194
ACH-000025,-0.868793123934
ACH-000028,-0.893226628147
ACH-000030,-0.713762300894
ACH-000035,-0.734423191521
ACH-000036,-0.627284424909
ACH-000037,-0.610978901234
ACH-000039,-0.586966239987
ACH-000040,-0.524250680704
ACH-000041,-0.738692334375
ACH-000042,-0.64265743922
ACH-000045,-0.46519087866400005
ACH-000047,-0.609827831373
ACH-000052,-0.8243629385500001
ACH-000053,-0.47939964780100003
ACH-000054,-0.707184890737
ACH-000055,-0.8616143287029999
ACH-000060,-0.915607214839
ACH-000067,-0.530211462272
ACH-000070,-0.43982833325099996
ACH-000075,-0.6779531255500001
ACH-000078,-0.600608083146
ACH-000082,-0.542627760994
ACH-000085,-0.493521885307
ACH-000086,-0.609041357729
ACH-000087,-0.460271169243
ACH-000092,-0.804657296891
ACH-000095,-0.7285873775380001
ACH-000097,-0.666006683471
ACH-000098,-0.673509763985
ACH-000099,-0.601078939113
ACH-000108,-0.565848169478
ACH-000113,-0.661278687098
ACH-000115,-0.521911700165
ACH-000116,-0.559865770107
ACH-000118,-0.7378664600660001
ACH-000120,-0.46938593561399994
ACH-000123,-0.635073646416
ACH-000127,-0.66659190282
ACH-000128,-0.6496073812340001
ACH-000132,-0.866550606678
ACH-000133,-0.427548659064
ACH-000137,-0.710721032498
ACH-000138,-0.466287046591
ACH-000142,-0.64584040599
ACH-000143,-0.41461736263000004
ACH-000146,-0.561283428652
ACH-000148,-0.515071344809
ACH-000150,-0.446322663442
ACH-000152,-0.6648480585909999
ACH-000153,-0.777886330037
ACH-000159,-0.605711481731
ACH-000160,-0.271625269265
ACH-000163,-0.409472985317
ACH-000167,-0.535407912382
ACH-000168,-0.236649403248
ACH-000169,-0.46962828547799995
ACH-000178,-0.495851492356
ACH-000182,-0.528297296311
ACH-000183,-0.658973644398
ACH-000188,-0.603116476343
ACH-000189,-0.5201548182810001
ACH-000190,-0.753376540561
ACH-000198,-0.60696877453
ACH-000204,-0.61980690511
ACH-000206,-0.890889939217
ACH-000207,-0.501190118827
ACH-000211,-0.586150820354
ACH-000215,-0.62153579164
ACH-000221,-0.7403960424930001
ACH-000222,-0.586859517952
ACH-000223,-0.735308961512
ACH-000226,-0.7916432119600001
ACH-000227,-0.686512861812
ACH-000228,-0.7345141448549999
ACH-000231,-0.582390847251
ACH-000232,-0.7289014473819999
ACH-000233,-0.429229225981
ACH-000234,-0.484984139898
ACH-000235,-0.65081756897
ACH-000237,-0.6926326149959999
ACH-000238,-0.81102710818
ACH-000243,-0.60298017849
ACH-000244,-0.275296149198
ACH-000246,-0.503835559606
ACH-000248,-0.705006318056
ACH-000250,-0.620376050171
ACH-000251,-0.563798956887
ACH-000253,-0.6243996104
ACH-000255,-0.49693224317100004
ACH-000256,-0.598154361653
ACH-000257,-0.33544980114100004
ACH-000258,-0.8448986042450001
ACH-000259,-0.812357321751
ACH-000260,-0.569281062689
ACH-000261,-0.611193895556
ACH-000262,-0.475749956964
ACH-000263,-0.417399924385
ACH-000264,-0.644974527777
ACH-000265,-0.562445662236
ACH-000266,-0.65798965032
ACH-000272,-0.522298138024
ACH-000273,-0.625575255839
ACH-000274,-0.751937669437
ACH-000277,-0.587811088095
ACH-000278,-0.436106487395
ACH-000279,-0.5354862354819999
ACH-000280,-0.411754239775
ACH-000281,-0.570002701746
ACH-000288,-0.630616980601
ACH-000291,-0.652561332825
ACH-000293,-0.680612095712
ACH-000294,-0.6160982741659999
ACH-000295,-0.291567729406
ACH-000296,-0.33798278369999996
ACH-000302,-0.6462203010059999
ACH-000304,-0.6870408010179999
ACH-000307,-0.6203872674300001
ACH-000308,-0.527707185058
ACH-000310,-0.7186976231409999
ACH-000311,-0.537828584401
ACH-000312,-0.616724228815
ACH-000315,-0.21967801386
ACH-000316,-0.5508074148250001
ACH-000317,-0.45886124343900003
ACH-000318,-0.636212293265
ACH-000319,-0.375261177098
ACH-000320,-0.930807625304
ACH-000322,-0.470025394938
ACH-000323,-0.792217458318
ACH-000324,-0.605067797327
ACH-000329,-0.751576691925
ACH-000330,-0.597001367834
ACH-000331,-0.662935818204
ACH-000332,-0.569453520473
ACH-000334,-0.853667766799
ACH-000335,-0.508840567254
ACH-000336,-0.73632005822
ACH-000337,-0.505604193587
ACH-000339,-0.524628650563
ACH-000341,-0.695044356181
ACH-000348,-0.593050215828
ACH-000350,-0.8736223062109999
ACH-000352,-0.675558311547
ACH-000356,-0.280076452418
ACH-000361,-0.630066922982
ACH-000362,-0.6752472810079999
ACH-000363,-0.6551415542360001
ACH-000364,-0.527270632146
ACH-000365,-0.6573195499310001
ACH-000366,-0.620047451014
ACH-000368,-0.834757238237
ACH-000374,-0.36051726859899996
ACH-000375,-0.598793282598
ACH-000376,-0.7977490876600001
ACH-000381,-0.432203043842
ACH-000383,-0.686802205543
ACH-000387,-0.705765912817
ACH-000389,-0.6888645991779999
ACH-000390,-0.672387048849
ACH-000393,-0.554492184445
ACH-000395,-0.564499650625
ACH-000397,-0.741899662441
ACH-000401,-0.865216642944
ACH-000402,0.417396686188
ACH-000403,-0.633853365196
ACH-000404,-0.314870704815
ACH-000406,-0.5491954625550001
ACH-000407,-0.7243251854189999
ACH-000408,-0.7229377625650001
ACH-000410,-0.697769145035
ACH-000411,-0.714217374556
ACH-000414,-0.63308241836
ACH-000415,-0.790388386726
ACH-000416,-0.6343606856399999
ACH-000420,-0.37219996057099997
ACH-000421,-0.371773081765
ACH-000424,-0.764833892628
ACH-000425,-0.559880921774
ACH-000426,-0.33231211984000003
ACH-000427,-0.47189466028300003
ACH-000433,-0.483793820789
ACH-000436,-0.7534089581219999
ACH-000444,-0.63479439984
ACH-000445,-0.7300288657170001
ACH-000448,-0.514654492378
ACH-000450,-0.64254378353
ACH-000452,-0.684283063134
ACH-000454,-0.6766784796240001
ACH-000458,-0.5942361233169999
ACH-000459,-0.8825873964390001
ACH-000460,-0.712805456635
ACH-000461,-0.7788025709280001
ACH-000463,-0.613066533412
ACH-000464,-0.6507284314630001
ACH-000466,-0.5350206791040001
ACH-000467,-0.52712035816
ACH-000468,-0.637994739835
ACH-000469,-0.638799387294
ACH-000470,-0.488258177746
ACH-000471,-0.691902391754
ACH-000472,-0.503732419209
ACH-000473,-0.7271897742929999
ACH-000475,-0.5108103966040001
ACH-000476,-0.514219200456
ACH-000477,-0.492015860712
ACH-000480,-0.3730079708
ACH-000481,-0.517743165314
ACH-000483,-0.319668963788
ACH-000484,-0.504227357118
ACH-000485,-0.670390460922
ACH-000486,-0.61633269005
ACH-000487,-0.801701985632
ACH-000488,-0.601332437302
ACH-000490,-0.611790734083
ACH-000491,-0.820134793338
ACH-000495,-0.613959601565
ACH-000496,-0.6212190369089999
ACH-000499,-1.06568840287
ACH-000500,-0.6890116581450001
ACH-000502,-0.8029462936130001
