,EIF4E1B (253314)
ACH-000004,0.0458862818779
ACH-000007,0.151547309352
ACH-000009,-0.255110321749
ACH-000011,-0.281468163485
ACH-000012,-0.0264241675525
ACH-000013,-0.03590276400569999
ACH-000014,0.0773655411107
ACH-000015,-0.055308177096699995
ACH-000017,-0.0517675373495
ACH-000018,-0.272271816163
ACH-000019,-0.117360491117
ACH-000021,-0.051100525132300005
ACH-000022,-0.124550175034
ACH-000025,0.10745118004899999
ACH-000028,-0.284261921081
ACH-000030,0.0261077234763
ACH-000035,-0.16831263082400003
ACH-000036,-0.048028388499
ACH-000037,-0.332694817828
ACH-000039,-0.5465218018110001
ACH-000040,0.013989410403
ACH-000041,0.193606914568
ACH-000042,-0.126803717216
ACH-000045,-0.030536228348500002
ACH-000047,-0.38853821702299995
ACH-000052,0.0677544405943
ACH-000053,-0.057495191487
ACH-000054,-0.0297468520952
ACH-000055,-0.0709839507192
ACH-000060,-0.0214635611168
ACH-000067,0.0589335500588
ACH-000070,-0.0566981932966
ACH-000075,-0.0638981885656
ACH-000078,-0.302873281425
ACH-000082,-0.026880822914700002
ACH-000085,-0.10241479228
ACH-000086,0.047112432777
ACH-000087,-0.0210373984197
ACH-000092,5.51524371478e-05
ACH-000095,-0.0452230881121
ACH-000097,-0.0616154151229
ACH-000098,-0.17729411117600002
ACH-000099,-0.175949868654
ACH-000108,0.0437190892046
ACH-000113,-0.0448320344119
ACH-000115,-0.257655778412
ACH-000116,-0.0159003706352
ACH-000118,0.052779653038300005
ACH-000120,0.010171718309700001
ACH-000123,-0.19028120439500001
ACH-000127,0.0795945228605
ACH-000128,-0.047972928967000006
ACH-000132,-0.17194009813799999
ACH-000133,0.0573013130755
ACH-000137,-0.028067213870700002
ACH-000138,-0.0355034062808
ACH-000142,0.0751990868288
ACH-000143,-0.0620934028588
ACH-000146,-0.11469743658600001
ACH-000148,-0.0016352681517300001
ACH-000150,-0.311854855871
ACH-000152,-0.0544336385791
ACH-000153,-0.31856919248300003
ACH-000159,-0.047199385964199994
ACH-000160,-0.097764724318
ACH-000163,-0.103178600407
ACH-000167,0.050597698458199995
ACH-000168,-0.263421492859
ACH-000169,-0.164925128225
ACH-000178,0.09518675010880001
ACH-000182,-0.05479635134409999
ACH-000183,-0.038623701405300005
ACH-000188,-0.0457476689568
ACH-000189,0.0590557873662
ACH-000190,0.227028034166
ACH-000198,-0.0969491755673
ACH-000204,0.0074520494990100005
ACH-000206,0.0567097887037
ACH-000207,-0.161057157177
ACH-000211,-0.15033480981300001
ACH-000215,0.0167663959566
ACH-000221,-0.136351808526
ACH-000222,0.126170581809
ACH-000223,-0.14524822647500002
ACH-000226,0.195237408963
ACH-000227,-0.0236631320321
ACH-000228,0.14162136108200002
ACH-000231,-0.0315317089997
ACH-000232,-0.016500722478200003
ACH-000233,-0.259058560681
ACH-000234,-0.06577734436869999
ACH-000235,0.11932635855799999
ACH-000237,0.036903950604500003
ACH-000238,-0.138958485905
ACH-000243,0.040400161177199995
ACH-000244,0.0684178197375
ACH-000246,-0.220146082198
ACH-000248,-0.0340958383009
ACH-000250,-0.0912436714478
ACH-000251,-0.465137520357
ACH-000253,-0.08036150300060001
ACH-000255,-0.141893135074
ACH-000256,0.18086143282000003
ACH-000257,0.0687518921644
ACH-000258,0.221894126936
ACH-000259,-0.0504687441323
ACH-000260,-0.15981623606599998
ACH-000261,-0.030754904486500003
ACH-000262,-0.202450452793
ACH-000263,-0.135964519439
ACH-000264,-0.0305525599431
ACH-000265,0.0935045502198
ACH-000266,-0.0485429878405
ACH-000272,-0.124446971724
ACH-000273,-0.191186934161
ACH-000274,0.0780906592821
ACH-000277,-0.255541015953
ACH-000278,0.172872886858
ACH-000279,-0.0632305053813
ACH-000280,-0.120469593109
ACH-000281,-0.140182145442
ACH-000288,-0.029999325732
ACH-000291,-0.031145559254299997
ACH-000293,-0.111153005285
ACH-000294,-0.225003277004
ACH-000295,-0.15989840150999998
ACH-000296,0.07026076918
ACH-000302,-0.0336623170769
ACH-000304,0.015090622350700002
ACH-000307,-0.159039996053
ACH-000308,-0.044889982672699995
ACH-000310,-0.18709977713300002
ACH-000311,0.0669950844012
ACH-000312,-0.0570143902076
ACH-000315,0.025971824026000002
ACH-000316,0.09799154798939999
ACH-000317,0.07040131531550001
ACH-000318,-0.0482456811863
ACH-000319,-0.0024778784002800003
ACH-000320,0.126615966526
ACH-000322,0.113050033661
ACH-000323,-0.175394769123
ACH-000324,-0.05221465206590001
ACH-000329,-0.12465892089500001
ACH-000330,0.20059454136
ACH-000331,0.093808675165
ACH-000332,-0.0586537554957
ACH-000334,0.20136955866
ACH-000335,0.184657162513
ACH-000336,0.07552930223189999
ACH-000337,-0.275704807888
ACH-000339,-0.0503638864284
ACH-000341,0.10653023484799999
ACH-000348,-0.0383102507725
ACH-000350,-0.19654190843199998
ACH-000352,-0.0944030081028
ACH-000356,-0.0431446514608
ACH-000361,0.0775681415036
ACH-000362,-0.0339381294165
ACH-000363,-0.05318043990230001
ACH-000364,-0.0102121655363
ACH-000365,-0.08467154863460001
ACH-000366,0.0302254435695
ACH-000368,-0.0774940799055
ACH-000374,0.0199791158493
ACH-000375,-0.18869057322500002
ACH-000376,-0.0182511691848
ACH-000381,-0.207030126346
ACH-000383,-0.05272454006630001
ACH-000387,0.0119715093148
ACH-000389,-0.153739982095
ACH-000390,0.045802097813
ACH-000393,0.0225954630925
ACH-000395,-0.23703730691999997
ACH-000397,-0.024614818597499998
ACH-000401,-0.0316078847433
ACH-000402,0.216748036292
ACH-000403,-0.08889837971069998
ACH-000404,0.34622064540799996
ACH-000406,0.00459778041404
ACH-000407,-0.09367286702239999
ACH-000408,0.0980045203947
ACH-000410,-0.058378945930500005
ACH-000411,-0.226973790574
ACH-000414,0.119471123082
ACH-000415,0.0631854445996
ACH-000416,-0.0271368373598
ACH-000420,-0.18706664033
ACH-000421,-0.0316446828415
ACH-000424,-0.256858620645
ACH-000425,0.0584660815029
ACH-000426,-0.0391225230233
ACH-000427,-0.06384560942430001
ACH-000433,-0.329131758549
ACH-000436,0.0024866472138600003
ACH-000444,0.05745077946280001
ACH-000445,0.00387144220037
ACH-000448,-0.155765608028
ACH-000450,-0.224382819373
ACH-000452,0.134379628675
ACH-000454,-0.289656649841
ACH-000458,0.111670227148
ACH-000459,-0.23466095620000002
ACH-000460,-0.16174229647
ACH-000461,-0.0374211864324
ACH-000463,-0.124988970462
ACH-000464,0.0676826981955
ACH-000466,-0.0535779996076
ACH-000467,0.042267930087800006
ACH-000468,-0.0901565938489
