,ALDH1B1 (219)
ACH-000004,-0.164759940382
ACH-000007,0.0904048743189
ACH-000009,-0.0993967596159
ACH-000011,0.0907814870015
ACH-000012,0.107778419316
ACH-000013,0.004177167035110001
ACH-000014,-0.13851768425
ACH-000015,-0.141486167636
ACH-000017,-0.142720818632
ACH-000018,-0.18036811621800003
ACH-000019,0.195536429067
ACH-000021,-0.166167976054
ACH-000022,-0.252158597198
ACH-000025,-0.161841257209
ACH-000028,-0.129654150299
ACH-000030,-0.25126997949200003
ACH-000035,0.00976576114039
ACH-000036,-0.21027555223900002
ACH-000037,-0.179416676542
ACH-000039,0.309826561122
ACH-000040,-0.0908820372274
ACH-000041,-0.176175318863
ACH-000042,-0.20096898715999997
ACH-000045,-0.056394292661199996
ACH-000047,-0.251136538107
ACH-000052,-0.23083369851100002
ACH-000053,-0.00738982051198
ACH-000054,-0.172347546626
ACH-000055,-0.147612977981
ACH-000060,-0.0806758449713
ACH-000067,-0.250147203686
ACH-000070,-0.302700255408
ACH-000075,0.0393665806291
ACH-000078,0.06351633762469999
ACH-000082,-0.0161134541858
ACH-000085,-0.104321882303
ACH-000086,-0.18097989057799999
ACH-000087,-0.26720047056400004
ACH-000092,-0.0764635702724
ACH-000095,-0.11092340577099999
ACH-000097,-0.0573001786075
ACH-000098,-0.18557489940400002
ACH-000099,-0.054044448816800005
ACH-000108,-0.129099763433
ACH-000113,-0.0950110420307
ACH-000115,0.014257931447299999
ACH-000116,0.110688667729
ACH-000118,-0.10817763881100001
ACH-000120,-0.0242133888323
ACH-000123,-0.0511442615199
ACH-000127,-0.00883973083852
ACH-000128,-0.0372886098103
ACH-000132,0.0279358484113
ACH-000133,-0.05940880037719999
ACH-000137,-0.113656397423
ACH-000138,-0.0797736096963
ACH-000142,-0.0475598925069
ACH-000143,-0.0007094966911860001
ACH-000146,-0.12412537655400001
ACH-000148,-0.144383198958
ACH-000150,-0.020845192063900002
ACH-000152,-0.0272243127965
ACH-000153,-0.08063127799480001
ACH-000159,-0.133014630291
ACH-000160,0.27660755646699997
ACH-000163,0.06853342897800001
ACH-000167,0.8738190138299998
ACH-000168,-0.137272960006
ACH-000169,-0.1665290659
ACH-000178,-0.0708800142347
ACH-000182,-0.10613671939
ACH-000183,-0.0618296196789
ACH-000188,-0.15847330262599998
ACH-000189,-0.186985138372
ACH-000190,0.00909611653356
ACH-000198,-0.219079460572
ACH-000204,0.0484995677862
ACH-000206,-0.35884745195900003
ACH-000207,0.12231300773499999
ACH-000211,-0.08679019434219999
ACH-000215,-0.13668892396500001
ACH-000221,-0.138288792697
ACH-000222,-0.13857672332499998
ACH-000223,-0.14200995621200002
ACH-000226,-0.0541919243047
ACH-000227,-0.0642708906664
ACH-000228,-0.148665448552
ACH-000231,-0.20031591891800002
ACH-000232,-0.114101517904
ACH-000233,-0.00928249357834
ACH-000234,-0.08578704512299999
ACH-000235,-0.09249734581749999
ACH-000237,0.06675468785830001
ACH-000238,-0.0775218800773
ACH-000243,-0.07364727759319999
ACH-000244,-0.386526748729
ACH-000246,-0.155023378749
ACH-000248,-0.23141518990600002
ACH-000250,-0.06299307736309999
ACH-000251,-0.20865494735999998
ACH-000253,-0.0499800699404
ACH-000255,-0.218972845723
ACH-000256,0.15636925797499998
ACH-000257,0.107912015232
ACH-000258,-0.32969621302200003
ACH-000259,-0.0715700725516
ACH-000260,-0.027275581869
ACH-000261,-0.09822118223130001
ACH-000262,-0.11977259241699999
ACH-000263,-0.37516226895599997
ACH-000264,-0.10177953642000001
ACH-000265,-0.12196129983100001
ACH-000266,-0.0837017632251
ACH-000272,-0.25356631823000003
ACH-000273,-0.025862345338099998
ACH-000274,-0.24266556480700002
ACH-000277,-0.285280971596
ACH-000278,-0.206789203227
ACH-000279,-0.0953919787477
ACH-000280,-0.262657853019
ACH-000281,-0.154572860634
ACH-000288,0.0063780438149599996
ACH-000291,-0.187075092916
ACH-000293,-0.036243191425199994
ACH-000294,0.199769584271
ACH-000295,0.0682210064914
ACH-000296,0.21576788977400002
ACH-000302,-0.07998100666389998
ACH-000304,-0.34331164991499996
ACH-000307,-0.115093292795
ACH-000308,0.0029460930625700003
ACH-000310,0.07483856393010001
ACH-000311,-0.13684752238
ACH-000312,-0.167646865201
ACH-000315,-0.23677238940200002
ACH-000316,-0.202548963393
ACH-000317,-0.364640321646
ACH-000318,-0.111510236337
ACH-000319,-0.127835001936
ACH-000320,-0.191766800302
ACH-000322,-0.239568892806
ACH-000323,0.0483853694967
ACH-000324,-0.0241179974072
ACH-000329,-0.047325983446500006
ACH-000330,-0.0743698120573
ACH-000331,-0.152285050624
ACH-000332,-0.184420294046
ACH-000334,-0.14423619534600002
ACH-000335,0.0266576592348
ACH-000336,-0.0452972358098
ACH-000337,-0.0659030487999
ACH-000339,-0.052949792814100005
ACH-000341,0.170852587082
ACH-000348,-0.27839063841
ACH-000350,-0.0532035707752
ACH-000352,-0.0742855341158
ACH-000356,-0.314959513076
ACH-000361,-0.197843100883
ACH-000362,-0.087346204232
ACH-000363,-0.15838534024
ACH-000364,-0.140585340968
ACH-000365,-0.165831361534
ACH-000366,-0.119522009622
ACH-000368,-0.00124358970804
ACH-000374,-0.187380742794
ACH-000375,0.10934977402799999
ACH-000376,-0.0225132366184
ACH-000381,-0.0976054491008
ACH-000383,-0.038454197154
ACH-000387,-0.0539599392559
ACH-000389,-0.123843368512
ACH-000390,-0.039783971628499996
ACH-000393,-0.0454906360611
ACH-000395,-0.0342700870036
ACH-000397,-0.0506539339999
ACH-000401,-0.313219101004
ACH-000402,0.057553128807
ACH-000403,0.146735088563
ACH-000404,-0.05365803339869999
ACH-000406,-0.13782505163699998
ACH-000407,0.114097465778
ACH-000408,-0.507172752079
ACH-000410,0.00648431044916
ACH-000411,-0.048317165135699995
ACH-000414,-0.129737163996
ACH-000415,0.0225906732222
ACH-000416,-0.019293860471999998
ACH-000420,0.0215890059757
ACH-000421,0.0854094250936
ACH-000424,-0.313072645404
ACH-000425,-0.0815564649512
ACH-000426,-0.014755161704899999
ACH-000427,-0.0808845920814
ACH-000433,-0.00637213596997
ACH-000436,0.04100634541519999
ACH-000444,-0.0453186520438
ACH-000445,0.045868846770699995
ACH-000448,0.029599008815799997
ACH-000450,-0.24861208351
ACH-000452,-0.14265006131400002
ACH-000454,-0.0183685451667
ACH-000458,-0.178070740548
ACH-000459,-0.00814367668162
ACH-000460,0.0224328916656
ACH-000461,-0.036601667109
ACH-000463,-0.205165048035
ACH-000464,-0.150278911697
ACH-000466,0.0382600912112
ACH-000467,0.04948652809830001
ACH-000468,0.0330290995939
ACH-000469,-0.0292265892052
ACH-000470,-0.121504905771
ACH-000471,0.027543635463099996
ACH-000472,-0.0277755191878
ACH-000473,0.0058864355899799995
ACH-000475,0.0245470862165
ACH-000476,-0.149913061329
ACH-000477,0.00952707044303
ACH-000480,-0.0101986515282
ACH-000481,0.0662045846217
ACH-000483,-0.0851663236535
ACH-000484,0.114441326162
ACH-000485,-0.023575561292699998
ACH-000486,-0.0256300456808
ACH-000487,-0.050388703844300005
ACH-000488,0.0305626612107
ACH-000490,-0.390282743029
ACH-000491,-0.09611120266339998
ACH-000495,0.0021047021202100003
ACH-000496,-0.18728110665
ACH-000499,-0.0549218643369
ACH-000500,0.469777721104
ACH-000502,-0.164497194139
ACH-000503,-0.23677652223999998
ACH-000505,0.09086902089309999
ACH-000507,-0.27880974138
ACH-000510,-0.10551888650699999
ACH-000511,-0.19569959798300002
ACH-000512,-0.232533931857
ACH-000516,-0.123880358618
ACH-000517,0.032935566244
ACH-000518,-0.15756597076
ACH-000520,-0.26086317703699996
ACH-000521,-0.157532135342
ACH-000522,-0.197137820352
ACH-000524,0.0352396688263
ACH-000527,-0.0959736037993
ACH-000528,0.0482597368711
ACH-000537,-0.153730533859
ACH-000541,-0.41779958700000003
ACH-000542,-0.123874618103
ACH-000544,0.0035746983028900003
ACH-000545,-0.15443547039
ACH-000547,0.0285797189396
ACH-000548,-0.00249561707254
ACH-000549,-0.18455537745
ACH-000550,0.0158124352386
ACH-000552,0.0332413705491
ACH-000556,-0.0995685092519
ACH-000557,0.0216991745268
ACH-000570,-0.0335620079803
ACH-000571,-0.11787681546599998
ACH-000573,0.019807707060799998
ACH-000576,-0.0260606066414
ACH-000580,-0.38620677764300004
ACH-000584,-0.129701813618
ACH-000585,0.0378904245375
ACH-000588,-0.18270165324299997
ACH-000589,-0.17525805359299998
ACH-000591,-0.08366942396669999
ACH-000593,0.042127979604400005
ACH-000600,0.081482917822
ACH-000601,-0.118653691554
ACH-000604,0.0513111027906
ACH-000605,-0.399145215272
ACH-000606,0.0100367170154
ACH-000608,-0.159526771926
ACH-000614,0.0660986919517
ACH-000616,-0.036924914026599996
ACH-000618,0.0412292944096
ACH-000619,-0.20665531651
ACH-000620,0.0660337649191
ACH-000621,0.018479450452
ACH-000622,-0.338080164878
ACH-000623,-0.0591053873382
ACH-000624,-0.184195846797
ACH-000627,0.082520704522
ACH-000630,-0.059175028896300004
ACH-000632,-0.07914146572089999
ACH-000633,0.096181130186
ACH-000637,0.0971422629948
