,FANCI (55215)
ACH-000004,-0.152483993419
ACH-000007,0.016200855645099998
ACH-000009,-0.189517897058
ACH-000011,-0.134262069516
ACH-000012,-0.251239984257
ACH-000013,-0.18110400642900001
ACH-000014,-0.373178184669
ACH-000015,0.0231855750353
ACH-000017,-0.145462142919
ACH-000018,-0.158947604394
ACH-000019,-0.188437094201
ACH-000021,-0.222015637445
ACH-000022,0.0242318942617
ACH-000025,-0.239564391625
ACH-000028,-0.11769220222999999
ACH-000030,-0.0733279951976
ACH-000035,-0.18120984807100002
ACH-000036,-0.28881781867
ACH-000037,-0.09169719115660001
ACH-000039,-0.213788128985
ACH-000040,-0.204372466985
ACH-000041,-0.169920485439
ACH-000042,-0.0801345072209
ACH-000045,-0.787025135906
ACH-000047,-0.039817250535
ACH-000052,-0.451182913004
ACH-000053,-0.0314233487245
ACH-000054,-0.23168794711399998
ACH-000055,-0.501745369698
ACH-000060,-0.12215620095100001
ACH-000067,-0.24401908206099998
ACH-000070,-0.26399948297200004
ACH-000075,-0.0835191348447
ACH-000078,-0.165310823756
ACH-000082,-0.36624567617
ACH-000085,0.0486261028914
ACH-000086,-0.050042403127899995
ACH-000087,-0.5004294771600001
ACH-000092,-0.09046626416239999
ACH-000095,-0.35338059081699996
ACH-000097,-0.036933289078300006
ACH-000098,-0.052458243677000006
ACH-000099,-0.416648841791
ACH-000108,0.0375466731774
ACH-000113,-0.654662567569
ACH-000115,-0.050602241300300006
ACH-000116,-0.23832872719099998
ACH-000118,-0.523802846165
ACH-000120,-0.198521935211
ACH-000123,-0.22955385281399998
ACH-000127,-0.14440946362600002
ACH-000128,-0.146790287712
ACH-000132,-0.88100716306
ACH-000133,-0.531955306327
ACH-000137,-0.12343236718100001
ACH-000138,-0.019543880772299998
ACH-000142,-0.125315102503
ACH-000143,-0.17939977107400001
ACH-000146,-0.17514597528
ACH-000148,-0.399844965523
ACH-000150,-0.475310422599
ACH-000152,-0.419631407048
ACH-000153,-0.24050447719
ACH-000159,-0.151711918986
ACH-000160,-0.103678517074
ACH-000163,-0.445531899546
ACH-000167,-0.279656091226
