,SUPT7L (9913)
ACH-000004,-0.059459494132599995
ACH-000007,-0.07456724284689999
ACH-000009,-0.141503413816
ACH-000011,0.112933986172
ACH-000012,0.123933130525
ACH-000013,-0.004883799695899999
ACH-000014,-0.269939210672
ACH-000015,-0.037796880853900004
ACH-000017,-0.5603736711999999
ACH-000018,-0.256364612438
ACH-000019,-0.21922647218199998
ACH-000021,0.0252453192344
ACH-000022,-0.180684858504
ACH-000025,0.256687513416
ACH-000028,-0.08580910139519998
ACH-000030,-0.242257005616
ACH-000035,-0.268133775599
ACH-000036,-0.186463412983
ACH-000037,-0.14183301783
ACH-000039,0.11329124707499999
ACH-000040,-0.17360059131799999
ACH-000041,-0.22048522076
ACH-000042,-0.686011771
ACH-000045,-0.0417815531577
ACH-000047,-0.104040296139
ACH-000052,0.102424734648
ACH-000053,-0.47608464870800005
ACH-000054,0.6543401884960001
ACH-000055,0.0018970803595699999
ACH-000060,0.5624335303670001
ACH-000067,0.209792514511
ACH-000070,-0.0216586269202
ACH-000075,0.0887225607445
ACH-000078,-0.114719995349
ACH-000082,-0.30453850489900003
ACH-000085,0.16579443644300002
ACH-000086,-0.07342146478589999
ACH-000087,-0.00875669044217
ACH-000092,-0.39425698517700003
ACH-000095,-0.321174735053
ACH-000097,-0.594143600047
ACH-000098,-0.462252380814
ACH-000099,0.000494623335785
ACH-000108,0.079966824356
ACH-000113,-0.422387504226
ACH-000115,-0.992327815071
ACH-000116,-0.5795237416210001
ACH-000118,-0.249776844899
ACH-000120,-0.14042400402799998
ACH-000123,-0.254420585726
ACH-000127,-0.0866638911804
ACH-000128,0.115061849201
ACH-000132,0.0763670471545
ACH-000133,-0.152349831619
ACH-000137,-0.009886819900280001
ACH-000138,0.245905658107
ACH-000142,-0.36596653722499994
ACH-000143,-0.322379843264
ACH-000146,-0.23549833915899998
ACH-000148,-0.0801217311469
ACH-000150,0.747963568515
ACH-000152,-0.297315764828
ACH-000153,-0.10182945675
ACH-000159,-0.115017437138
ACH-000160,0.0568156871246
ACH-000163,-0.690188146327
ACH-000167,-0.16859901698600002
ACH-000168,-0.222443164138
ACH-000169,-0.04460335088550001
ACH-000178,-0.13134289621099998
ACH-000182,0.25420223522
