,CAMK2G (818)
ACH-000004,-0.07435158463939999
ACH-000007,-0.202367475031
ACH-000009,-0.162242633675
ACH-000011,0.0119323360342
ACH-000012,-0.251921693909
ACH-000013,-0.13654479216600002
ACH-000014,-0.0900248567801
ACH-000015,-0.140670080822
ACH-000017,0.0806913652453
ACH-000018,-0.132386690056
ACH-000019,-0.013260390017299999
ACH-000021,-0.108228731254
ACH-000022,-0.04549398469740001
ACH-000025,-0.0549035604103
ACH-000028,-0.023828472732799998
ACH-000030,-0.375851320898
ACH-000035,-0.25353128783000006
ACH-000036,-0.0108477894051
ACH-000037,-0.0786257623168
ACH-000039,-0.0120098843466
ACH-000040,-0.23884571037500002
ACH-000041,-0.08704897783639999
ACH-000042,-0.0499936017649
ACH-000045,-0.028757607045299997
ACH-000047,-0.10331832874199999
ACH-000052,-0.0500459031269
ACH-000053,-0.245726923436
ACH-000054,-0.0272384909384
ACH-000055,0.270697846576
ACH-000060,-0.133278723041
ACH-000067,0.0219265744935
ACH-000070,-0.0065328061864
ACH-000075,-0.09170895391650001
ACH-000078,0.0344731456461
ACH-000082,-0.12420055847999999
ACH-000085,0.11996259053099999
ACH-000086,-0.211819234828
ACH-000087,-0.255489049651
ACH-000092,-0.058673029486800005
ACH-000095,-0.019871848400400002
ACH-000097,-0.0127572527556
ACH-000098,-0.131098611477
ACH-000099,-0.0969656071949
ACH-000108,-0.058913728397699996
ACH-000113,0.05489290536719999
ACH-000115,0.24274463949900002
ACH-000116,-0.018066936358
ACH-000118,-0.072554372864
ACH-000120,-0.182803862692
ACH-000123,-0.146305750755
ACH-000127,-0.09175895961750001
ACH-000128,0.013748777860700001
ACH-000132,-0.165148431539
ACH-000133,-0.204956247584
ACH-000137,0.0456558570575
ACH-000138,-0.19130229064399998
ACH-000142,-0.09112046160060001
ACH-000143,-0.255470692658
ACH-000146,-0.0821784578367
ACH-000148,-0.16700626735
ACH-000150,-0.136862614379
ACH-000152,-0.121837567246
ACH-000153,0.175003852767
ACH-000159,-0.023086803035599998
ACH-000160,-0.21664405839099998
ACH-000163,-0.165384776453
ACH-000167,-0.151776601342
ACH-000168,-0.11890733609300001
ACH-000169,-0.106518299226
ACH-000178,0.00136614019949
ACH-000182,2.53980713139e-05
