,DMKN (93099)
ACH-000304,-0.288193164687
ACH-000307,-0.17895506933
ACH-000308,-0.46565523639899997
ACH-000310,-0.227532632774
ACH-000311,-0.23081371757599997
ACH-000312,-0.337157492217
ACH-000315,-0.303519790658
ACH-000316,-0.32745127499000004
ACH-000317,0.141716718668
ACH-000318,-0.335362140784
ACH-000319,-0.306408350833
ACH-000320,-0.388706060668
ACH-000322,-0.296912005323
ACH-000323,-0.298233186297
ACH-000324,-0.546911221791
ACH-000329,-0.43880978944700005
ACH-000330,-0.528640191021
ACH-000331,-0.356260690516
ACH-000332,-0.30424892273299997
ACH-000334,-0.501160830888
ACH-000335,-0.218587849956
ACH-000336,-0.18716650267999999
ACH-000337,-0.155871387316
ACH-000339,-0.553376412468
ACH-000341,-0.223435327239
ACH-000348,-0.268721085339
ACH-000350,-0.44656852359300003
ACH-000352,-0.462502724549
ACH-000356,-0.460888337675
ACH-000361,-0.452553317754
ACH-000362,-0.30900537715599996
ACH-000363,-0.431800261972
ACH-000364,-0.612341653396
ACH-000365,-0.40083765353699996
ACH-000366,-0.35601187422200004
ACH-000368,-0.422899424067
ACH-000374,-0.06770036391300001
ACH-000375,-0.588517690641
ACH-000376,-0.17096967235100002
ACH-000381,-0.33830477239600004
ACH-000383,-0.49788010432700003
ACH-000387,-0.49764433743
ACH-000389,-0.23636448790800002
ACH-000390,-0.281326096836
ACH-000393,-0.0505348724215
ACH-000395,-0.47047943802000003
ACH-000397,-0.441814177115
ACH-000401,-0.353510908963
ACH-000402,-0.189105208391
ACH-000403,-0.5057341102390001
ACH-000404,-0.29118481909899996
ACH-000406,-0.242533079456
ACH-000407,-0.5045462189
ACH-000408,-0.628438415521
ACH-000410,-0.339849723693
ACH-000411,-0.42474698586
ACH-000414,-0.438152231227
ACH-000415,-0.261932089991
ACH-000416,-0.492724961676
ACH-000420,-0.20900348434399998
ACH-000421,-0.41340131151500004
ACH-000424,-0.137745406159
ACH-000425,-0.516032790669
ACH-000426,-0.252718131443
ACH-000427,-0.546416759916
ACH-000433,-0.224767287471
ACH-000436,-0.442839926334
ACH-000444,-0.441953164005
ACH-000445,-0.575901726924
ACH-000448,-0.29570553950399997
ACH-000450,-0.508562821945
ACH-000452,-0.200605438758
ACH-000454,-0.541501555598
ACH-000458,-0.650464865342
ACH-000459,-0.297292016346
ACH-000460,-0.46850552751900004
ACH-000461,-0.363041898117
ACH-000463,-0.296716442244
ACH-000464,-0.545899569549
ACH-000466,-0.626848856179
ACH-000467,-0.464511401428
ACH-000468,-0.315610754974
ACH-000469,-0.27137290718199997
ACH-000470,-0.55292585942
ACH-000471,-0.402754732262
ACH-000472,-0.362849110035
ACH-000473,-0.22836637493
ACH-000475,-0.46763017984899996
ACH-000476,-0.513755111582
ACH-000477,-0.576255896765
ACH-000480,-0.398031415401
ACH-000481,-0.273257127822
ACH-000483,-0.47078803434699995
ACH-000484,-0.436218165123
ACH-000485,-0.7871233637289999
ACH-000486,-0.46932310856799997
ACH-000487,-0.520928526947
ACH-000488,-0.41140466688199995
ACH-000490,-0.25792382922400003
ACH-000491,-0.210150711263
ACH-000495,-0.36431538060900004
ACH-000496,-0.262841783299
ACH-000499,-0.40770746692500004
ACH-000500,-0.635796587661
ACH-000502,-0.514281612457
ACH-000503,-0.00839324597267
ACH-000505,-0.367612772266
ACH-000507,-0.495192919143
ACH-000510,-0.701203450469
ACH-000511,-0.293730013887
ACH-000512,-0.171455894284
ACH-000516,-0.44622651992
ACH-000517,-0.468572375808
ACH-000518,-0.254609840467
ACH-000520,-0.33447677269299997
ACH-000521,-0.62618958158
ACH-000522,-0.41419576362300004
ACH-000524,-0.594790165764
ACH-000527,-0.590868889191
ACH-000528,-0.386412732044
ACH-000537,-0.266197128083
ACH-000541,-0.856871931407
ACH-000542,-0.41560266305200005
ACH-000544,-0.23697763645999997
ACH-000545,-0.274280981567
ACH-000547,-0.358823910197
ACH-000548,-0.207518788081
ACH-000549,-0.316273319195
ACH-000550,-0.235112051009
ACH-000552,-0.765976216927
ACH-000556,-0.459160525861
ACH-000557,-0.32921099659
ACH-000570,-0.39694628983999997
ACH-000571,-0.492371449471
ACH-000573,-0.34512911215099995
ACH-000576,-0.448626730789
ACH-000580,-0.09499001287110001
ACH-000584,-0.416997885109
ACH-000585,-0.564705018565
ACH-000588,-0.554629222225
ACH-000589,-0.47050837561399994
ACH-000591,-0.476515653367
ACH-000593,-0.411151687347
ACH-000600,-0.505254375488
ACH-000601,-0.39254650281
ACH-000604,-0.616578397694
ACH-000605,-0.678650429825
ACH-000606,-0.501008185405
ACH-000608,-0.566371072712
ACH-000614,-0.462929749489
ACH-000616,-0.723581037827
ACH-000618,-0.339070789263
ACH-000619,-0.204156205764
ACH-000620,-0.515364664433
ACH-000621,-0.6100149412179999
ACH-000622,-0.304301681329
ACH-000623,-0.299858354065
ACH-000624,-0.454275612782
ACH-000627,-0.49875055966000004
ACH-000630,-0.328353008593
ACH-000632,-0.310058355455
ACH-000633,-0.272850025795
ACH-000637,-0.34812209612800005
ACH-000638,-0.485970022404
ACH-000646,-0.712011435156
ACH-000647,-0.297381638866
ACH-000648,-0.174614080315
ACH-000649,-0.312161776243
ACH-000651,-0.293654416824
ACH-000652,-0.328045601964
ACH-000653,-0.324925551277
ACH-000657,-0.330396133255
ACH-000658,-0.513365389891
ACH-000661,-0.26831213395
ACH-000662,-0.460243245228
ACH-000663,-0.315764074748
ACH-000665,-0.21296132262000003
ACH-000671,-0.143268221195
ACH-000673,-0.394883302757
ACH-000676,-0.29017810286999995
ACH-000677,-0.48842289898900004
ACH-000681,-0.303469346195
ACH-000682,-0.360723308151
ACH-000683,-0.245832220508
ACH-000684,-0.187488598856
ACH-000688,-0.332662166327
ACH-000693,-0.24143385329
ACH-000694,-0.303684636979
ACH-000695,-0.7401002873610001
ACH-000696,-0.492033775149
ACH-000697,-0.492813253434
ACH-000699,-0.47321061783299995
ACH-000701,-0.3195148853
ACH-000706,-0.32202253755
ACH-000711,-0.437379785973
ACH-000713,-0.468309280326
ACH-000714,-0.260708869088
ACH-000718,-0.299544886698
ACH-000720,-0.330878394111
ACH-000721,-0.446354625991
ACH-000724,-0.427505053716
ACH-000725,-0.49347269353900003
ACH-000732,-0.443934057736
ACH-000734,-0.40477397486999994
ACH-000735,-0.455124699745
ACH-000736,-0.550721961885
ACH-000738,-0.495837683719
ACH-000746,-0.0663534681968
ACH-000747,-0.359619519291
ACH-000748,-0.253001593385
ACH-000753,-0.339871737517
ACH-000756,-0.534941389098
ACH-000757,-0.23237687303399998
ACH-000758,-0.320751676598
ACH-000760,-0.28188297204
ACH-000763,-0.45680488775899997
ACH-000764,-0.548741934191
ACH-000765,-0.294285811696
ACH-000766,-0.340220387013
ACH-000767,-0.312040886007
ACH-000768,-0.542616949621
ACH-000769,-0.317234450529
ACH-000770,-0.48704914197800003
ACH-000771,-0.26234033059
ACH-000773,-0.5239433706809999
ACH-000776,-0.5187476663270001
ACH-000777,-0.506810133655
ACH-000778,-0.5763263268819999
ACH-000781,-0.157818045877
ACH-000782,-0.34373371614
ACH-000783,-0.457227425334
ACH-000784,-0.412297046866
ACH-000785,-0.24600816597300001
ACH-000787,-0.476808718886
ACH-000788,-0.434469246791
ACH-000791,-0.29617579145
ACH-000792,-0.47830262503
ACH-000794,-0.35550896134000004
ACH-000796,-0.302192021808
ACH-000799,-0.348564340273
ACH-000800,-0.343988104757
ACH-000802,-0.48007026166100003
ACH-000804,-0.5191827711320001
ACH-000805,-0.314053195843
ACH-000809,-0.298115910801
ACH-000810,-0.289894453937
ACH-000811,-0.28375646636199997
ACH-000817,-0.516330138903
ACH-000819,-0.5394101493860001
ACH-000820,-0.487173849569
ACH-000821,-0.713208947633
ACH-000822,-0.441122030989
ACH-000823,-0.416855799603
ACH-000824,-0.7520281893299999
ACH-000827,-0.418523772144
ACH-000829,-0.549929194427
ACH-000831,-0.364343897892
ACH-000832,-0.08533623723230001
ACH-000833,-0.459863791202
ACH-000834,-0.389110489771
ACH-000835,-0.376008217441
ACH-000836,-0.399459132384
ACH-000837,-0.462094980049
ACH-000838,-0.155536140786
ACH-000839,0.019905004687999998
ACH-000840,-0.525373989208
ACH-000841,-0.18510730354600002
ACH-000843,-0.33019123821999996
ACH-000846,-0.422842198696
ACH-000847,-0.04803837754219999
ACH-000848,-0.41163439402900004
ACH-000849,-0.298427695283
ACH-000851,-0.229696749316
ACH-000855,-0.577051533965
ACH-000856,-0.263470795968
ACH-000858,-0.5581350056109999
ACH-000859,-0.313619297009
ACH-000861,-0.759914040429
ACH-000862,-0.453337077614
ACH-000865,-0.484971361214
ACH-000866,-0.49761434259900006
ACH-000867,-0.33843219816299996
ACH-000869,-0.0961218351535
ACH-000872,-0.304888502763
ACH-000873,-0.568095451905
ACH-000876,-0.36616897490199996
ACH-000878,-0.314731551998
ACH-000880,-0.48714546705899997
ACH-000881,-0.24064160132800003
ACH-000882,-0.319671053453
ACH-000884,-0.471103773455
ACH-000885,-0.184625315796
ACH-000887,-0.33172335820300003
ACH-000888,-0.23743566433000002
ACH-000889,-0.33040444103
ACH-000890,-0.275232739763
ACH-000896,-0.240098876992
ACH-000898,-0.45582512005500003
ACH-000900,-0.481460155044
ACH-000901,-0.477230398763
ACH-000905,-0.420385548902
ACH-000906,-0.415920537108
ACH-000907,-0.179569747595
ACH-000910,-0.370299785275
ACH-000911,-0.40175628404799996
ACH-000912,-0.525377225175
ACH-000913,-0.266285462072
ACH-000915,-0.367883686813
ACH-000916,-0.5709944338530001
ACH-000917,-0.36592707279299996
ACH-000921,-0.0612633477856
ACH-000924,-0.32029425545
ACH-000926,-0.229526885686
ACH-000928,-0.36211933189900003
ACH-000929,-0.606310727789
ACH-000932,-0.251738653552
ACH-000935,-0.324370414512
ACH-000936,-0.29769543333
ACH-000937,-0.36845327412900003
ACH-000938,-0.220727674465
ACH-000939,-0.5871908109189999
ACH-000941,-0.675443835782
ACH-000943,-0.452385143357
ACH-000946,-0.29055132630999997
ACH-000947,-0.35059834784
ACH-000948,-0.396442641199
ACH-000950,-0.53987870511
ACH-000953,-0.397218446722
ACH-000957,-0.402287982939
ACH-000958,-0.257238768261
ACH-000960,-0.309158014667
ACH-000963,-0.490932345981
ACH-000968,-0.354385568075
ACH-000969,-0.50020584743
ACH-000973,-0.468828064327
ACH-000974,-0.44684016209399996
ACH-000975,-0.477975476596
ACH-000976,-0.572090959646
ACH-000978,-0.345686006151
ACH-000980,-0.33740572652199996
ACH-000984,-0.529240815088
ACH-000986,-0.571745731475
ACH-000988,-0.34372480259300003
ACH-000993,-0.332019538706
ACH-000994,-0.0517733281166
ACH-000996,-0.530562789675
ACH-001001,-0.332197363063
ACH-001020,-0.678453667855
ACH-001028,-0.273373840837
ACH-001031,-0.252661034646
ACH-001038,-0.4335231672
ACH-001048,-0.269374786091
ACH-001050,-0.36857367891599996
ACH-001053,-0.17382302236299998
ACH-001054,-0.299403839075
ACH-001061,-0.264638324647
ACH-001067,-0.503418660481
ACH-001075,-0.389638771735
ACH-001096,-0.301558761368
ACH-001128,-0.808999531515
ACH-001134,-0.310622669676
ACH-001151,-0.335208922328
ACH-001163,-0.21596235433400002
ACH-001164,-0.444566913151
ACH-001173,-0.47460656761500003
ACH-001183,-0.5626259994439999
ACH-001184,-0.329274143143
ACH-001190,-0.38002141872199996
ACH-001192,-0.410043301004
ACH-001193,-0.353150234756
ACH-001196,-0.27592915079
ACH-001197,-0.0760017499739
ACH-001205,-0.22728468605799998
ACH-001211,-0.525772282026
ACH-001212,-0.10181213066299999
ACH-001228,-0.533753535423
ACH-001232,-0.40150345027900003
ACH-001239,-0.35731891215800005
ACH-001274,-0.622237923643
ACH-001275,-0.336644196529
ACH-001277,-0.0342663881912
ACH-001278,-0.752532808628
ACH-001280,-0.536825894754
ACH-001283,-0.195078544322
ACH-001289,-0.5399432046589999
ACH-001295,-0.400404394381
ACH-001300,-0.19002478578499998
ACH-001301,-0.254904228996
ACH-001302,-0.483291486162
ACH-001303,-0.18564183714000002
ACH-001306,-0.284214234999
ACH-001318,-0.239423478988
ACH-001322,0.0332693306317
ACH-001328,-0.517337992707
ACH-001332,-0.400985262711
ACH-001333,-0.34336764693599997
ACH-001336,-0.455210582795
ACH-001340,-0.41061907568899997
ACH-001346,-0.310409918677
ACH-001353,-0.419537944917
ACH-001354,-0.15490146601399998
ACH-001367,-0.25090435008
ACH-001368,-0.39317814114699995
ACH-001374,-0.611668531625
ACH-001375,-0.266890083275
ACH-001377,-0.242958142401
ACH-001380,0.0064782798658
ACH-001391,-0.385426682879
ACH-001407,-0.418760906699
ACH-001408,-0.353409936883
ACH-001413,-0.639557659897
ACH-001430,-0.289328172984
ACH-001431,-0.52876698925
ACH-001450,-0.220884040855
ACH-001496,-0.431499177663
ACH-001500,-0.453698241216
ACH-001521,-0.436347684932
ACH-001523,-0.5718585713750001
ACH-001532,-0.44431436849
ACH-001536,-0.493592505912
ACH-001550,-0.230561755022
ACH-001552,-0.46579153819499997
ACH-001554,-0.435994695963
ACH-001645,-0.578444497075
ACH-001654,-0.470223823225
ACH-001715,-0.431386957046
ACH-001735,-0.352659011045
ACH-001736,-0.38206134812299997
ACH-001737,-0.11694743702299999
ACH-001740,-0.325050626259
ACH-001745,-0.432606869761
ACH-001750,-0.278129840528
ACH-001765,-0.540072531377
ACH-001956,-0.299410868025
ACH-001957,-0.287539571068
