,CIRBP (1153)
ACH-000004,0.46645055912600003
ACH-000007,-0.0741862434372
ACH-000009,0.00694565784897
ACH-000011,-0.0710422637739
ACH-000012,-0.128432459379
ACH-000013,0.0101266080512
ACH-000014,0.00671065093679
ACH-000015,-0.00216766054256
ACH-000017,-0.0155210642662
ACH-000018,0.0660295776992
ACH-000019,0.0257024977053
ACH-000021,0.07660469881439999
ACH-000022,0.069674966505
ACH-000025,0.00481310212134
ACH-000028,-0.081164708387
ACH-000030,-0.00379785389142
ACH-000035,0.0692411694031
ACH-000036,-0.190094828033
ACH-000037,0.3021393773
ACH-000039,-0.0504781804026
ACH-000040,0.22923592387299999
ACH-000041,0.15930796322000002
ACH-000042,0.12099721586
ACH-000045,-0.173354817346
ACH-000047,-0.169785130807
ACH-000052,0.295845462159
ACH-000053,-0.0513719915388
ACH-000054,0.00042393815892999997
ACH-000055,-0.0140032925388
ACH-000060,-0.0805615963357
ACH-000067,-0.0817286704649
ACH-000070,0.10126442399800001
ACH-000075,0.22425054413400003
ACH-000078,0.022672588998500002
ACH-000082,0.114334408772
ACH-000085,0.251237159208
ACH-000086,0.09888957711619999
ACH-000087,-0.0103840762453
ACH-000092,0.052181570918800005
ACH-000095,0.0827586377483
ACH-000097,0.08388849958080001
ACH-000098,-0.19436268959800002
ACH-000099,-0.131726901161
ACH-000108,0.0788533055149
ACH-000113,-0.024470639546599997
ACH-000115,0.130183892425
ACH-000116,-0.0508496548144
ACH-000118,0.0188164769138
ACH-000120,0.21879879205699998
ACH-000123,-0.126306590162
ACH-000127,0.114632073823
ACH-000128,0.0241661691553
ACH-000132,0.0998467333883
ACH-000133,-0.12416686120300001
ACH-000137,0.0521469676463
ACH-000138,0.04922584993430001
ACH-000142,0.067769512988
ACH-000143,-0.20963249564800002
ACH-000146,-0.009285196556389999
ACH-000148,0.109682304953
ACH-000150,-0.0710129110465
ACH-000152,0.0398211524345
ACH-000153,-0.0009339338780329999
ACH-000159,0.18686291618200002
ACH-000160,0.0479062628476
ACH-000163,-0.220049364777
ACH-000167,0.0682918772939
ACH-000168,0.156791816759
ACH-000169,-0.144941449713
ACH-000178,-0.000327792766334
