,RGPD4 (285190)
ACH-000004,-0.270161368267
ACH-000007,-0.265436719623
ACH-000009,-0.310412801914
ACH-000011,0.0101205417455
ACH-000012,-0.33749903591700003
ACH-000013,-0.303621536586
ACH-000014,0.15774259061100002
ACH-000015,-0.260999871888
ACH-000017,-0.380432569657
ACH-000018,-0.383637200058
ACH-000019,-0.42298054711800004
ACH-000021,-0.225247141697
ACH-000022,-0.185482734967
ACH-000025,-0.0387900270692
ACH-000028,-0.190868556802
ACH-000030,-0.23326726381700003
ACH-000035,-0.07902949496339999
ACH-000036,-0.20110730430999998
ACH-000037,-0.482035652033
ACH-000039,-0.361494014583
ACH-000040,-0.0961787268678
ACH-000041,0.009566787626209999
ACH-000042,-0.193721327592
ACH-000045,-0.208406891009
ACH-000047,-0.185389620176
ACH-000052,-0.19488025010499999
ACH-000053,-0.32463451483600003
ACH-000054,-0.6139557612550001
ACH-000055,0.103884859692
ACH-000060,-0.210710439208
ACH-000067,-0.500531836016
ACH-000070,-0.514061082394
ACH-000075,0.052398106540900005
ACH-000078,-0.583063024497
ACH-000082,-0.362536790683
ACH-000085,0.0483983588079
ACH-000086,-0.371565877186
ACH-000087,0.132895772825
ACH-000092,-0.398345554392
ACH-000095,-0.296084352592
ACH-000097,-0.20450150322500002
ACH-000098,-0.419164621449
ACH-000099,-0.277849643161
ACH-000108,0.027468321865400002
ACH-000113,-0.35935006758500004
ACH-000115,-0.569040534142
ACH-000116,-0.273728191793
ACH-000118,0.0322999811351
ACH-000120,-0.177937092389
ACH-000123,-0.17834901994600003
ACH-000127,-0.319897893137
ACH-000128,-0.327720229891
ACH-000132,-0.175724360436
ACH-000133,-0.24486024562300002
ACH-000137,-0.211477322958
ACH-000138,-0.185095803506
ACH-000142,-0.139081398192
ACH-000143,-0.09916155865219999
ACH-000146,-0.261913601841
ACH-000148,-0.150231589079
ACH-000150,0.028227951450799996
ACH-000152,-0.40564531969400003
ACH-000153,0.16356123778200002
ACH-000159,-0.157026715579
ACH-000160,-0.07562283819019999
ACH-000163,0.105993275775
ACH-000167,-0.344089820855
ACH-000168,-0.166045976491
ACH-000169,-0.13274045484000002
ACH-000178,-0.19147816071899998
ACH-000182,-0.273646444697
ACH-000183,-0.165377104318
ACH-000188,-0.247209114309
ACH-000189,-0.134519644297
ACH-000190,-0.38933592821999996
ACH-000198,-0.309001051463
ACH-000204,-0.23189577688700003
ACH-000206,-0.032055420484500004
ACH-000207,-0.287989553697
ACH-000211,-0.312386693401
ACH-000215,-0.15167314820699998
ACH-000221,-0.163972878317
ACH-000222,-0.1306362609
ACH-000223,-0.461834756898
ACH-000226,-0.183496217123
ACH-000227,-0.623719247863
ACH-000228,-0.268536670337
ACH-000231,-0.298379376558
ACH-000232,-0.240481116125
ACH-000233,-0.0356099925735
ACH-000234,-0.161152353513
ACH-000235,-0.22170718260299999
ACH-000237,-0.32692886193799997
ACH-000238,-0.380810828781
ACH-000243,-0.200945523008
ACH-000244,0.047725929168199996
ACH-000246,-0.137887333227
ACH-000248,-0.33510119509799996
ACH-000250,-0.356836030204
ACH-000251,-0.163216591544
ACH-000253,-0.19814702290199998
ACH-000255,-0.217713363381
ACH-000256,-0.295524984039
ACH-000257,-0.328989703806
ACH-000258,-0.202584783313
ACH-000259,-0.243109268574
ACH-000260,-0.156532867868
ACH-000261,0.0484667276889
ACH-000262,-0.036821379736
ACH-000263,-0.490049513548
ACH-000264,-0.260053544416
ACH-000265,-0.0805552102885
ACH-000266,-0.257398426947
ACH-000272,-0.451264213235
ACH-000273,-0.197351497652
ACH-000274,-0.55999810076
ACH-000277,-0.10016487416000001
ACH-000278,0.012490538210200002
ACH-000279,-0.353562215307
ACH-000280,0.0514833955819
ACH-000281,-0.23416645680599998
ACH-000288,-0.400242672327
ACH-000291,-0.325278353215
ACH-000293,-0.262080596319
ACH-000294,-0.22378866734000002
ACH-000295,-0.261716660062
ACH-000296,-0.40076002114799997
ACH-000302,-0.274746150062
ACH-000304,0.023740326085999998
ACH-000307,-0.12995374810799998
ACH-000308,-0.43360996478200003
ACH-000310,-0.810924163868
ACH-000311,-0.30487860220400004
ACH-000312,0.00740766829439
ACH-000315,0.0322246410276
ACH-000316,-0.313780478281
ACH-000317,-0.35767385523100004
ACH-000318,-0.140556967624
ACH-000319,-0.0772683829965
ACH-000320,-0.340123670584
ACH-000322,-0.21819080236299998
ACH-000323,-0.35386872731299995
ACH-000324,-0.33279109729
ACH-000329,-0.41859185006099997
ACH-000330,-0.186788683926
ACH-000331,-0.293033938502
ACH-000332,-0.174121952572
ACH-000334,-0.330013302081
ACH-000335,-0.0366945768477
ACH-000336,0.0808886208799
ACH-000337,-0.330159235876
ACH-000339,-0.440796231122
ACH-000341,-0.12634425137900002
ACH-000348,-0.0156482063898
ACH-000350,-0.324632405323
ACH-000352,-0.00228292194433
ACH-000356,-0.241688103508
ACH-000361,-0.0279264477416
ACH-000362,-0.236107040022
ACH-000363,-0.284919170274
ACH-000364,-0.163280603549
ACH-000365,-0.27345692600099997
ACH-000366,-0.309568895545
ACH-000368,-0.09196592144410001
ACH-000374,-0.374566499022
ACH-000375,-0.173060588109
ACH-000376,-0.197434310875
ACH-000381,-0.32719989654599996
ACH-000383,-0.478131176178
ACH-000387,-0.08802548332429999
ACH-000389,-0.366392128509
ACH-000390,-0.310733531314
ACH-000393,-0.406384456572
ACH-000395,-0.184036491701
ACH-000397,-0.045421856316300004
ACH-000401,-0.163928654385
ACH-000402,-0.49979177573399997
ACH-000403,-0.5190255056440001
ACH-000404,0.0759190343762
ACH-000406,-0.111840816645
ACH-000407,-0.169412754789
ACH-000408,-0.0296416644044
ACH-000410,-0.256972992489
ACH-000411,-0.229701332038
ACH-000414,-0.35120489462800003
ACH-000415,-0.30464048469
ACH-000416,-0.243481645357
ACH-000420,-0.271985210308
ACH-000421,-0.0269200437436
ACH-000424,-0.33649755673
ACH-000425,-0.330683643648
ACH-000426,-0.0282510100311
ACH-000427,-0.282337422619
ACH-000433,-0.36040293768200005
ACH-000436,-0.207429427447
ACH-000444,0.336421562497
ACH-000445,-0.531295530246
ACH-000448,-0.26591055965599997
ACH-000450,-0.0683328405964
ACH-000452,-0.229393226099
ACH-000454,0.030231975479200004
ACH-000458,-0.19456581831300002
ACH-000459,0.149509241715
ACH-000460,-0.366772715437
ACH-000461,-0.372700027162
ACH-000463,-0.14678508338
ACH-000464,-0.312935852415
ACH-000466,-0.319461395512
ACH-000467,-0.101493274522
ACH-000468,-0.447497789353
ACH-000469,-0.210339762264
ACH-000470,-0.279509103351
ACH-000471,-0.285901419467
ACH-000472,-0.294458175072
ACH-000473,-0.12211963347100001
ACH-000475,-0.43468103922300005
ACH-000476,-0.338476626278
ACH-000477,-0.23587438824700002
ACH-000480,-0.32015410504700004
ACH-000481,-0.33687827361699996
ACH-000483,-0.125282529017
ACH-000484,-0.24628453090100003
ACH-000485,-0.284593634014
ACH-000486,-0.243584718142
ACH-000487,-0.163059163731
ACH-000488,0.172897368281
ACH-000490,-0.235652235034
ACH-000491,-0.40971915588
ACH-000495,-0.316029511701
ACH-000496,-0.175158493959
ACH-000499,-0.012197920682299999
ACH-000500,-0.745396126664
ACH-000502,-0.270731452731
ACH-000503,-0.31042720394400003
ACH-000505,-0.23921487899399999
ACH-000507,-0.509293357588
ACH-000510,-0.377131119523
ACH-000511,-0.115383466196
ACH-000512,-0.100118779137
ACH-000516,-0.283071629054
ACH-000517,-0.44837026362899995
ACH-000518,-0.217974926037
ACH-000520,-0.27739260646499997
ACH-000521,-0.322363011303
ACH-000522,-0.385075031839
ACH-000524,-0.433883615959
ACH-000527,-0.0667735336063
ACH-000528,-0.167515221902
ACH-000537,-0.0671398633401
ACH-000541,-0.274433073741
ACH-000542,-0.165259025108
ACH-000544,-0.239493583719
ACH-000545,-0.34492674208000007
ACH-000547,-0.0647681917228
ACH-000548,-0.204067893044
ACH-000549,-0.35125336279700003
ACH-000550,-0.12363267047
ACH-000552,-0.106758634861
ACH-000556,-0.318578846108
ACH-000557,-0.31715848125999996
ACH-000570,-0.225194327709
ACH-000571,-0.427794803662
ACH-000573,-0.14019090943
ACH-000576,-0.216246555597
ACH-000580,-0.169076197201
ACH-000584,-0.10834468116399999
ACH-000585,-0.116384364792
ACH-000588,-0.0567783954749
