,CKS2 (1164)
ACH-000004,-0.224015291877
ACH-000007,-0.447086209672
ACH-000009,-0.31850811577300003
ACH-000011,-0.458635484858
ACH-000012,-0.277933147587
ACH-000013,-0.245612100374
ACH-000014,-0.188515131008
ACH-000015,-0.268273196294
ACH-000017,-0.08587617908119999
ACH-000018,-0.040752346533099996
ACH-000019,-0.313412829749
ACH-000021,-0.272949376949
ACH-000022,-0.433798932443
ACH-000025,-0.21568990475900002
ACH-000028,-0.156792445097
ACH-000030,-0.32716984317
ACH-000035,-0.242560628027
ACH-000036,-0.308789887984
ACH-000037,-0.24730443687399997
ACH-000039,-0.14728680674699998
ACH-000040,-0.260719083863
ACH-000041,-0.339903687389
ACH-000042,-0.11191488201500001
ACH-000045,-0.09350847881789999
ACH-000047,-0.0277120643023
ACH-000052,-0.363272173861
ACH-000053,-0.20358015790800002
ACH-000054,-0.228072793599
ACH-000055,0.10579130469
ACH-000060,-0.296555760431
ACH-000067,0.07503481750030001
ACH-000070,-0.146528620287
ACH-000075,-0.195561708234
ACH-000078,-0.185501978772
ACH-000082,0.026207181912
ACH-000085,-0.393032575906
ACH-000086,-0.21822869184399998
ACH-000087,-0.18943027197999998
ACH-000092,-0.20229647954399999
ACH-000095,-0.322196533966
ACH-000097,-0.123108616325
ACH-000098,-0.22410583418000002
ACH-000099,-0.216323901067
ACH-000108,-0.240775358863
ACH-000113,-0.18163314038400002
ACH-000115,-0.36170655696599996
ACH-000116,-0.021344150742599998
ACH-000118,-0.250973148013
ACH-000120,-0.187260296651
ACH-000123,-0.199555559014
ACH-000127,-0.203398269624
ACH-000128,-0.050731233685300005
ACH-000132,-0.244485156816
ACH-000133,-0.260931056755
ACH-000137,-0.38896831808300003
ACH-000138,-0.331446912133
ACH-000142,-0.284234688193
ACH-000143,0.108283584177
ACH-000146,-0.09969591971780001
ACH-000148,-0.124416226997
ACH-000150,-0.031445149297099996
ACH-000152,-0.265710193691
ACH-000153,0.0965270541935
ACH-000159,-0.30193970935
ACH-000160,-0.20376663207899998
ACH-000163,-0.201513748401
ACH-000167,-0.00858785630116
ACH-000168,-0.237856022387
ACH-000169,-0.34903760665600003
ACH-000178,-0.29857355920699996
ACH-000182,-0.101319141265
ACH-000183,-0.333918151367
ACH-000188,-0.462364776594
ACH-000189,-0.484539218675
ACH-000190,-0.23999920612300002
ACH-000198,-0.24089086052499997
ACH-000204,-0.415039172981
ACH-000206,-0.282611973513
ACH-000207,-0.0653056808125
ACH-000211,-0.15434878268899999
ACH-000215,-0.43130313157
ACH-000221,-0.176565899163
ACH-000222,-0.28567375189800004
ACH-000223,0.0300168757601
ACH-000226,-0.380324823292
ACH-000227,-0.143589088573
ACH-000228,-0.10114139072999999
ACH-000231,-0.0847293460867
ACH-000232,-0.20365411014
ACH-000233,-0.161507968005
ACH-000234,-0.334428359377
ACH-000235,-0.203400535635
ACH-000237,-0.32950424453899996
ACH-000238,-0.344378446673
ACH-000243,-0.351506205603
ACH-000244,-0.143082579688
ACH-000246,-0.24856441629700002
ACH-000248,-0.183239979093
ACH-000250,-0.307574685749
ACH-000251,-0.431181761441
ACH-000253,-0.20072843121
ACH-000255,-0.292739891828
ACH-000256,-0.200659335007
ACH-000257,0.037130420476300004
ACH-000258,-0.5389626008
ACH-000259,-0.22282171349399998
ACH-000260,-0.33572994577299997
ACH-000261,-0.135239300045
ACH-000262,0.09781342725770001
ACH-000263,0.246442081452
ACH-000264,-0.35864911032799995
ACH-000265,-0.22126616037500002
ACH-000266,-0.27448101639600003
ACH-000272,-0.1481036123
ACH-000273,-0.252075790931
ACH-000274,-0.22089879360300002
ACH-000277,0.00603876585966
ACH-000278,-0.16785804211
ACH-000279,-0.07592984941599999
ACH-000280,-0.388318894862
ACH-000281,-0.182642177402
ACH-000288,-0.011382514315200001
ACH-000291,-0.39122561652500004
ACH-000293,-0.252433492087
ACH-000294,-0.102526051322
ACH-000295,-0.463222141515
ACH-000296,-0.127209202414
ACH-000302,-0.20456121742800001
ACH-000304,-0.186930965861
ACH-000307,-0.171900618103
ACH-000308,-0.301786578904
ACH-000310,-0.440806496998
ACH-000311,-0.224145719047
ACH-000312,-0.236136112747
ACH-000315,-0.325497365471
ACH-000316,-0.37710224251900004
ACH-000317,0.0195579623599
ACH-000318,-0.19097030317699998
ACH-000319,-0.212726638046
ACH-000320,-0.298585780671
ACH-000322,-0.0423934431519
ACH-000323,-0.334089701656
ACH-000324,-0.34238722019699996
ACH-000329,-0.125949253542
ACH-000330,-0.18793192360599997
ACH-000331,-0.25768125208
ACH-000332,-0.124981375922
ACH-000334,0.0468183326714
ACH-000335,-0.588073521717
ACH-000336,-0.380345941561
ACH-000337,-0.44036073155199995
ACH-000339,-0.42221389674099996
ACH-000341,-0.396619697589
ACH-000348,-0.19053466967099997
ACH-000350,-0.21690385134
ACH-000352,-0.21777803536499998
ACH-000356,-0.0560437503185
ACH-000361,-0.294067583923
ACH-000362,-0.293590585037
ACH-000363,-0.180271359592
ACH-000364,-0.290047097493
ACH-000365,-0.13665679454600002
ACH-000366,-0.195532463181
ACH-000368,-0.231128314368
ACH-000374,-0.10189030179
ACH-000375,-0.35644994048100004
ACH-000376,-0.0929101501317
ACH-000381,-0.208705195853
ACH-000383,-0.308539274061
ACH-000387,-0.000279284282647
ACH-000389,-0.45792013477300003
ACH-000390,-0.423234686024
ACH-000393,-0.385540186996
ACH-000395,-0.22095493017700002
ACH-000397,-0.12706033434699998
ACH-000401,-0.18974977496399997
ACH-000402,-0.38700816395300003
ACH-000403,-0.126413775856
ACH-000404,-0.45427029031599997
ACH-000406,-0.17236372101199998
ACH-000407,-0.357256862136
ACH-000408,-0.35417895974299995
ACH-000410,-0.0686750790538
ACH-000411,-0.36545763053
ACH-000414,-0.172046120424
ACH-000415,-0.186615437982
ACH-000416,-0.254095588789
ACH-000420,-0.014556799167
ACH-000421,-0.191204769469
ACH-000424,-0.07237508102160001
ACH-000425,-0.160384250833
ACH-000426,-0.0630201893411
ACH-000427,-0.021719954718800002
ACH-000433,-0.31791123426199996
ACH-000436,-0.280439960657
ACH-000444,-0.163857543393
ACH-000445,-0.5380008850670001
ACH-000448,-0.20538261116300002
ACH-000450,-0.326588597461
ACH-000452,-0.18863509119000002
ACH-000454,-0.533165422771
ACH-000458,-0.23126496418200002
ACH-000459,-0.216050362333
ACH-000460,-0.233708537143
ACH-000461,-0.19106431229899998
ACH-000463,-0.288703838612
ACH-000464,0.118062245873
ACH-000466,0.020267955820500002
ACH-000467,-0.339223323113
ACH-000468,-0.309548232682
ACH-000469,-0.229690488119
ACH-000470,0.753487049989
ACH-000471,-0.276884217674
ACH-000472,-0.202720701826
ACH-000473,-0.130049449452
ACH-000475,-0.293900485124
ACH-000476,-0.013634875278200002
ACH-000477,-0.0141924563179
ACH-000480,-0.212493152625
ACH-000481,-0.440189544036
ACH-000483,-0.42169153072800003
ACH-000484,-0.284915515021
ACH-000485,-0.405859470935
ACH-000486,-0.18321950248100002
ACH-000487,-0.0490203263349
ACH-000488,-0.255140392401
ACH-000490,-0.424992293295
ACH-000491,-0.0750468631312
ACH-000495,-0.1090866277
ACH-000496,-0.265097510636
ACH-000499,-0.104199846943
ACH-000500,-0.474457440478
ACH-000502,-0.354525051808
ACH-000503,-0.194026482272
ACH-000505,-0.144364789211
ACH-000507,-0.202468757751
ACH-000510,-0.128303695954
ACH-000511,-0.188169832302
ACH-000512,-0.20843455465100003
ACH-000516,-0.229124189695
ACH-000517,-0.13062793707599998
ACH-000518,-0.0852857553331
ACH-000520,-0.204767135603
ACH-000521,-0.467204430066
ACH-000522,-0.31928336315
ACH-000524,-0.303381594785
ACH-000527,-0.16061595875499998
ACH-000528,-0.169894948924
ACH-000537,-0.170985073547
ACH-000541,0.193736993537
ACH-000542,0.0302309437573
ACH-000544,-0.555924980223
ACH-000545,-0.282010350776
ACH-000547,-0.368012453398
ACH-000548,-0.343351820466
ACH-000549,-0.326491691297
ACH-000550,-0.333199659864
ACH-000552,-0.423347237814
ACH-000556,-0.320373678238
ACH-000557,-0.165354306226
ACH-000570,-0.158659090184
ACH-000571,-0.24579573219099998
ACH-000573,-0.0915087471797
ACH-000576,-0.0368822918528
ACH-000580,-0.0665613502606
ACH-000584,-0.380330527106
ACH-000585,-0.49328185634599997
ACH-000588,-0.110303624607
ACH-000589,-0.19011722321600003
ACH-000591,-0.207125875236
ACH-000593,-0.256544054099
ACH-000600,-0.48544837935400004
ACH-000601,-0.361419072843
ACH-000604,-0.354044701302
ACH-000605,-0.307394296924
ACH-000606,-0.185059582041
ACH-000608,-0.203739240771
ACH-000614,-0.296265225312
ACH-000616,-0.0609285264118
ACH-000618,-0.0725537057205
ACH-000619,-0.762207015444
ACH-000620,-0.158516415888
ACH-000621,-0.014218392759799999
ACH-000622,-0.298757043044
ACH-000623,-0.219500299515
ACH-000624,-0.231289820034
ACH-000627,-0.152026022468
ACH-000630,-0.24979071594799998
ACH-000632,-0.123385781291
ACH-000633,-0.168623399484
ACH-000637,-0.280386745102
ACH-000638,-0.113301094617
ACH-000646,0.13487409492
ACH-000647,-0.223273094083
ACH-000648,-0.27847425139000004
ACH-000649,0.00733846708939
ACH-000651,-0.24793898311
ACH-000652,-0.326371988903
ACH-000653,-0.0224330897801
ACH-000657,-0.207234398185
ACH-000658,-0.366703461928
ACH-000661,-0.21008196583299998
ACH-000662,-0.566957829441
ACH-000663,-0.371513070355
ACH-000665,-0.357685077646
ACH-000671,-0.08723160352749999
ACH-000673,0.068491025049
ACH-000676,-0.324260144932
ACH-000677,-0.297275586717
ACH-000681,-0.436345205683
ACH-000682,-0.35364394860299997
ACH-000683,-0.468630603647
ACH-000684,-0.29369167997900003
ACH-000688,0.238098583325
ACH-000693,-0.234022246851
ACH-000694,-0.118796218488
ACH-000695,-0.218836750577
ACH-000696,-0.283771809017
ACH-000697,-0.5161587025819999
ACH-000699,-0.199368234234
ACH-000701,-0.122895259377
ACH-000706,-0.40594195263800004
ACH-000711,-0.325945106467
ACH-000713,-0.431163092643
ACH-000714,-0.193309349553
ACH-000718,0.00129713054447
ACH-000720,-0.401952032957
ACH-000721,-0.389377711451
ACH-000724,-0.174081953559
ACH-000725,-0.437126704204
ACH-000732,-0.259258522806
ACH-000734,-0.31009567727299997
ACH-000735,-0.446940491129
ACH-000736,-0.192886206467
ACH-000738,-0.17410103306299998
ACH-000746,-0.32833876073199997
ACH-000747,-0.17523512030699998
ACH-000748,-0.21164486486200002
ACH-000753,-0.19555176224399998
ACH-000756,-0.29715127198
ACH-000757,-0.411986685748
ACH-000758,-0.317405334598
ACH-000760,-0.14014626975
ACH-000763,-0.203919527659
ACH-000764,-0.287125948717
ACH-000765,-0.172266947108
ACH-000766,0.100146608903
ACH-000767,-0.304292207913
ACH-000768,-0.21482650326699998
ACH-000769,-0.21701231784000002
ACH-000770,-0.21866447473900003
ACH-000771,-0.327831070768
ACH-000773,-0.12040208861400001
ACH-000776,-0.28185621093400004
ACH-000777,0.0480427455817
ACH-000778,-0.045914661726099995
ACH-000781,-0.154523909932
ACH-000782,-0.0211357751171
ACH-000783,-0.45473023243999994
ACH-000784,-0.27673790064599996
ACH-000785,-0.308189549349
ACH-000787,-0.19586362292999998
ACH-000788,-0.298215803963
ACH-000791,-0.269419907113
ACH-000792,-0.142464091775
ACH-000794,-0.22793036226399999
ACH-000796,-0.217396313979
ACH-000799,-0.453961628891
ACH-000800,-0.0284103463975
ACH-000802,-0.30468558265
ACH-000804,-0.462360813797
ACH-000805,-0.609812725433
ACH-000809,-0.198220444438
ACH-000810,-0.632451866493
ACH-000811,-0.40207272139399997
ACH-000817,-0.160902619164
ACH-000819,-0.19489474309000002
ACH-000820,-0.10448071147099999
ACH-000821,-0.225602177553
ACH-000822,-0.372992578143
ACH-000823,-0.309005415739
ACH-000824,-0.285394808532
ACH-000827,-0.292388331446
ACH-000829,-0.206314577346
ACH-000831,-0.35000547153899997
ACH-000832,-0.49663980069499997
ACH-000833,-0.243309051265
ACH-000834,-0.442536165078
ACH-000835,-0.172170847577
ACH-000836,-0.19759857941599998
ACH-000837,-0.08776482978460001
ACH-000838,-0.249209261284
ACH-000839,-0.427986148429
ACH-000840,-0.072631115282
ACH-000841,-0.308996829391
ACH-000843,-0.329110984523
ACH-000846,-0.23319317152600003
ACH-000847,-0.357510980013
ACH-000848,-0.14043017184599998
ACH-000849,-0.26483669032699997
ACH-000851,-0.32134414039299997
ACH-000855,-0.14481775341199998
ACH-000856,-0.313741587223
ACH-000858,-0.215460063239
ACH-000859,-0.521596334107
ACH-000861,-0.0486482222791
ACH-000862,-0.16553847106
ACH-000865,-0.155092837863
ACH-000866,-0.250910620387
ACH-000867,-0.128193489759
ACH-000869,-0.40195264661200003
ACH-000872,-0.250607423457
ACH-000873,-0.218800445375
ACH-000876,-0.23067724823600003
ACH-000878,0.620678281452
ACH-000880,-0.31987601417800005
ACH-000881,-0.018064979529299998
ACH-000882,-0.295519432616
ACH-000884,-0.0980512262514
ACH-000885,-0.328251536153
ACH-000887,-0.19648051549400003
ACH-000888,-0.263899905178
ACH-000889,-0.23798506819
ACH-000890,-0.17976172767
ACH-000896,-0.369866165641
ACH-000898,-0.111872988783
ACH-000900,-0.386414277492
ACH-000901,-0.0784218831492
ACH-000905,-0.187319435973
ACH-000906,-0.191921722154
ACH-000907,-0.300286660559
ACH-000910,-0.187621064093
ACH-000911,-0.247092655874
