,CKS2 (1164)
ACH-000912,-0.25567865858399996
ACH-000913,-0.222684683116
ACH-000915,-0.23310195326400002
ACH-000916,-0.165972445647
ACH-000917,-0.128475739542
ACH-000921,-0.19138795705800002
ACH-000924,0.103709074605
ACH-000926,-0.521177649385
ACH-000928,-0.297654026236
ACH-000929,-0.37560073362400004
ACH-000932,-0.197811984527
ACH-000935,0.131507626717
ACH-000936,-0.33178086988899996
ACH-000937,-0.251156607185
ACH-000938,-0.18853569461199998
ACH-000939,-0.238119605935
ACH-000941,-0.230161424196
ACH-000943,-0.293262541992
ACH-000946,-0.291221546593
ACH-000947,-0.253206013191
ACH-000948,-0.232100260181
ACH-000950,-0.326179293598
ACH-000953,-0.531076554216
ACH-000957,-0.654702974594
ACH-000958,-0.0106337261244
ACH-000960,-0.173957371218
ACH-000963,-0.09942413225430001
ACH-000968,-0.342419704529
ACH-000969,-0.313902150765
ACH-000973,-0.354420745527
ACH-000974,-0.271939118037
ACH-000975,-0.173751401946
ACH-000976,-0.203034115047
ACH-000978,-0.208514965213
ACH-000980,-0.06874372864410001
ACH-000984,-0.221500366024
ACH-000986,-0.372110517679
ACH-000988,-0.173075397819
ACH-000993,-0.17907103417
ACH-000994,0.0388883423095
ACH-000996,-0.44464208705799996
ACH-001001,-0.156327164442
ACH-001020,-0.265065588975
ACH-001028,-0.15647078660900002
ACH-001031,-0.19421124137499998
ACH-001038,-0.378949960124
ACH-001048,-0.27158100602400004
ACH-001050,-0.28453673577599997
ACH-001053,-0.09258693260939999
ACH-001054,-0.300015999826
ACH-001061,-0.208888030911
ACH-001067,0.109718949005
ACH-001075,-0.148386604777
ACH-001096,-0.0934328953488
ACH-001128,-0.33636530680200005
ACH-001134,-0.131404674283
ACH-001151,-0.235028727532
ACH-001163,-0.25449647292
ACH-001164,-0.145763768722
ACH-001173,-0.26623944198000005
ACH-001183,-0.0711428018816
ACH-001184,-0.320709823305
ACH-001190,-0.35834162540200004
ACH-001192,-0.0574007020445
ACH-001193,-0.381022502624
ACH-001196,-0.0386331708091
ACH-001197,-0.263651845969
ACH-001205,-0.0673386814514
ACH-001211,-0.116008357147
ACH-001212,-0.12122802116499999
ACH-001228,-0.36106476901999995
ACH-001232,-0.160056341843
ACH-001239,-0.15686394509600002
ACH-001274,-0.366795026897
ACH-001275,-0.323757143887
ACH-001277,-0.133434311774
ACH-001278,-0.051860060265499996
ACH-001280,-0.17048812880999997
ACH-001283,-0.289644555304
ACH-001289,-0.07220100935219999
ACH-001295,-0.276910507379
ACH-001300,-0.225925937509
ACH-001301,-0.261304281124
ACH-001302,-0.20416490149
ACH-001303,-0.395500162262
ACH-001306,-0.206127539438
ACH-001318,-0.210047266268
ACH-001322,-0.0108523025111
ACH-001328,-0.317027955293
ACH-001332,-0.315944546217
ACH-001333,0.007738447551750001
ACH-001336,-0.227487031433
ACH-001340,-0.522089420743
ACH-001346,-0.249314757887
ACH-001353,-0.256328853352
ACH-001354,-0.21967708588000004
ACH-001367,-0.16635357806099998
ACH-001368,-0.19193702930599998
ACH-001374,-0.0391819349062
ACH-001375,-0.225833673443
ACH-001377,-0.15982144754799998
ACH-001380,-0.321509646404
ACH-001391,-0.143864896066
ACH-001407,-0.229600437219
ACH-001408,-0.200054992145
ACH-001413,-0.18393065681200002
ACH-001430,-0.496488860163
ACH-001431,-0.34899411825300003
ACH-001450,-0.666817955623
ACH-001496,-0.46136617986699996
ACH-001500,-0.244517832379
ACH-001521,-0.6279764581849999
ACH-001523,-0.17570461015099997
ACH-001532,-0.0682504584724
ACH-001536,-0.11331100043600001
ACH-001550,-0.0695280606896
ACH-001552,-0.343232808461
ACH-001554,-0.176760899726
ACH-001645,-0.17969278276
ACH-001654,-0.153029473952
ACH-001715,-0.262418021954
ACH-001735,-0.137115010209
ACH-001736,0.014597150363200001
ACH-001737,-0.159761961173
ACH-001740,-0.30912820375100003
ACH-001745,-0.306795625863
ACH-001750,-0.0731073343179
ACH-001765,-0.224921666582
ACH-001956,-0.14978233694
ACH-001957,-0.251891977434
