,TSC22D1 (8848)
ACH-000004,0.111317600704
ACH-000007,0.165802534809
ACH-000009,0.303022666115
ACH-000011,0.0931935692055
ACH-000012,-0.020648129770799998
ACH-000013,0.165113979805
ACH-000014,0.47766367914499996
ACH-000015,0.216912767996
ACH-000017,0.20611723127300002
ACH-000018,0.028404340534200004
ACH-000019,0.08001759772410001
ACH-000021,0.248041638708
ACH-000022,0.160189319435
ACH-000025,0.18984786136300003
ACH-000028,0.160647824079
ACH-000030,0.12701430925499999
ACH-000035,0.0799142974709
ACH-000036,0.0792413783695
ACH-000037,0.330050593444
ACH-000039,0.0588545643463
ACH-000040,0.0867065893901
ACH-000041,0.201775843042
ACH-000042,0.169698240358
ACH-000045,0.216092130638
ACH-000047,-0.00651980752037
ACH-000052,0.23092125381099998
ACH-000053,0.214988051584
ACH-000054,0.16898661363899997
ACH-000055,-0.0301833847241
ACH-000060,0.11888602773399999
ACH-000067,-0.123980279395
ACH-000070,0.18250632084100002
ACH-000075,0.133534485682
ACH-000078,0.102535478924
ACH-000082,-0.008204110012260001
ACH-000085,0.238152570032
ACH-000086,0.0767189200469
ACH-000087,0.101711058294
ACH-000092,0.235606696422
ACH-000095,0.198094750499
ACH-000097,0.16643040179000002
ACH-000098,0.24192371631700002
ACH-000099,0.185210426074
ACH-000108,0.287430745495
ACH-000113,0.167593751638
ACH-000115,0.06464419162809999
ACH-000116,0.121977053031
ACH-000118,0.114730379334
ACH-000120,0.08677739077209999
ACH-000123,0.045550178189400006
ACH-000127,0.161910123205
ACH-000128,0.193041051396
ACH-000132,0.124436968913
ACH-000133,0.157518389066
ACH-000137,0.11609515484
ACH-000138,0.102557575722
ACH-000142,0.181556845171
ACH-000143,0.0708377820893
ACH-000146,0.254541801869
ACH-000148,0.175132492764
ACH-000150,0.039642337601400006
ACH-000152,0.106346951885
ACH-000153,0.21609353901
ACH-000159,0.0406439849966
ACH-000160,0.2925369161
ACH-000163,0.23214559164
ACH-000167,0.151546431145
ACH-000168,0.0973307203796
ACH-000169,0.11828539281
ACH-000178,0.09966095931780002
ACH-000182,0.242415536311
ACH-000183,0.377306433733
ACH-000188,0.12170624312799999
ACH-000189,-0.197532083134
ACH-000190,0.243025649405
ACH-000198,0.164394341897
