,TSHZ2 (128553)
ACH-000004,0.21451884511500002
ACH-000007,0.44450443024499997
ACH-000009,0.155288398618
ACH-000011,0.13034191116399999
ACH-000012,0.290393559937
ACH-000013,0.269817303109
ACH-000014,0.261608775226
ACH-000015,0.237426007716
ACH-000017,-0.04920395135840001
ACH-000018,0.120933045877
ACH-000019,0.08906227544169999
ACH-000021,0.346660260871
ACH-000022,0.281763173057
ACH-000025,0.21440077534200003
ACH-000028,0.09492723805299999
ACH-000030,0.187609973403
ACH-000035,0.09916963772029999
ACH-000036,0.272590742815
ACH-000037,0.23136788142700002
ACH-000039,0.361442104005
ACH-000040,0.314296320108
ACH-000041,0.300641429417
ACH-000042,0.170566205057
ACH-000045,0.22642001940499998
ACH-000047,0.260457445185
ACH-000052,0.146173000941
ACH-000053,0.19427703756700002
ACH-000054,0.161453162066
ACH-000055,0.0387208768866
ACH-000060,0.041169074069800006
ACH-000067,0.112434186216
ACH-000070,0.355435732735
ACH-000075,0.051220578257499996
ACH-000078,0.179149684085
ACH-000082,0.201388879375
ACH-000085,-0.0885311399742
ACH-000086,0.253235234347
ACH-000087,0.34175141321900004
ACH-000092,0.344599479628
ACH-000095,0.215160529791
ACH-000097,0.128733072925
ACH-000098,0.308255084686
ACH-000099,0.118834773029
ACH-000108,0.38960784294100004
ACH-000113,0.155274944527
ACH-000115,0.0898282159882
ACH-000116,0.16324697723
ACH-000118,0.303654111005
ACH-000120,0.14626238787100002
ACH-000123,0.263597491372
ACH-000127,0.14780877784399998
ACH-000128,0.20063141219099997
ACH-000132,0.339547568143
ACH-000133,0.29617092739399997
ACH-000137,0.29922755799199996
ACH-000138,0.185985870842
ACH-000142,0.36237521231299996
ACH-000143,0.23165977916900002
ACH-000146,0.067595718806
ACH-000148,0.217546428484
ACH-000150,0.051843174224699994
ACH-000152,0.20566861652399998
ACH-000153,0.170908427758
ACH-000159,0.19152175424400003
ACH-000160,0.12677411193
ACH-000163,0.059524423123699995
ACH-000167,0.400226059578
ACH-000168,0.223353799805
ACH-000169,0.18780004812800002
ACH-000178,-0.0581561176544
ACH-000182,0.12451445494100001
ACH-000183,0.17650317355999998
ACH-000188,0.45063861240900005
ACH-000189,0.40619609849
ACH-000190,0.134673499962
ACH-000198,0.0945759866899
ACH-000204,0.12050474953700001
ACH-000206,0.11862020330600001
ACH-000207,0.115272073335
ACH-000211,0.22224541514199997
ACH-000215,0.232514483508
ACH-000221,0.202907788278
ACH-000222,0.267089424005
ACH-000223,0.228615227727
ACH-000226,0.317777224157
ACH-000227,0.159070600706
ACH-000228,0.150973349551
ACH-000231,0.24025302199700002
ACH-000232,0.266876351742
ACH-000233,0.113630769749
ACH-000234,0.121699387094
ACH-000235,0.253580439544
ACH-000237,0.133136610087
ACH-000238,0.199412470935
ACH-000243,0.232466245367
ACH-000244,0.0804869976442
ACH-000246,0.053968409134499996
ACH-000248,0.0922398785114
ACH-000250,0.23508687484000002
ACH-000251,0.244451960048
ACH-000253,0.188571180929
ACH-000255,0.137914323569
ACH-000256,-0.022234049383499998
ACH-000257,0.142933648531
ACH-000258,0.155468953087
ACH-000259,0.214726263647
ACH-000260,0.167900798961
ACH-000261,0.17955708870200002
ACH-000262,0.18523668898200002
ACH-000263,-0.0445834210708
ACH-000264,0.18116109628199997
ACH-000265,0.361418511926
ACH-000266,0.27071197593
ACH-000272,0.117422584528
ACH-000273,0.20180480804099998
ACH-000274,0.167619755644
ACH-000277,-0.312361791888
ACH-000278,0.203749348146
ACH-000279,0.27975436073300003
ACH-000280,0.174095084301
ACH-000281,0.382173467975
ACH-000288,0.32511511159
ACH-000291,0.10260283388800001
ACH-000293,0.225852887443
ACH-000294,-0.068876644869
ACH-000295,0.459271881966
