,PLCH2 (9651)
ACH-000004,0.146535432326
ACH-000007,0.202701602982
ACH-000009,0.00742265074853
ACH-000011,0.131605206346
ACH-000012,0.169592554695
ACH-000013,0.152059404476
ACH-000014,0.07129088730119999
ACH-000015,0.157375224599
ACH-000017,0.0644822543774
ACH-000018,0.275542180644
ACH-000019,0.0438123451399
ACH-000021,0.09405953203089999
ACH-000022,0.131633308713
ACH-000025,0.048532150845599996
ACH-000028,0.30264057858000004
ACH-000030,0.197885701527
ACH-000035,0.0912171529013
ACH-000036,0.12393369955
ACH-000037,0.07898667569989999
ACH-000039,0.227587032496
ACH-000040,0.0340274716362
ACH-000041,0.0648049977385
ACH-000042,0.0395031608047
ACH-000045,0.165418260818
ACH-000047,-0.021340561702400004
ACH-000052,0.37905016432599997
ACH-000053,0.121297378883
ACH-000054,0.0319618364501
ACH-000055,0.0975724614837
ACH-000060,0.053767900384099995
ACH-000067,0.227381693442
ACH-000070,0.07649261969769999
ACH-000075,0.09914309012880002
ACH-000078,0.23104906714899998
ACH-000082,0.141760875943
ACH-000085,0.23344308378800002
ACH-000086,0.0750903825048
ACH-000087,0.11966064889
ACH-000092,0.171598284183
ACH-000095,0.145984930608
ACH-000097,0.130360236762
ACH-000098,0.187115417335
ACH-000099,0.127514487865
ACH-000108,0.152670204619
ACH-000113,0.0492630138465
ACH-000115,0.158123852799
ACH-000116,0.201762932495
ACH-000118,0.14153453631899998
ACH-000120,0.101130580716
ACH-000123,0.0936257646703
ACH-000127,-0.007270255483359999
ACH-000128,0.0663223564958
ACH-000132,0.12088224111500001
ACH-000133,0.214245505676
ACH-000137,0.129327453453
ACH-000138,0.029547442277500002
ACH-000142,0.025619750930000004
ACH-000143,0.0198470855886
ACH-000146,0.184548323973
ACH-000148,0.168244041386
ACH-000150,-0.09813691848780001
ACH-000152,0.07708534703310001
ACH-000153,-0.038012732467
ACH-000159,0.205749460086
ACH-000160,0.142920288911
ACH-000163,0.138103988505
ACH-000167,-0.12741597557700002
ACH-000168,0.113860704364
ACH-000169,-0.00655447798543
ACH-000178,0.147135116591
ACH-000182,0.110362297808
ACH-000183,0.0965224674599
ACH-000188,0.09478258038349999
ACH-000189,-0.08225083220910001
ACH-000190,0.22228936952
ACH-000198,0.10126246766899999
ACH-000204,0.0154148652523
ACH-000206,0.17304213384199998
ACH-000207,0.228327090391
ACH-000211,0.153770837271
ACH-000215,0.09059351800200001
ACH-000221,0.06339195710390001
ACH-000222,-0.07385662891599999
ACH-000223,0.12352784213300001
ACH-000226,0.222891349792
ACH-000227,0.270556544023
ACH-000228,0.0691682066559
ACH-000231,0.116568292281
ACH-000232,0.212296151378
ACH-000233,0.137879181381
ACH-000234,0.0497072111239
ACH-000235,0.054100195998800005
ACH-000237,0.150601232251
ACH-000238,0.146226851635
ACH-000243,0.108458608094
ACH-000244,0.014292826351000001
ACH-000246,0.068415644305
ACH-000248,0.132417422402
ACH-000250,0.0580470675471
ACH-000251,0.0645365382945
ACH-000253,0.156619853857
ACH-000255,0.05170893548719999
ACH-000256,0.139074158981
ACH-000257,0.0739709804317
ACH-000258,0.129612699153
ACH-000259,0.08307331178710001
ACH-000260,0.11693530759199999
ACH-000261,0.09576266629689999
ACH-000262,0.103924875606
ACH-000263,0.05168218571
ACH-000264,0.0811282946349
ACH-000265,0.176063337563
