,SLX1A (548593)
ACH-000319,-0.295005505667
ACH-000320,0.03830757425
ACH-000322,-0.7932311927590001
ACH-000323,-0.626432206866
ACH-000324,-0.380140688416
ACH-000329,-0.303634907201
ACH-000330,-0.562458904551
ACH-000331,-0.349794849026
ACH-000332,-0.375128155135
ACH-000334,-0.543828158534
ACH-000335,-0.47522441100900004
ACH-000336,-0.173484146521
ACH-000337,-0.330967006545
ACH-000339,-0.424727984234
ACH-000341,-0.34839800611500005
ACH-000348,-0.340055024887
ACH-000350,-0.19743726524799998
ACH-000352,-0.20755319021
ACH-000356,-0.45602119461400004
ACH-000361,-0.554336579103
ACH-000362,-0.348070275753
ACH-000363,-0.324619224802
ACH-000364,-0.33953836820200006
ACH-000365,-0.342765367261
ACH-000366,-0.258601735515
ACH-000368,-0.632596629431
ACH-000374,-0.144580746175
ACH-000375,-0.465730473388
ACH-000376,-0.16948883840999998
ACH-000381,-0.160581310422
ACH-000383,-0.0759021320913
ACH-000387,-0.27814907922800003
ACH-000389,-0.624563851492
ACH-000390,-0.433058598098
ACH-000393,-0.244554516651
ACH-000395,-0.301189422645
ACH-000397,-0.411213210762
ACH-000401,-0.355998400276
ACH-000402,-0.25881956888
ACH-000403,-0.286399776525
ACH-000404,-0.444188852588
ACH-000406,-0.30165301119300003
ACH-000407,-0.395993037349
ACH-000408,-0.0902023390284
ACH-000410,-0.422725829705
ACH-000411,-0.306723020855
ACH-000414,-0.29271197506499996
ACH-000415,-0.166432123115
ACH-000416,-0.46468029135399996
ACH-000420,-0.750730607946
ACH-000421,-0.290056985693
ACH-000424,-0.62922481733
ACH-000425,-0.713502180444
ACH-000426,-0.529823314654
ACH-000427,-0.268629496993
ACH-000433,-0.25097505078000004
ACH-000436,-0.545828083553
ACH-000444,-0.36015065063900004
ACH-000445,-0.42692665485299996
ACH-000448,-0.424256520233
ACH-000450,-0.750986664495
ACH-000452,-0.234985691177
ACH-000454,-0.318567926147
ACH-000458,-0.413804354623
ACH-000459,-0.517603286205
ACH-000460,-0.220763415949
ACH-000461,-0.208019478334
ACH-000463,-0.58013136142
ACH-000464,-0.288269137406
ACH-000466,-0.44902680327600003
ACH-000467,-0.09304729088500001
ACH-000468,-0.186917513186
ACH-000469,-0.216282612328
ACH-000470,-0.21151149535900002
ACH-000471,-0.282287239185
ACH-000472,-0.646826573482
ACH-000473,-0.182841690451
ACH-000475,-0.296313804653
ACH-000476,-0.203316047021
ACH-000477,-0.506407628983
ACH-000480,-0.139918024804
ACH-000481,-0.305877098109
ACH-000483,-0.46348611312700005
ACH-000484,-0.421600066431
ACH-000485,-0.38848961185900005
ACH-000486,-0.37847983148599995
ACH-000487,-0.0181508324751
ACH-000488,-0.163074081886
ACH-000490,-0.333645387201
ACH-000491,-0.232298918596
ACH-000495,-0.734959851839
ACH-000496,-0.535462870179
ACH-000499,-0.461710411675
ACH-000500,0.165044789888
ACH-000502,-0.154785711983
ACH-000503,-0.22305295438
ACH-000505,-0.411221027988
ACH-000507,-0.297464034584
ACH-000510,-0.605288575259
ACH-000511,-0.223967847425
ACH-000512,0.214212296168
ACH-000516,-0.511385309925
ACH-000517,-0.22094685512200002
ACH-000518,-0.312377984541
ACH-000520,-0.580876258084
ACH-000521,-0.166449052649
ACH-000522,-0.470390013518
ACH-000524,-0.199976432938
ACH-000527,-0.238424976167
ACH-000528,-0.318433822124
ACH-000537,-0.656307570765
ACH-000541,-0.454196978027
ACH-000542,-0.508001589132
ACH-000544,-0.054797347286
ACH-000545,-0.244461803094
ACH-000547,-0.410948981552
ACH-000548,-0.300232411815
ACH-000549,-0.349010167881
ACH-000550,0.0157637718664
ACH-000552,-0.190883038407
ACH-000556,-0.30532878919900003
ACH-000557,-0.0270551342123
ACH-000570,-0.163813221248
ACH-000571,-0.133628318912
ACH-000573,-0.378029827478
ACH-000576,-0.33768373579800004
ACH-000580,-0.596717210524
ACH-000584,-0.31968869812600004
ACH-000585,-0.41976761821099995
ACH-000588,-0.575415003433
ACH-000589,-0.29601250105099997
ACH-000591,-0.451194625493
ACH-000593,-0.0433914277981
ACH-000600,-0.5253786744919999
ACH-000601,-0.369565829332
ACH-000604,-0.467293338006
ACH-000605,-0.258392253537
ACH-000606,-0.265703677829
ACH-000608,0.0532567006671
ACH-000614,-0.411887485072
ACH-000616,-0.499922066808
ACH-000618,-0.13280531669099999
ACH-000619,-0.182646746734
ACH-000620,-0.41225237420599997
ACH-000621,-0.420959005735
ACH-000622,-0.269050482958
ACH-000623,-0.11766790119000001
ACH-000624,-0.9408610394529999
ACH-000627,0.04364044438709999
ACH-000630,-0.18504770669599999
ACH-000632,-0.605194110919
ACH-000633,-0.073542121072
ACH-000637,-0.517683170518
ACH-000638,-0.531702455402
ACH-000646,-0.0838626739273
ACH-000647,-0.189768068392
ACH-000648,-0.35090129163
ACH-000649,-0.10111823794500001
ACH-000651,-0.18268833921799998
ACH-000652,-0.246434149027
ACH-000653,-0.424535751302
ACH-000657,-0.5150394665470001
ACH-000658,-0.186142211225
ACH-000661,-0.43958579756899996
ACH-000662,-0.0948952829823
ACH-000663,-0.360303768925
ACH-000665,-0.497366283943
ACH-000671,-0.25321588135699996
ACH-000673,-0.358452655787
ACH-000676,-0.266433764386
ACH-000677,-0.355724202406
ACH-000681,-0.356755123044
ACH-000682,-0.021279663988200002
ACH-000683,-0.33232791216999996
ACH-000684,-0.6318886441179999
ACH-000688,-0.583499722642
ACH-000693,-0.38391044184199996
ACH-000694,-0.212602893224
ACH-000695,-0.314469277064
ACH-000696,-0.408655125435
ACH-000697,-0.692324210544
ACH-000699,-0.295250138952
ACH-000701,-0.365253604648
ACH-000706,-0.143279618573
ACH-000711,-0.334837726815
ACH-000713,-0.732861758505
ACH-000714,-0.303635209953
ACH-000718,-0.381173359634
ACH-000720,-0.173855225884
ACH-000721,-0.271922496785
ACH-000724,-0.622264663384
ACH-000725,-0.48432817604199996
ACH-000732,-0.303193111691
ACH-000734,-0.19750750349800003
ACH-000735,-0.0971510563775
ACH-000736,-0.356019804142
ACH-000738,-0.0645140719527
ACH-000746,-0.282102318517
ACH-000747,-0.394958773524
ACH-000748,-0.31616663491700003
ACH-000753,-0.564280050603
ACH-000756,-0.390223599506
ACH-000757,-0.39581196715899997
ACH-000758,-0.259509131883
ACH-000760,-0.282907805414
ACH-000763,-0.36188182865099994
ACH-000764,-0.330576806001
ACH-000765,-0.738122337257
ACH-000766,-0.54472479508
ACH-000767,-0.279274830816
ACH-000768,-0.321986731873
ACH-000769,-0.42380437121799996
ACH-000770,-0.528822188902
ACH-000771,-0.341478510652
ACH-000773,-0.35574335172399996
ACH-000776,-0.39095838610399997
ACH-000777,-0.23399295308499998
ACH-000778,-0.32736739072
ACH-000781,-0.0931012509375
ACH-000782,-0.215318140944
ACH-000783,-0.263813518147
ACH-000784,-0.207197458532
ACH-000785,-0.25156293432599997
ACH-000787,-0.244559030105
ACH-000788,-0.426748177596
ACH-000791,-0.209173968193
ACH-000792,-0.375747547305
ACH-000794,-0.478864070081
ACH-000796,-0.151317500257
ACH-000799,-0.393781934906
ACH-000800,-0.189109523091
ACH-000802,-0.502368981395
ACH-000804,-0.18496766582000002
ACH-000805,-0.640314115065
ACH-000809,-0.44900472599299995
ACH-000810,-0.3520259136300001
ACH-000811,-0.277616558866
ACH-000817,-0.438611734107
ACH-000819,-0.43670274600599995
ACH-000820,-0.22320673950599998
ACH-000821,-0.496275078517
ACH-000822,-0.284486790801
ACH-000823,-0.0779026044031
ACH-000824,-0.134338377651
ACH-000827,-0.447970159193
ACH-000829,-0.48234628313100003
ACH-000831,-0.088170029944
ACH-000832,-0.5171758025
ACH-000833,-0.40560169463600004
ACH-000834,-0.375286355247
ACH-000835,-0.197985867155
ACH-000836,-0.29939855280600003
ACH-000837,-0.09552676352530001
ACH-000838,-0.42129603468599996
ACH-000839,-0.281981235971
ACH-000840,-0.370481817144
ACH-000841,-0.41319740180299996
ACH-000843,-0.23983730976
ACH-000846,-0.44604115488300006
ACH-000847,-0.127384330319
ACH-000848,-0.26372722099
ACH-000849,-0.42368556423500003
ACH-000851,-0.31167452836599996
ACH-000855,-0.206410186946
ACH-000856,-0.217253285257
ACH-000858,-0.289185662784
ACH-000859,-0.321975479213
ACH-000861,-0.671470787247
ACH-000862,-0.19208373271200002
ACH-000865,-0.036592877576300004
ACH-000866,-0.36767256151199995
ACH-000867,-0.429549306381
ACH-000869,-0.196487427175
ACH-000872,-0.309386496352
ACH-000873,-0.0003478814812209999
ACH-000876,-0.101888885729
ACH-000878,-0.169994135417
ACH-000880,-0.377026837174
ACH-000881,-0.503371943322
ACH-000882,-0.23110782049400003
ACH-000884,-0.5340372249399999
ACH-000885,-0.33595640555699996
ACH-000887,-0.159266955723
ACH-000888,-0.379244850665
ACH-000889,-0.37813778981799995
ACH-000890,-0.463377685629
ACH-000896,-0.424735067046
ACH-000898,-0.381249323613
ACH-000900,-0.613083622777
ACH-000901,-0.519291235134
ACH-000905,-0.564287226602
ACH-000906,-0.251779256893
ACH-000907,-0.40064760874
ACH-000910,-0.205517977913
ACH-000911,-0.567053475589
ACH-000912,-0.31536873531599996
ACH-000913,-0.36424586986
ACH-000915,-0.40636771035999997
ACH-000916,0.286103201288
ACH-000917,-0.37410998756700004
ACH-000921,-0.510650760568
ACH-000924,-0.255215206999
ACH-000926,-0.37039460188199996
ACH-000928,-0.0167131876041
ACH-000929,-0.35184928255099995
ACH-000932,-0.622998189731
ACH-000935,-0.697176566953
ACH-000936,-0.25033946944200003
ACH-000937,-0.056374871282699995
ACH-000938,-0.285613289868
ACH-000939,-0.25412184931
ACH-000941,-0.273739518201
ACH-000943,-0.417683046795
ACH-000946,-0.278722684065
ACH-000947,-0.273265979627
ACH-000948,-0.422300990589
ACH-000950,-0.459412424326
ACH-000953,-0.22617896040399998
ACH-000957,-0.322557282504
ACH-000958,-0.172853705799
ACH-000960,-0.491764266271
ACH-000963,-0.307056274588
ACH-000968,-0.33300751223200004
ACH-000969,-0.22091992018800002
ACH-000973,-0.604274815031
ACH-000974,-0.2621108181
ACH-000975,-0.141894643664
ACH-000976,-0.467938765455
ACH-000978,-0.301887044328
ACH-000980,-0.32505793370499997
ACH-000984,-0.276418296735
ACH-000986,-0.26623987404800004
ACH-000988,-0.494449738022
ACH-000993,-0.312273925285
ACH-000994,-0.22460489548300003
ACH-000996,-0.344448095973
ACH-001001,-0.308183310673
ACH-001020,-0.26322167329
ACH-001028,-0.119785316939
ACH-001031,-0.272277833403
ACH-001038,-0.504024488643
ACH-001048,-0.0391758142204
ACH-001050,-0.31680832902600004
ACH-001053,-0.36917941428999995
ACH-001054,-0.437530715008
ACH-001061,-0.21825270704500002
ACH-001067,-0.5586729129029999
ACH-001075,-0.15254691957699998
ACH-001096,-0.0562255621268
ACH-001128,-0.6751395433149999
ACH-001134,-0.48266468186000006
ACH-001151,-0.139094579892
ACH-001163,-0.288825031791
ACH-001164,-0.22555284792
ACH-001173,-0.401774990291
ACH-001183,-0.24337229222399998
ACH-001184,-0.455778646758
ACH-001190,-0.133731648188
ACH-001192,-0.134751764825
ACH-001193,-0.183083493363
ACH-001196,-0.396139642055
ACH-001197,-0.259816634684
ACH-001205,-0.20241646380699999
ACH-001211,-0.365768015423
ACH-001212,-0.524157810459
ACH-001228,-0.3769280775
ACH-001232,-0.411900473904
ACH-001239,-0.535169186926
ACH-001274,-0.42422788650300003
ACH-001275,-0.208099331488
ACH-001277,-0.171204233853
ACH-001278,-0.162382766645
ACH-001280,-0.42534018798900003
ACH-001283,-0.325141020093
ACH-001289,-0.222920759793
ACH-001295,-0.42235361695
ACH-001300,-0.458863077263
ACH-001301,-0.48498497173999994
ACH-001302,-0.292022914762
ACH-001303,-0.11509517402899999
ACH-001306,-0.366610768177
ACH-001318,-0.377421096853
ACH-001322,-0.5071839637359999
ACH-001328,0.00973990067332
ACH-001332,-0.377224188826
ACH-001333,-0.415411727402
ACH-001336,-0.71919821526
ACH-001340,-0.256992504873
ACH-001346,-0.285708194011
ACH-001353,-0.485651155983
ACH-001354,-0.462671187972
ACH-001367,-0.21382274063499998
ACH-001368,-0.582475821732
ACH-001374,-0.384056667891
ACH-001375,-0.309377155163
ACH-001377,-0.319403398799
ACH-001380,-0.175231503838
ACH-001391,-0.282729553649
ACH-001407,-0.043756378724
ACH-001408,-0.625163082254
ACH-001413,-0.44453632600599996
ACH-001430,-0.296279701002
ACH-001431,-0.270057325253
ACH-001450,-0.307748524418
ACH-001496,-0.221144487793
ACH-001500,-0.225732840145
ACH-001521,-0.234313460175
ACH-001523,-0.25673319215
ACH-001532,-0.394877528973
ACH-001536,-0.24155986693700002
ACH-001550,-0.209069178141
ACH-001552,-0.350673736901
ACH-001554,-0.252424071791
ACH-001645,-0.46893095935
ACH-001654,-0.178491428893
ACH-001715,-0.269565444632
ACH-001735,-0.28563749396899996
ACH-001736,-0.307667587636
ACH-001737,-0.102685241448
ACH-001740,-0.647002285074
ACH-001745,-0.300652663222
ACH-001750,-0.385604850846
ACH-001765,-0.183198884801
ACH-001956,-0.58430494203
ACH-001957,-0.7672605914149999
