,PCNA (5111)
ACH-000505,-2.0276142626299998
ACH-000507,-1.9833430072599998
ACH-000510,-2.0517263923900004
ACH-000511,-1.8227341151599998
ACH-000512,-1.8746475475400002
ACH-000516,-1.82949378926
ACH-000517,-2.01562395301
ACH-000518,-2.17751965133
ACH-000520,-1.8933289026400002
ACH-000521,-2.07096862822
ACH-000522,-1.7131122728100001
ACH-000524,-2.15832916273
ACH-000527,-1.72150459689
ACH-000528,-1.57087983156
ACH-000537,-1.83873360254
ACH-000541,-2.2261012154700004
ACH-000542,-1.6139397525799999
ACH-000544,-1.72561321287
ACH-000545,-1.8484252562099999
ACH-000547,-1.8368059646200001
ACH-000548,-1.66636460054
ACH-000549,-1.65735113038
ACH-000550,-1.35737291204
ACH-000552,-2.00030937588
ACH-000556,-1.99044892155
ACH-000557,-2.24894623176
ACH-000570,-1.90008212561
ACH-000571,-1.8474010496200002
ACH-000573,-1.90251443588
ACH-000576,-1.9164827897499999
ACH-000580,-1.84061895907
ACH-000584,-1.78384375845
ACH-000585,-1.7781756646900002
ACH-000588,-1.8498890627700002
ACH-000589,-2.00723016814
ACH-000591,-1.85408779287
ACH-000593,-1.74767143658
ACH-000600,-2.08819126759
ACH-000601,-1.9391060587400002
ACH-000604,-1.9332999911099997
ACH-000605,-1.9201217503799999
ACH-000606,-1.6873947868399999
ACH-000608,-2.3575851813999997
ACH-000614,-1.76789099659
ACH-000616,-1.7697621805700001
ACH-000618,-1.8393968354099999
ACH-000619,-1.60044059036
ACH-000620,-1.69925568436
ACH-000621,-1.9478376972
ACH-000622,-2.36454876122
ACH-000623,-1.8378754351299997
ACH-000624,-1.83693237338
ACH-000627,-1.83744521662
ACH-000630,-1.6914766490600002
ACH-000632,-1.7054150229299998
ACH-000633,-1.9741930943500001
ACH-000637,-1.6946287785299998
ACH-000638,-1.88020233006
ACH-000646,-1.69709201719
ACH-000647,-1.82225173375
ACH-000648,-1.8305050773700002
ACH-000649,-1.8313973154499998
ACH-000651,-1.46567871803
ACH-000652,-2.05649154324
ACH-000653,-2.18431398488
ACH-000657,-1.9984254551599998
ACH-000658,-2.4138371926
ACH-000661,-2.33219917132
ACH-000662,-1.8870229567099996
ACH-000663,-1.60276396072
ACH-000665,-1.83871126728
ACH-000671,-2.00043386601
ACH-000673,-1.6932127096599998
ACH-000676,-1.6282676185499998
ACH-000677,-1.6913598296399999
ACH-000681,-1.71428728439
ACH-000682,-1.7972334610900003
ACH-000683,-1.9261026621900001
ACH-000684,-1.33048560969
ACH-000688,-1.7729313729099998
ACH-000693,-1.96173491377
ACH-000694,-1.9658058465000001
ACH-000695,-2.14763257282
ACH-000696,-1.70831382018
ACH-000697,-2.0042231381
ACH-000699,-2.45039773396
ACH-000701,-2.51576605804
ACH-000706,-1.83584718995
ACH-000711,-1.6881014699099999
ACH-000713,-1.3955981850499999
ACH-000714,-2.04215650207
ACH-000718,-2.2652582365700002
ACH-000720,-1.7654852151400002
ACH-000721,-1.8333877733000001
ACH-000724,-2.53919146923
ACH-000725,-2.62796650742
ACH-000732,-2.08192637378
ACH-000734,-1.8570039992700003
ACH-000735,-1.7270481134400002
ACH-000736,-2.07823201131
ACH-000738,-1.81686041648
ACH-000746,-2.1186781899400002
ACH-000747,-1.8484986272200001
ACH-000748,-2.0503062428599996
ACH-000753,-1.94716319872
ACH-000756,-1.80456619527
ACH-000757,-1.9088132091299999
ACH-000758,-1.9913438323
ACH-000760,-1.32389341092
ACH-000763,-2.26738132703
ACH-000764,-1.6468895952399998
ACH-000765,-1.1731856575
ACH-000766,-1.8852511143700001
ACH-000767,-1.81137012777
ACH-000768,-1.9752637369400001
ACH-000769,-1.9721559758200002
ACH-000770,-1.8872256251099997
ACH-000771,-1.8389291775499998
ACH-000773,-1.84927676699
ACH-000776,-1.45907667416
ACH-000777,-1.7559831783200002
ACH-000778,-2.40913472528
ACH-000781,-1.95232336661
ACH-000782,-1.9633826010599997
ACH-000783,-2.3090352686099997
ACH-000784,-1.7369802734900002
ACH-000785,-1.7821516548700003
ACH-000787,-1.87969427432
ACH-000788,-1.80814826812
ACH-000791,-1.79150618807
ACH-000792,-1.9077026249900002
ACH-000794,-1.6509072445500002
ACH-000796,-1.8598374561900002
ACH-000799,-1.45150164526
ACH-000800,-2.3284128053999997
ACH-000802,-2.03566096414
ACH-000804,-1.55292731385
ACH-000805,-1.78496308135
ACH-000809,-1.9770649420500002
ACH-000810,-2.1399555603900002
ACH-000811,-2.1537728588900005
ACH-000817,-1.9193915796799998
ACH-000819,-1.9734459594099998
ACH-000820,-0.661968490494
ACH-000821,-2.33041331376
ACH-000822,-1.93889472258
ACH-000823,-2.0094274238599996
ACH-000824,-2.25045180238
ACH-000827,-1.6333039709000001
ACH-000829,-1.91076627357
ACH-000831,-1.97547198612
ACH-000832,-1.54326163305
ACH-000833,-2.31908377942
ACH-000834,-1.6892732135799997
ACH-000835,-1.8975200725299999
ACH-000836,-1.4249190768
ACH-000837,-1.8270336448
ACH-000838,-2.46443212966
ACH-000839,-1.65617811265
ACH-000840,-1.95966960099
ACH-000841,-1.76616567068
ACH-000843,-1.98331949857
ACH-000846,-1.68663811437
ACH-000847,-1.54588009102
ACH-000848,-1.7565422098099999
ACH-000849,-1.77116990906
ACH-000851,-1.7836780822299998
ACH-000855,-1.8196196429799998
ACH-000856,-2.0614891067400003
ACH-000858,-1.8825723881799998
ACH-000859,-1.90229789344
ACH-000861,-1.8057236815200002
ACH-000862,-1.6890445252000001
ACH-000865,-1.9449856352900001
ACH-000866,-1.8777388754599997
ACH-000867,-1.9281706783700001
ACH-000869,-1.9664631897099998
ACH-000872,-1.7486924430400002
ACH-000873,-1.77039063937
ACH-000876,-2.38094240278
ACH-000878,-1.9317559321900002
ACH-000880,-1.78120534846
ACH-000881,-1.76172100033
ACH-000882,-1.76297271224
ACH-000884,-1.53808863725
ACH-000885,-1.7353897772099998
ACH-000887,-1.8380759115
ACH-000888,-2.2169986936000003
ACH-000889,-2.0815594655900003
ACH-000890,-1.8452184495099997
ACH-000896,-1.87825642314
ACH-000898,-1.76441735884
ACH-000900,-1.7524739454099998
ACH-000901,-1.7820847786400003
ACH-000905,-1.8794308362999999
ACH-000906,-1.91283138192
ACH-000907,-1.51011445261
ACH-000910,-2.06809976197
ACH-000911,-1.80453813023
ACH-000912,-1.8960649113799999
ACH-000913,-1.78772699533
ACH-000915,-1.9123200195099999
ACH-000916,-1.8933583255400002
ACH-000917,-1.9783012807299998
ACH-000921,-1.8533090860199999
ACH-000924,-1.7376295931599999
ACH-000926,-2.17797512473
ACH-000928,-1.74123947789
ACH-000929,-1.84674142215
ACH-000932,-1.81551810592
ACH-000935,-1.7542767461200002
ACH-000936,-1.66364866472
ACH-000937,-2.1776423825999998
ACH-000938,-2.08550390707
ACH-000939,-1.58818189909
ACH-000941,-2.0293235198099997
ACH-000943,-1.74650157896
ACH-000946,-1.9382279701499998
ACH-000947,-1.79334347501
ACH-000948,-1.90503812459
ACH-000950,-1.95612353259
ACH-000953,-1.8928105515400002
ACH-000957,-1.68699687509
ACH-000958,-1.85479160655
ACH-000960,-2.23677943026
ACH-000963,-2.2467057168
ACH-000968,-1.9310831203799999
ACH-000969,-1.71669395429
ACH-000973,-1.7102498156900001
ACH-000974,-1.71482042752
ACH-000975,-1.9461146098099997
ACH-000976,-1.55742941588
ACH-000978,-2.24836971032
ACH-000980,-2.03117227977
ACH-000984,-1.6761007725100001
ACH-000986,-1.67753599567
ACH-000988,-2.14908103308
ACH-000993,-2.12226653759
ACH-000994,-2.0745766584200003
ACH-000996,-1.88775969257
ACH-001001,-1.96754779308
ACH-001020,-1.4954169009399998
ACH-001028,-1.95357714457
ACH-001031,-1.98681138539
ACH-001038,-1.9044377677200002
ACH-001048,-1.8601897356200001
ACH-001050,-1.46067746231
ACH-001053,-1.6968991468599999
ACH-001054,-2.052117389
ACH-001061,-1.5625246532400001
ACH-001067,-1.7391116746900002
ACH-001075,-2.0941741338999997
ACH-001096,-1.95126497118
ACH-001128,-1.14356171361
ACH-001134,-1.74642149463
ACH-001151,-1.74302028165
ACH-001163,-1.85183315535
ACH-001164,-1.7505784882799997
ACH-001173,-1.85811771033
ACH-001183,-2.20094525987
ACH-001184,-1.8474101478599998
ACH-001190,-1.6305349170399999
ACH-001192,-1.67468671333
ACH-001193,-1.44929653294
ACH-001196,-1.9185627566900003
ACH-001197,-2.06799826495
ACH-001205,-1.5576050755500002
ACH-001211,-1.7465733526700002
ACH-001212,-1.4976851192700003
ACH-001228,-1.75594174253
ACH-001232,-1.49879909023
ACH-001239,-1.840323215
ACH-001274,-1.7692787811300001
ACH-001275,-1.90573414616
ACH-001277,-1.7947218801299998
ACH-001278,-2.01308612282
ACH-001280,-2.34962657302
ACH-001283,-1.88051889529
ACH-001289,-1.82615121281
ACH-001295,-1.8996957241799999
ACH-001300,-2.12633713995
ACH-001301,-1.69674043435
ACH-001302,-2.07480183135
ACH-001303,-2.12359371213
ACH-001306,-1.70171539259
ACH-001318,-1.82667532977
ACH-001322,-1.98843518446
ACH-001328,-1.84477252385
ACH-001332,-1.76676963143
ACH-001333,-2.02430569898
ACH-001336,-1.6996826285799997
ACH-001340,-1.83816846348
ACH-001346,-1.94879304443
ACH-001353,-1.76877456257
ACH-001354,-2.13400142346
ACH-001367,-1.6323140694
ACH-001368,-1.95759985213
ACH-001374,-1.68903390043
ACH-001375,-1.8900377965200001
ACH-001377,-1.9701875179700001
ACH-001380,-1.95945887349
ACH-001391,-2.2975226343
ACH-001407,-1.7037208765600003
ACH-001408,-2.3260613901599996
ACH-001413,-1.58873483081
ACH-001430,-1.83992642093
ACH-001431,-1.9045491233
ACH-001450,-1.9204144633099998
ACH-001496,-1.54601998294
ACH-001500,-1.5856039422
ACH-001521,-1.67572930252
ACH-001523,-1.76444953396
ACH-001532,-1.9521881151599998
ACH-001536,-1.80236978771
ACH-001550,-1.7259272366799998
ACH-001552,-1.82578560132
ACH-001554,-1.8346903369099998
ACH-001645,-1.9242294781599998
ACH-001654,-1.8401818220500001
ACH-001715,-1.6162386823
ACH-001735,-2.10480224748
ACH-001736,-2.2493001123500003
ACH-001737,-1.68026383655
ACH-001740,-1.91524535227
ACH-001745,-1.88353608249
ACH-001750,-1.62047614912
ACH-001765,-1.9702483026599997
ACH-001956,-2.04224582431
ACH-001957,-1.8255542506
