,PRMT5 (10419)
ACH-000004,-1.6372632106
ACH-000007,-1.31450040775
ACH-000009,-1.32234479503
ACH-000011,-1.519543962
ACH-000012,-1.10784700548
ACH-000013,-1.52268974907
ACH-000014,-1.53708336151
ACH-000015,-1.3327471785299998
ACH-000017,-1.27127253839
ACH-000018,-1.27836790266
ACH-000019,-1.3947222442200002
ACH-000021,-1.31048658954
ACH-000022,-1.43869544693
ACH-000025,-1.23172222886
ACH-000028,-1.3461639991799998
ACH-000030,-1.29668551514
ACH-000035,-1.64406244398
ACH-000036,-1.3462501778600002
ACH-000037,-1.75251604283
ACH-000039,-1.26779553861
ACH-000040,-1.1475841740100001
ACH-000041,-1.35439775857
ACH-000042,-1.51800584633
ACH-000045,-1.21233429978
ACH-000047,-1.21708888462
ACH-000052,-1.03201657479
ACH-000053,-1.16439505026
ACH-000054,-1.1489758756100001
ACH-000055,-1.13352835754
ACH-000060,-1.3934224883700002
ACH-000067,-1.1600915435899999
ACH-000070,-1.3830031954
ACH-000075,-1.76626820807
ACH-000078,-1.5947861762
ACH-000082,-0.967353346852
ACH-000085,-1.6191791438299998
ACH-000086,-1.09322958259
ACH-000087,-1.3675946706200002
ACH-000092,-1.18930678849
ACH-000095,-1.2646151030500001
ACH-000097,-1.1410903135100001
ACH-000098,-1.22497438515
ACH-000099,-1.29460717941
ACH-000108,-1.5226959422100002
ACH-000113,-1.2000233467
ACH-000115,-1.14900560014
ACH-000116,-1.4243850070800002
ACH-000118,-1.11438169338
ACH-000120,-1.23450674455
ACH-000123,-1.38190000013
ACH-000127,-1.3530257540600001
ACH-000128,-1.09640494845
ACH-000132,-0.89065143609
ACH-000133,-1.21731130454
ACH-000137,-1.43387257676
ACH-000138,-1.2209787660200002
ACH-000142,-1.25984093206
ACH-000143,-1.39177306032
ACH-000146,-1.41294881264
ACH-000148,-1.46356162143
ACH-000150,-1.3518993320800001
ACH-000152,-1.06690765881
ACH-000153,-1.7267036607900001
ACH-000159,-1.41002484319
ACH-000160,-0.7285200214990001
ACH-000163,-1.27250633182
ACH-000167,-0.585345345329
ACH-000168,-1.83510364193
ACH-000169,-0.952652236402
ACH-000178,-1.20452477058
ACH-000182,-1.23258445096
ACH-000183,-1.2141302440000001
ACH-000188,-1.39168384588
ACH-000189,-1.3564345912600002
ACH-000190,-0.6271476171
ACH-000198,-1.2705291868700002
ACH-000204,-1.5528135852399998
ACH-000206,-0.950454946496
ACH-000207,-1.1475190228399998
ACH-000211,-1.39721546516
ACH-000215,-1.2953377802700001
ACH-000221,-1.03887768121
ACH-000222,-1.4722197357700002
ACH-000223,-1.1329489530299999
ACH-000226,-1.15844077845
ACH-000227,-0.854904304352
ACH-000228,-1.4606540251
ACH-000231,-1.24939920363
ACH-000232,-1.1113248975399999
ACH-000233,-1.11555392892
ACH-000234,-1.1697329866600001
ACH-000235,-1.20449403547
ACH-000237,-1.2466743905
ACH-000238,-1.2592978084100002
ACH-000243,-1.40838535318
ACH-000244,-1.5811797477399998
ACH-000246,-1.4148996007299999
ACH-000248,-1.2513902355500002
ACH-000250,-1.2666551287299999
ACH-000251,-1.49307704416
ACH-000253,-1.10610920603
ACH-000255,-1.1762716113
ACH-000256,-1.0820285170100001
ACH-000257,-0.8694416569210001
ACH-000258,-0.762312935711
ACH-000259,-1.35516327945
ACH-000260,-1.22897524985
ACH-000261,-1.41475602229
ACH-000262,-1.5365449032700003
ACH-000263,-1.0343819491500001
ACH-000264,-1.12563128064
ACH-000265,-1.33926948388
ACH-000266,-1.13397489382
ACH-000272,-0.965248117582
ACH-000273,-1.1430307582600001
ACH-000274,-1.1884627403499999
ACH-000277,-1.1951980901200001
ACH-000278,-1.4745614608500002
ACH-000279,-1.34508148255
ACH-000280,-1.60801002525
ACH-000281,-1.71442303261
ACH-000288,-1.35476412429
ACH-000291,-1.27964043225
ACH-000293,-0.8503481707520001
ACH-000294,-1.63789731286
ACH-000295,-1.4275222644499999
ACH-000296,-1.08431460782
ACH-000302,-1.2011416069499998
ACH-000304,-0.7981935251469999
ACH-000307,-1.22548194995
ACH-000308,-1.25342431861
ACH-000310,-0.819580621428
ACH-000311,-1.3611470399599999
ACH-000312,-1.4374643815200001
ACH-000315,-1.24719148788
ACH-000316,-1.4170010059600002
ACH-000317,-1.43608204163
